ไตรมาส 4,ไตรมาส 1,สถานภาพแรงงาน,ภาค,_id,ปี,ไตรมาส 3,ไตรมาส 2,เพศ,รายการ
"30,861","39,686",รอฤดูกาล,     ภาคเหนือ                         ,160,2566,"12,046","68,685",รวม,กำลังแรงงาน
"18,303","22,298",รอฤดูกาล,     ภาคเหนือ                         ,161,2566,"9,231","41,768",ชาย                         ,กำลังแรงงาน
"12,558","17,388",รอฤดูกาล,     ภาคเหนือ                         ,162,2566,"2,815","26,917",หญิง                        ,กำลังแรงงาน
"9,646,001","9,096,243",ผู้มีงานทำ,  ภาคตะวันออกเฉียงเหนือ ,163,2566,"9,712,273","9,308,874",รวม,กำลังแรงงาน
"5,212,043","4,950,408",ผู้มีงานทำ,  ภาคตะวันออกเฉียงเหนือ ,164,2566,"5,213,696","5,056,965",ชาย                         ,กำลังแรงงาน
"4,433,958","4,145,835",ผู้มีงานทำ,  ภาคตะวันออกเฉียงเหนือ ,165,2566,"4,498,577","4,251,908",หญิง                        ,กำลังแรงงาน
"51,910","63,149",ผู้ว่างงาน,  ภาคตะวันออกเฉียงเหนือ ,166,2566,"64,279","77,713",รวม,กำลังแรงงาน
"20,835","30,884",ผู้ว่างงาน,  ภาคตะวันออกเฉียงเหนือ ,167,2566,"30,062","32,616",ชาย                         ,กำลังแรงงาน
"31,075","32,266",ผู้ว่างงาน,  ภาคตะวันออกเฉียงเหนือ ,168,2566,"34,217","45,097",หญิง                        ,กำลังแรงงาน
"51,442","177,473",รอฤดูกาล,  ภาคตะวันออกเฉียงเหนือ ,169,2566,"22,721","108,904",รวม,กำลังแรงงาน
"29,130","99,920",รอฤดูกาล,  ภาคตะวันออกเฉียงเหนือ ,170,2566,"15,010","64,952",ชาย                         ,กำลังแรงงาน
"22,312","77,553",รอฤดูกาล,  ภาคตะวันออกเฉียงเหนือ ,171,2566,"7,711","43,953",หญิง                        ,กำลังแรงงาน
"5,344,600","5,400,897",ผู้มีงานทำ,      ภาคใต้                           ,172,2566,"5,296,507","5,311,950",รวม,กำลังแรงงาน
"2,958,782","2,944,720",ผู้มีงานทำ,      ภาคใต้                           ,173,2566,"2,924,875","2,917,099",ชาย                         ,กำลังแรงงาน
"2,385,818","2,456,178",ผู้มีงานทำ,      ภาคใต้                           ,174,2566,"2,371,631","2,394,851",หญิง                        ,กำลังแรงงาน
"66,745","76,123",ผู้ว่างงาน,      ภาคใต้                           ,175,2566,"82,570","82,978",รวม,กำลังแรงงาน
"31,532","39,714",ผู้ว่างงาน,      ภาคใต้                           ,176,2566,"36,766","39,589",ชาย                         ,กำลังแรงงาน
"35,212","36,409",ผู้ว่างงาน,      ภาคใต้                           ,177,2566,"45,803","43,389",หญิง                        ,กำลังแรงงาน
653,345,รอฤดูกาล,      ภาคใต้                           ,178,2566,680,66,รวม,กำลังแรงงาน
223,345,รอฤดูกาล,      ภาคใต้                           ,179,2566,365,-,ชาย                         ,กำลังแรงงาน
430,-,รอฤดูกาล,      ภาคใต้                           ,180,2566,315,66,หญิง                        ,กำลังแรงงาน
"5,070,931","5,105,743",ทำงานบ้าน,  ทั่วราชอาณาจักร                  ,181,2566,"5,036,960","5,129,691",รวม,ผู้ไม่อยู่ในกำลังแรงงาน
"293,026","278,972",ทำงานบ้าน,  ทั่วราชอาณาจักร                  ,182,2566,"307,097","300,952",ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
"4,777,905","4,826,772",ทำงานบ้าน,  ทั่วราชอาณาจักร                  ,183,2566,"4,729,863","4,828,739",หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
"4,469,424","4,642,471",เรียนหนังสือ,  ทั่วราชอาณาจักร                  ,184,2566,"4,558,201","4,518,414",รวม,ผู้ไม่อยู่ในกำลังแรงงาน
"2,088,334","2,185,780",เรียนหนังสือ,  ทั่วราชอาณาจักร                  ,185,2566,"2,137,644","2,130,833",ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
"2,381,090","2,456,691",เรียนหนังสือ,  ทั่วราชอาณาจักร                  ,186,2566,"2,420,557","2,387,581",หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
"7,081,932","6,846,118",ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,  ทั่วราชอาณาจักร                  ,187,2566,"6,994,919","7,032,599",รวม,ผู้ไม่อยู่ในกำลังแรงงาน
"2,920,119","2,869,558",ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,  ทั่วราชอาณาจักร                  ,188,2566,"2,875,980","2,923,786",ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
"4,161,813","3,976,560",ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,  ทั่วราชอาณาจักร                  ,189,2566,"4,118,939","4,108,813",หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
"1,731,165","1,932,268",อื่น ๆ,  ทั่วราชอาณาจักร                  ,190,2566,"1,839,743","1,903,422",รวม,ผู้ไม่อยู่ในกำลังแรงงาน
"1,029,571","1,157,404",อื่น ๆ,  ทั่วราชอาณาจักร                  ,191,2566,"1,088,131","1,124,631",ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
"701,594","774,864",อื่น ๆ,  ทั่วราชอาณาจักร                  ,192,2566,"751,612","778,791",หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
"524,444","549,838",ทำงานบ้าน,  กรุงเทพมหานคร                    ,193,2566,"545,776","547,201",รวม,ผู้ไม่อยู่ในกำลังแรงงาน
"24,035","24,120",ทำงานบ้าน,  กรุงเทพมหานคร                    ,194,2566,"28,586","26,444",ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
"500,409","525,717",ทำงานบ้าน,  กรุงเทพมหานคร                    ,195,2566,"517,191","520,757",หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
"487,606","497,313",เรียนหนังสือ,  กรุงเทพมหานคร                    ,196,2566,"485,769","470,479",รวม,ผู้ไม่อยู่ในกำลังแรงงาน
"220,520","229,902",เรียนหนังสือ,  กรุงเทพมหานคร                    ,197,2566,"225,300","219,474",ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
"267,086","267,411",เรียนหนังสือ,  กรุงเทพมหานคร                    ,198,2566,"260,468","251,006",หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
"793,082","712,255",ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,  กรุงเทพมหานคร                    ,199,2566,"788,195","750,204",รวม,ผู้ไม่อยู่ในกำลังแรงงาน
"317,802","305,331",ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,  กรุงเทพมหานคร                    ,200,2566,"324,647","324,531",ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
"475,280","406,924",ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,  กรุงเทพมหานคร                    ,201,2566,"463,547","425,673",หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
"311,886","288,986",อื่น ๆ,  กรุงเทพมหานคร                    ,202,2566,"348,946","303,782",รวม,ผู้ไม่อยู่ในกำลังแรงงาน
"180,232","171,313",อื่น ๆ,  กรุงเทพมหานคร                    ,203,2566,"195,435","169,895",ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
"131,654","117,673",อื่น ๆ,  กรุงเทพมหานคร                    ,204,2566,"153,511","133,888",หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
"1,645,685","1,603,382",ทำงานบ้าน,     ภาคกลาง                          ,205,2566,"1,645,936","1,637,049",รวม,ผู้ไม่อยู่ในกำลังแรงงาน
"126,429","112,591",ทำงานบ้าน,     ภาคกลาง                          ,206,2566,"130,314","115,540",ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
"1,519,256","1,490,791",ทำงานบ้าน,     ภาคกลาง                          ,207,2566,"1,515,622","1,521,509",หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
"1,216,751","1,247,634",เรียนหนังสือ,     ภาคกลาง                          ,208,2566,"1,234,202","1,205,987",รวม,ผู้ไม่อยู่ในกำลังแรงงาน
"557,644","586,707",เรียนหนังสือ,     ภาคกลาง                          ,209,2566,"560,017","562,435",ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
"659,107","660,928",เรียนหนังสือ,     ภาคกลาง                          ,210,2566,"674,186","643,552",หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
"1,953,785","1,835,317",ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,     ภาคกลาง                          ,211,2566,"1,905,285","1,874,025",รวม,ผู้ไม่อยู่ในกำลังแรงงาน
"818,205","760,291",ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,     ภาคกลาง                          ,212,2566,"785,480","766,421",ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
"1,135,581","1,075,025",ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,     ภาคกลาง                          ,213,2566,"1,119,805","1,107,604",หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
"594,438","670,822",อื่น ๆ,     ภาคกลาง                          ,214,2566,"658,032","660,443",รวม,ผู้ไม่อยู่ในกำลังแรงงาน
"354,231","398,023",อื่น ๆ,     ภาคกลาง                          ,215,2566,"396,086","390,453",ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
"240,207","272,799",อื่น ๆ,     ภาคกลาง                          ,216,2566,"261,946","269,990",หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
"839,252","800,972",ทำงานบ้าน,     ภาคเหนือ                         ,217,2566,"865,248","851,524",รวม,ผู้ไม่อยู่ในกำลังแรงงาน
"57,040","41,235",ทำงานบ้าน,     ภาคเหนือ                         ,218,2566,"58,839","52,437",ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
"782,212","759,736",ทำงานบ้าน,     ภาคเหนือ                         ,219,2566,"806,409","799,087",หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
"692,115","736,643",เรียนหนังสือ,     ภาคเหนือ                         ,220,2566,"708,603","727,607",รวม,ผู้ไม่อยู่ในกำลังแรงงาน
"332,863","350,292",เรียนหนังสือ,     ภาคเหนือ                         ,221,2566,"345,468","358,284",ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
"359,252","386,351",เรียนหนังสือ,     ภาคเหนือ                         ,222,2566,"363,135","369,322",หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
"1,415,725","1,355,243",ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,     ภาคเหนือ                         ,223,2566,"1,381,567","1,401,883",รวม,ผู้ไม่อยู่ในกำลังแรงงาน
"583,603","568,279",ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,     ภาคเหนือ                         ,224,2566,"569,801","589,106",ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
"832,122","786,964",ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,     ภาคเหนือ                         ,225,2566,"811,766","812,777",หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
"241,977","271,282",อื่น ๆ,     ภาคเหนือ                         ,226,2566,"248,722","261,854",รวม,ผู้ไม่อยู่ในกำลังแรงงาน
"149,156","154,503",อื่น ๆ,     ภาคเหนือ                         ,227,2566,"148,475","157,923",ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
"92,821","116,779",อื่น ๆ,     ภาคเหนือ                         ,228,2566,"100,247","103,931",หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
"1,266,994","1,447,447",ทำงานบ้าน,  ภาคตะวันออกเฉียงเหนือ ,229,2566,"1,202,887","1,346,770",รวม,ผู้ไม่อยู่ในกำลังแรงงาน
"60,907","76,664",ทำงานบ้าน,  ภาคตะวันออกเฉียงเหนือ ,230,2566,"59,418","75,545",ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
"1,206,087","1,370,782",ทำงานบ้าน,  ภาคตะวันออกเฉียงเหนือ ,231,2566,"1,143,469","1,271,225",หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
"1,416,202","1,469,132",เรียนหนังสือ,  ภาคตะวันออกเฉียงเหนือ ,232,2566,"1,444,708","1,435,945",รวม,ผู้ไม่อยู่ในกำลังแรงงาน
"676,218","707,662",เรียนหนังสือ,  ภาคตะวันออกเฉียงเหนือ ,233,2566,"691,549","679,675",ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
"739,984","761,470",เรียนหนังสือ,  ภาคตะวันออกเฉียงเหนือ ,234,2566,"753,159","756,270",หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
"2,142,065","2,216,952",ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,  ภาคตะวันออกเฉียงเหนือ ,235,2566,"2,123,573","2,222,516",รวม,ผู้ไม่อยู่ในกำลังแรงงาน
"870,053","925,452",ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,  ภาคตะวันออกเฉียงเหนือ ,236,2566,"850,203","909,515",ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
"1,272,012","1,291,500",ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,  ภาคตะวันออกเฉียงเหนือ ,237,2566,"1,273,370","1,313,002",หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
"406,565","521,402",อื่น ๆ,  ภาคตะวันออกเฉียงเหนือ ,238,2566,"417,082","489,511",รวม,ผู้ไม่อยู่ในกำลังแรงงาน
"235,463","323,890",อื่น ๆ,  ภาคตะวันออกเฉียงเหนือ ,239,2566,"249,391","293,106",ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
"171,102","197,513",อื่น ๆ,  ภาคตะวันออกเฉียงเหนือ ,240,2566,"167,691","196,406",หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
"794,555","704,105",ทำงานบ้าน,      ภาคใต้                           ,241,2566,"777,112","747,146",รวม,ผู้ไม่อยู่ในกำลังแรงงาน
"24,614","24,361",ทำงานบ้าน,      ภาคใต้                           ,242,2566,"29,940","30,985",ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
"769,941","679,745",ทำงานบ้าน,      ภาคใต้                           ,243,2566,"747,172","716,161",หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
"656,750","691,748",เรียนหนังสือ,      ภาคใต้                           ,244,2566,"684,919","678,396",รวม,ผู้ไม่อยู่ในกำลังแรงงาน
"301,088","311,217",เรียนหนังสือ,      ภาคใต้                           ,245,2566,"315,311","310,965",ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
"355,662","380,531",เรียนหนังสือ,      ภาคใต้                           ,246,2566,"369,609","367,431",หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
"777,274","726,352",ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,      ภาคใต้                           ,247,2566,"796,299","783,971",รวม,ผู้ไม่อยู่ในกำลังแรงงาน
"330,456","310,204",ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,      ภาคใต้                           ,248,2566,"345,848","334,213",ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
"446,818","416,148",ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,      ภาคใต้                           ,249,2566,"450,451","449,757",หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
"176,299","179,776",อื่น ๆ,      ภาคใต้                           ,250,2566,"166,961","187,831",รวม,ผู้ไม่อยู่ในกำลังแรงงาน
"110,490","109,675",อื่น ๆ,      ภาคใต้                           ,251,2566,"98,744","113,255",ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
"65,809","70,101",อื่น ๆ,      ภาคใต้                           ,252,2566,"68,217","74,576",หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
