ทุนจดทะเบียนรวม,_id,ปี,เงินลงทุน(ล้านบาท),ทุนจดทะเบียนต่างชาติ,จำนวนโครงการ,ทุนจดทะเบียนไทย
"8,528.2",1,2560,"64,791.7","5,893.5",205,"2,634.7"
"96,706.2",2,2561,"546,517.5","94,993.1",181,"1,713.1"
"18,704.5",3,2562,"119,478.8","11,749.2",242,"6,955.3"
"12,640.3",4,2563,"67,187.8","9,610.0",226,"3,030.3"
"10,545.7",5,2564,"74,545.7","8,413.3",177,"2,132.3"
"6,281.0",6,2565,"95,786.5","5,342.9",315,938.1
54294.5,7,2566,204682,51237.6,439,3056.9
