OCCUPATION,VALUE,QUARTER,SOURCE,_id,SEX,UNIT,REGION,YEAR
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,5.1,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2170,หญิง,พันคน,กรุงเทพมหานคร,2564
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,103.54,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2171,หญิง,พันคน,กรุงเทพมหานคร,2564
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,134.77,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2172,หญิง,พันคน,กรุงเทพมหานคร,2564
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,410.21,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2173,หญิง,พันคน,กรุงเทพมหานคร,2564
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,9.98,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2174,หญิง,พันคน,กรุงเทพมหานคร,2564
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,255.72,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2175,ชาย,พันคน,ภาคกลาง,2564
 ผู้ประกอบวิชาชีพด้านต่างๆ,269.48,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2176,ชาย,พันคน,ภาคกลาง,2564
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,319.41,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2177,ชาย,พันคน,ภาคกลาง,2564
 เสมียน,180.78,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2178,ชาย,พันคน,ภาคกลาง,2564
 พนักงานบริการและพนักงานในร้านค้าและตลาด,1062.11,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2179,ชาย,พันคน,ภาคกลาง,2564
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,1115.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2180,ชาย,พันคน,ภาคกลาง,2564
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,1203.43,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2181,ชาย,พันคน,ภาคกลาง,2564
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,1394.09,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2182,ชาย,พันคน,ภาคกลาง,2564
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,709.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2183,ชาย,พันคน,ภาคกลาง,2564
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,2.14,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2184,ชาย,พันคน,ภาคกลาง,2564
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,167.37,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2185,หญิง,พันคน,ภาคกลาง,2564
 ผู้ประกอบวิชาชีพด้านต่างๆ,434.24,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2186,หญิง,พันคน,ภาคกลาง,2564
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,377.87,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2187,หญิง,พันคน,ภาคกลาง,2564
 เสมียน,486.24,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2188,หญิง,พันคน,ภาคกลาง,2564
 พนักงานบริการและพนักงานในร้านค้าและตลาด,1473.97,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2189,หญิง,พันคน,ภาคกลาง,2564
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,673.44,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2190,หญิง,พันคน,ภาคกลาง,2564
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,412.12,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2191,หญิง,พันคน,ภาคกลาง,2564
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,641.43,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2192,หญิง,พันคน,ภาคกลาง,2564
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,716.56,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2193,หญิง,พันคน,ภาคกลาง,2564
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,6.94,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2194,หญิง,พันคน,ภาคกลาง,2564
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,84.35,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2195,ชาย,พันคน,ภาคเหนือ,2564
 ผู้ประกอบวิชาชีพด้านต่างๆ,91.14,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2196,ชาย,พันคน,ภาคเหนือ,2564
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,80.98,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2197,ชาย,พันคน,ภาคเหนือ,2564
 เสมียน,55.59,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2198,ชาย,พันคน,ภาคเหนือ,2564
 พนักงานบริการและพนักงานในร้านค้าและตลาด,422.14,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2199,ชาย,พันคน,ภาคเหนือ,2564
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,1546.63,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2200,ชาย,พันคน,ภาคเหนือ,2564
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,422.9,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2201,ชาย,พันคน,ภาคเหนือ,2564
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,210.48,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2202,ชาย,พันคน,ภาคเหนือ,2564
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,392.49,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2203,ชาย,พันคน,ภาคเหนือ,2564
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,0.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2204,ชาย,พันคน,ภาคเหนือ,2564
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,39.97,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2205,หญิง,พันคน,ภาคเหนือ,2564
 ผู้ประกอบวิชาชีพด้านต่างๆ,185.9,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2206,หญิง,พันคน,ภาคเหนือ,2564
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,98.92,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2207,หญิง,พันคน,ภาคเหนือ,2564
 เสมียน,121.49,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2208,หญิง,พันคน,ภาคเหนือ,2564
 พนักงานบริการและพนักงานในร้านค้าและตลาด,677.23,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2209,หญิง,พันคน,ภาคเหนือ,2564
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,1115.6,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2210,หญิง,พันคน,ภาคเหนือ,2564
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,170.41,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2211,หญิง,พันคน,ภาคเหนือ,2564
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,64.23,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2212,หญิง,พันคน,ภาคเหนือ,2564
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,314.48,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2213,หญิง,พันคน,ภาคเหนือ,2564
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,0.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2214,หญิง,พันคน,ภาคเหนือ,2564
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,157.86,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2215,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
 ผู้ประกอบวิชาชีพด้านต่างๆ,108.67,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2216,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,93.29,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2217,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
 เสมียน,64.15,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2218,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
 พนักงานบริการและพนักงานในร้านค้าและตลาด,539.26,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2219,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,2908.83,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2220,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,473.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2221,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,271.25,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,2222,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2223,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,91.73,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2224,ชาย,พันคน,ภาคใต้,2566
 ผู้ประกอบวิชาชีพด้านต่างๆ,83.07,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2225,ชาย,พันคน,ภาคใต้,2566
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,61.93,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2226,ชาย,พันคน,ภาคใต้,2566
 เสมียน,44.92,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2227,ชาย,พันคน,ภาคใต้,2566
 พนักงานบริการและพนักงานในร้านค้าและตลาด,427.83,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2228,ชาย,พันคน,ภาคใต้,2566
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,1245.37,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2229,ชาย,พันคน,ภาคใต้,2566
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,416.33,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2230,ชาย,พันคน,ภาคใต้,2566
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,223.44,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2231,ชาย,พันคน,ภาคใต้,2566
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,350.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2232,ชาย,พันคน,ภาคใต้,2566
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2233,ชาย,พันคน,ภาคใต้,2566
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,44.68,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2234,หญิง,พันคน,ภาคใต้,2566
 ผู้ประกอบวิชาชีพด้านต่างๆ,188.44,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2235,หญิง,พันคน,ภาคใต้,2566
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,100.69,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2236,หญิง,พันคน,ภาคใต้,2566
 เสมียน,132.27,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2237,หญิง,พันคน,ภาคใต้,2566
 พนักงานบริการและพนักงานในร้านค้าและตลาด,739.22,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2238,หญิง,พันคน,ภาคใต้,2566
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,859.11,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2239,หญิง,พันคน,ภาคใต้,2566
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,122.62,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2240,หญิง,พันคน,ภาคใต้,2566
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,19.19,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2241,หญิง,พันคน,ภาคใต้,2566
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,249.97,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2242,หญิง,พันคน,ภาคใต้,2566
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2243,หญิง,พันคน,ภาคใต้,2566
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,203.96,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2244,ชาย,พันคน,กรุงเทพมหานคร,2566
 ผู้ประกอบวิชาชีพด้านต่างๆ,278.18,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2245,ชาย,พันคน,กรุงเทพมหานคร,2566
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,264.85,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2246,ชาย,พันคน,กรุงเทพมหานคร,2566
 เสมียน,137.93,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2247,ชาย,พันคน,กรุงเทพมหานคร,2566
 พนักงานบริการและพนักงานในร้านค้าและตลาด,675.62,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2248,ชาย,พันคน,กรุงเทพมหานคร,2566
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,22.84,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2249,ชาย,พันคน,กรุงเทพมหานคร,2566
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,495.28,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2250,ชาย,พันคน,กรุงเทพมหานคร,2566
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,640.49,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2251,ชาย,พันคน,กรุงเทพมหานคร,2566
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,239.49,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2252,ชาย,พันคน,กรุงเทพมหานคร,2566
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,4.64,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2253,ชาย,พันคน,กรุงเทพมหานคร,2566
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,143.95,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2254,หญิง,พันคน,กรุงเทพมหานคร,2566
 ผู้ประกอบวิชาชีพด้านต่างๆ,308.76,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2255,หญิง,พันคน,กรุงเทพมหานคร,2566
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,305.09,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2256,หญิง,พันคน,กรุงเทพมหานคร,2566
 เสมียน,351.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2257,หญิง,พันคน,กรุงเทพมหานคร,2566
 พนักงานบริการและพนักงานในร้านค้าและตลาด,884.28,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2258,หญิง,พันคน,กรุงเทพมหานคร,2566
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,7.09,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2259,หญิง,พันคน,กรุงเทพมหานคร,2566
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,161.27,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2260,หญิง,พันคน,กรุงเทพมหานคร,2566
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,162.47,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2261,หญิง,พันคน,กรุงเทพมหานคร,2566
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,442.88,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2262,หญิง,พันคน,กรุงเทพมหานคร,2566
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,7.05,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2263,หญิง,พันคน,กรุงเทพมหานคร,2566
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,321.23,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2264,ชาย,พันคน,ภาคกลาง,2566
 ผู้ประกอบวิชาชีพด้านต่างๆ,283.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2265,ชาย,พันคน,ภาคกลาง,2566
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,371.27,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2266,ชาย,พันคน,ภาคกลาง,2566
 เสมียน,204.35,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2267,ชาย,พันคน,ภาคกลาง,2566
 พนักงานบริการและพนักงานในร้านค้าและตลาด,1210.43,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2268,ชาย,พันคน,ภาคกลาง,2566
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,1061.34,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2269,ชาย,พันคน,ภาคกลาง,2566
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,1254.14,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2270,ชาย,พันคน,ภาคกลาง,2566
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,1531.61,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2271,ชาย,พันคน,ภาคกลาง,2566
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,796.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2272,ชาย,พันคน,ภาคกลาง,2566
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,3.57,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2273,ชาย,พันคน,ภาคกลาง,2566
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,170.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2274,หญิง,พันคน,ภาคกลาง,2566
 ผู้ประกอบวิชาชีพด้านต่างๆ,482.83,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2275,หญิง,พันคน,ภาคกลาง,2566
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,443.97,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2276,หญิง,พันคน,ภาคกลาง,2566
 เสมียน,554.41,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2277,หญิง,พันคน,ภาคกลาง,2566
 พนักงานบริการและพนักงานในร้านค้าและตลาด,1791.38,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2278,หญิง,พันคน,ภาคกลาง,2566
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,671.65,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2279,หญิง,พันคน,ภาคกลาง,2566
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,389.62,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2280,หญิง,พันคน,ภาคกลาง,2566
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,763.55,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2281,หญิง,พันคน,ภาคกลาง,2566
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,875.27,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2282,หญิง,พันคน,ภาคกลาง,2566
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,1.65,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2283,หญิง,พันคน,ภาคกลาง,2566
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,91.79,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2284,ชาย,พันคน,ภาคเหนือ,2566
 ผู้ประกอบวิชาชีพด้านต่างๆ,77.77,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2285,ชาย,พันคน,ภาคเหนือ,2566
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,92.95,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2286,ชาย,พันคน,ภาคเหนือ,2566
 เสมียน,72.44,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2287,ชาย,พันคน,ภาคเหนือ,2566
 พนักงานบริการและพนักงานในร้านค้าและตลาด,437.58,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2288,ชาย,พันคน,ภาคเหนือ,2566
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,1387.43,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2289,ชาย,พันคน,ภาคเหนือ,2566
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,457.54,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2290,ชาย,พันคน,ภาคเหนือ,2566
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,224.09,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2291,ชาย,พันคน,ภาคเหนือ,2566
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,445.56,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2292,ชาย,พันคน,ภาคเหนือ,2566
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2293,ชาย,พันคน,ภาคเหนือ,2566
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,38.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2294,หญิง,พันคน,ภาคเหนือ,2566
 ผู้ประกอบวิชาชีพด้านต่างๆ,165.05,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2295,หญิง,พันคน,ภาคเหนือ,2566
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,99.55,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2296,หญิง,พันคน,ภาคเหนือ,2566
 เสมียน,144.57,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2297,หญิง,พันคน,ภาคเหนือ,2566
 พนักงานบริการและพนักงานในร้านค้าและตลาด,766.32,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2298,หญิง,พันคน,ภาคเหนือ,2566
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,982.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2299,หญิง,พันคน,ภาคเหนือ,2566
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,198.63,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2300,หญิง,พันคน,ภาคเหนือ,2566
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,73.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2301,หญิง,พันคน,ภาคเหนือ,2566
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,379.38,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2302,หญิง,พันคน,ภาคเหนือ,2566
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2303,หญิง,พันคน,ภาคเหนือ,2566
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,186.06,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2304,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
 ผู้ประกอบวิชาชีพด้านต่างๆ,124.59,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2305,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,82.52,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2306,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
