province,_id,data list,year,value,unit,source
สมุทรสงคราม,1,จำนวนครัวเรือนที่ขึ้นทะเบียนเกษตรกร,2561,"11,526",ครัวเรือน,สำนักงานเกษตรจังหวัดสมุทรสงคราม
สมุทรสงคราม,2,จำนวนครัวเรือนที่ขึ้นทะเบียนเกษตรกร,2562,"11,941",ครัวเรือน,สำนักงานเกษตรจังหวัดสมุทรสงคราม
สมุทรสงคราม,3,จำนวนครัวเรือนที่ขึ้นทะเบียนเกษตรกร,2563,"13,396",ครัวเรือน,สำนักงานเกษตรจังหวัดสมุทรสงคราม
สมุทรสงคราม,4,จำนวนครัวเรือนที่ขึ้นทะเบียนเกษตรกร,2564,"13,445",ครัวเรือน,สำนักงานเกษตรจังหวัดสมุทรสงคราม
สมุทรสงคราม,5,จำนวนครัวเรือนที่ขึ้นทะเบียนเกษตรกร,2565,"10,817",ครัวเรือน,สำนักงานเกษตรจังหวัดสมุทรสงคราม
สมุทรสงคราม,6,จำนวนครัวเรือนที่ขึ้นทะเบียนเกษตรกร,2566,"10,679",ครัวเรือน,สำนักงานเกษตรจังหวัดสมุทรสงคราม
สมุทรสงคราม,7,จำนวนครัวเรือนที่ขึ้นทะเบียนเกษตรกร,2567,"10,384",ครัวเรือน,สำนักงานเกษตรจังหวัดสมุทรสงคราม
