เดือน,จำนวน,_id,ปี พ.ศ.,ประเภทรถ,ประเภทกฏหมาย
ธันวาคม,26490,1,2567,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
ธันวาคม,1204,2,2567,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ธันวาคม,6149,3,2567,รย. 3 รถยนต์บรรทุกส่วนบุคคล,รถยนต์
ธันวาคม,3,4,2567,รย. 4 รถยนต์สามล้อส่วนบุคคล,รถยนต์
ธันวาคม,415,5,2567,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ธันวาคม,16,6,2567,รย. 8 รถยนต์รับจ้างสามล้อ,รถยนต์
ธันวาคม,3,7,2567,รย. 9 รถยนต์บริการธุรกิจ,รถยนต์
ธันวาคม,35,8,2567,รย. 10 รถยนต์บริการทัศนาจร,รถยนต์
ธันวาคม,140962,9,2567,รย. 12 รถจักรยานยนต์,รถยนต์
ธันวาคม,4232,10,2567,รย. 13 รถแทร็กเตอร์,รถยนต์
ธันวาคม,44,11,2567,รย. 14 รถบดถนน,รถยนต์
ธันวาคม,26,12,2567,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ธันวาคม,76,13,2567,รย. 16 รถพ่วง,รถยนต์
ธันวาคม,113,14,2567,รย. 17 รถจักรยานยนต์สาธารณะ,รถยนต์
ธันวาคม,118,15,2567,รถโดยสารประจำทาง,รถขนส่ง
ธันวาคม,371,16,2567,รถโดยสารไม่ประจำทาง,รถขนส่ง
ธันวาคม,29,17,2567,รถโดยสารส่วนบุคคล,รถขนส่ง
ธันวาคม,2027,18,2567,รถบรรทุกไม่ประจำทาง,รถขนส่ง
ธันวาคม,2425,19,2567,รถบรรทุกส่วนบุคคล,รถขนส่ง
