ค่าข้อมูล,ที่มา,_id,ปี,อำเภอ,รายการข้อมูล,จังหวัด,หน่วย
1,สำนักงานอุตสาหกรรมจังหวัดนครศรีธรรมราช,1,2563,เชียรใหญ่,จำนวนโรงงานที่นำระบบเกษตรวัสดุเหลือใช้ (Zero Waste) มาปฏิบัติ,นครศรีธรรมราช,โรงงาน
1,สำนักงานอุตสาหกรรมจังหวัดนครศรีธรรมราช,2,2564,เชียรใหญ่,จำนวนโรงงานที่นำระบบเกษตรวัสดุเหลือใช้ (Zero Waste) มาปฏิบัติ,นครศรีธรรมราช,โรงงาน
1,สำนักงานอุตสาหกรรมจังหวัดนครศรีธรรมราช,3,2565,เชียรใหญ่,จำนวนโรงงานที่นำระบบเกษตรวัสดุเหลือใช้ (Zero Waste) มาปฏิบัติ,นครศรีธรรมราช,โรงงาน
1,สำนักงานอุตสาหกรรมจังหวัดนครศรีธรรมราช,4,2566,เชียรใหญ่,จำนวนโรงงานที่นำระบบเกษตรวัสดุเหลือใช้ (Zero Waste) มาปฏิบัติ,นครศรีธรรมราช,โรงงาน
1,สำนักงานอุตสาหกรรมจังหวัดนครศรีธรรมราช,5,2567,เชียรใหญ่,จำนวนโรงงานที่นำระบบเกษตรวัสดุเหลือใช้ (Zero Waste) มาปฏิบัติ,นครศรีธรรมราช,โรงงาน
1,สำนักงานอุตสาหกรรมจังหวัดนครศรีธรรมราช,6,2568,เชียรใหญ่,จำนวนโรงงานที่นำระบบเกษตรวัสดุเหลือใช้ (Zero Waste) มาปฏิบัติ,นครศรีธรรมราช,โรงงาน
