เดือน,จำนวน,ที่มา,_id,ปี,หน่วย,รายการ,จังหวัด,ประเภทกิจการ
กันยายน,113000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,148,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ซ่อมรถจักรยานยนต์
กันยายน,1822000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,149,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,เหมืองหิน
กันยายน,198000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,150,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงเลื่อย
กันยายน,0,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,151,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงงานผลิตขนมปัง
กันยายน,194000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,152,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงผลิตน้ำแข็ง
กันยายน,384000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,153,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ผลิตคอนกรีต
ตุลาคม,283000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,154,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายปลีก ขายส่ง
ตุลาคม,1115000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,155,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายส่งไม้แปรรูป
ตุลาคม,3117000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,156,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายวัสดุก่อสร้าง
ตุลาคม,71000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,157,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถยนต์และอุปกรณ์
ตุลาคม,465000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,158,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถจักรยานยนต์
ตุลาคม,77000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,159,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายเครื่องมือ เครื่องใช้
ตุลาคม,136000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,160,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายทอง
ตุลาคม,14052000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,161,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,รับเหมาก่อสร้าง
ตุลาคม,301000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,162,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงแรมท่องเที่ยว
ตุลาคม,16000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,163,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,กิจการร้านถ่ายรูป
ตุลาคม,851000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,164,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,สถานบริการน้ำมัน
ตุลาคม,123000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,165,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ซ่อมรถจักรยานยนต์
ตุลาคม,1230000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,166,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,เหมืองหิน
ตุลาคม,159000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,167,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงเลื่อย
ตุลาคม,15000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,168,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงงานผลิตขนมปัง
ตุลาคม,247000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,169,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงผลิตน้ำแข็ง
ตุลาคม,402000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,170,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ผลิตคอนกรีต
พฤศจิกายน,249000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,171,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายปลีก ขายส่ง
พฤศจิกายน,918000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,172,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายส่งไม้แปรรูป
พฤศจิกายน,2959000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,173,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายวัสดุก่อสร้าง
พฤศจิกายน,399000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,174,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถยนต์และอุปกรณ์
พฤศจิกายน,1199000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,175,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถจักรยานยนต์
พฤศจิกายน,92000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,176,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายเครื่องมือ เครื่องใช้
พฤศจิกายน,128000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,177,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายทอง
พฤศจิกายน,9827000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,178,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,รับเหมาก่อสร้าง
พฤศจิกายน,328000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,179,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงแรมท่องเที่ยว
พฤศจิกายน,26000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,180,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,กิจการร้านถ่ายรูป
พฤศจิกายน,515000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,181,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,สถานบริการน้ำมัน
พฤศจิกายน,124000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,182,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ซ่อมรถจักรยานยนต์
พฤศจิกายน,1857000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,183,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,เหมืองหิน
พฤศจิกายน,171000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,184,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงเลื่อย
พฤศจิกายน,2000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,185,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงงานผลิตขนมปัง
พฤศจิกายน,225000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,186,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงผลิตน้ำแข็ง
พฤศจิกายน,434000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,187,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ผลิตคอนกรีต
ธันวาคม,199000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,188,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายปลีก ขายส่ง
ธันวาคม,735000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,189,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายส่งไม้แปรรูป
ธันวาคม,1915000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,190,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายวัสดุก่อสร้าง
ธันวาคม,4000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,191,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถยนต์และอุปกรณ์
ธันวาคม,158000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,192,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถจักรยานยนต์
ธันวาคม,110000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,193,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายเครื่องมือ เครื่องใช้
ธันวาคม,101000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,194,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายทอง
ธันวาคม,9373000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,195,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,รับเหมาก่อสร้าง
ธันวาคม,192000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,196,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงแรมท่องเที่ยว
ธันวาคม,18000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,197,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,กิจการร้านถ่ายรูป
ธันวาคม,718000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,198,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,สถานบริการน้ำมัน
ธันวาคม,89000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,199,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ซ่อมรถจักรยานยนต์
ธันวาคม,1188000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,200,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,เหมืองหิน
ธันวาคม,151000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,201,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงเลื่อย
ธันวาคม,3000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,202,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงงานผลิตขนมปัง
ธันวาคม,139000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,203,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงผลิตน้ำแข็ง
ธันวาคม,237000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,204,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ผลิตคอนกรีต
