เดือน,จำนวน,_id,ปี พ.ศ.,ประเภทรถ,ประเภทกฏหมาย
มิถุนายน,59602,1,2566,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
มิถุนายน,1874,2,2566,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
มิถุนายน,15009,3,2566,รย. 3 รถยนต์บรรทุกส่วนบุคคล,รถยนต์
มิถุนายน,3,4,2566,รย. 4 รถยนต์สามล้อส่วนบุคคล,รถยนต์
มิถุนายน,233,5,2566,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
มิถุนายน,85,6,2566,รย. 8 รถยนต์รับจ้างสามล้อ,รถยนต์
มิถุนายน,23,7,2566,รย. 9 รถยนต์บริการธุรกิจ,รถยนต์
มิถุนายน,62,8,2566,รย. 10 รถยนต์บริการทัศนาจร,รถยนต์
มิถุนายน,198376,9,2566,รย. 12 รถจักรยานยนต์,รถยนต์
มิถุนายน,6102,10,2566,รย. 13 รถแทร็กเตอร์,รถยนต์
มิถุนายน,57,11,2566,รย. 14 รถบดถนน,รถยนต์
มิถุนายน,37,12,2566,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
มิถุนายน,117,13,2566,รย. 16 รถพ่วง,รถยนต์
มิถุนายน,100,14,2566,รย. 17 รถจักรยานยนต์สาธารณะ,รถยนต์
มิถุนายน,353,15,2566,รถโดยสารประจำทาง,รถขนส่ง
มิถุนายน,466,16,2566,รถโดยสารไม่ประจำทาง,รถขนส่ง
มิถุนายน,49,17,2566,รถโดยสารส่วนบุคคล,รถขนส่ง
มิถุนายน,3361,18,2566,รถบรรทุกไม่ประจำทาง,รถขนส่ง
มิถุนายน,2970,19,2566,รถบรรทุกส่วนบุคคล,รถขนส่ง
