commod,_id,attribute,year_th,unit,table_id,note,value
ทุเรียน,324,มูลค่าของผลผลิต,2561,ล้านบาท,4.8,,61420
ทุเรียน,325,เนื้อที่ยืนต้น,2562,พันไร่,4.8,,1083
ทุเรียน,326,เนื้อที่ให้ผล,2562,พันไร่,4.8,,754
ทุเรียน,327,ผลผลิต,2562,พันตัน,4.8,,1058
ทุเรียน,328,ผลผลิตต่อไร่,2562,กก./ไร่,4.8,,1405
ทุเรียน,329,ราคาที่เกษตรกรขายได้,2562,บาท/กก.,4.8,,99.86
ทุเรียน,330,มูลค่าของผลผลิต,2562,ล้านบาท,4.8,,105700
ทุเรียน,331,เนื้อที่ยืนต้น,2563,พันไร่,4.8,,1162
ทุเรียน,332,เนื้อที่ให้ผล,2563,พันไร่,4.8,,829
ทุเรียน,333,ผลผลิต,2563,พันตัน,4.8,,1168
ทุเรียน,334,ผลผลิตต่อไร่,2563,กก./ไร่,4.8,,1410
ทุเรียน,335,ราคาที่เกษตรกรขายได้,2563,บาท/กก.,4.8,,102.15
ทุเรียน,336,มูลค่าของผลผลิต,2563,ล้านบาท,4.8,,119278
ทุเรียน,337,เนื้อที่ยืนต้น,2564,พันไร่,4.8,,1286
ทุเรียน,338,เนื้อที่ให้ผล,2564,พันไร่,4.8,,889
ทุเรียน,339,ผลผลิต,2564,พันตัน,4.8,,1256
ทุเรียน,340,ผลผลิตต่อไร่,2564,กก./ไร่,4.8,,1413
ทุเรียน,341,ราคาที่เกษตรกรขายได้,2564,บาท/กก.,4.8,,113.98
ทุเรียน,342,มูลค่าของผลผลิต,2564,ล้านบาท,4.8,,143167
ทุเรียน,343,เนื้อที่ยืนต้น,2565,พันไร่,4.8,,1435
ทุเรียน,344,เนื้อที่ให้ผล,2565,พันไร่,4.8,,983
ทุเรียน,345,ผลผลิต,2565,พันตัน,4.8,,1338
ทุเรียน,346,ผลผลิตต่อไร่,2565,กก./ไร่,4.8,,1362
ทุเรียน,347,ราคาที่เกษตรกรขายได้,2565,บาท/กก.,4.8,,103.35
ทุเรียน,348,มูลค่าของผลผลิต,2565,ล้านบาท,4.8,,138309
ทุเรียน,349,เนื้อที่ยืนต้น,2566,พันไร่,4.8,p,1581
ทุเรียน,350,เนื้อที่ให้ผล,2566,พันไร่,4.8,p,1060
ทุเรียน,351,ผลผลิต,2566,พันตัน,4.8,p,1482
ทุเรียน,352,ผลผลิตต่อไร่,2566,กก./ไร่,4.8,p,1398
ทุเรียน,353,ราคาที่เกษตรกรขายได้,2566,บาท/กก.,4.8,,98.07
ทุเรียน,354,มูลค่าของผลผลิต,2566,ล้านบาท,4.8,,145320
ทุเรียน,355,เนื้อที่ยืนต้น,2567,พันไร่,4.8,p,1745
ทุเรียน,356,เนื้อที่ให้ผล,2567,พันไร่,4.8,p,1138
ทุเรียน,357,ผลผลิต,2567,พันตัน,4.8,p,1287
ทุเรียน,358,ผลผลิตต่อไร่,2567,กก./ไร่,4.8,p,1131
ทุเรียน,359,ราคาที่เกษตรกรขายได้,2567,บาท/กก.,4.8,,122.07
ทุเรียน,360,มูลค่าของผลผลิต,2567,ล้านบาท,4.8,,157110
มังคุด,361,เนื้อที่ยืนต้น,2558,พันไร่,4.1,,479
มังคุด,362,เนื้อที่ให้ผล,2558,พันไร่,4.1,,423
มังคุด,363,ผลผลิต,2558,พันตัน,4.1,,222
มังคุด,364,ผลผลิตต่อไร่,2558,กก./ไร่,4.1,,526
มังคุด,365,ราคาที่เกษตรกรขายได้,2558,บาท/กก.,4.1,,34.87
มังคุด,366,มูลค่าของผลผลิต,2558,ล้านบาท,4.1,,7752
มังคุด,367,เนื้อที่ยืนต้น,2559,พันไร่,4.1,,465
มังคุด,368,เนื้อที่ให้ผล,2559,พันไร่,4.1,,417
มังคุด,369,ผลผลิต,2559,พันตัน,4.1,,187
มังคุด,370,ผลผลิตต่อไร่,2559,กก./ไร่,4.1,,447
มังคุด,371,ราคาที่เกษตรกรขายได้,2559,บาท/กก.,4.1,,35.56
มังคุด,372,มูลค่าของผลผลิต,2559,ล้านบาท,4.1,,6636
มังคุด,373,เนื้อที่ยืนต้น,2560,พันไร่,4.1,,462
มังคุด,374,เนื้อที่ให้ผล,2560,พันไร่,4.1,,417
มังคุด,375,ผลผลิต,2560,พันตัน,4.1,,228
มังคุด,376,ผลผลิตต่อไร่,2560,กก./ไร่,4.1,,547
มังคุด,377,ราคาที่เกษตรกรขายได้,2560,บาท/กก.,4.1,,40.1
มังคุด,378,มูลค่าของผลผลิต,2560,ล้านบาท,4.1,,9147
มังคุด,379,เนื้อที่ยืนต้น,2561,พันไร่,4.1,,456
มังคุด,380,เนื้อที่ให้ผล,2561,พันไร่,4.1,,422
มังคุด,381,ผลผลิต,2561,พันตัน,4.1,,186
มังคุด,382,ผลผลิตต่อไร่,2561,กก./ไร่,4.1,,441
มังคุด,383,ราคาที่เกษตรกรขายได้,2561,บาท/กก.,4.1,,43.57
มังคุด,384,มูลค่าของผลผลิต,2561,ล้านบาท,4.1,,8109
มังคุด,385,เนื้อที่ยืนต้น,2562,พันไร่,4.1,,450
มังคุด,386,เนื้อที่ให้ผล,2562,พันไร่,4.1,,427
มังคุด,387,ผลผลิต,2562,พันตัน,4.1,,353
มังคุด,388,ผลผลิตต่อไร่,2562,กก./ไร่,4.1,,827
มังคุด,389,ราคาที่เกษตรกรขายได้,2562,บาท/กก.,4.1,,29.02
มังคุด,390,มูลค่าของผลผลิต,2562,ล้านบาท,4.1,,10238
มังคุด,391,เนื้อที่ยืนต้น,2563,พันไร่,4.1,,449
มังคุด,392,เนื้อที่ให้ผล,2563,พันไร่,4.1,,430
มังคุด,393,ผลผลิต,2563,พันตัน,4.1,,337
มังคุด,394,ผลผลิตต่อไร่,2563,กก./ไร่,4.1,,783
มังคุด,395,ราคาที่เกษตรกรขายได้,2563,บาท/กก.,4.1,,39.63
มังคุด,396,มูลค่าของผลผลิต,2563,ล้านบาท,4.1,,13350
มังคุด,397,เนื้อที่ยืนต้น,2564,พันไร่,4.1,,444
มังคุด,398,เนื้อที่ให้ผล,2564,พันไร่,4.1,,425
มังคุด,399,ผลผลิต,2564,พันตัน,4.1,,271
มังคุด,400,ผลผลิตต่อไร่,2564,กก./ไร่,4.1,,637
มังคุด,401,ราคาที่เกษตรกรขายได้,2564,บาท/กก.,4.1,,48.77
มังคุด,402,มูลค่าของผลผลิต,2564,ล้านบาท,4.1,,13206
มังคุด,403,เนื้อที่ยืนต้น,2565,พันไร่,4.1,,436
มังคุด,404,เนื้อที่ให้ผล,2565,พันไร่,4.1,,418
มังคุด,405,ผลผลิต,2565,พันตัน,4.1,,252
มังคุด,406,ผลผลิตต่อไร่,2565,กก./ไร่,4.1,,602
มังคุด,407,ราคาที่เกษตรกรขายได้,2565,บาท/กก.,4.1,,55.7
มังคุด,408,มูลค่าของผลผลิต,2565,ล้านบาท,4.1,,14037
มังคุด,409,เนื้อที่ยืนต้น,2566,พันไร่,4.1,,421
มังคุด,410,เนื้อที่ให้ผล,2566,พันไร่,4.1,,406
มังคุด,411,ผลผลิต,2566,พันตัน,4.1,,271
มังคุด,412,ผลผลิตต่อไร่,2566,กก./ไร่,4.1,,667
มังคุด,413,ราคาที่เกษตรกรขายได้,2566,บาท/กก.,4.1,,39.63
มังคุด,414,มูลค่าของผลผลิต,2566,ล้านบาท,4.1,,10740
มังคุด,415,เนื้อที่ยืนต้น,2567,พันไร่,4.1,p,411
มังคุด,416,เนื้อที่ให้ผล,2567,พันไร่,4.1,p,399
มังคุด,417,ผลผลิต,2567,พันตัน,4.1,p,302
มังคุด,418,ผลผลิตต่อไร่,2567,กก./ไร่,4.1,p,756
มังคุด,419,ราคาที่เกษตรกรขายได้,2567,บาท/กก.,4.1,,39.46
มังคุด,420,มูลค่าของผลผลิต,2567,ล้านบาท,4.1,,11917
