VALUE,QUARTER,AREA,SOURCE,_id,REG,AGEGROUP,UNIT,YEAR
390.2,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,859,ภาคเหนือ, 35-39 ปี,พันคน,2563
940.9,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,860,ภาคเหนือ, 40-49 ปี,พันคน,2563
1187.0,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,861,ภาคเหนือ, 50-59 ปี,พันคน,2563
1781.8,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,862,ภาคเหนือ, 60 ปีขึ้นไป,พันคน,2563
422.2,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,863,ภาคตะวันออกเฉียงเหนือ, 15-19 ปี,พันคน,2563
428.8,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,864,ภาคตะวันออกเฉียงเหนือ, 20-24 ปี,พันคน,2563
344.1,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,865,ภาคตะวันออกเฉียงเหนือ, 25-29 ปี,พันคน,2563
232.4,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,866,ภาคตะวันออกเฉียงเหนือ, 30-34 ปี,พันคน,2563
242.4,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,867,ภาคตะวันออกเฉียงเหนือ, 35-39 ปี,พันคน,2563
724.7,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,868,ภาคตะวันออกเฉียงเหนือ, 40-49 ปี,พันคน,2563
849.3,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,869,ภาคตะวันออกเฉียงเหนือ, 50-59 ปี,พันคน,2563
1156.7,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,870,ภาคตะวันออกเฉียงเหนือ, 60 ปีขึ้นไป,พันคน,2563
1018.9,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,871,ภาคตะวันออกเฉียงเหนือ, 15-19 ปี,พันคน,2563
1019.3,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,872,ภาคตะวันออกเฉียงเหนือ, 20-24 ปี,พันคน,2563
818.4,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,873,ภาคตะวันออกเฉียงเหนือ, 25-29 ปี,พันคน,2563
555.8,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,874,ภาคตะวันออกเฉียงเหนือ, 30-34 ปี,พันคน,2563
579.5,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,875,ภาคตะวันออกเฉียงเหนือ, 35-39 ปี,พันคน,2563
1731.3,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,876,ภาคตะวันออกเฉียงเหนือ, 40-49 ปี,พันคน,2563
2042.3,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,877,ภาคตะวันออกเฉียงเหนือ, 50-59 ปี,พันคน,2563
2837.9,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,878,ภาคตะวันออกเฉียงเหนือ, 60 ปีขึ้นไป,พันคน,2563
223.8,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,879,ภาคใต้, 15-19 ปี,พันคน,2563
242.7,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,880,ภาคใต้, 20-24 ปี,พันคน,2563
240.4,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,881,ภาคใต้, 25-29 ปี,พันคน,2563
230.2,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,882,ภาคใต้, 30-34 ปี,พันคน,2563
224.3,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,883,ภาคใต้, 35-39 ปี,พันคน,2563
462.3,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,884,ภาคใต้, 40-49 ปี,พันคน,2563
420.4,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,885,ภาคใต้, 50-59 ปี,พันคน,2563
494.1,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,886,ภาคใต้, 60 ปีขึ้นไป,พันคน,2563
450.0,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,887,ภาคใต้, 15-19 ปี,พันคน,2563
456.2,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,888,ภาคใต้, 20-24 ปี,พันคน,2563
449.3,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,889,ภาคใต้, 25-29 ปี,พันคน,2563
427.6,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,890,ภาคใต้, 30-34 ปี,พันคน,2563
427.0,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,891,ภาคใต้, 35-39 ปี,พันคน,2563
906.7,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,892,ภาคใต้, 40-49 ปี,พันคน,2563
839.5,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,893,ภาคใต้, 50-59 ปี,พันคน,2563
1012.9,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,894,ภาคใต้, 60 ปีขึ้นไป,พันคน,2563
355.5,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,895,กรุงเทพมหานคร, 15-19 ปี,พันคน,2564
527.3,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,896,กรุงเทพมหานคร, 20-24 ปี,พันคน,2564
724.7,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,897,กรุงเทพมหานคร, 25-29 ปี,พันคน,2564
901.6,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,898,กรุงเทพมหานคร, 30-34 ปี,พันคน,2564
892.6,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,899,กรุงเทพมหานคร, 35-39 ปี,พันคน,2564
1673.6,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,900,กรุงเทพมหานคร, 40-49 ปี,พันคน,2564
1285.4,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,901,กรุงเทพมหานคร, 50-59 ปี,พันคน,2564
1296.9,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,902,กรุงเทพมหานคร, 60 ปีขึ้นไป,พันคน,2564
501.0,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,903,ภาคกลาง, 15-19 ปี,พันคน,2564
650.3,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,904,ภาคกลาง, 20-24 ปี,พันคน,2564
788.0,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,905,ภาคกลาง, 25-29 ปี,พันคน,2564
812.9,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,906,ภาคกลาง, 30-34 ปี,พันคน,2564
832.8,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,907,ภาคกลาง, 35-39 ปี,พันคน,2564
1612.4,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,908,ภาคกลาง, 40-49 ปี,พันคน,2564
1359.6,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,909,ภาคกลาง, 50-59 ปี,พันคน,2564
1489.9,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,910,ภาคกลาง, 60 ปีขึ้นไป,พันคน,2564
622.5,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,911,ภาคกลาง, 15-19 ปี,พันคน,2564
741.0,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,912,ภาคกลาง, 20-24 ปี,พันคน,2564
832.5,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,913,ภาคกลาง, 25-29 ปี,พันคน,2564
851.9,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,914,ภาคกลาง, 30-34 ปี,พันคน,2564
885.6,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,915,ภาคกลาง, 35-39 ปี,พันคน,2564
1810.3,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,916,ภาคกลาง, 40-49 ปี,พันคน,2564
1637.6,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,917,ภาคกลาง, 50-59 ปี,พันคน,2564
1913.3,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,918,ภาคกลาง, 60 ปีขึ้นไป,พันคน,2564
260.4,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,919,ภาคเหนือ, 15-19 ปี,พันคน,2564
284.2,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,920,ภาคเหนือ, 20-24 ปี,พันคน,2564
270.9,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,921,ภาคเหนือ, 25-29 ปี,พันคน,2564
212.7,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,922,ภาคเหนือ, 30-34 ปี,พันคน,2564
203.4,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,923,ภาคเหนือ, 35-39 ปี,พันคน,2564
500.5,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,924,ภาคเหนือ, 40-49 ปี,พันคน,2564
649.5,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,925,ภาคเหนือ, 50-59 ปี,พันคน,2564
944.2,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,926,ภาคเหนือ, 60 ปีขึ้นไป,พันคน,2564
484.7,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,927,ภาคเหนือ, 15-19 ปี,พันคน,2564
498.1,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,928,ภาคเหนือ, 20-24 ปี,พันคน,2564
479.2,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,929,ภาคเหนือ, 25-29 ปี,พันคน,2564
391.8,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,930,ภาคเหนือ, 30-34 ปี,พันคน,2564
388.0,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,931,ภาคเหนือ, 35-39 ปี,พันคน,2564
933.1,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,932,ภาคเหนือ, 40-49 ปี,พันคน,2564
1180.1,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,933,ภาคเหนือ, 50-59 ปี,พันคน,2564
1797.2,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,934,ภาคเหนือ, 60 ปีขึ้นไป,พันคน,2564
420.0,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,935,ภาคตะวันออกเฉียงเหนือ, 15-19 ปี,พันคน,2564
427.7,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,936,ภาคตะวันออกเฉียงเหนือ, 20-24 ปี,พันคน,2564
348.8,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,937,ภาคตะวันออกเฉียงเหนือ, 25-29 ปี,พันคน,2564
233.2,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,938,ภาคตะวันออกเฉียงเหนือ, 30-34 ปี,พันคน,2564
239.6,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,939,ภาคตะวันออกเฉียงเหนือ, 35-39 ปี,พันคน,2564
715.0,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,940,ภาคตะวันออกเฉียงเหนือ, 40-49 ปี,พันคน,2564
850.0,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,941,ภาคตะวันออกเฉียงเหนือ, 50-59 ปี,พันคน,2564
1166.0,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,942,ภาคตะวันออกเฉียงเหนือ, 60 ปีขึ้นไป,พันคน,2564
1013.3,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,943,ภาคตะวันออกเฉียงเหนือ, 15-19 ปี,พันคน,2564
1016.8,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,944,ภาคตะวันออกเฉียงเหนือ, 20-24 ปี,พันคน,2564
829.6,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,945,ภาคตะวันออกเฉียงเหนือ, 25-29 ปี,พันคน,2564
557.7,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,946,ภาคตะวันออกเฉียงเหนือ, 30-34 ปี,พันคน,2564
572.7,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,947,ภาคตะวันออกเฉียงเหนือ, 35-39 ปี,พันคน,2564
1708.1,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,948,ภาคตะวันออกเฉียงเหนือ, 40-49 ปี,พันคน,2564
2044.1,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,949,ภาคตะวันออกเฉียงเหนือ, 50-59 ปี,พันคน,2564
2860.6,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,950,ภาคตะวันออกเฉียงเหนือ, 60 ปีขึ้นไป,พันคน,2564
223.1,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,951,ภาคใต้, 15-19 ปี,พันคน,2564
242.8,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,952,ภาคใต้, 20-24 ปี,พันคน,2564
241.1,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,953,ภาคใต้, 25-29 ปี,พันคน,2564
229.8,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,954,ภาคใต้, 30-34 ปี,พันคน,2564
223.7,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,955,ภาคใต้, 35-39 ปี,พันคน,2564
461.4,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,956,ภาคใต้, 40-49 ปี,พันคน,2564
421.6,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,957,ภาคใต้, 50-59 ปี,พันคน,2564
498.8,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,958,ภาคใต้, 60 ปีขึ้นไป,พันคน,2564
448.6,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,959,ภาคใต้, 15-19 ปี,พันคน,2564
456.2,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,960,ภาคใต้, 20-24 ปี,พันคน,2564
450.6,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,961,ภาคใต้, 25-29 ปี,พันคน,2564
426.7,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,962,ภาคใต้, 30-34 ปี,พันคน,2564
425.9,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,963,ภาคใต้, 35-39 ปี,พันคน,2564
905.0,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,964,ภาคใต้, 40-49 ปี,พันคน,2564
842.0,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,965,ภาคใต้, 50-59 ปี,พันคน,2564
1022.9,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,966,ภาคใต้, 60 ปีขึ้นไป,พันคน,2564
351.8,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,967,กรุงเทพมหานคร, 15-19 ปี,พันคน,2564
524.5,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,968,กรุงเทพมหานคร, 20-24 ปี,พันคน,2564
710.9,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,969,กรุงเทพมหานคร, 25-29 ปี,พันคน,2564
901.7,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,970,กรุงเทพมหานคร, 30-34 ปี,พันคน,2564
889.4,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,971,กรุงเทพมหานคร, 35-39 ปี,พันคน,2564
1679.0,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,972,กรุงเทพมหานคร, 40-49 ปี,พันคน,2564
1292.3,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,973,กรุงเทพมหานคร, 50-59 ปี,พันคน,2564
1312.0,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,974,กรุงเทพมหานคร, 60 ปีขึ้นไป,พันคน,2564
500.1,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,975,ภาคกลาง, 15-19 ปี,พันคน,2564
649.2,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,976,ภาคกลาง, 20-24 ปี,พันคน,2564
785.5,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,977,ภาคกลาง, 25-29 ปี,พันคน,2564
814.0,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,978,ภาคกลาง, 30-34 ปี,พันคน,2564
830.7,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,979,ภาคกลาง, 35-39 ปี,พันคน,2564
1616.5,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,980,ภาคกลาง, 40-49 ปี,พันคน,2564
1367.7,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,981,ภาคกลาง, 50-59 ปี,พันคน,2564
1506.8,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,982,ภาคกลาง, 60 ปีขึ้นไป,พันคน,2564
621.4,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,983,ภาคกลาง, 15-19 ปี,พันคน,2564
739.6,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,984,ภาคกลาง, 20-24 ปี,พันคน,2564
831.2,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,985,ภาคกลาง, 25-29 ปี,พันคน,2564
852.2,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,986,ภาคกลาง, 30-34 ปี,พันคน,2564
883.1,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,987,ภาคกลาง, 35-39 ปี,พันคน,2564
1812.9,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,988,ภาคกลาง, 40-49 ปี,พันคน,2564
1645.7,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,989,ภาคกลาง, 50-59 ปี,พันคน,2564
1933.7,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,990,ภาคกลาง, 60 ปีขึ้นไป,พันคน,2564
259.5,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,991,ภาคเหนือ, 15-19 ปี,พันคน,2564
283.1,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,992,ภาคเหนือ, 20-24 ปี,พันคน,2564
272.3,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,993,ภาคเหนือ, 25-29 ปี,พันคน,2564
213.4,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,994,ภาคเหนือ, 30-34 ปี,พันคน,2564
202.3,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,995,ภาคเหนือ, 35-39 ปี,พันคน,2564
496.4,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,996,ภาคเหนือ, 40-49 ปี,พันคน,2564
645.7,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,997,ภาคเหนือ, 50-59 ปี,พันคน,2564
952.3,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,998,ภาคเหนือ, 60 ปีขึ้นไป,พันคน,2564
483.0,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,999,ภาคเหนือ, 15-19 ปี,พันคน,2564
496.1,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1000,ภาคเหนือ, 20-24 ปี,พันคน,2564
481.7,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1001,ภาคเหนือ, 25-29 ปี,พันคน,2564
393.0,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1002,ภาคเหนือ, 30-34 ปี,พันคน,2564
385.9,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1003,ภาคเหนือ, 35-39 ปี,พันคน,2564
925.5,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1004,ภาคเหนือ, 40-49 ปี,พันคน,2564
1173.3,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1005,ภาคเหนือ, 50-59 ปี,พันคน,2564
1812.8,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1006,ภาคเหนือ, 60 ปีขึ้นไป,พันคน,2564
417.7,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1007,ภาคตะวันออกเฉียงเหนือ, 15-19 ปี,พันคน,2564
426.7,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1008,ภาคตะวันออกเฉียงเหนือ, 20-24 ปี,พันคน,2564
353.6,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1009,ภาคตะวันออกเฉียงเหนือ, 25-29 ปี,พันคน,2564
234.1,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1010,ภาคตะวันออกเฉียงเหนือ, 30-34 ปี,พันคน,2564
236.7,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1011,ภาคตะวันออกเฉียงเหนือ, 35-39 ปี,พันคน,2564
705.4,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1012,ภาคตะวันออกเฉียงเหนือ, 40-49 ปี,พันคน,2564
850.7,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1013,ภาคตะวันออกเฉียงเหนือ, 50-59 ปี,พันคน,2564
1175.2,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1014,ภาคตะวันออกเฉียงเหนือ, 60 ปีขึ้นไป,พันคน,2564
1007.8,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1015,ภาคตะวันออกเฉียงเหนือ, 15-19 ปี,พันคน,2564
1014.4,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1016,ภาคตะวันออกเฉียงเหนือ, 20-24 ปี,พันคน,2564
841.0,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1017,ภาคตะวันออกเฉียงเหนือ, 25-29 ปี,พันคน,2564
559.7,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1018,ภาคตะวันออกเฉียงเหนือ, 30-34 ปี,พันคน,2564
566.0,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1019,ภาคตะวันออกเฉียงเหนือ, 35-39 ปี,พันคน,2564
1685.3,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1020,ภาคตะวันออกเฉียงเหนือ, 40-49 ปี,พันคน,2564
2045.8,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1021,ภาคตะวันออกเฉียงเหนือ, 50-59 ปี,พันคน,2564
2883.5,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1022,ภาคตะวันออกเฉียงเหนือ, 60 ปีขึ้นไป,พันคน,2564
222.4,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1023,ภาคใต้, 15-19 ปี,พันคน,2564
242.8,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1024,ภาคใต้, 20-24 ปี,พันคน,2564
241.8,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1025,ภาคใต้, 25-29 ปี,พันคน,2564
229.3,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1026,ภาคใต้, 30-34 ปี,พันคน,2564
223.0,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1027,ภาคใต้, 35-39 ปี,พันคน,2564
460.4,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1028,ภาคใต้, 40-49 ปี,พันคน,2564
422.9,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1029,ภาคใต้, 50-59 ปี,พันคน,2564
503.7,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1030,ภาคใต้, 60 ปีขึ้นไป,พันคน,2564
447.1,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1031,ภาคใต้, 15-19 ปี,พันคน,2564
456.3,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1032,ภาคใต้, 20-24 ปี,พันคน,2564
451.9,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1033,ภาคใต้, 25-29 ปี,พันคน,2564
425.8,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1034,ภาคใต้, 30-34 ปี,พันคน,2564
424.7,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1035,ภาคใต้, 35-39 ปี,พันคน,2564
903.2,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1036,ภาคใต้, 40-49 ปี,พันคน,2564
844.5,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1037,ภาคใต้, 50-59 ปี,พันคน,2564
1032.9,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1038,ภาคใต้, 60 ปีขึ้นไป,พันคน,2564
348.7,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1039,กรุงเทพมหานคร, 15-19 ปี,พันคน,2564
