VALUE,SOURCE,_id,UNIT,YEAR
6.75,สำนักงานสถิติแห่งชาติ,1,ร้อยละ,2563
6.84,สำนักงานสถิติแห่งชาติ,2,ร้อยละ,2564
7.22,สำนักงานสถิติแห่งชาติ,3,ร้อยละ,2565
7.3,สำนักงานสถิติแห่งชาติ,4,ร้อยละ,2566
7.31,สำนักงานสถิติแห่งชาติ,5,ร้อยละ,2567
7.16,สำนักงานสถิติแห่งชาติ,6,ร้อยละ,2568
