province,﻿year,sex,quarter,_id,region,value,unit,source
สุราษฎร์ธานี,2564,ชาย,ไตรมาส 2,2611,ภาคใต้,349.8,พันคน,สำนักงานสถิติแห่งชาติ
สุราษฎร์ธานี,2564,หญิง,ไตรมาส 2,2612,ภาคใต้,279.6,พันคน,สำนักงานสถิติแห่งชาติ
ขอนแก่น,2568,หญิง,ไตรมาส 4,2613,ภาคตะวันออกเฉียงเหนือ,432.29,พันคน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,2568,ชาย,ไตรมาส 4,2614,ภาคตะวันออกเฉียงเหนือ,247.29,พันคน,สำนักงานสถิติแห่งชาติ
กำแพงเพชร,2564,ชาย,ไตรมาส 3,2615,ภาคเหนือ,230.1,พันคน,สำนักงานสถิติแห่งชาติ
กำแพงเพชร,2564,หญิง,ไตรมาส 3,2616,ภาคเหนือ,192.5,พันคน,สำนักงานสถิติแห่งชาติ
เชียงราย,2564,ชาย,ไตรมาส 3,2617,ภาคเหนือ,337.6,พันคน,สำนักงานสถิติแห่งชาติ
เชียงราย,2564,หญิง,ไตรมาส 3,2618,ภาคเหนือ,239.8,พันคน,สำนักงานสถิติแห่งชาติ
เชียงใหม่,2564,ชาย,ไตรมาส 3,2619,ภาคเหนือ,549.1,พันคน,สำนักงานสถิติแห่งชาติ
เชียงใหม่,2564,หญิง,ไตรมาส 3,2620,ภาคเหนือ,477.7,พันคน,สำนักงานสถิติแห่งชาติ
ตาก,2564,ชาย,ไตรมาส 3,2621,ภาคเหนือ,136.9,พันคน,สำนักงานสถิติแห่งชาติ
ตาก,2564,หญิง,ไตรมาส 3,2622,ภาคเหนือ,102.1,พันคน,สำนักงานสถิติแห่งชาติ
นครสวรรค์,2564,ชาย,ไตรมาส 3,2623,ภาคเหนือ,288.6,พันคน,สำนักงานสถิติแห่งชาติ
นครสวรรค์,2564,หญิง,ไตรมาส 3,2624,ภาคเหนือ,252.3,พันคน,สำนักงานสถิติแห่งชาติ
น่าน,2564,ชาย,ไตรมาส 3,2625,ภาคเหนือ,139.0,พันคน,สำนักงานสถิติแห่งชาติ
น่าน,2564,หญิง,ไตรมาส 3,2626,ภาคเหนือ,118.6,พันคน,สำนักงานสถิติแห่งชาติ
พะเยา,2564,ชาย,ไตรมาส 3,2627,ภาคเหนือ,121.8,พันคน,สำนักงานสถิติแห่งชาติ
พะเยา,2564,หญิง,ไตรมาส 3,2628,ภาคเหนือ,98.2,พันคน,สำนักงานสถิติแห่งชาติ
พิจิตร,2564,ชาย,ไตรมาส 3,2629,ภาคเหนือ,155.4,พันคน,สำนักงานสถิติแห่งชาติ
พิจิตร,2564,หญิง,ไตรมาส 3,2630,ภาคเหนือ,135.5,พันคน,สำนักงานสถิติแห่งชาติ
พิษณุโลก,2564,ชาย,ไตรมาส 3,2631,ภาคเหนือ,257.5,พันคน,สำนักงานสถิติแห่งชาติ
พิษณุโลก,2564,หญิง,ไตรมาส 3,2632,ภาคเหนือ,225.7,พันคน,สำนักงานสถิติแห่งชาติ
เพชรบูรณ์,2564,ชาย,ไตรมาส 3,2633,ภาคเหนือ,255.3,พันคน,สำนักงานสถิติแห่งชาติ
เพชรบูรณ์,2564,หญิง,ไตรมาส 3,2634,ภาคเหนือ,209.7,พันคน,สำนักงานสถิติแห่งชาติ
แพร่,2564,ชาย,ไตรมาส 3,2635,ภาคเหนือ,127.1,พันคน,สำนักงานสถิติแห่งชาติ
แพร่,2564,หญิง,ไตรมาส 3,2636,ภาคเหนือ,108.4,พันคน,สำนักงานสถิติแห่งชาติ
แม่ฮ่องสอน,2564,ชาย,ไตรมาส 3,2637,ภาคเหนือ,60.3,พันคน,สำนักงานสถิติแห่งชาติ
แม่ฮ่องสอน,2564,หญิง,ไตรมาส 3,2638,ภาคเหนือ,49.4,พันคน,สำนักงานสถิติแห่งชาติ
ลำปาง,2564,ชาย,ไตรมาส 3,2639,ภาคเหนือ,216.9,พันคน,สำนักงานสถิติแห่งชาติ
ลำปาง,2564,หญิง,ไตรมาส 3,2640,ภาคเหนือ,185.1,พันคน,สำนักงานสถิติแห่งชาติ
ลำพูน,2564,ชาย,ไตรมาส 3,2641,ภาคเหนือ,133.7,พันคน,สำนักงานสถิติแห่งชาติ
ลำพูน,2564,หญิง,ไตรมาส 3,2642,ภาคเหนือ,122.2,พันคน,สำนักงานสถิติแห่งชาติ
สุโขทัย,2564,ชาย,ไตรมาส 3,2643,ภาคเหนือ,180.9,พันคน,สำนักงานสถิติแห่งชาติ
สุโขทัย,2564,หญิง,ไตรมาส 3,2644,ภาคเหนือ,161.8,พันคน,สำนักงานสถิติแห่งชาติ
อุตรดิตถ์,2564,ชาย,ไตรมาส 3,2645,ภาคเหนือ,121.7,พันคน,สำนักงานสถิติแห่งชาติ
อุตรดิตถ์,2564,หญิง,ไตรมาส 3,2646,ภาคเหนือ,93.2,พันคน,สำนักงานสถิติแห่งชาติ
อุทัยธานี,2564,ชาย,ไตรมาส 3,2647,ภาคเหนือ,78.3,พันคน,สำนักงานสถิติแห่งชาติ
อุทัยธานี,2564,หญิง,ไตรมาส 3,2648,ภาคเหนือ,69.3,พันคน,สำนักงานสถิติแห่งชาติ
กาฬสินธุ์,2564,ชาย,ไตรมาส 3,2649,ภาคตะวันออกเฉียงเหนือ,227.0,พันคน,สำนักงานสถิติแห่งชาติ
กาฬสินธุ์,2564,หญิง,ไตรมาส 3,2650,ภาคตะวันออกเฉียงเหนือ,181.7,พันคน,สำนักงานสถิติแห่งชาติ
ขอนแก่น,2564,ชาย,ไตรมาส 3,2651,ภาคตะวันออกเฉียงเหนือ,482.7,พันคน,สำนักงานสถิติแห่งชาติ
ขอนแก่น,2564,หญิง,ไตรมาส 3,2652,ภาคตะวันออกเฉียงเหนือ,434.5,พันคน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,2564,ชาย,ไตรมาส 3,2653,ภาคตะวันออกเฉียงเหนือ,269.4,พันคน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,2564,หญิง,ไตรมาส 3,2654,ภาคตะวันออกเฉียงเหนือ,214.9,พันคน,สำนักงานสถิติแห่งชาติ
นครพนม,2564,ชาย,ไตรมาส 3,2655,ภาคตะวันออกเฉียงเหนือ,161.3,พันคน,สำนักงานสถิติแห่งชาติ
นครพนม,2564,หญิง,ไตรมาส 3,2656,ภาคตะวันออกเฉียงเหนือ,138.2,พันคน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,2564,ชาย,ไตรมาส 3,2657,ภาคตะวันออกเฉียงเหนือ,725.8,พันคน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,2564,หญิง,ไตรมาส 3,2658,ภาคตะวันออกเฉียงเหนือ,573.2,พันคน,สำนักงานสถิติแห่งชาติ
บึงกาฬ,2564,ชาย,ไตรมาส 3,2659,ภาคตะวันออกเฉียงเหนือ,93.7,พันคน,สำนักงานสถิติแห่งชาติ
บึงกาฬ,2564,หญิง,ไตรมาส 3,2660,ภาคตะวันออกเฉียงเหนือ,81.4,พันคน,สำนักงานสถิติแห่งชาติ
บุรีรัมย์,2564,ชาย,ไตรมาส 3,2661,ภาคตะวันออกเฉียงเหนือ,365.7,พันคน,สำนักงานสถิติแห่งชาติ
บุรีรัมย์,2564,หญิง,ไตรมาส 3,2662,ภาคตะวันออกเฉียงเหนือ,296.2,พันคน,สำนักงานสถิติแห่งชาติ
สงขลา,2564,หญิง,ไตรมาส 3,2663,ภาคใต้,408.5,พันคน,สำนักงานสถิติแห่งชาติ
สตูล,2564,ชาย,ไตรมาส 3,2664,ภาคใต้,87.6,พันคน,สำนักงานสถิติแห่งชาติ
สตูล,2564,หญิง,ไตรมาส 3,2665,ภาคใต้,61.9,พันคน,สำนักงานสถิติแห่งชาติ
สุราษฎร์ธานี,2564,ชาย,ไตรมาส 3,2666,ภาคใต้,353.8,พันคน,สำนักงานสถิติแห่งชาติ
สุราษฎร์ธานี,2564,หญิง,ไตรมาส 3,2667,ภาคใต้,264.3,พันคน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,2564,ชาย,ไตรมาส 4,2668,กรุงเทพมหานคร,2836.5,พันคน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,2564,หญิง,ไตรมาส 4,2669,กรุงเทพมหานคร,2659.1,พันคน,สำนักงานสถิติแห่งชาติ
กาญจนบุรี,2564,ชาย,ไตรมาส 4,2670,ภาคกลาง,247.8,พันคน,สำนักงานสถิติแห่งชาติ
กาญจนบุรี,2564,หญิง,ไตรมาส 4,2671,ภาคกลาง,194.1,พันคน,สำนักงานสถิติแห่งชาติ
จันทบุรี,2564,ชาย,ไตรมาส 4,2672,ภาคกลาง,199.7,พันคน,สำนักงานสถิติแห่งชาติ
จันทบุรี,2564,หญิง,ไตรมาส 4,2673,ภาคกลาง,175.2,พันคน,สำนักงานสถิติแห่งชาติ
ฉะเชิงเทรา,2564,ชาย,ไตรมาส 4,2674,ภาคกลาง,267.9,พันคน,สำนักงานสถิติแห่งชาติ
ฉะเชิงเทรา,2564,หญิง,ไตรมาส 4,2675,ภาคกลาง,196.8,พันคน,สำนักงานสถิติแห่งชาติ
ชลบุรี,2564,ชาย,ไตรมาส 4,2676,ภาคกลาง,589.9,พันคน,สำนักงานสถิติแห่งชาติ
ชลบุรี,2564,หญิง,ไตรมาส 4,2677,ภาคกลาง,465.8,พันคน,สำนักงานสถิติแห่งชาติ
ชัยนาท,2564,ชาย,ไตรมาส 4,2678,ภาคกลาง,93.6,พันคน,สำนักงานสถิติแห่งชาติ
ชัยนาท,2564,หญิง,ไตรมาส 4,2679,ภาคกลาง,86.1,พันคน,สำนักงานสถิติแห่งชาติ
ตราด,2564,ชาย,ไตรมาส 4,2680,ภาคกลาง,100.3,พันคน,สำนักงานสถิติแห่งชาติ
ตราด,2564,หญิง,ไตรมาส 4,2681,ภาคกลาง,71.1,พันคน,สำนักงานสถิติแห่งชาติ
นครนายก,2564,ชาย,ไตรมาส 4,2682,ภาคกลาง,84.4,พันคน,สำนักงานสถิติแห่งชาติ
นครนายก,2564,หญิง,ไตรมาส 4,2683,ภาคกลาง,71.0,พันคน,สำนักงานสถิติแห่งชาติ
นครปฐม,2564,ชาย,ไตรมาส 4,2684,ภาคกลาง,365.1,พันคน,สำนักงานสถิติแห่งชาติ
นครปฐม,2564,หญิง,ไตรมาส 4,2685,ภาคกลาง,339.2,พันคน,สำนักงานสถิติแห่งชาติ
นนทบุรี,2564,ชาย,ไตรมาส 4,2686,ภาคกลาง,527.8,พันคน,สำนักงานสถิติแห่งชาติ
นนทบุรี,2564,หญิง,ไตรมาส 4,2687,ภาคกลาง,461.4,พันคน,สำนักงานสถิติแห่งชาติ
ปทุมธานี,2564,ชาย,ไตรมาส 4,2688,ภาคกลาง,526.2,พันคน,สำนักงานสถิติแห่งชาติ
ปทุมธานี,2564,หญิง,ไตรมาส 4,2689,ภาคกลาง,445.4,พันคน,สำนักงานสถิติแห่งชาติ
ประจวบคีรีขันธ์,2564,ชาย,ไตรมาส 4,2690,ภาคกลาง,146.3,พันคน,สำนักงานสถิติแห่งชาติ
ประจวบคีรีขันธ์,2564,หญิง,ไตรมาส 4,2691,ภาคกลาง,108.0,พันคน,สำนักงานสถิติแห่งชาติ
ปราจีนบุรี,2564,ชาย,ไตรมาส 4,2692,ภาคกลาง,201.7,พันคน,สำนักงานสถิติแห่งชาติ
ปราจีนบุรี,2564,หญิง,ไตรมาส 4,2693,ภาคกลาง,178.9,พันคน,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,2564,ชาย,ไตรมาส 4,2694,ภาคกลาง,269.4,พันคน,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,2564,หญิง,ไตรมาส 4,2695,ภาคกลาง,222.5,พันคน,สำนักงานสถิติแห่งชาติ
เพชรบุรี,2564,ชาย,ไตรมาส 4,2696,ภาคกลาง,152.5,พันคน,สำนักงานสถิติแห่งชาติ
เพชรบุรี,2564,หญิง,ไตรมาส 4,2697,ภาคกลาง,134.4,พันคน,สำนักงานสถิติแห่งชาติ
ระยอง,2564,ชาย,ไตรมาส 4,2698,ภาคกลาง,333.6,พันคน,สำนักงานสถิติแห่งชาติ
ระยอง,2564,หญิง,ไตรมาส 4,2699,ภาคกลาง,253.2,พันคน,สำนักงานสถิติแห่งชาติ
ราชบุรี,2564,ชาย,ไตรมาส 4,2700,ภาคกลาง,249.1,พันคน,สำนักงานสถิติแห่งชาติ
ราชบุรี,2564,หญิง,ไตรมาส 4,2701,ภาคกลาง,199.8,พันคน,สำนักงานสถิติแห่งชาติ
ลพบุรี,2564,ชาย,ไตรมาส 4,2702,ภาคกลาง,247.4,พันคน,สำนักงานสถิติแห่งชาติ
ลพบุรี,2564,หญิง,ไตรมาส 4,2703,ภาคกลาง,198.1,พันคน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,2564,ชาย,ไตรมาส 4,2704,ภาคกลาง,746.2,พันคน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,2564,หญิง,ไตรมาส 4,2705,ภาคกลาง,643.2,พันคน,สำนักงานสถิติแห่งชาติ
สมุทรสงคราม,2564,ชาย,ไตรมาส 4,2706,ภาคกลาง,60.0,พันคน,สำนักงานสถิติแห่งชาติ
สมุทรสงคราม,2564,หญิง,ไตรมาส 4,2707,ภาคกลาง,50.5,พันคน,สำนักงานสถิติแห่งชาติ
สมุทรสาคร,2564,ชาย,ไตรมาส 4,2708,ภาคกลาง,386.8,พันคน,สำนักงานสถิติแห่งชาติ
สมุทรสาคร,2564,หญิง,ไตรมาส 4,2709,ภาคกลาง,342.9,พันคน,สำนักงานสถิติแห่งชาติ
สระแก้ว,2564,ชาย,ไตรมาส 4,2710,ภาคกลาง,192.3,พันคน,สำนักงานสถิติแห่งชาติ
สระแก้ว,2564,หญิง,ไตรมาส 4,2711,ภาคกลาง,148.1,พันคน,สำนักงานสถิติแห่งชาติ
สระบุรี,2564,ชาย,ไตรมาส 4,2712,ภาคกลาง,224.8,พันคน,สำนักงานสถิติแห่งชาติ
มุกดาหาร,2568,ชาย,ไตรมาส 4,2713,ภาคตะวันออกเฉียงเหนือ,125.6,พันคน,สำนักงานสถิติแห่งชาติ
มุกดาหาร,2568,หญิง,ไตรมาส 4,2714,ภาคตะวันออกเฉียงเหนือ,117.63,พันคน,สำนักงานสถิติแห่งชาติ
บึงกาฬ,2564,ชาย,ไตรมาส 4,2715,ภาคตะวันออกเฉียงเหนือ,94.8,พันคน,สำนักงานสถิติแห่งชาติ
บึงกาฬ,2564,หญิง,ไตรมาส 4,2716,ภาคตะวันออกเฉียงเหนือ,81.4,พันคน,สำนักงานสถิติแห่งชาติ
บุรีรัมย์,2564,ชาย,ไตรมาส 4,2717,ภาคตะวันออกเฉียงเหนือ,363.9,พันคน,สำนักงานสถิติแห่งชาติ
บุรีรัมย์,2564,หญิง,ไตรมาส 4,2718,ภาคตะวันออกเฉียงเหนือ,306.7,พันคน,สำนักงานสถิติแห่งชาติ
มหาสารคาม,2564,ชาย,ไตรมาส 4,2719,ภาคตะวันออกเฉียงเหนือ,220.5,พันคน,สำนักงานสถิติแห่งชาติ
มหาสารคาม,2564,หญิง,ไตรมาส 4,2720,ภาคตะวันออกเฉียงเหนือ,194.0,พันคน,สำนักงานสถิติแห่งชาติ
มุกดาหาร,2564,ชาย,ไตรมาส 4,2721,ภาคตะวันออกเฉียงเหนือ,102.0,พันคน,สำนักงานสถิติแห่งชาติ
มุกดาหาร,2564,หญิง,ไตรมาส 4,2722,ภาคตะวันออกเฉียงเหนือ,90.4,พันคน,สำนักงานสถิติแห่งชาติ
ยโสธร,2564,ชาย,ไตรมาส 4,2723,ภาคตะวันออกเฉียงเหนือ,145.0,พันคน,สำนักงานสถิติแห่งชาติ
ยโสธร,2564,หญิง,ไตรมาส 4,2724,ภาคตะวันออกเฉียงเหนือ,145.7,พันคน,สำนักงานสถิติแห่งชาติ
ร้อยเอ็ด,2564,ชาย,ไตรมาส 4,2725,ภาคตะวันออกเฉียงเหนือ,316.9,พันคน,สำนักงานสถิติแห่งชาติ
ร้อยเอ็ด,2564,หญิง,ไตรมาส 4,2726,ภาคตะวันออกเฉียงเหนือ,269.0,พันคน,สำนักงานสถิติแห่งชาติ
เลย,2564,ชาย,ไตรมาส 4,2727,ภาคตะวันออกเฉียงเหนือ,165.9,พันคน,สำนักงานสถิติแห่งชาติ
เลย,2564,หญิง,ไตรมาส 4,2728,ภาคตะวันออกเฉียงเหนือ,141.0,พันคน,สำนักงานสถิติแห่งชาติ
ศรีสะเกษ,2564,ชาย,ไตรมาส 4,2729,ภาคตะวันออกเฉียงเหนือ,297.8,พันคน,สำนักงานสถิติแห่งชาติ
ศรีสะเกษ,2564,หญิง,ไตรมาส 4,2730,ภาคตะวันออกเฉียงเหนือ,281.3,พันคน,สำนักงานสถิติแห่งชาติ
สกลนคร,2564,ชาย,ไตรมาส 4,2731,ภาคตะวันออกเฉียงเหนือ,244.5,พันคน,สำนักงานสถิติแห่งชาติ
สกลนคร,2564,หญิง,ไตรมาส 4,2732,ภาคตะวันออกเฉียงเหนือ,181.3,พันคน,สำนักงานสถิติแห่งชาติ
สุรินทร์,2564,ชาย,ไตรมาส 4,2733,ภาคตะวันออกเฉียงเหนือ,287.7,พันคน,สำนักงานสถิติแห่งชาติ
สุรินทร์,2564,หญิง,ไตรมาส 4,2734,ภาคตะวันออกเฉียงเหนือ,246.6,พันคน,สำนักงานสถิติแห่งชาติ
หนองคาย,2564,ชาย,ไตรมาส 4,2735,ภาคตะวันออกเฉียงเหนือ,117.1,พันคน,สำนักงานสถิติแห่งชาติ
หนองคาย,2564,หญิง,ไตรมาส 4,2736,ภาคตะวันออกเฉียงเหนือ,98.4,พันคน,สำนักงานสถิติแห่งชาติ
หนองบัวลำภู,2564,ชาย,ไตรมาส 4,2737,ภาคตะวันออกเฉียงเหนือ,128.0,พันคน,สำนักงานสถิติแห่งชาติ
หนองบัวลำภู,2564,หญิง,ไตรมาส 4,2738,ภาคตะวันออกเฉียงเหนือ,95.3,พันคน,สำนักงานสถิติแห่งชาติ
อำนาจเจริญ,2564,ชาย,ไตรมาส 4,2739,ภาคตะวันออกเฉียงเหนือ,77.0,พันคน,สำนักงานสถิติแห่งชาติ
อำนาจเจริญ,2564,หญิง,ไตรมาส 4,2740,ภาคตะวันออกเฉียงเหนือ,65.0,พันคน,สำนักงานสถิติแห่งชาติ
อุดรธานี,2564,ชาย,ไตรมาส 4,2741,ภาคตะวันออกเฉียงเหนือ,356.5,พันคน,สำนักงานสถิติแห่งชาติ
อุดรธานี,2564,หญิง,ไตรมาส 4,2742,ภาคตะวันออกเฉียงเหนือ,310.7,พันคน,สำนักงานสถิติแห่งชาติ
อุบลราชธานี,2564,ชาย,ไตรมาส 4,2743,ภาคตะวันออกเฉียงเหนือ,465.9,พันคน,สำนักงานสถิติแห่งชาติ
อุบลราชธานี,2564,หญิง,ไตรมาส 4,2744,ภาคตะวันออกเฉียงเหนือ,390.1,พันคน,สำนักงานสถิติแห่งชาติ
กระบี่,2564,ชาย,ไตรมาส 4,2745,ภาคใต้,123.8,พันคน,สำนักงานสถิติแห่งชาติ
กระบี่,2564,หญิง,ไตรมาส 4,2746,ภาคใต้,96.8,พันคน,สำนักงานสถิติแห่งชาติ
ชุมพร,2564,ชาย,ไตรมาส 4,2747,ภาคใต้,168.2,พันคน,สำนักงานสถิติแห่งชาติ
ชุมพร,2564,หญิง,ไตรมาส 4,2748,ภาคใต้,115.8,พันคน,สำนักงานสถิติแห่งชาติ
ตรัง,2564,ชาย,ไตรมาส 4,2749,ภาคใต้,202.0,พันคน,สำนักงานสถิติแห่งชาติ
ตรัง,2564,หญิง,ไตรมาส 4,2750,ภาคใต้,177.7,พันคน,สำนักงานสถิติแห่งชาติ
นครศรีธรรมราช,2564,ชาย,ไตรมาส 4,2751,ภาคใต้,494.4,พันคน,สำนักงานสถิติแห่งชาติ
นครศรีธรรมราช,2564,หญิง,ไตรมาส 4,2752,ภาคใต้,390.5,พันคน,สำนักงานสถิติแห่งชาติ
นราธิวาส,2564,ชาย,ไตรมาส 4,2753,ภาคใต้,198.2,พันคน,สำนักงานสถิติแห่งชาติ
นราธิวาส,2564,หญิง,ไตรมาส 4,2754,ภาคใต้,140.2,พันคน,สำนักงานสถิติแห่งชาติ
ปัตตานี,2564,ชาย,ไตรมาส 4,2755,ภาคใต้,177.4,พันคน,สำนักงานสถิติแห่งชาติ
ปัตตานี,2564,หญิง,ไตรมาส 4,2756,ภาคใต้,142.4,พันคน,สำนักงานสถิติแห่งชาติ
พังงา,2564,ชาย,ไตรมาส 4,2757,ภาคใต้,89.4,พันคน,สำนักงานสถิติแห่งชาติ
พังงา,2564,หญิง,ไตรมาส 4,2758,ภาคใต้,59.5,พันคน,สำนักงานสถิติแห่งชาติ
พัทลุง,2564,ชาย,ไตรมาส 4,2759,ภาคใต้,156.5,พันคน,สำนักงานสถิติแห่งชาติ
พัทลุง,2564,หญิง,ไตรมาส 4,2760,ภาคใต้,142.3,พันคน,สำนักงานสถิติแห่งชาติ
หนองบัวลำภู,2568,ชาย,ไตรมาส 4,2761,ภาคตะวันออกเฉียงเหนือ,125.65,พันคน,สำนักงานสถิติแห่งชาติ
สมุทรสาคร,2565,หญิง,ไตรมาส 1,2762,ภาคกลาง,366.2,พันคน,สำนักงานสถิติแห่งชาติ
สระแก้ว,2565,ชาย,ไตรมาส 1,2763,ภาคกลาง,206.9,พันคน,สำนักงานสถิติแห่งชาติ
สระแก้ว,2565,หญิง,ไตรมาส 1,2764,ภาคกลาง,165.1,พันคน,สำนักงานสถิติแห่งชาติ
สระบุรี,2565,ชาย,ไตรมาส 1,2765,ภาคกลาง,233.3,พันคน,สำนักงานสถิติแห่งชาติ
สระบุรี,2565,หญิง,ไตรมาส 1,2766,ภาคกลาง,190.6,พันคน,สำนักงานสถิติแห่งชาติ
สิงห์บุรี,2565,ชาย,ไตรมาส 1,2767,ภาคกลาง,53.5,พันคน,สำนักงานสถิติแห่งชาติ
สิงห์บุรี,2565,หญิง,ไตรมาส 1,2768,ภาคกลาง,49.2,พันคน,สำนักงานสถิติแห่งชาติ
สุพรรณบุรี,2565,ชาย,ไตรมาส 1,2769,ภาคกลาง,265.4,พันคน,สำนักงานสถิติแห่งชาติ
สุพรรณบุรี,2565,หญิง,ไตรมาส 1,2770,ภาคกลาง,223.8,พันคน,สำนักงานสถิติแห่งชาติ
อ่างทอง,2565,ชาย,ไตรมาส 1,2771,ภาคกลาง,70.1,พันคน,สำนักงานสถิติแห่งชาติ
อ่างทอง,2565,หญิง,ไตรมาส 1,2772,ภาคกลาง,61.2,พันคน,สำนักงานสถิติแห่งชาติ
กำแพงเพชร,2565,ชาย,ไตรมาส 1,2773,ภาคเหนือ,237.1,พันคน,สำนักงานสถิติแห่งชาติ
กำแพงเพชร,2565,หญิง,ไตรมาส 1,2774,ภาคเหนือ,207.5,พันคน,สำนักงานสถิติแห่งชาติ
เชียงราย,2565,ชาย,ไตรมาส 1,2775,ภาคเหนือ,335.7,พันคน,สำนักงานสถิติแห่งชาติ
เชียงราย,2565,หญิง,ไตรมาส 1,2776,ภาคเหนือ,259.1,พันคน,สำนักงานสถิติแห่งชาติ
เชียงใหม่,2565,ชาย,ไตรมาส 1,2777,ภาคเหนือ,531.1,พันคน,สำนักงานสถิติแห่งชาติ
เชียงใหม่,2565,หญิง,ไตรมาส 1,2778,ภาคเหนือ,496.1,พันคน,สำนักงานสถิติแห่งชาติ
ตาก,2565,ชาย,ไตรมาส 1,2779,ภาคเหนือ,161.0,พันคน,สำนักงานสถิติแห่งชาติ
ตาก,2565,หญิง,ไตรมาส 1,2780,ภาคเหนือ,120.4,พันคน,สำนักงานสถิติแห่งชาติ
นครสวรรค์,2565,ชาย,ไตรมาส 1,2781,ภาคเหนือ,279.0,พันคน,สำนักงานสถิติแห่งชาติ
นครสวรรค์,2565,หญิง,ไตรมาส 1,2782,ภาคเหนือ,242.1,พันคน,สำนักงานสถิติแห่งชาติ
น่าน,2565,ชาย,ไตรมาส 1,2783,ภาคเหนือ,135.6,พันคน,สำนักงานสถิติแห่งชาติ
น่าน,2565,หญิง,ไตรมาส 1,2784,ภาคเหนือ,111.6,พันคน,สำนักงานสถิติแห่งชาติ
พะเยา,2565,ชาย,ไตรมาส 1,2785,ภาคเหนือ,103.0,พันคน,สำนักงานสถิติแห่งชาติ
พะเยา,2565,หญิง,ไตรมาส 1,2786,ภาคเหนือ,82.7,พันคน,สำนักงานสถิติแห่งชาติ
พิจิตร,2565,ชาย,ไตรมาส 1,2787,ภาคเหนือ,151.4,พันคน,สำนักงานสถิติแห่งชาติ
พิจิตร,2565,หญิง,ไตรมาส 1,2788,ภาคเหนือ,129.8,พันคน,สำนักงานสถิติแห่งชาติ
พิษณุโลก,2565,ชาย,ไตรมาส 1,2789,ภาคเหนือ,264.8,พันคน,สำนักงานสถิติแห่งชาติ
พิษณุโลก,2565,หญิง,ไตรมาส 1,2790,ภาคเหนือ,231.7,พันคน,สำนักงานสถิติแห่งชาติ
เพชรบูรณ์,2565,ชาย,ไตรมาส 1,2791,ภาคเหนือ,268.8,พันคน,สำนักงานสถิติแห่งชาติ
เพชรบูรณ์,2565,หญิง,ไตรมาส 1,2792,ภาคเหนือ,234.0,พันคน,สำนักงานสถิติแห่งชาติ
แพร่,2565,ชาย,ไตรมาส 1,2793,ภาคเหนือ,111.6,พันคน,สำนักงานสถิติแห่งชาติ
แพร่,2565,หญิง,ไตรมาส 1,2794,ภาคเหนือ,93.0,พันคน,สำนักงานสถิติแห่งชาติ
แม่ฮ่องสอน,2565,ชาย,ไตรมาส 1,2795,ภาคเหนือ,77.2,พันคน,สำนักงานสถิติแห่งชาติ
แม่ฮ่องสอน,2565,หญิง,ไตรมาส 1,2796,ภาคเหนือ,68.2,พันคน,สำนักงานสถิติแห่งชาติ
ลำปาง,2565,ชาย,ไตรมาส 1,2797,ภาคเหนือ,198.9,พันคน,สำนักงานสถิติแห่งชาติ
ลำปาง,2565,หญิง,ไตรมาส 1,2798,ภาคเหนือ,170.3,พันคน,สำนักงานสถิติแห่งชาติ
ลำพูน,2565,ชาย,ไตรมาส 1,2799,ภาคเหนือ,119.2,พันคน,สำนักงานสถิติแห่งชาติ
ลำพูน,2565,หญิง,ไตรมาส 1,2800,ภาคเหนือ,110.3,พันคน,สำนักงานสถิติแห่งชาติ
สุโขทัย,2565,ชาย,ไตรมาส 1,2801,ภาคเหนือ,189.9,พันคน,สำนักงานสถิติแห่งชาติ
สุโขทัย,2565,หญิง,ไตรมาส 1,2802,ภาคเหนือ,162.0,พันคน,สำนักงานสถิติแห่งชาติ
อุตรดิตถ์,2565,ชาย,ไตรมาส 1,2803,ภาคเหนือ,114.2,พันคน,สำนักงานสถิติแห่งชาติ
อุตรดิตถ์,2565,หญิง,ไตรมาส 1,2804,ภาคเหนือ,93.0,พันคน,สำนักงานสถิติแห่งชาติ
อุทัยธานี,2565,ชาย,ไตรมาส 1,2805,ภาคเหนือ,82.5,พันคน,สำนักงานสถิติแห่งชาติ
อุทัยธานี,2565,หญิง,ไตรมาส 1,2806,ภาคเหนือ,71.5,พันคน,สำนักงานสถิติแห่งชาติ
กาฬสินธุ์,2565,ชาย,ไตรมาส 1,2807,ภาคตะวันออกเฉียงเหนือ,222.3,พันคน,สำนักงานสถิติแห่งชาติ
กาฬสินธุ์,2565,หญิง,ไตรมาส 1,2808,ภาคตะวันออกเฉียงเหนือ,171.3,พันคน,สำนักงานสถิติแห่งชาติ
ขอนแก่น,2565,ชาย,ไตรมาส 1,2809,ภาคตะวันออกเฉียงเหนือ,465.2,พันคน,สำนักงานสถิติแห่งชาติ
