﻿year,level_of_edu,quarter,_id,area,region,value,unit,source
2567,ประถมศึกษา,ไตรมาส 1,567,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,646.12,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนต้น,ไตรมาส 1,568,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,449.56,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 1,569,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,488.02,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 1,570,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,71.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 1,571,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,0.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาการ,ไตรมาส 1,572,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,353.36,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาชีพ,ไตรมาส 1,573,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,166.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 1,574,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,77.76,พันคน,สำนักงานสถิติแห่งชาติ
2569,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 1,575,นอกเขตเทศบาล,ภาคใต้,80.64,พันคน,สำนักงานสถิติแห่งชาติ
2569,ต่ำกว่าประถมศึกษา,ไตรมาส 1,576,เขตเทศบาล,ภาคใต้,136.92,พันคน,สำนักงานสถิติแห่งชาติ
2569,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 1,577,เขตเทศบาล,ภาคใต้,289.35,พันคน,สำนักงานสถิติแห่งชาติ
2569,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 1,578,เขตเทศบาล,ภาคใต้,70.69,พันคน,สำนักงานสถิติแห่งชาติ
2569,ต่ำกว่าประถมศึกษา,ไตรมาส 1,579,นอกเขตเทศบาล,ภาคใต้ชายแดน,69.97,พันคน,สำนักงานสถิติแห่งชาติ
2569,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 1,580,นอกเขตเทศบาล,ภาคใต้ชายแดน,4.14,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไม่มีการศึกษา,ไตรมาส 1,581,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,40.34,พันคน,สำนักงานสถิติแห่งชาติ
2567,ต่ำกว่าประถมศึกษา,ไตรมาส 1,582,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1093.49,พันคน,สำนักงานสถิติแห่งชาติ
2567,ประถมศึกษา,ไตรมาส 1,583,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1908.33,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนต้น,ไตรมาส 1,584,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1196.65,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 1,585,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1059.89,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 1,586,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,154.89,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 1,587,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,0.72,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาการ,ไตรมาส 1,588,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,423.02,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาชีพ,ไตรมาส 1,589,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,296.36,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 1,590,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,136.08,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไม่ทราบ,ไตรมาส 1,591,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,0.16,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไม่มีการศึกษา,ไตรมาส 1,592,เขตเทศบาล,ภาคใต้,56.38,พันคน,สำนักงานสถิติแห่งชาติ
2567,ต่ำกว่าประถมศึกษา,ไตรมาส 1,593,เขตเทศบาล,ภาคใต้,159.09,พันคน,สำนักงานสถิติแห่งชาติ
2567,ประถมศึกษา,ไตรมาส 1,594,เขตเทศบาล,ภาคใต้,356.35,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนต้น,ไตรมาส 1,595,เขตเทศบาล,ภาคใต้,295.57,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 1,596,เขตเทศบาล,ภาคใต้,275.26,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 1,597,เขตเทศบาล,ภาคใต้,67.73,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 1,598,เขตเทศบาล,ภาคใต้,0.22,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาการ,ไตรมาส 1,599,เขตเทศบาล,ภาคใต้,386.27,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาชีพ,ไตรมาส 1,600,เขตเทศบาล,ภาคใต้,140.85,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 1,601,เขตเทศบาล,ภาคใต้,48.95,พันคน,สำนักงานสถิติแห่งชาติ
2567,อื่น ๆ,ไตรมาส 1,602,เขตเทศบาล,ภาคใต้,0.53,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไม่ทราบ,ไตรมาส 1,603,เขตเทศบาล,ภาคใต้,15.99,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไม่มีการศึกษา,ไตรมาส 1,604,นอกเขตเทศบาล,ภาคใต้,73.51,พันคน,สำนักงานสถิติแห่งชาติ
2567,ต่ำกว่าประถมศึกษา,ไตรมาส 1,605,นอกเขตเทศบาล,ภาคใต้,422.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,ประถมศึกษา,ไตรมาส 1,606,นอกเขตเทศบาล,ภาคใต้,1056.38,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนต้น,ไตรมาส 1,607,นอกเขตเทศบาล,ภาคใต้,625.07,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 1,608,นอกเขตเทศบาล,ภาคใต้,552.31,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 1,609,นอกเขตเทศบาล,ภาคใต้,116.62,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 1,610,นอกเขตเทศบาล,ภาคใต้,0.72,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาการ,ไตรมาส 1,611,นอกเขตเทศบาล,ภาคใต้,413.99,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาชีพ,ไตรมาส 1,612,นอกเขตเทศบาล,ภาคใต้,165.88,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 1,613,นอกเขตเทศบาล,ภาคใต้,79.28,พันคน,สำนักงานสถิติแห่งชาติ
2567,อื่น ๆ,ไตรมาส 1,614,นอกเขตเทศบาล,ภาคใต้,5.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไม่ทราบ,ไตรมาส 1,615,นอกเขตเทศบาล,ภาคใต้,20.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไม่มีการศึกษา,ไตรมาส 2,616,เขตเทศบาล,กรุงเทพมหานคร,108.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,ต่ำกว่าประถมศึกษา,ไตรมาส 2,617,เขตเทศบาล,กรุงเทพมหานคร,268.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ประถมศึกษา,ไตรมาส 2,618,เขตเทศบาล,กรุงเทพมหานคร,984.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนต้น,ไตรมาส 2,619,เขตเทศบาล,กรุงเทพมหานคร,914.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 2,620,เขตเทศบาล,กรุงเทพมหานคร,790.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 2,621,เขตเทศบาล,กรุงเทพมหานคร,328.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 2,622,เขตเทศบาล,กรุงเทพมหานคร,0.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาการ,ไตรมาส 2,623,เขตเทศบาล,กรุงเทพมหานคร,1796.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาชีพ,ไตรมาส 2,624,เขตเทศบาล,กรุงเทพมหานคร,352.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 2,625,เขตเทศบาล,กรุงเทพมหานคร,136.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,อื่น ๆ,ไตรมาส 2,626,เขตเทศบาล,กรุงเทพมหานคร,1.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไม่ทราบ,ไตรมาส 2,627,เขตเทศบาล,กรุงเทพมหานคร,79.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไม่มีการศึกษา,ไตรมาส 2,628,เขตเทศบาล,ภาคกลาง,133.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,ต่ำกว่าประถมศึกษา,ไตรมาส 2,629,เขตเทศบาล,ภาคกลาง,447.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ประถมศึกษา,ไตรมาส 2,630,เขตเทศบาล,ภาคกลาง,1075.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนต้น,ไตรมาส 2,631,เขตเทศบาล,ภาคกลาง,1198.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 2,632,เขตเทศบาล,ภาคกลาง,1076.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 2,633,เขตเทศบาล,ภาคกลาง,318.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 2,634,เขตเทศบาล,ภาคกลาง,0.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาการ,ไตรมาส 2,635,เขตเทศบาล,ภาคกลาง,1177.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาชีพ,ไตรมาส 2,636,เขตเทศบาล,ภาคกลาง,483.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 2,637,เขตเทศบาล,ภาคกลาง,102.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,อื่น ๆ,ไตรมาส 2,638,เขตเทศบาล,ภาคกลาง,119.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไม่ทราบ,ไตรมาส 2,639,เขตเทศบาล,ภาคกลาง,106.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไม่มีการศึกษา,ไตรมาส 2,640,นอกเขตเทศบาล,ภาคกลาง,117.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,ต่ำกว่าประถมศึกษา,ไตรมาส 2,641,นอกเขตเทศบาล,ภาคกลาง,701.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,ประถมศึกษา,ไตรมาส 2,642,นอกเขตเทศบาล,ภาคกลาง,1540.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนต้น,ไตรมาส 2,643,นอกเขตเทศบาล,ภาคกลาง,1467.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 2,644,นอกเขตเทศบาล,ภาคกลาง,1169.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 2,645,นอกเขตเทศบาล,ภาคกลาง,347.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 2,646,นอกเขตเทศบาล,ภาคกลาง,1.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาการ,ไตรมาส 2,647,นอกเขตเทศบาล,ภาคกลาง,1004.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาชีพ,ไตรมาส 2,648,นอกเขตเทศบาล,ภาคกลาง,479.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 2,649,นอกเขตเทศบาล,ภาคกลาง,115.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,อื่น ๆ,ไตรมาส 2,650,นอกเขตเทศบาล,ภาคกลาง,139.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไม่ทราบ,ไตรมาส 2,651,นอกเขตเทศบาล,ภาคกลาง,56.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไม่มีการศึกษา,ไตรมาส 2,652,เขตเทศบาล,ภาคเหนือ,109.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,ต่ำกว่าประถมศึกษา,ไตรมาส 2,653,เขตเทศบาล,ภาคเหนือ,307.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ประถมศึกษา,ไตรมาส 2,654,เขตเทศบาล,ภาคเหนือ,365.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนต้น,ไตรมาส 2,655,เขตเทศบาล,ภาคเหนือ,301.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 2,656,เขตเทศบาล,ภาคเหนือ,312.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 2,657,เขตเทศบาล,ภาคเหนือ,81.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 2,658,เขตเทศบาล,ภาคเหนือ,4.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาการ,ไตรมาส 2,659,เขตเทศบาล,ภาคเหนือ,370.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาชีพ,ไตรมาส 2,660,เขตเทศบาล,ภาคเหนือ,137.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 2,661,เขตเทศบาล,ภาคเหนือ,68.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,อื่น ๆ,ไตรมาส 2,662,เขตเทศบาล,ภาคเหนือ,0.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไม่ทราบ,ไตรมาส 2,663,เขตเทศบาล,ภาคเหนือ,1.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไม่มีการศึกษา,ไตรมาส 2,664,นอกเขตเทศบาล,ภาคเหนือ,256.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,ต่ำกว่าประถมศึกษา,ไตรมาส 2,665,นอกเขตเทศบาล,ภาคเหนือ,794.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,ประถมศึกษา,ไตรมาส 2,666,นอกเขตเทศบาล,ภาคเหนือ,938.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนต้น,ไตรมาส 2,667,นอกเขตเทศบาล,ภาคเหนือ,688.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 2,668,นอกเขตเทศบาล,ภาคเหนือ,564.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 2,669,นอกเขตเทศบาล,ภาคเหนือ,103.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาการ,ไตรมาส 2,670,นอกเขตเทศบาล,ภาคเหนือ,337.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาชีพ,ไตรมาส 2,671,นอกเขตเทศบาล,ภาคเหนือ,178.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 2,672,นอกเขตเทศบาล,ภาคเหนือ,78.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไม่ทราบ,ไตรมาส 2,673,นอกเขตเทศบาล,ภาคเหนือ,4.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไม่มีการศึกษา,ไตรมาส 2,674,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,11.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,ต่ำกว่าประถมศึกษา,ไตรมาส 2,675,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,362.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,ประถมศึกษา,ไตรมาส 2,676,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,636.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนต้น,ไตรมาส 2,677,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,437.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 2,678,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,480.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 2,679,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,70.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 2,680,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,0.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาการ,ไตรมาส 2,681,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,382.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาชีพ,ไตรมาส 2,682,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,172.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 2,683,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,80.4,พันคน,สำนักงานสถิติแห่งชาติ
2569,มัธยมศึกษาตอนต้น,ไตรมาส 1,684,เขตเทศบาล,ภาคใต้ชายแดน,25.13,พันคน,สำนักงานสถิติแห่งชาติ
2569,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 1,685,เขตเทศบาล,ภาคใต้ชายแดน,2.42,พันคน,สำนักงานสถิติแห่งชาติ
2569,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 1,686,เขตเทศบาล,ภาคใต้ชายแดน,43.67,พันคน,สำนักงานสถิติแห่งชาติ
2569,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 1,687,เขตเทศบาล,ภาคใต้ชายแดน,4.0,พันคน,สำนักงานสถิติแห่งชาติ
2569,อุดมศึกษา สายวิชาการ,ไตรมาส 1,688,เขตเทศบาล,ภาคใต้ชายแดน,14.63,พันคน,สำนักงานสถิติแห่งชาติ
2569,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 1,689,เขตเทศบาล,ภาคใต้ชายแดน,1.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไม่ทราบ,ไตรมาส 2,690,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,0.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไม่มีการศึกษา,ไตรมาส 2,691,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,28.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,ต่ำกว่าประถมศึกษา,ไตรมาส 2,692,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1096.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,ประถมศึกษา,ไตรมาส 2,693,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1925.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนต้น,ไตรมาส 2,694,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1140.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 2,695,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1167.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 2,696,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,153.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 2,697,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาการ,ไตรมาส 2,698,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,454.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาชีพ,ไตรมาส 2,699,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,300.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 2,700,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,149.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไม่ทราบ,ไตรมาส 2,701,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,0.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไม่มีการศึกษา,ไตรมาส 2,702,เขตเทศบาล,ภาคใต้,31.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,ต่ำกว่าประถมศึกษา,ไตรมาส 2,703,เขตเทศบาล,ภาคใต้,155.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,ประถมศึกษา,ไตรมาส 2,704,เขตเทศบาล,ภาคใต้,351.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนต้น,ไตรมาส 2,705,เขตเทศบาล,ภาคใต้,275.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 2,706,เขตเทศบาล,ภาคใต้,307.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 2,707,เขตเทศบาล,ภาคใต้,65.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 2,708,เขตเทศบาล,ภาคใต้,0.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาการ,ไตรมาส 2,709,เขตเทศบาล,ภาคใต้,381.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาชีพ,ไตรมาส 2,710,เขตเทศบาล,ภาคใต้,133.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 2,711,เขตเทศบาล,ภาคใต้,56.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,อื่น ๆ,ไตรมาส 2,712,เขตเทศบาล,ภาคใต้,0.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไม่ทราบ,ไตรมาส 2,713,เขตเทศบาล,ภาคใต้,23.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไม่มีการศึกษา,ไตรมาส 2,714,นอกเขตเทศบาล,ภาคใต้,83.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,ต่ำกว่าประถมศึกษา,ไตรมาส 2,715,นอกเขตเทศบาล,ภาคใต้,410.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,ประถมศึกษา,ไตรมาส 2,716,นอกเขตเทศบาล,ภาคใต้,1010.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนต้น,ไตรมาส 2,717,นอกเขตเทศบาล,ภาคใต้,650.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 2,718,นอกเขตเทศบาล,ภาคใต้,583.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 2,719,นอกเขตเทศบาล,ภาคใต้,104.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาการ,ไตรมาส 2,720,นอกเขตเทศบาล,ภาคใต้,388.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาชีพ,ไตรมาส 2,721,นอกเขตเทศบาล,ภาคใต้,175.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 2,722,นอกเขตเทศบาล,ภาคใต้,85.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,อื่น ๆ,ไตรมาส 2,723,นอกเขตเทศบาล,ภาคใต้,5.2,พันคน,สำนักงานสถิติแห่งชาติ
2569,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 1,724,นอกเขตเทศบาล,ภาคใต้ชายแดน,10.46,พันคน,สำนักงานสถิติแห่งชาติ
2569,อุดมศึกษา สายวิชาการ,ไตรมาส 1,725,นอกเขตเทศบาล,ภาคใต้ชายแดน,26.66,พันคน,สำนักงานสถิติแห่งชาติ
2569,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 1,726,นอกเขตเทศบาล,ภาคใต้ชายแดน,3.3,พันคน,สำนักงานสถิติแห่งชาติ
2569,อุดมศึกษา สายวิชาชีพ,ไตรมาส 1,727,นอกเขตเทศบาล,ภาคใต้ชายแดน,87.05,พันคน,สำนักงานสถิติแห่งชาติ
