_id,particular,unit,year,month,source,value
191,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2564,ม.ค.,กรมปศุสัตว์,30.0
192,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2564,ก.พ.,กรมปศุสัตว์,30.25
193,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2564,มี.ค.,กรมปศุสัตว์,32.25
194,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2564,เม.ย.,กรมปศุสัตว์,29.25
195,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2564,พ.ค.,กรมปศุสัตว์,29.5
196,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2564,มิ.ย.,กรมปศุสัตว์,30.5
197,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2564,ก.ค.,กรมปศุสัตว์,28.5
198,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2564,ส.ค.,กรมปศุสัตว์,23.0
199,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2564,ก.ย.,กรมปศุสัตว์,23.6
200,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2564,ต.ค.,กรมปศุสัตว์,29.25
201,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2564,พ.ย.,กรมปศุสัตว์,35.0
202,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2564,ธ.ค.,กรมปศุสัตว์,35.2
203,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2565,ม.ค.,กรมปศุสัตว์,38.0
204,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2565,ก.พ.,กรมปศุสัตว์,39.25
205,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2565,มี.ค.,กรมปศุสัตว์,40.6
206,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2565,เม.ย.,กรมปศุสัตว์,41.0
207,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2565,พ.ค.,กรมปศุสัตว์,42.0
208,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2565,มิ.ย.,กรมปศุสัตว์,44.75
209,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2565,ก.ค.,กรมปศุสัตว์,47.5
210,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2565,ส.ค.,กรมปศุสัตว์,47.25
211,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2565,ก.ย.,กรมปศุสัตว์,46.2
212,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2565,ต.ค.,กรมปศุสัตว์,44.25
213,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2565,พ.ย.,กรมปศุสัตว์,44.5
214,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2565,ธ.ค.,กรมปศุสัตว์,41.6
215,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2566,ม.ค.,กรมปศุสัตว์,41.6
216,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2566,ก.พ.,กรมปศุสัตว์,39.5
217,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2566,มี.ค.,กรมปศุสัตว์,37.25
218,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2566,เม.ย.,กรมปศุสัตว์,40.5
219,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2566,พ.ค.,กรมปศุสัตว์,45.0
220,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2566,มิ.ย.,กรมปศุสัตว์,44.75
221,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2566,ก.ค.,กรมปศุสัตว์,41.25
222,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2566,ส.ค.,กรมปศุสัตว์,37.2
223,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2566,ก.ย.,กรมปศุสัตว์,36.25
224,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2566,ต.ค.,กรมปศุสัตว์,35.6
225,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2566,พ.ย.,กรมปศุสัตว์,39.75
226,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2566,ธ.ค.,กรมปศุสัตว์,39.75
227,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2567,ม.ค.,กรมปศุสัตว์,39.75
228,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2567,ก.พ.,กรมปศุสัตว์,42.0
229,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2567,มี.ค.,กรมปศุสัตว์,44.67
230,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2567,เม.ย.,กรมปศุสัตว์,43.8
231,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2567,พ.ค.,กรมปศุสัตว์,43.4
232,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2567,มิ.ย.,กรมปศุสัตว์,43.75
233,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2567,ก.ค.,กรมปศุสัตว์,44.0
234,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2567,ส.ค.,กรมปศุสัตว์,43.5
235,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2567,ก.ย.,กรมปศุสัตว์,42.0
236,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2567,ต.ค.,กรมปศุสัตว์,37.6
237,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2567,พ.ย.,กรมปศุสัตว์,38.25
238,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2567,ธ.ค.,กรมปศุสัตว์,40.8
239,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2568,ม.ค.,กรมปศุสัตว์,42.0
240,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2568,ก.พ.,กรมปศุสัตว์,39.75
241,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2568,มี.ค.,กรมปศุสัตว์,40.8
242,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2568,เม.ย.,กรมปศุสัตว์,41.0
243,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2568,พ.ค.,กรมปศุสัตว์,40.25
244,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2568,มิ.ย.,กรมปศุสัตว์,41.0
245,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2568,ก.ค.,กรมปศุสัตว์,42.0
246,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2568,ส.ค.,กรมปศุสัตว์,40.25
247,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2568,ก.ย.,กรมปศุสัตว์,37.6
248,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2568,ต.ค.,กรมปศุสัตว์,36.0
249,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2568,พ.ย.,กรมปศุสัตว์,36.5
250,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2562,ม.ค.,กรมปศุสัตว์,28.0
251,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2562,ก.พ.,กรมปศุสัตว์,33.0
252,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2562,มี.ค.,กรมปศุสัตว์,33.5
253,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2562,เม.ย.,กรมปศุสัตว์,33.25
254,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2562,พ.ค.,กรมปศุสัตว์,33.8
255,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2562,มิ.ย.,กรมปศุสัตว์,36.0
256,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2562,ก.ค.,กรมปศุสัตว์,35.5
257,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2562,ส.ค.,กรมปศุสัตว์,34.8
258,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2562,ก.ย.,กรมปศุสัตว์,33.25
259,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2562,ต.ค.,กรมปศุสัตว์,32.2
260,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2562,พ.ย.,กรมปศุสัตว์,33.75
261,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2562,ธ.ค.,กรมปศุสัตว์,34.5
262,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2563,ม.ค.,กรมปศุสัตว์,32.0
263,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2563,ก.พ.,กรมปศุสัตว์,33.0
264,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2563,มี.ค.,กรมปศุสัตว์,30.75
265,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2563,เม.ย.,กรมปศุสัตว์,27.0
266,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2563,พ.ค.,กรมปศุสัตว์,27.75
267,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2563,มิ.ย.,กรมปศุสัตว์,33.25
268,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2563,ก.ค.,กรมปศุสัตว์,33.0
269,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2563,ส.ค.,กรมปศุสัตว์,30.75
270,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2563,ก.ย.,กรมปศุสัตว์,29.0
271,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2563,ต.ค.,กรมปศุสัตว์,29.0
272,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2563,พ.ย.,กรมปศุสัตว์,29.25
273,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2563,ธ.ค.,กรมปศุสัตว์,30.0
274,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2564,ม.ค.,กรมปศุสัตว์,29.0
275,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2564,ก.พ.,กรมปศุสัตว์,29.25
276,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2564,มี.ค.,กรมปศุสัตว์,31.25
277,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2564,เม.ย.,กรมปศุสัตว์,28.25
278,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2564,พ.ค.,กรมปศุสัตว์,28.5
279,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2564,มิ.ย.,กรมปศุสัตว์,29.5
280,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2564,ก.ค.,กรมปศุสัตว์,27.5
281,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2564,ส.ค.,กรมปศุสัตว์,22.0
282,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2564,ก.ย.,กรมปศุสัตว์,22.6
283,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2564,ต.ค.,กรมปศุสัตว์,28.5
284,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2564,พ.ย.,กรมปศุสัตว์,34.0
285,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2564,ธ.ค.,กรมปศุสัตว์,34.2
286,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2565,ม.ค.,กรมปศุสัตว์,37.0
287,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2565,ก.พ.,กรมปศุสัตว์,38.25
288,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2565,มี.ค.,กรมปศุสัตว์,39.6
289,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2565,เม.ย.,กรมปศุสัตว์,40.0
290,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2565,พ.ค.,กรมปศุสัตว์,41.0
291,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2565,มิ.ย.,กรมปศุสัตว์,43.75
292,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2565,ก.ค.,กรมปศุสัตว์,46.5
293,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2565,ส.ค.,กรมปศุสัตว์,46.25
294,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2565,ก.ย.,กรมปศุสัตว์,45.2
295,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2565,ต.ค.,กรมปศุสัตว์,43.25
296,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2565,พ.ย.,กรมปศุสัตว์,43.5
297,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2565,ธ.ค.,กรมปศุสัตว์,40.6
298,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2566,ม.ค.,กรมปศุสัตว์,40.6
299,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2566,ก.พ.,กรมปศุสัตว์,38.5
300,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2566,มี.ค.,กรมปศุสัตว์,36.25
301,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2566,เม.ย.,กรมปศุสัตว์,39.5
302,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2566,พ.ค.,กรมปศุสัตว์,44.0
303,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2566,มิ.ย.,กรมปศุสัตว์,43.75
304,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2566,ก.ค.,กรมปศุสัตว์,40.25
305,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2566,ส.ค.,กรมปศุสัตว์,36.2
306,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2566,ก.ย.,กรมปศุสัตว์,35.25
307,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2566,ต.ค.,กรมปศุสัตว์,34.6
308,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2566,พ.ย.,กรมปศุสัตว์,38.75
309,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2566,ธ.ค.,กรมปศุสัตว์,38.75
310,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2567,ม.ค.,กรมปศุสัตว์,38.75
311,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2567,ก.พ.,กรมปศุสัตว์,41.25
312,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2567,มี.ค.,กรมปศุสัตว์,43.67
313,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2567,เม.ย.,กรมปศุสัตว์,42.8
314,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2567,พ.ค.,กรมปศุสัตว์,42.4
315,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2567,มิ.ย.,กรมปศุสัตว์,42.75
316,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2567,ก.ค.,กรมปศุสัตว์,43.0
317,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2567,ส.ค.,กรมปศุสัตว์,42.5
318,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2567,ก.ย.,กรมปศุสัตว์,41.0
319,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2567,ต.ค.,กรมปศุสัตว์,36.6
320,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2567,พ.ย.,กรมปศุสัตว์,37.25
321,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2567,ธ.ค.,กรมปศุสัตว์,39.8
322,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2568,ม.ค.,กรมปศุสัตว์,41.0
323,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2568,ก.พ.,กรมปศุสัตว์,38.75
324,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2568,มี.ค.,กรมปศุสัตว์,39.8
325,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2568,เม.ย.,กรมปศุสัตว์,40.0
326,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2568,พ.ค.,กรมปศุสัตว์,39.25
327,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2568,มิ.ย.,กรมปศุสัตว์,40.0
328,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2568,ก.ค.,กรมปศุสัตว์,41.0
329,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2568,ส.ค.,กรมปศุสัตว์,39.25
330,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2568,ก.ย.,กรมปศุสัตว์,36.6
331,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2568,ต.ค.,กรมปศุสัตว์,35.0
332,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาหน้าฟาร์ม),บาท,2568,พ.ย.,กรมปศุสัตว์,35.5
333,ราคาลูกไก่เนื้อ ที่เกษตรกรขายได้ รายเดือน,บาท,2562,ม.ค.,กรมปศุสัตว์,10.5
334,ราคาลูกไก่เนื้อ ที่เกษตรกรขายได้ รายเดือน,บาท,2562,ก.พ.,กรมปศุสัตว์,11.5
335,ราคาลูกไก่เนื้อ ที่เกษตรกรขายได้ รายเดือน,บาท,2562,มี.ค.,กรมปศุสัตว์,11.5
336,ราคาลูกไก่เนื้อ ที่เกษตรกรขายได้ รายเดือน,บาท,2562,เม.ย.,กรมปศุสัตว์,11.5
337,ราคาลูกไก่เนื้อ ที่เกษตรกรขายได้ รายเดือน,บาท,2562,พ.ค.,กรมปศุสัตว์,11.7
338,ราคาลูกไก่เนื้อ ที่เกษตรกรขายได้ รายเดือน,บาท,2562,มิ.ย.,กรมปศุสัตว์,14.5
339,ราคาลูกไก่เนื้อ ที่เกษตรกรขายได้ รายเดือน,บาท,2562,ก.ค.,กรมปศุสัตว์,14.5
340,ราคาลูกไก่เนื้อ ที่เกษตรกรขายได้ รายเดือน,บาท,2562,ส.ค.,กรมปศุสัตว์,14.5
341,ราคาลูกไก่เนื้อ ที่เกษตรกรขายได้ รายเดือน,บาท,2562,ก.ย.,กรมปศุสัตว์,14.0
342,ราคาลูกไก่เนื้อ ที่เกษตรกรขายได้ รายเดือน,บาท,2562,ต.ค.,กรมปศุสัตว์,13.5
343,ราคาลูกไก่เนื้อ ที่เกษตรกรขายได้ รายเดือน,บาท,2562,พ.ย.,กรมปศุสัตว์,14.25
344,ราคาลูกไก่เนื้อ ที่เกษตรกรขายได้ รายเดือน,บาท,2562,ธ.ค.,กรมปศุสัตว์,15.5
345,ราคาลูกไก่เนื้อ ที่เกษตรกรขายได้ รายเดือน,บาท,2563,ม.ค.,กรมปศุสัตว์,15.5
346,ราคาลูกไก่เนื้อ ที่เกษตรกรขายได้ รายเดือน,บาท,2563,ก.พ.,กรมปศุสัตว์,15.5
347,ราคาลูกไก่เนื้อ ที่เกษตรกรขายได้ รายเดือน,บาท,2563,มี.ค.,กรมปศุสัตว์,14.0
348,ราคาลูกไก่เนื้อ ที่เกษตรกรขายได้ รายเดือน,บาท,2563,เม.ย.,กรมปศุสัตว์,7.7
349,ราคาลูกไก่เนื้อ ที่เกษตรกรขายได้ รายเดือน,บาท,2563,พ.ค.,กรมปศุสัตว์,8.0
350,ราคาลูกไก่เนื้อ ที่เกษตรกรขายได้ รายเดือน,บาท,2563,มิ.ย.,กรมปศุสัตว์,12.5
351,ราคาลูกไก่เนื้อ ที่เกษตรกรขายได้ รายเดือน,บาท,2563,ก.ค.,กรมปศุสัตว์,12.5
352,ราคาลูกไก่เนื้อ ที่เกษตรกรขายได้ รายเดือน,บาท,2563,ส.ค.,กรมปศุสัตว์,10.75
353,ราคาลูกไก่เนื้อ ที่เกษตรกรขายได้ รายเดือน,บาท,2563,ก.ย.,กรมปศุสัตว์,7.5
354,ราคาลูกไก่เนื้อ ที่เกษตรกรขายได้ รายเดือน,บาท,2563,ต.ค.,กรมปศุสัตว์,7.5
355,ราคาลูกไก่เนื้อ ที่เกษตรกรขายได้ รายเดือน,บาท,2563,พ.ย.,กรมปศุสัตว์,7.75
356,ราคาลูกไก่เนื้อ ที่เกษตรกรขายได้ รายเดือน,บาท,2563,ธ.ค.,กรมปศุสัตว์,8.5
357,ราคาลูกไก่เนื้อ ที่เกษตรกรขายได้ รายเดือน,บาท,2564,ม.ค.,กรมปศุสัตว์,8.5
