Province,Unit,_id,Year,Type of industry,Source,Value
สระแก้ว,แห่ง,23,2562,อุตสาหกรรมอาหาร,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,46
สระแก้ว,แห่ง,24,2562,อุตสาหกรรมเครื่องดื่ม,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,19
สระแก้ว,แห่ง,25,2562,สิ่งทอ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,-
สระแก้ว,แห่ง,26,2562,อุตสาหกรรมเครื่องแต่งกายยกเว้นรองเท้า,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,6
สระแก้ว,แห่ง,27,2562,ผลิตหนังสัตว์และผลิตภัณฑ์จากหนังสัตว,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,1
สระแก้ว,แห่ง,28,2562,แปรรูปไม้และผลิตภัณฑ์จากไม้ ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,39
สระแก้ว,แห่ง,29,2562,"เครื่องเรือนหรือเครื่องตบแต่งในอาคารจากไม้ แก้ว ยาง หรืออโลหะอื่น
",สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,39
สระแก้ว,แห่ง,30,2562,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,2
สระแก้ว,แห่ง,31,2562,การพิมพ์ การเย็บเล่ม ทำปกหรือการทำแม่พิมพ์ ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,-
สระแก้ว,แห่ง,32,2562,เคมีภัณฑ์และผลิตภัณฑ์เคมี ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,19
สระแก้ว,แห่ง,33,2562,ผลิตภัณฑ์จากปิโตรเลียม ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,7
สระแก้ว,แห่ง,34,2562,ยางและผลิตภัณฑ์ยาง ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,4
สระแก้ว,แห่ง,35,2562,ผลิตภัณฑ์พลาสติก,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,23
สระแก้ว,แห่ง,36,2562,ผลิตภัณฑ์อโลหะ ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,42
สระแก้ว,แห่ง,37,2562,ผลิตภัณฑ์โลหะขั้นมูลฐาน,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,6
สระแก้ว,แห่ง,38,2562,ผลิตภัณฑ์โลหะ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,14
สระแก้ว,แห่ง,39,2562,ผลิตภัณฑ์เครื่องจักร และเครื่องกล ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,5
สระแก้ว,แห่ง,40,2562,ผลิตภัณฑ์เครื่องใช้ไฟฟ้าและอุปกรณ์ ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,5
สระแก้ว,แห่ง,41,2562,ผลิตยานพาหนะและอุปกรณ์ ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,42
สระแก้ว,แห่ง,42,2562,รวมทั้งการซ่อมยานพาหนะและอุปกรณ์ การผลิตอื่นๆ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,169
สระแก้ว,แห่ง,43,2563,ผลิตภัณฑ์จากพืช,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,115
สระแก้ว,แห่ง,44,2563,อุตสาหกรรมอาหาร,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,37
สระแก้ว,แห่ง,45,2563,อุตสาหกรรมเครื่องดื่ม,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,11
สระแก้ว,แห่ง,46,2563,สิ่งทอ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,-
สระแก้ว,แห่ง,47,2563,อุตสาหกรรมเครื่องแต่งกายยกเว้นรองเท้า,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,6
สระแก้ว,แห่ง,48,2563,ผลิตหนังสัตว์และผลิตภัณฑ์จากหนังสัตว,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,1
สระแก้ว,แห่ง,49,2563,แปรรูปไม้และผลิตภัณฑ์จากไม้ ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,32
สระแก้ว,แห่ง,50,2563,"เครื่องเรือนหรือเครื่องตบแต่งในอาคารจากไม้ แก้ว ยาง หรืออโลหะอื่น
",สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,24
สระแก้ว,แห่ง,51,2563,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,2
สระแก้ว,แห่ง,52,2563,การพิมพ์ การเย็บเล่ม ทำปกหรือการทำแม่พิมพ์ ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,-
สระแก้ว,แห่ง,53,2563,เคมีภัณฑ์และผลิตภัณฑ์เคมี ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,14
สระแก้ว,แห่ง,54,2563,ผลิตภัณฑ์จากปิโตรเลียม ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,7
สระแก้ว,แห่ง,55,2563,ยางและผลิตภัณฑ์ยาง ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,4
สระแก้ว,แห่ง,56,2563,ผลิตภัณฑ์พลาสติก,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,23
สระแก้ว,แห่ง,57,2563,ผลิตภัณฑ์อโลหะ ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,31
สระแก้ว,แห่ง,58,2563,ผลิตภัณฑ์โลหะขั้นมูลฐาน,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,3
สระแก้ว,แห่ง,59,2563,ผลิตภัณฑ์โลหะ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,5
สระแก้ว,แห่ง,60,2563,ผลิตภัณฑ์เครื่องจักร และเครื่องกล ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,2
สระแก้ว,แห่ง,61,2563,ผลิตภัณฑ์เครื่องใช้ไฟฟ้าและอุปกรณ์ ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,5
สระแก้ว,แห่ง,62,2563,ผลิตยานพาหนะและอุปกรณ์ ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,26
สระแก้ว,แห่ง,63,2563,รวมทั้งการซ่อมยานพาหนะและอุปกรณ์ การผลิตอื่นๆ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,156
สระแก้ว,แห่ง,64,2564,ผลิตภัณฑ์จากพืช,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,113
สระแก้ว,แห่ง,65,2564,อุตสาหกรรมอาหาร,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,38
สระแก้ว,แห่ง,66,2564,อุตสาหกรรมเครื่องดื่ม,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,10
สระแก้ว,แห่ง,67,2564,สิ่งทอ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,-
สระแก้ว,แห่ง,68,2564,อุตสาหกรรมเครื่องแต่งกายยกเว้นรองเท้า,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,4
สระแก้ว,แห่ง,69,2564,ผลิตหนังสัตว์และผลิตภัณฑ์จากหนังสัตว,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,1
สระแก้ว,แห่ง,70,2564,แปรรูปไม้และผลิตภัณฑ์จากไม้ ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,32
สระแก้ว,แห่ง,71,2564,"เครื่องเรือนหรือเครื่องตบแต่งในอาคารจากไม้ แก้ว ยาง หรืออโลหะอื่น
",สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,24
สระแก้ว,แห่ง,72,2564,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,2
สระแก้ว,แห่ง,73,2564,การพิมพ์ การเย็บเล่ม ทำปกหรือการทำแม่พิมพ์ ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,-
สระแก้ว,แห่ง,74,2564,เคมีภัณฑ์และผลิตภัณฑ์เคมี ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,14
สระแก้ว,แห่ง,75,2564,ผลิตภัณฑ์จากปิโตรเลียม ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,6
สระแก้ว,แห่ง,76,2564,ยางและผลิตภัณฑ์ยาง ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,5
สระแก้ว,แห่ง,77,2564,ผลิตภัณฑ์พลาสติก,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,23
สระแก้ว,แห่ง,78,2564,ผลิตภัณฑ์อโลหะ ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,33
สระแก้ว,แห่ง,79,2564,ผลิตภัณฑ์โลหะขั้นมูลฐาน,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,3
สระแก้ว,แห่ง,80,2564,ผลิตภัณฑ์โลหะ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,9
สระแก้ว,แห่ง,81,2564,ผลิตภัณฑ์เครื่องจักร และเครื่องกล ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,2
สระแก้ว,แห่ง,82,2564,ผลิตภัณฑ์เครื่องใช้ไฟฟ้าและอุปกรณ์ ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,4
สระแก้ว,แห่ง,83,2564,ผลิตยานพาหนะและอุปกรณ์ ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,26
สระแก้ว,แห่ง,84,2564,รวมทั้งการซ่อมยานพาหนะและอุปกรณ์ การผลิตอื่นๆ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,161
สระแก้ว,แห่ง,85,2565,ผลิตภัณฑ์จากพืช,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,119
สระแก้ว,แห่ง,86,2565,อุตสาหกรรมอาหาร,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,37
สระแก้ว,แห่ง,87,2565,อุตสาหกรรมเครื่องดื่ม,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,14
สระแก้ว,แห่ง,88,2565,สิ่งทอ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,-
สระแก้ว,แห่ง,89,2565,อุตสาหกรรมเครื่องแต่งกายยกเว้นรองเท้า,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,7
สระแก้ว,แห่ง,90,2565,ผลิตหนังสัตว์และผลิตภัณฑ์จากหนังสัตว,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,2
สระแก้ว,แห่ง,91,2565,แปรรูปไม้และผลิตภัณฑ์จากไม้ ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,33
สระแก้ว,แห่ง,92,2565,"เครื่องเรือนหรือเครื่องตบแต่งในอาคารจากไม้ แก้ว ยาง หรืออโลหะอื่น
",สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,25
สระแก้ว,แห่ง,93,2565,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,2
สระแก้ว,แห่ง,94,2565,การพิมพ์ การเย็บเล่ม ทำปกหรือการทำแม่พิมพ์ ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,-
สระแก้ว,แห่ง,95,2565,เคมีภัณฑ์และผลิตภัณฑ์เคมี ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,15
สระแก้ว,แห่ง,96,2565,ผลิตภัณฑ์จากปิโตรเลียม ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,8
สระแก้ว,แห่ง,97,2565,ยางและผลิตภัณฑ์ยาง ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,4
สระแก้ว,แห่ง,98,2565,ผลิตภัณฑ์พลาสติก,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,29
สระแก้ว,แห่ง,99,2565,ผลิตภัณฑ์อโลหะ ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,38
สระแก้ว,แห่ง,100,2565,ผลิตภัณฑ์โลหะขั้นมูลฐาน,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,3
สระแก้ว,แห่ง,101,2565,ผลิตภัณฑ์โลหะ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,9
สระแก้ว,แห่ง,102,2565,ผลิตภัณฑ์เครื่องจักร และเครื่องกล ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,3
สระแก้ว,แห่ง,103,2565,ผลิตภัณฑ์เครื่องใช้ไฟฟ้าและอุปกรณ์ ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,5
สระแก้ว,แห่ง,104,2565,ผลิตยานพาหนะและอุปกรณ์ ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,27
สระแก้ว,แห่ง,105,2565,รวมทั้งการซ่อมยานพาหนะและอุปกรณ์ การผลิตอื่นๆ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,172
สระแก้ว,แห่ง,106,2566,ผลิตภัณฑ์จากพืช,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,80
สระแก้ว,แห่ง,107,2566,อุตสาหกรรมอาหาร,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,37
สระแก้ว,แห่ง,108,2566,อุตสาหกรรมเครื่องดื่ม,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,10
สระแก้ว,แห่ง,109,2566,สิ่งทอ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,-
สระแก้ว,แห่ง,110,2566,อุตสาหกรรมเครื่องแต่งกายยกเว้นรองเท้า,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,2
สระแก้ว,แห่ง,111,2566,ผลิตหนังสัตว์และผลิตภัณฑ์จากหนังสัตว์,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,-
สระแก้ว,แห่ง,112,2566,แปรรูปไม้และผลิตภัณฑ์จากไม้,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,27
สระแก้ว,แห่ง,113,2566,เครื่องเรือนหรือเครื่องตบแต่งในอาคารจากไม้ แก้ว ยาง หรืออโลหะอื่น,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,17
สระแก้ว,แห่ง,114,2566,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,3
สระแก้ว,แห่ง,115,2566,การพิมพ์ การเย็บเล่ม ทำปกหรือการทำแม่พิมพ์,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,-
สระแก้ว,แห่ง,116,2566,เคมีภัณฑ์และผลิตภัณฑ์เคมี,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,13
สระแก้ว,แห่ง,117,2566,ผลิตภัณฑ์จากปิโตรเลียม,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,7
สระแก้ว,แห่ง,118,2566,ยางและผลิตภัณฑ์ยาง,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,5
สระแก้ว,แห่ง,119,2566,ผลิตภัณฑ์พลาสติก,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,19
สระแก้ว,แห่ง,120,2566,ผลิตภัณฑ์อโลหะ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,39
สระแก้ว,แห่ง,121,2566,ผลิตภัณฑ์โลหะขั้นมูลฐาน,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,3
สระแก้ว,แห่ง,122,2566,ผลิตภัณฑ์โลหะ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,5
สระแก้ว,แห่ง,123,2566,ผลิตภัณฑ์เครื่องจักร และเครื่องกล,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,1
สระแก้ว,แห่ง,124,2566,ผลิตภัณฑ์เครื่องใช้ไฟฟ้าและอุปกรณ์,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,4
สระแก้ว,แห่ง,125,2566,ผลิตยานพาหนะและอุปกรณ์ รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,21
สระแก้ว,แห่ง,126,2566,การผลิตอื่นๆ,สำนักงานอุตสาหกรรมจังหวัดสระแก้ว,155
