VALUE,SOURCE,_id,UNIT,YEAR
9.49,สำนักงานสถิติแห่งชาติ,1,ร้อยละ,2563
9.55,สำนักงานสถิติแห่งชาติ,2,ร้อยละ,2564
9.57,สำนักงานสถิติแห่งชาติ,3,ร้อยละ,2565
9.22,สำนักงานสถิติแห่งชาติ,4,ร้อยละ,2566
8.9,สำนักงานสถิติแห่งชาติ,5,ร้อยละ,2567
8.95,สำนักงานสถิติแห่งชาติ,6,ร้อยละ,2568
