จำนวน,_id,ปี,หัวข้อ,เพศ,ไตรมาส,จังหวัด
30151,1,2559,นายจ้าง,ชาย,1,ชลบุรี
32094,2,2559,ลูกจ้างรัฐบาล,ชาย,1,ชลบุรี
368609,3,2559,ลูกจ้างเอกชน,ชาย,1,ชลบุรี
112875,4,2559,ทำงานส่วนตัว,ชาย,1,ชลบุรี
30388,5,2559,ช่วยธุรกิจครัวเรือนโดยไม่ได้รับค่าจ้าง,ชาย,1,ชลบุรี
0,6,2559,การรวมกลุ่ม,ชาย,1,ชลบุรี
5224,7,2559,นายจ้าง,หญิง,1,ชลบุรี
22150,8,2559,ลูกจ้างรัฐบาล,หญิง,1,ชลบุรี
300574,9,2559,ลูกจ้างเอกชน,หญิง,1,ชลบุรี
96872,10,2559,ทำงานส่วนตัว,หญิง,1,ชลบุรี
47343,11,2559,ช่วยธุรกิจครัวเรือนโดยไม่ได้รับค่าจ้าง,หญิง,1,ชลบุรี
928,12,2559,การรวมกลุ่ม,หญิง,1,ชลบุรี
22059,13,2559,นายจ้าง,ชาย,2,ชลบุรี
32785,14,2559,ลูกจ้างรัฐบาล,ชาย,2,ชลบุรี
372561,15,2559,ลูกจ้างเอกชน,ชาย,2,ชลบุรี
109776,16,2559,ทำงานส่วนตัว,ชาย,2,ชลบุรี
28758,17,2559,ช่วยธุรกิจครัวเรือนโดยไม่ได้รับค่าจ้าง,ชาย,2,ชลบุรี
0,18,2559,การรวมกลุ่ม,ชาย,2,ชลบุรี
3907,19,2559,นายจ้าง,หญิง,2,ชลบุรี
21081,20,2559,ลูกจ้างรัฐบาล,หญิง,2,ชลบุรี
294080,21,2559,ลูกจ้างเอกชน,หญิง,2,ชลบุรี
97315,22,2559,ทำงานส่วนตัว,หญิง,2,ชลบุรี
46869,23,2559,ช่วยธุรกิจครัวเรือนโดยไม่ได้รับค่าจ้าง,หญิง,2,ชลบุรี
745,24,2559,การรวมกลุ่ม,หญิง,2,ชลบุรี
20106,25,2559,นายจ้าง,ชาย,3,ชลบุรี
25727,26,2559,ลูกจ้างรัฐบาล,ชาย,3,ชลบุรี
363902,27,2559,ลูกจ้างเอกชน,ชาย,3,ชลบุรี
118072,28,2559,ทำงานส่วนตัว,ชาย,3,ชลบุรี
34793,29,2559,ช่วยธุรกิจครัวเรือนโดยไม่ได้รับค่าจ้าง,ชาย,3,ชลบุรี
0,30,2559,การรวมกลุ่ม,ชาย,3,ชลบุรี
5383,31,2559,นายจ้าง,หญิง,3,ชลบุรี
24677,32,2559,ลูกจ้างรัฐบาล,หญิง,3,ชลบุรี
279457,33,2559,ลูกจ้างเอกชน,หญิง,3,ชลบุรี
91701,34,2559,ทำงานส่วนตัว,หญิง,3,ชลบุรี
53877,35,2559,ช่วยธุรกิจครัวเรือนโดยไม่ได้รับค่าจ้าง,หญิง,3,ชลบุรี
0,36,2559,การรวมกลุ่ม,หญิง,3,ชลบุรี
23998,37,2559,นายจ้าง,ชาย,4,ชลบุรี
31437,38,2559,ลูกจ้างรัฐบาล,ชาย,4,ชลบุรี
372409,39,2559,ลูกจ้างเอกชน,ชาย,4,ชลบุรี
121241,40,2559,ทำงานส่วนตัว,ชาย,4,ชลบุรี
38269,41,2559,ช่วยธุรกิจครัวเรือนโดยไม่ได้รับค่าจ้าง,ชาย,4,ชลบุรี
0,42,2559,การรวมกลุ่ม,ชาย,4,ชลบุรี
4971,43,2559,นายจ้าง,หญิง,4,ชลบุรี
26507,44,2559,ลูกจ้างรัฐบาล,หญิง,4,ชลบุรี
276574,45,2559,ลูกจ้างเอกชน,หญิง,4,ชลบุรี
90989,46,2559,ทำงานส่วนตัว,หญิง,4,ชลบุรี
54456,47,2559,ช่วยธุรกิจครัวเรือนโดยไม่ได้รับค่าจ้าง,หญิง,4,ชลบุรี
0,48,2559,การรวมกลุ่ม,หญิง,4,ชลบุรี
22802,49,2560,นายจ้าง,ชาย,1,ชลบุรี
39351,50,2560,ลูกจ้างรัฐบาล,ชาย,1,ชลบุรี
379437,51,2560,ลูกจ้างเอกชน,ชาย,1,ชลบุรี
117863,52,2560,ทำงานส่วนตัว,ชาย,1,ชลบุรี
29920,53,2560,ช่วยธุรกิจครัวเรือนโดยไม่ได้รับค่าจ้าง,ชาย,1,ชลบุรี
0,54,2560,การรวมกลุ่ม,ชาย,1,ชลบุรี
6180,55,2560,นายจ้าง,หญิง,1,ชลบุรี
29910,56,2560,ลูกจ้างรัฐบาล,หญิง,1,ชลบุรี
287386,57,2560,ลูกจ้างเอกชน,หญิง,1,ชลบุรี
95861,58,2560,ทำงานส่วนตัว,หญิง,1,ชลบุรี
50847,59,2560,ช่วยธุรกิจครัวเรือนโดยไม่ได้รับค่าจ้าง,หญิง,1,ชลบุรี
0,60,2560,การรวมกลุ่ม,หญิง,1,ชลบุรี
17726,61,2560,นายจ้าง,ชาย,2,ชลบุรี
35069,62,2560,ลูกจ้างรัฐบาล,ชาย,2,ชลบุรี
360581,63,2560,ลูกจ้างเอกชน,ชาย,2,ชลบุรี
128131,64,2560,ทำงานส่วนตัว,ชาย,2,ชลบุรี
33033,65,2560,ช่วยธุรกิจครัวเรือนโดยไม่ได้รับค่าจ้าง,ชาย,2,ชลบุรี
0,66,2560,การรวมกลุ่ม,ชาย,2,ชลบุรี
6134,67,2560,นายจ้าง,หญิง,2,ชลบุรี
25574,68,2560,ลูกจ้างรัฐบาล,หญิง,2,ชลบุรี
298218,69,2560,ลูกจ้างเอกชน,หญิง,2,ชลบุรี
97084,70,2560,ทำงานส่วนตัว,หญิง,2,ชลบุรี
51476,71,2560,ช่วยธุรกิจครัวเรือนโดยไม่ได้รับค่าจ้าง,หญิง,2,ชลบุรี
838,72,2560,การรวมกลุ่ม,หญิง,2,ชลบุรี
24282,73,2560,นายจ้าง,ชาย,3,ชลบุรี
26308,74,2560,ลูกจ้างรัฐบาล,ชาย,3,ชลบุรี
358626,75,2560,ลูกจ้างเอกชน,ชาย,3,ชลบุรี
125350,76,2560,ทำงานส่วนตัว,ชาย,3,ชลบุรี
25906,77,2560,ช่วยธุรกิจครัวเรือนโดยไม่ได้รับค่าจ้าง,ชาย,3,ชลบุรี
0,78,2560,การรวมกลุ่ม,ชาย,3,ชลบุรี
7877,79,2560,นายจ้าง,หญิง,3,ชลบุรี
29095,80,2560,ลูกจ้างรัฐบาล,หญิง,3,ชลบุรี
285868,81,2560,ลูกจ้างเอกชน,หญิง,3,ชลบุรี
86129,82,2560,ทำงานส่วนตัว,หญิง,3,ชลบุรี
50381,83,2560,ช่วยธุรกิจครัวเรือนโดยไม่ได้รับค่าจ้าง,หญิง,3,ชลบุรี
0,84,2560,การรวมกลุ่ม,หญิง,3,ชลบุรี
24542,85,2560,นายจ้าง,ชาย,4,ชลบุรี
30918,86,2560,ลูกจ้างรัฐบาล,ชาย,4,ชลบุรี
366372,87,2560,ลูกจ้างเอกชน,ชาย,4,ชลบุรี
119219,88,2560,ทำงานส่วนตัว,ชาย,4,ชลบุรี
30040,89,2560,ช่วยธุรกิจครัวเรือนโดยไม่ได้รับค่าจ้าง,ชาย,4,ชลบุรี
0,90,2560,การรวมกลุ่ม,ชาย,4,ชลบุรี
6187,91,2560,นายจ้าง,หญิง,4,ชลบุรี
30893,92,2560,ลูกจ้างรัฐบาล,หญิง,4,ชลบุรี
271430,93,2560,ลูกจ้างเอกชน,หญิง,4,ชลบุรี
97163,94,2560,ทำงานส่วนตัว,หญิง,4,ชลบุรี
48314,95,2560,ช่วยธุรกิจครัวเรือนโดยไม่ได้รับค่าจ้าง,หญิง,4,ชลบุรี
0,96,2560,การรวมกลุ่ม,หญิง,4,ชลบุรี
23555,97,2561,นายจ้าง,ชาย,1,ชลบุรี
22355,98,2561,ลูกจ้างรัฐบาล,ชาย,1,ชลบุรี
367215,99,2561,ลูกจ้างเอกชน,ชาย,1,ชลบุรี
130387,100,2561,ทำงานส่วนตัว,ชาย,1,ชลบุรี
29885,101,2561,ช่วยธุรกิจครัวเรือนโดยไม่ได้รับค่าจ้าง,ชาย,1,ชลบุรี
0,102,2561,การรวมกลุ่ม,ชาย,1,ชลบุรี
18611,103,2561,นายจ้าง,หญิง,1,ชลบุรี
20281,104,2561,ลูกจ้างรัฐบาล,หญิง,1,ชลบุรี
278858,105,2561,ลูกจ้างเอกชน,หญิง,1,ชลบุรี
101033,106,2561,ทำงานส่วนตัว,หญิง,1,ชลบุรี
58125,107,2561,ช่วยธุรกิจครัวเรือนโดยไม่ได้รับค่าจ้าง,หญิง,1,ชลบุรี
946,108,2561,การรวมกลุ่ม,หญิง,1,ชลบุรี
28333,109,2561,นายจ้าง,ชาย,2,ชลบุรี
19488,110,2561,ลูกจ้างรัฐบาล,ชาย,2,ชลบุรี
375084,111,2561,ลูกจ้างเอกชน,ชาย,2,ชลบุรี
132092,112,2561,ทำงานส่วนตัว,ชาย,2,ชลบุรี
31642,113,2561,ช่วยธุรกิจครัวเรือนโดยไม่ได้รับค่าจ้าง,ชาย,2,ชลบุรี
0,114,2561,การรวมกลุ่ม,ชาย,2,ชลบุรี
13091,115,2561,นายจ้าง,หญิง,2,ชลบุรี
26872,116,2561,ลูกจ้างรัฐบาล,หญิง,2,ชลบุรี
277986,117,2561,ลูกจ้างเอกชน,หญิง,2,ชลบุรี
101156,118,2561,ทำงานส่วนตัว,หญิง,2,ชลบุรี
56122,119,2561,ช่วยธุรกิจครัวเรือนโดยไม่ได้รับค่าจ้าง,หญิง,2,ชลบุรี
0,120,2561,การรวมกลุ่ม,หญิง,2,ชลบุรี
21986,121,2561,นายจ้าง,ชาย,3,ชลบุรี
16636,122,2561,ลูกจ้างรัฐบาล,ชาย,3,ชลบุรี
390118,123,2561,ลูกจ้างเอกชน,ชาย,3,ชลบุรี
124321,124,2561,ทำงานส่วนตัว,ชาย,3,ชลบุรี
32115,125,2561,ช่วยธุรกิจครัวเรือนโดยไม่ได้รับค่าจ้าง,ชาย,3,ชลบุรี
0,126,2561,การรวมกลุ่ม,ชาย,3,ชลบุรี
10457,127,2561,นายจ้าง,หญิง,3,ชลบุรี
32368,128,2561,ลูกจ้างรัฐบาล,หญิง,3,ชลบุรี
268835,129,2561,ลูกจ้างเอกชน,หญิง,3,ชลบุรี
96840,130,2561,ทำงานส่วนตัว,หญิง,3,ชลบุรี
51846,131,2561,ช่วยธุรกิจครัวเรือนโดยไม่ได้รับค่าจ้าง,หญิง,3,ชลบุรี
0,132,2561,การรวมกลุ่ม,หญิง,3,ชลบุรี
19462,133,2561,นายจ้าง,ชาย,4,ชลบุรี
28520,134,2561,ลูกจ้างรัฐบาล,ชาย,4,ชลบุรี
381261,135,2561,ลูกจ้างเอกชน,ชาย,4,ชลบุรี
112613,136,2561,ทำงานส่วนตัว,ชาย,4,ชลบุรี
37759,137,2561,ช่วยธุรกิจครัวเรือนโดยไม่ได้รับค่าจ้าง,ชาย,4,ชลบุรี
0,138,2561,การรวมกลุ่ม,ชาย,4,ชลบุรี
11824,139,2561,นายจ้าง,หญิง,4,ชลบุรี
26954,140,2561,ลูกจ้างรัฐบาล,หญิง,4,ชลบุรี
298620,141,2561,ลูกจ้างเอกชน,หญิง,4,ชลบุรี
92522,142,2561,ทำงานส่วนตัว,หญิง,4,ชลบุรี
49095,143,2561,ช่วยธุรกิจครัวเรือนโดยไม่ได้รับค่าจ้าง,หญิง,4,ชลบุรี
0,144,2561,การรวมกลุ่ม,หญิง,4,ชลบุรี
24322,145,2562,นายจ้าง,ชาย,1,ชลบุรี
23140,146,2562,ลูกจ้างรัฐบาล,ชาย,1,ชลบุรี
349474,147,2562,ลูกจ้างเอกชน,ชาย,1,ชลบุรี
139160,148,2562,ทำงานส่วนตัว,ชาย,1,ชลบุรี
37629,149,2562,ช่วยธุรกิจครัวเรือนโดยไม่ได้รับค่าจ้าง,ชาย,1,ชลบุรี
0,150,2562,การรวมกลุ่ม,ชาย,1,ชลบุรี
11855,151,2562,นายจ้าง,หญิง,1,ชลบุรี
26401,152,2562,ลูกจ้างรัฐบาล,หญิง,1,ชลบุรี
297485,153,2562,ลูกจ้างเอกชน,หญิง,1,ชลบุรี
92086,154,2562,ทำงานส่วนตัว,หญิง,1,ชลบุรี
54996,155,2562,ช่วยธุรกิจครัวเรือนโดยไม่ได้รับค่าจ้าง,หญิง,1,ชลบุรี
0,156,2562,การรวมกลุ่ม,หญิง,1,ชลบุรี
23922,157,2562,นายจ้าง,ชาย,2,ชลบุรี
16676,158,2562,ลูกจ้างรัฐบาล,ชาย,2,ชลบุรี
366836,159,2562,ลูกจ้างเอกชน,ชาย,2,ชลบุรี
112936,160,2562,ทำงานส่วนตัว,ชาย,2,ชลบุรี
41748,161,2562,ช่วยธุรกิจครัวเรือนโดยไม่ได้รับค่าจ้าง,ชาย,2,ชลบุรี
0,162,2562,การรวมกลุ่ม,ชาย,2,ชลบุรี
12598,163,2562,นายจ้าง,หญิง,2,ชลบุรี
30279,164,2562,ลูกจ้างรัฐบาล,หญิง,2,ชลบุรี
299095,165,2562,ลูกจ้างเอกชน,หญิง,2,ชลบุรี
