ที่มา,เลขทะเบียน,_id,ปี,ชื่อโรงงาน,รายการ,ที่อยู่,จังหวัด
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-4(1)-15/47นม,68,2568,บริษัท ซีพีเอฟ (ประเทศไทย) จำกัด (มหาชน),โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,"333,333/1-2 ม.9 ซ.- ถ.สีคิ้ว-เดชอุดม ต.ท่าเยี่ยม อ.โชคชัย จ.นครราชสีมา 30190 โทร.044-202333",นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,จ3-9(2)-3/54นม,69,2568,บริษัท สงวนวงษ์สตาร์ชโค้ตติ้ง จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,120 ม.4 ซ. ถ.ราชสีมา-โชคชัย ต.หนองบัวศาลา อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.044-212953,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,ศ3-5(1)-1/35นม,70,2568,บริษัท แมรี่ แอน แดรี่ โปรดักส์ จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,134 ม.4 ซ.- ถ.ปากช่อง-ลำนารายณ์ ต.จันทึก อ.ปากช่อง จ.นครราชสีมา 30130 โทร.044-315437-8,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-15(1)-5/47นม,71,2568,บริษัท ซีพีเอฟ (ประเทศไทย) จำกัด (มหาชน),โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,250 ม.6 ซ.- ถ.ทางหลวงหมายเลข 24 ต.ตะคุ อ.ปักธงชัย จ.นครราชสีมา 30150 โทร.044-284111,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-15(1)-1/41นม,72,2568,บริษัท มาร์ส เพ็ทแคร์ (ประเทศไทย) จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,799 ม.4 ซ. ถ.ปากช่อง-ลำสมพุง ต.จันทึก อ.ปากช่อง จ.นครราชสีมา 30130 โทร.044-310500,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-4(1)-42/47นม,73,2568,บริษัท คาร์กิลล์มีทส์ (ไทยแลนด์) จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,44 ม.5 ซ.- ถ.โชคชัย-ครบุรี ต.กระโทก อ.โชคชัย จ.นครราชสีมา 30190 โทร.044-446900,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,จ3-5(1)-1/57นม,74,2568,บริษัท แดรี่โฮม วิสาหกิจ เพื่อสังคม จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,โฉนดที่ดินเลขที่ 13200 ม.11 ซ. ถ.มิตรภาพ ต.พญาเย็น อ.ปากช่อง จ.นครราชสีมา 30320 โทร.089-8019988,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,จ3-5(1)-2/46นม,75,2568,โรงงานแปรรูปนม (ฟาร์มมหาวิทยาลัยเทคโนโลยีสุรนารี),โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,111 ม. ซ. ถ.มหาวิทยาลัย ต.สุรนารี อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-5(1)-1/32นม,76,2568,บริษัท เอฟแอนด์เอ็น แดรีส์ (ประเทศไทย) จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,90 ม.8 ซ.สุขาภิบาลกลางดง ถ.มิตรภาพ ต.พญาเย็น อ.ปากช่อง จ.นครราชสีมา 30320 โทร.361313,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,จ3-84(1)-1/48นม,77,2568,บริษัท แพรนด้า จิวเวลรี่ จำกัด (มหาชน),โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,331 ม.6 ซ.เขตอุตสาหกรรมสุรนารี ถ.ราชสีมา-โชคชัย ต.หนองระเวียง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.044-212593-4,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-84(1)-1/40นม,78,2568,บริษัท แพรนด้า จิวเวลรี่ จำกัด (มหาชน),โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,332-333 ม.6 ซ.เขตอุตสาหกรรมสุรนารี ถ.นครราชสีมา-โชคชัย ต.หนองระเวียง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,จ3-84(1)-1/54นม,79,2568,บริษัท แพรนด้า จิวเวลรี่ จำกัด (มหาชน),โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,330 ม.6 ซ. ถ.ราชสีมา-โชคชัย ต.หนองระเวียง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.044-212593-4,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-11(3)-1/62นม,80,2568,บริษัท น้ำตาลครบุรี จำกัด (มหาชน),โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,- ม.- ซ.- ถ.- ต.หนองหญ้าขาว อ.สีคิ้ว จ.นครราชสีมา 30140 โทร.044448017,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,จ3-89-12/51นม,81,2568,บริษัท เคไอ ไบโอก๊าซ จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,222/1 ม.18 ซ. ถ. ต.หนองระเวียง อ.พิมาย จ.นครราชสีมา 30110 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-89-17/62นม,82,2568,บริษัท เคไอ ไบโอก๊าซ จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,10 ม.14 ซ. ถ. ต.หนองระเวียง อ.พิมาย จ.นครราชสีมา 30110 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-88-7/52นม,83,2568,,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,222/1 ม.18 ซ. ถ. ต.หนองระเวียง อ.พิมาย จ.นครราชสีมา 30110 โทร.044-200444,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-5(1)-1/41นม,84,2568,บริษัท อุตสาหกรรมนมพิมาย จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,152 ม.3 ซ. ถ.พิมาย-ตลาดแค ต.กระเบื้องใหญ่ อ.พิมาย จ.นครราชสีมา 30110 โทร.471762,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-7(1)-12/53นม,85,2568,,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,101 ม.3 ซ.- ถ.สีคิ้ว-ชัยภูมิ ต.วังโรงใหญ่ อ.สีคิ้ว จ.นครราชสีมา 30140 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-7(4)-1/55นม,86,2568,บริษัท น้ำมันบริโภคไทย จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,123 ม.3 ซ. ถ.สีคิ้ว-ชัยภูมิ ต.วังโรงใหญ่ อ.สีคิ้ว จ.นครราชสีมา 30140 โทร.044-756123,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-81(3)-1/42นม,87,2568,บริษัท คาวาซูมิ ลาบอราทอรี่ (ประเทศไทย) จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,48 ม.8 ซ. ถ. ต.ท่าอ่าง อ.โชคชัย จ.นครราชสีมา 30190 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-5(1)-1/40,88,2568,บริษัท ฟรีเมียร์ แดรี่ ฟู้ดส์ จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,119 ม.7 ซ. ถ. ต.กลางดง อ.ปากช่อง จ.นครราชสีมา 30320 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-5(1)-2/54นม,89,2568,โรงงานผลิตภัณฑ์นมระบบยูเอชทีและพาสเจอร์ไรส์ สหกรณ์โคนมปากช่อง จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,- ม.11 ซ.บ้านมอกระหาด ถ.ธนะรัชต์ ต.หนองน้ำแดง อ.ปากช่อง จ.นครราชสีมา 30130 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,จ3-72-6/38นม,90,2568,บริษัท สีมา เทคโนโลยี จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,99 ม.1 ซ. ถ.สีคิ้ว-โชคชัย ต.ธงชัยเหนือ อ.ปักธงชัย จ.นครราชสีมา 30150 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-9(5)-1/48นม,91,2568,บริษัท สงวนวงษ์สตาร์ช จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,190 ม.4 ซ.- ถ.ราชสีมา-โชคชัย ต.หนองบัวศาลา อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.044-212963,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-9(2)-3/19นม,92,2568,บริษัท สงวนวงษ์อุตสาหกรม จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,"76,494 ม.4 ซ. ถ.นครราชสีมา-โชคชัย (ก.ม.9) ต.หนองบัวศาลา อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.044-212414",นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-58(1)-5/22นม,93,2568,บริษัท นิวเหรียญชัยวัสดุก่อสร้าง จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,32 ม.1 ซ.บ้านหนองบัวศาลา ถ.นครราชสีมา-โชคชัย ต.หัวทะเล อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.212309,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-9(6)-18/32นม,94,2568,ห้างหุ้นส่วนจำกัด ราชสีมาบุญนภา,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,31 ม.1 ซ.บ้านหนองตะคลอง ถ.นครราชสีมา-โชคชัย ต.หัวทะเล อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.245019,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-9(6)-13/21นม,95,2568,บริษัท เยนเนอรัลมิลล์ คอร์ปอร์เรชั่น จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,41 ม.1 ซ. ถ. ต.หนองบัวศาลา อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.044-212282,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,ศ3-15(1)-3/34นม,96,2568,บริษัท คาร์กิลล์สยาม จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,39 ม.7 ซ.- ถ.มิตรภาพ ต.โคกกรวด อ.เมืองนครราชสีมา จ.นครราชสีมา 30280 โทร.044-395456-60,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-15(1)-2/44นม,97,2568,บริษัท แหลมทองเกษตรภัณฑ์ จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,1 ม.11 ซ. ถ.มะเกลือใหม่-วะภูแก้ว ต.มะเกลือใหม่ อ.สูงเนิน จ.นครราชสีมา 30170 โทร.044-336404-6,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,จ3-72-14/54นม,98,2568,บริษัท โตคูมิ อิเล็คทรอนิคส์ ไทย จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,112/3 ม.1 ซ. ถ.มิตรภาพ ต.มิตรภาพ อ.สีคิ้ว จ.นครราชสีมา 30140 โทร.044-413155-56,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-77(2)-17/48นม,99,2568,บริษัท พี.ซี.เอส.แมชีน กรุ๊ป โฮลดิ้ง จำกัด (มหาชน),โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,99 ม.3 ซ. ถ.มิตรภาพ ต.โคกกรวด อ.เมืองนครราชสีมา จ.นครราชสีมา 30280 โทร.044-240300,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,ข3-72-18/60นม,100,2568,บริษัท เมลเทค คอร์ปอเรชั่น (ประเทศไทย),โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,999/11 ม.1 ซ. ถ. ต.นากลาง อ.สูงเนิน จ.นครราชสีมา 30380 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,จ3-14-3/44นม,101,2568,ห้างหุ้นส่วนจำกัด น้ำแข็ง ส.เจริญผล,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,151 ม.15 ซ. ถ. ต.หนองระเวียง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,จ3-14-46/57นม,102,2568,ห้างหุ้นส่วนจำกัด น้ำแข็ง ส.เจริญผล,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,ม.15 ซ. ถ. ต.หนองระเวียง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,จ3-9(1)-99/47นม,103,2568,บริษัท โรงสีข้าวไทยณรงค์รุ่งเรืองโชคชัย จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,222 ม.9 ซ.- ถ.โชคชัย-สีคิ้ว ต.พลับพลา อ.โชคชัย จ.นครราชสีมา 30190 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-53(5)-2/37นม,104,2568,บริษัท เอ็มเอ็มพี คอร์ปอเรชั่น จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,124 ม.18 ซ. ถ.มิตรภาพ ต.ปากช่อง อ.ปากช่อง จ.นครราชสีมา 30130 โทร.044-328412-3,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-53(5)-2/39นม,105,2568,บริษัท เอ็มเอ็มพี คอร์ปอเรชั่น จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,"124/1, 124/3 ม.18 ซ.ถนนเทศบาล ถ.มิตรภาพ ต.ปากช่อง อ.ปากช่อง จ.นครราชสีมา 30130 โทร.044-328412-3",นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-58(1)-1/18นม,106,2568,บริษัท เสรีภัณฑ์ โปร เซ็นเตอร์ จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,3158 ม. ซ. ถ.มิตรภาพ ต.ในเมือง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.241307,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-58(1)-1/34นม,107,2568,บริษัท เสรีภัณฑ์ โปร เซ็นเตอร์ จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,3158 ม. ซ. ถ.มิตรภาพ ต.ในเมือง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.044-213428-30,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-4(3)-7/68นม,108,2568,บริษัท ซีพีเอฟ เรสเทอรองท์ แอนด์ ฟู้ดเชน จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,111 ม.14 ซ. ถ. ต.โชคชัย อ.โชคชัย จ.นครราชสีมา 30190 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-10(3)-8/66นม,109,2568,บริษัท ออร่าฟู้ด จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,"โฉนดที่ดินเลขที่ 38169, 100184, 100185 ม.7 ซ. ถ. ต.ตลาด อ.เมืองนครราชสีมา จ.นครราชสีมา 30310 โทร.",นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-53(1)-1/39นม,110,2568,บริษัท คาสิโอ (ประเทศไทย) จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,162 ม.3 ซ. ถ.นครราชสีมา-โชคชัย ต.ท่าอ่าง อ.โชคชัย จ.นครราชสีมา 30190 โทร.044-338158-62,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,ศ3-12(11)-1/35นม,111,2568,บริษัท ไมเนอร์ แดรี่ จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,9/1 ม.6 ซ.ซับจำปา ถ.มิตรภาพ ต.กลางดง อ.ปากช่อง จ.นครราชสีมา 30320 โทร.044-361133-5,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,ศ3-4(3)-4/33นม,112,2568,บริษัท ปึงหงี่เชียง ฟู้ด โปรดักส์ จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,3403-3411 ม.- ซ.- ถ.สืบศิริ ต.ในเมือง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.245577,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,จ3-72-11/58นม,113,2568,บริษัท เจวีซีเคนวูด ออพติคัล อิเล็กทรอนิกส์ (ประเทศไทย) จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,189/1 ม.3 ซ. ถ. ต.หนองบัวศาลา อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,จ3-72-1/40นม,114,2568,บริษัท เจวีซีเคนวูด ออพติคัล อิเล็กทรอนิกส์ (ประเทศไทย) จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,189 ม.3 ซ. ถ.นครราชสีมา-โชคชัย ต.หนองบัวศาลา อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.212863-4,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,จ3-14-22/47นม,115,2568,กิจวารีโคราช,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,324 ม.1 ซ.- ถ.เลี่ยงเมือง ต.ปรุใหญ่ อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.0817251731,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,จ3-13(2)-9/61นม,116,2568,บริษัท จอมยุทธ์ 16 จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,- ม.2 ซ. ถ. ต.ท่าอ่าง อ.โชคชัย จ.นครราชสีมา 30190 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,จ3-5(1)-3/50นม,117,2568,บริษัท บางกอก ฟายน์ ฟู๊ดส์ จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,119 ม.7 ซ. ถ. ต.กลางดง อ.ปากช่อง จ.นครราชสีมา 30320 โทร.044-361314,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-14-1/31นม,118,2568,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งมิตรภาพนครราชสีมา,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,1268 ม.- ซ.- ถ.มิตรภาพ ต.ในเมือง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.242709,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-14-23/62นม,119,2568,บริษัท กรเดช โคราช จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,โฉนดที่ดินเลขที่ 24667 ม.6 ซ. ถ. ต.มาบกราด อ.พระทองคำ จ.นครราชสีมา 30220 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,จ3-5(1)-4/47นม,120,2568,บริษัท ซันไรส์ แดรี่ จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,289 ม.15 ซ. ถ. ต.ลาดบัวขาว อ.สีคิ้ว จ.นครราชสีมา 30340 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-53(1)-1/34นม,121,2568,บริษัท ฟอร์เวิรด์ ฟรีแลนด์ จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,349 ม.6 ซ.ในเขตอุตสาหกรรมสุรนารี ถ.ราชสีมา-โชคชัย ต.หนองระเวียง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.212750,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-53(1)-1/38นม,122,2568,บริษัท ศรีไทย ซุปเปอร์แวร์ โคราช จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,335 ม.6 ซ.เขตอุตสาหกรรมสุรนารี ถ.นครราชสีมา-โชคชัย ต.หนองระเวียง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.(044)212832,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-50(4)-2/67นม,123,2568,ห้างหุ้นส่วนจำกัด บ้านเพชรก่อสร้าง,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,โฉนดที่ดิน 38452 ม.3 ซ. ถ.รุ่งเรืองศรี ต.หนองกราด อ.ด่านขุนทด จ.นครราชสีมา 30210 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-3(2)-156/66นม,124,2568,ริมใหม่คอนสตรัคชั่น หนองระเวียง,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,"โฉนดที่ดินเลขที่ 87387, 87405, 87385, 87403, 87370 ม.12 ซ. ถ. ต.หนองระเวียง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.",นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-5(1)-1/28นม,125,2568,บริษัท เอบิโก้ แดรี่ ฟาร์ม จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,333 ม.5 ซ.- ถ.มิตรภาพ ต.กลางดง อ.ปากช่อง จ.นครราชสีมา 30320 โทร.044-328447,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-88(2)-7/52นม,126,2568,บริษัท เคไอ ไบโอก๊าซ จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,222/1 ม.18 ซ. ถ. ต.หนองระเวียง อ.พิมาย จ.นครราชสีมา 30110 โทร.044-200444,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,จ3-10(3)-11/52นม,127,2568,บริษัท ที-ไฟเบอร์ อินโนเวชั่น จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,120 ม.4 ซ. ถ.ราชสีมา-โชคชัย ต.หนองบัวศาลา อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.044-212723-6,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-88(1)-107/54นม,128,2568,บริษัท รูทซัน จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,97 ม.7 ซ.- ถ.- ต.สุรนารี อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.081-4702711,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-88(2)-42/59นม,129,2568,บริษัท กัลฟ์ เอ็นอาร์วี 2 จำกัด (โรงไฟฟ้าหนองระเวียง 2),โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,ม.6 ซ. ถ. ต.หนองระเวียง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-88(2)-41/59นม,130,2568,บริษัท กัลฟ์ เอ็นอาร์วี 1 จำกัด (โรงไฟฟ้าหนองระเวียง1),โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,ม.6 ซ. ถ. ต.หนองระเวียง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,ข3-77(2)-55/57นม,131,2568,บริษัท นาคากาวา ซังเกียว (ไทยแลนด์) จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,999/7 ม.1 ซ. ถ. ต.นากลาง อ.สูงเนิน จ.นครราชสีมา 30380 โทร.044-335341,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,ข3-64(6)-3/58นม,132,2568,บริษัท ยูนิออน เซอิมิซึ (ไทยแลนด์) จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,999/17 ม.1 ซ. ถ. ต.นากลาง อ.สูงเนิน จ.นครราชสีมา 30380 โทร.044 335 574-5,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,ข3-72-28/54นม,133,2568,บริษัท แคนนอน ไฮ-เทค (ประเทศไทย) จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,789 ม.1 ซ. ถ. ต.นากลาง อ.สูงเนิน จ.นครราชสีมา 30380 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,ข3-72-5/56นม,134,2568,บริษัท แคนนอน ไฮ-เทค (ประเทศไทย) จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,999/14 ม.1 ซ. ถ. ต.นากลาง อ.สูงเนิน จ.นครราชสีมา 30380 โทร.035350080,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,ข3-52(4)-1/56นม,135,2568,บริษัท สยาม ฟูโกกุ จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,999/6 ม.1 ซ. ถ. ต.นากลาง อ.สูงเนิน จ.นครราชสีมา 30380 โทร.044-000140-6,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,ข3-53(4)-49/63นม,136,2568,บริษัท เอ็มคลีน เทคโนโลยี (ไทยแลนด์) จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,999/3 ม.1 ซ. ถ.มิตรภาพ ต.นากลาง อ.สูงเนิน จ.นครราชสีมา 30380 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,ข3-53(4)-28/55นม,137,2568,บริษัท เอ็นอีพี อสังหาริมทรัพย์และอุตสาหกรรม จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,999/5 ม.1 ซ. ถ.มิตรภาพ ต.นากลาง อ.สูงเนิน จ.นครราชสีมา 30380 โทร.,นครราชสีมา
