จำนวน,กลุ่มอายุ,_id,ปี,เพศ,จังหวัด,ประเภทแรงงาน,หน่วย
16168,40 - 44,42176,2567,ชาย,สุพรรณบุรี,แรงงานนอกระบบ,คน
23718,45 - 49,42177,2567,ชาย,สุพรรณบุรี,แรงงานนอกระบบ,คน
17782,50 - 54,42178,2567,ชาย,สุพรรณบุรี,แรงงานนอกระบบ,คน
21630,55 - 59,42179,2567,ชาย,สุพรรณบุรี,แรงงานนอกระบบ,คน
34054,60 ปีขึ้นไป,42180,2567,ชาย,สุพรรณบุรี,แรงงานนอกระบบ,คน
8234,20 - 24,42181,2567,หญิง,สุพรรณบุรี,แรงงานนอกระบบ,คน
10606,25 - 29,42182,2567,หญิง,สุพรรณบุรี,แรงงานนอกระบบ,คน
10071,30 - 34,42183,2567,หญิง,สุพรรณบุรี,แรงงานนอกระบบ,คน
9671,35 - 39,42184,2567,หญิง,สุพรรณบุรี,แรงงานนอกระบบ,คน
14597,40 - 44,42185,2567,หญิง,สุพรรณบุรี,แรงงานนอกระบบ,คน
18539,45 - 49,42186,2567,หญิง,สุพรรณบุรี,แรงงานนอกระบบ,คน
19762,50 - 54,42187,2567,หญิง,สุพรรณบุรี,แรงงานนอกระบบ,คน
24213,55 - 59,42188,2567,หญิง,สุพรรณบุรี,แรงงานนอกระบบ,คน
29384,60 ปีขึ้นไป,42189,2567,หญิง,สุพรรณบุรี,แรงงานนอกระบบ,คน
3651,15 - 19,42190,2567,ชาย,นครปฐม,แรงงานนอกระบบ,คน
23338,20 - 24,42191,2567,ชาย,นครปฐม,แรงงานนอกระบบ,คน
55662,25 - 29,42192,2567,ชาย,นครปฐม,แรงงานนอกระบบ,คน
56564,30 - 34,42193,2567,ชาย,นครปฐม,แรงงานนอกระบบ,คน
58876,35 - 39,42194,2567,ชาย,นครปฐม,แรงงานนอกระบบ,คน
55034,40 - 44,42195,2567,ชาย,นครปฐม,แรงงานนอกระบบ,คน
56739,45 - 49,42196,2567,ชาย,นครปฐม,แรงงานนอกระบบ,คน
43442,50 - 54,42197,2567,ชาย,นครปฐม,แรงงานนอกระบบ,คน
46610,55 - 59,42198,2567,ชาย,นครปฐม,แรงงานนอกระบบ,คน
41237,60 ปีขึ้นไป,42199,2567,ชาย,นครปฐม,แรงงานนอกระบบ,คน
2364,15 - 19,42200,2567,หญิง,นครปฐม,แรงงานนอกระบบ,คน
20475,20 - 24,42201,2567,หญิง,นครปฐม,แรงงานนอกระบบ,คน
51442,25 - 29,42202,2567,หญิง,นครปฐม,แรงงานนอกระบบ,คน
63128,30 - 34,42203,2567,หญิง,นครปฐม,แรงงานนอกระบบ,คน
62416,35 - 39,42204,2567,หญิง,นครปฐม,แรงงานนอกระบบ,คน
60365,40 - 44,42205,2567,หญิง,นครปฐม,แรงงานนอกระบบ,คน
47306,45 - 49,42206,2567,หญิง,นครปฐม,แรงงานนอกระบบ,คน
46404,50 - 54,42207,2567,หญิง,นครปฐม,แรงงานนอกระบบ,คน
36976,55 - 59,42208,2567,หญิง,นครปฐม,แรงงานนอกระบบ,คน
45677,60 ปีขึ้นไป,42209,2567,หญิง,นครปฐม,แรงงานนอกระบบ,คน
1206,15 - 19,42210,2567,ชาย,นครปฐม,แรงงานในระบบ,คน
18106,20 - 24,42211,2567,ชาย,นครปฐม,แรงงานในระบบ,คน
38345,25 - 29,42212,2567,ชาย,นครปฐม,แรงงานในระบบ,คน
38050,30 - 34,42213,2567,ชาย,นครปฐม,แรงงานในระบบ,คน
35690,35 - 39,42214,2567,ชาย,นครปฐม,แรงงานในระบบ,คน
40276,40 - 44,42215,2567,ชาย,นครปฐม,แรงงานในระบบ,คน
32554,45 - 49,42216,2567,ชาย,นครปฐม,แรงงานในระบบ,คน
25642,50 - 54,42217,2567,ชาย,นครปฐม,แรงงานในระบบ,คน
21613,55 - 59,42218,2567,ชาย,นครปฐม,แรงงานในระบบ,คน
6863,60 ปีขึ้นไป,42219,2567,ชาย,นครปฐม,แรงงานในระบบ,คน
780,15 - 19,42220,2567,หญิง,นครปฐม,แรงงานในระบบ,คน
14698,20 - 24,42221,2567,หญิง,นครปฐม,แรงงานในระบบ,คน
42631,25 - 29,42222,2567,หญิง,นครปฐม,แรงงานในระบบ,คน
40810,30 - 34,42223,2567,หญิง,นครปฐม,แรงงานในระบบ,คน
40432,35 - 39,42224,2567,หญิง,นครปฐม,แรงงานในระบบ,คน
40194,40 - 44,42225,2567,หญิง,นครปฐม,แรงงานในระบบ,คน
25075,45 - 49,42226,2567,หญิง,นครปฐม,แรงงานในระบบ,คน
24473,50 - 54,42227,2567,หญิง,นครปฐม,แรงงานในระบบ,คน
15299,55 - 59,42228,2567,หญิง,นครปฐม,แรงงานในระบบ,คน
10875,60 ปีขึ้นไป,42229,2567,หญิง,นครปฐม,แรงงานในระบบ,คน
2445,15 - 19,42230,2567,ชาย,นครปฐม,แรงงานนอกระบบ,คน
5232,20 - 24,42231,2567,ชาย,นครปฐม,แรงงานนอกระบบ,คน
17317,25 - 29,42232,2567,ชาย,นครปฐม,แรงงานนอกระบบ,คน
18514,30 - 34,42233,2567,ชาย,นครปฐม,แรงงานนอกระบบ,คน
23186,35 - 39,42234,2567,ชาย,นครปฐม,แรงงานนอกระบบ,คน
14758,40 - 44,42235,2567,ชาย,นครปฐม,แรงงานนอกระบบ,คน
24185,45 - 49,42236,2567,ชาย,นครปฐม,แรงงานนอกระบบ,คน
17800,50 - 54,42237,2567,ชาย,นครปฐม,แรงงานนอกระบบ,คน
24997,55 - 59,42238,2567,ชาย,นครปฐม,แรงงานนอกระบบ,คน
34373,60 ปีขึ้นไป,42239,2567,ชาย,นครปฐม,แรงงานนอกระบบ,คน
1584,15 - 19,42240,2567,หญิง,นครปฐม,แรงงานนอกระบบ,คน
5777,20 - 24,42241,2567,หญิง,นครปฐม,แรงงานนอกระบบ,คน
8811,25 - 29,42242,2567,หญิง,นครปฐม,แรงงานนอกระบบ,คน
22318,30 - 34,42243,2567,หญิง,นครปฐม,แรงงานนอกระบบ,คน
21984,35 - 39,42244,2567,หญิง,นครปฐม,แรงงานนอกระบบ,คน
20171,40 - 44,42245,2567,หญิง,นครปฐม,แรงงานนอกระบบ,คน
22231,45 - 49,42246,2567,หญิง,นครปฐม,แรงงานนอกระบบ,คน
21932,50 - 54,42247,2567,หญิง,นครปฐม,แรงงานนอกระบบ,คน
21678,55 - 59,42248,2567,หญิง,นครปฐม,แรงงานนอกระบบ,คน
34802,60 ปีขึ้นไป,42249,2567,หญิง,นครปฐม,แรงงานนอกระบบ,คน
1056.7536,15 - 19,42250,2567,ชาย,สมุทรสาคร,แรงงานนอกระบบ,คน
2933.4606,20 - 24,42251,2567,ชาย,สมุทรสาคร,แรงงานนอกระบบ,คน
6889.1452,25 - 29,42252,2567,ชาย,สมุทรสาคร,แรงงานนอกระบบ,คน
6014.0969,30 - 34,42253,2567,ชาย,สมุทรสาคร,แรงงานนอกระบบ,คน
6982.260800000001,35 - 39,42254,2567,ชาย,สมุทรสาคร,แรงงานนอกระบบ,คน
9845.717900000003,40 - 44,42255,2567,ชาย,สมุทรสาคร,แรงงานนอกระบบ,คน
10299.3188,45 - 49,42256,2567,ชาย,สมุทรสาคร,แรงงานนอกระบบ,คน
13846.193200000003,50 - 54,42257,2567,ชาย,สมุทรสาคร,แรงงานนอกระบบ,คน
10811.688900000001,55 - 59,42258,2567,ชาย,สมุทรสาคร,แรงงานนอกระบบ,คน
21357.569499999998,60 ปีขึ้นไป,42259,2567,ชาย,สมุทรสาคร,แรงงานนอกระบบ,คน
1116.3587,15 - 19,42260,2567,หญิง,สมุทรสาคร,แรงงานนอกระบบ,คน
3195.5672999999997,20 - 24,42261,2567,หญิง,สมุทรสาคร,แรงงานนอกระบบ,คน
1730.3215,25 - 29,42262,2567,หญิง,สมุทรสาคร,แรงงานนอกระบบ,คน
6237.9884999999995,30 - 34,42263,2567,หญิง,สมุทรสาคร,แรงงานนอกระบบ,คน
8029.4806,35 - 39,42264,2567,หญิง,สมุทรสาคร,แรงงานนอกระบบ,คน
23566.729499999998,40 - 44,42265,2567,หญิง,สมุทรสาคร,แรงงานนอกระบบ,คน
8120.4587999999985,45 - 49,42266,2567,หญิง,สมุทรสาคร,แรงงานนอกระบบ,คน
8323.8264,50 - 54,42267,2567,หญิง,สมุทรสาคร,แรงงานนอกระบบ,คน
11100.362900000002,55 - 59,42268,2567,หญิง,สมุทรสาคร,แรงงานนอกระบบ,คน
13371.331500000002,60 ปีขึ้นไป,42269,2567,หญิง,สมุทรสาคร,แรงงานนอกระบบ,คน
8964.4774,15 - 19,42270,2567,ชาย,สมุทรสาคร,แรงงานในระบบ,คน
28982.178300000003,20 - 24,42271,2567,ชาย,สมุทรสาคร,แรงงานในระบบ,คน
63976.17689999998,25 - 29,42272,2567,ชาย,สมุทรสาคร,แรงงานในระบบ,คน
53664.59900000004,30 - 34,42273,2567,ชาย,สมุทรสาคร,แรงงานในระบบ,คน
43158.6755,35 - 39,42274,2567,ชาย,สมุทรสาคร,แรงงานในระบบ,คน
34899.35329999999,40 - 44,42275,2567,ชาย,สมุทรสาคร,แรงงานในระบบ,คน
30681.561499999993,45 - 49,42276,2567,ชาย,สมุทรสาคร,แรงงานในระบบ,คน
23339.886999999988,50 - 54,42277,2567,ชาย,สมุทรสาคร,แรงงานในระบบ,คน
17734.967099999994,55 - 59,42278,2567,ชาย,สมุทรสาคร,แรงงานในระบบ,คน
6130.000500000001,60 ปีขึ้นไป,42279,2567,ชาย,สมุทรสาคร,แรงงานในระบบ,คน
4203.423199999999,15 - 19,42280,2567,หญิง,สมุทรสาคร,แรงงานในระบบ,คน
54330.613099999995,20 - 24,42281,2567,หญิง,สมุทรสาคร,แรงงานในระบบ,คน
69720.39319999999,25 - 29,42282,2567,หญิง,สมุทรสาคร,แรงงานในระบบ,คน
49928.137000000024,30 - 34,42283,2567,หญิง,สมุทรสาคร,แรงงานในระบบ,คน
39430.995600000024,35 - 39,42284,2567,หญิง,สมุทรสาคร,แรงงานในระบบ,คน
27635.408199999998,40 - 44,42285,2567,หญิง,สมุทรสาคร,แรงงานในระบบ,คน
26678.161799999998,45 - 49,42286,2567,หญิง,สมุทรสาคร,แรงงานในระบบ,คน
26149.1132,50 - 54,42287,2567,หญิง,สมุทรสาคร,แรงงานในระบบ,คน
12931.930899999996,55 - 59,42288,2567,หญิง,สมุทรสาคร,แรงงานในระบบ,คน
5976.7651000000005,60 ปีขึ้นไป,42289,2567,หญิง,สมุทรสาคร,แรงงานในระบบ,คน
1432,15 - 19,42290,2567,ชาย,สมุทรสงคราม,แรงงานนอกระบบ,คน
5504,20 - 24,42291,2567,ชาย,สมุทรสงคราม,แรงงานนอกระบบ,คน
6406,25 - 29,42292,2567,ชาย,สมุทรสงคราม,แรงงานนอกระบบ,คน
6565,30 - 34,42293,2567,ชาย,สมุทรสงคราม,แรงงานนอกระบบ,คน
5927,35 - 39,42294,2567,ชาย,สมุทรสงคราม,แรงงานนอกระบบ,คน
6392,40 - 44,42295,2567,ชาย,สมุทรสงคราม,แรงงานนอกระบบ,คน
4830,45 - 49,42296,2567,ชาย,สมุทรสงคราม,แรงงานนอกระบบ,คน
5641,50 - 54,42297,2567,ชาย,สมุทรสงคราม,แรงงานนอกระบบ,คน
5623,55 - 59,42298,2567,ชาย,สมุทรสงคราม,แรงงานนอกระบบ,คน
7942,60 ปีขึ้นไป,42299,2567,ชาย,สมุทรสงคราม,แรงงานนอกระบบ,คน
623,15 - 19,42300,2567,หญิง,สมุทรสงคราม,แรงงานนอกระบบ,คน
3639,20 - 24,42301,2567,หญิง,สมุทรสงคราม,แรงงานนอกระบบ,คน
5396,25 - 29,42302,2567,หญิง,สมุทรสงคราม,แรงงานนอกระบบ,คน
4816,30 - 34,42303,2567,หญิง,สมุทรสงคราม,แรงงานนอกระบบ,คน
4474,35 - 39,42304,2567,หญิง,สมุทรสงคราม,แรงงานนอกระบบ,คน
4955,40 - 44,42305,2567,หญิง,สมุทรสงคราม,แรงงานนอกระบบ,คน
4621,45 - 49,42306,2567,หญิง,สมุทรสงคราม,แรงงานนอกระบบ,คน
4400,50 - 54,42307,2567,หญิง,สมุทรสงคราม,แรงงานนอกระบบ,คน
5336,55 - 59,42308,2567,หญิง,สมุทรสงคราม,แรงงานนอกระบบ,คน
7870,60 ปีขึ้นไป,42309,2567,หญิง,สมุทรสงคราม,แรงงานนอกระบบ,คน
588,15 - 19,42310,2567,ชาย,สมุทรสงคราม,แรงงานในระบบ,คน
2943,20 - 24,42311,2567,ชาย,สมุทรสงคราม,แรงงานในระบบ,คน
3734,25 - 29,42312,2567,ชาย,สมุทรสงคราม,แรงงานในระบบ,คน
3843,30 - 34,42313,2567,ชาย,สมุทรสงคราม,แรงงานในระบบ,คน
3686,35 - 39,42314,2567,ชาย,สมุทรสงคราม,แรงงานในระบบ,คน
3292,40 - 44,42315,2567,ชาย,สมุทรสงคราม,แรงงานในระบบ,คน
2531,45 - 49,42316,2567,ชาย,สมุทรสงคราม,แรงงานในระบบ,คน
2706,50 - 54,42317,2567,ชาย,สมุทรสงคราม,แรงงานในระบบ,คน
2489,55 - 59,42318,2567,ชาย,สมุทรสงคราม,แรงงานในระบบ,คน
2185,60 ปีขึ้นไป,42319,2567,ชาย,สมุทรสงคราม,แรงงานในระบบ,คน
424,15 - 19,42320,2567,หญิง,สมุทรสงคราม,แรงงานในระบบ,คน
2677,20 - 24,42321,2567,หญิง,สมุทรสงคราม,แรงงานในระบบ,คน
3292,25 - 29,42322,2567,หญิง,สมุทรสงคราม,แรงงานในระบบ,คน
3201,30 - 34,42323,2567,หญิง,สมุทรสงคราม,แรงงานในระบบ,คน
2878,35 - 39,42324,2567,หญิง,สมุทรสงคราม,แรงงานในระบบ,คน
2713,40 - 44,42325,2567,หญิง,สมุทรสงคราม,แรงงานในระบบ,คน
3031,45 - 49,42326,2567,หญิง,สมุทรสงคราม,แรงงานในระบบ,คน
1600,50 - 54,42327,2567,หญิง,สมุทรสงคราม,แรงงานในระบบ,คน
2664,55 - 59,42328,2567,หญิง,สมุทรสงคราม,แรงงานในระบบ,คน
1638,60 ปีขึ้นไป,42329,2567,หญิง,สมุทรสงคราม,แรงงานในระบบ,คน
844,15 - 19,42330,2567,ชาย,สมุทรสงคราม,แรงงานนอกระบบ,คน
2561,20 - 24,42331,2567,ชาย,สมุทรสงคราม,แรงงานนอกระบบ,คน
2672,25 - 29,42332,2567,ชาย,สมุทรสงคราม,แรงงานนอกระบบ,คน
2722,30 - 34,42333,2567,ชาย,สมุทรสงคราม,แรงงานนอกระบบ,คน
2241,35 - 39,42334,2567,ชาย,สมุทรสงคราม,แรงงานนอกระบบ,คน
3100,40 - 44,42335,2567,ชาย,สมุทรสงคราม,แรงงานนอกระบบ,คน
2299,45 - 49,42336,2567,ชาย,สมุทรสงคราม,แรงงานนอกระบบ,คน
2935,50 - 54,42337,2567,ชาย,สมุทรสงคราม,แรงงานนอกระบบ,คน
3134,55 - 59,42338,2567,ชาย,สมุทรสงคราม,แรงงานนอกระบบ,คน
5757,60 ปีขึ้นไป,42339,2567,ชาย,สมุทรสงคราม,แรงงานนอกระบบ,คน
199,15 - 19,42340,2567,หญิง,สมุทรสงคราม,แรงงานนอกระบบ,คน
962,20 - 24,42341,2567,หญิง,สมุทรสงคราม,แรงงานนอกระบบ,คน
2104,25 - 29,42342,2567,หญิง,สมุทรสงคราม,แรงงานนอกระบบ,คน
1615,30 - 34,42343,2567,หญิง,สมุทรสงคราม,แรงงานนอกระบบ,คน
1596,35 - 39,42344,2567,หญิง,สมุทรสงคราม,แรงงานนอกระบบ,คน
2242,40 - 44,42345,2567,หญิง,สมุทรสงคราม,แรงงานนอกระบบ,คน
1590,45 - 49,42346,2567,หญิง,สมุทรสงคราม,แรงงานนอกระบบ,คน
2799,50 - 54,42347,2567,หญิง,สมุทรสงคราม,แรงงานนอกระบบ,คน
2672,55 - 59,42348,2567,หญิง,สมุทรสงคราม,แรงงานนอกระบบ,คน
6232,60 ปีขึ้นไป,42349,2567,หญิง,สมุทรสงคราม,แรงงานนอกระบบ,คน
3909,15 - 19,42350,2567,ชาย,เพชรบุรี,แรงงานนอกระบบ,คน
13612,20 - 24,42351,2567,ชาย,เพชรบุรี,แรงงานนอกระบบ,คน
18536,25 - 29,42352,2567,ชาย,เพชรบุรี,แรงงานนอกระบบ,คน
17714,30 - 34,42353,2567,ชาย,เพชรบุรี,แรงงานนอกระบบ,คน
15808,35 - 39,42354,2567,ชาย,เพชรบุรี,แรงงานนอกระบบ,คน
17936,40 - 44,42355,2567,ชาย,เพชรบุรี,แรงงานนอกระบบ,คน
15496,45 - 49,42356,2567,ชาย,เพชรบุรี,แรงงานนอกระบบ,คน
16328,50 - 54,42357,2567,ชาย,เพชรบุรี,แรงงานนอกระบบ,คน
16525,55 - 59,42358,2567,ชาย,เพชรบุรี,แรงงานนอกระบบ,คน
21907,60 ปีขึ้นไป,42359,2567,ชาย,เพชรบุรี,แรงงานนอกระบบ,คน
951,15 - 19,42360,2567,หญิง,เพชรบุรี,แรงงานนอกระบบ,คน
9143,20 - 24,42361,2567,หญิง,เพชรบุรี,แรงงานนอกระบบ,คน
12738,25 - 29,42362,2567,หญิง,เพชรบุรี,แรงงานนอกระบบ,คน
13327,30 - 34,42363,2567,หญิง,เพชรบุรี,แรงงานนอกระบบ,คน
12201,35 - 39,42364,2567,หญิง,เพชรบุรี,แรงงานนอกระบบ,คน
13715,40 - 44,42365,2567,หญิง,เพชรบุรี,แรงงานนอกระบบ,คน
17119,45 - 49,42366,2567,หญิง,เพชรบุรี,แรงงานนอกระบบ,คน
17255,50 - 54,42367,2567,หญิง,เพชรบุรี,แรงงานนอกระบบ,คน
17217,55 - 59,42368,2567,หญิง,เพชรบุรี,แรงงานนอกระบบ,คน
21679,60 ปีขึ้นไป,42369,2567,หญิง,เพชรบุรี,แรงงานนอกระบบ,คน
1743,15 - 19,42370,2567,ชาย,เพชรบุรี,แรงงานในระบบ,คน
7990,20 - 24,42371,2567,ชาย,เพชรบุรี,แรงงานในระบบ,คน
7109,25 - 29,42372,2567,ชาย,เพชรบุรี,แรงงานในระบบ,คน
9500,30 - 34,42373,2567,ชาย,เพชรบุรี,แรงงานในระบบ,คน
9466,35 - 39,42374,2567,ชาย,เพชรบุรี,แรงงานในระบบ,คน
9680,40 - 44,42375,2567,ชาย,เพชรบุรี,แรงงานในระบบ,คน
7182,45 - 49,42376,2567,ชาย,เพชรบุรี,แรงงานในระบบ,คน
7038,50 - 54,42377,2567,ชาย,เพชรบุรี,แรงงานในระบบ,คน
5610,55 - 59,42378,2567,ชาย,เพชรบุรี,แรงงานในระบบ,คน
3946,60 ปีขึ้นไป,42379,2567,ชาย,เพชรบุรี,แรงงานในระบบ,คน
568,15 - 19,42380,2567,หญิง,เพชรบุรี,แรงงานในระบบ,คน
5276,20 - 24,42381,2567,หญิง,เพชรบุรี,แรงงานในระบบ,คน
9469,25 - 29,42382,2567,หญิง,เพชรบุรี,แรงงานในระบบ,คน
8695,30 - 34,42383,2567,หญิง,เพชรบุรี,แรงงานในระบบ,คน
7368,35 - 39,42384,2567,หญิง,เพชรบุรี,แรงงานในระบบ,คน
7609,40 - 44,42385,2567,หญิง,เพชรบุรี,แรงงานในระบบ,คน
8874,45 - 49,42386,2567,หญิง,เพชรบุรี,แรงงานในระบบ,คน
6571,50 - 54,42387,2567,หญิง,เพชรบุรี,แรงงานในระบบ,คน
3759,55 - 59,42388,2567,หญิง,เพชรบุรี,แรงงานในระบบ,คน
3096,60 ปีขึ้นไป,42389,2567,หญิง,เพชรบุรี,แรงงานในระบบ,คน
2166,15 - 19,42390,2567,ชาย,เพชรบุรี,แรงงานนอกระบบ,คน
5621,20 - 24,42391,2567,ชาย,เพชรบุรี,แรงงานนอกระบบ,คน
11427,25 - 29,42392,2567,ชาย,เพชรบุรี,แรงงานนอกระบบ,คน
8214,30 - 34,42393,2567,ชาย,เพชรบุรี,แรงงานนอกระบบ,คน
6342,35 - 39,42394,2567,ชาย,เพชรบุรี,แรงงานนอกระบบ,คน
8256,40 - 44,42395,2567,ชาย,เพชรบุรี,แรงงานนอกระบบ,คน
8314,45 - 49,42396,2567,ชาย,เพชรบุรี,แรงงานนอกระบบ,คน
9290,50 - 54,42397,2567,ชาย,เพชรบุรี,แรงงานนอกระบบ,คน
10915,55 - 59,42398,2567,ชาย,เพชรบุรี,แรงงานนอกระบบ,คน
17960,60 ปีขึ้นไป,42399,2567,ชาย,เพชรบุรี,แรงงานนอกระบบ,คน
382,15 - 19,42400,2567,หญิง,เพชรบุรี,แรงงานนอกระบบ,คน
3867,20 - 24,42401,2567,หญิง,เพชรบุรี,แรงงานนอกระบบ,คน
3269,25 - 29,42402,2567,หญิง,เพชรบุรี,แรงงานนอกระบบ,คน
4632,30 - 34,42403,2567,หญิง,เพชรบุรี,แรงงานนอกระบบ,คน
4833,35 - 39,42404,2567,หญิง,เพชรบุรี,แรงงานนอกระบบ,คน
6106,40 - 44,42405,2567,หญิง,เพชรบุรี,แรงงานนอกระบบ,คน
8244,45 - 49,42406,2567,หญิง,เพชรบุรี,แรงงานนอกระบบ,คน
10684,50 - 54,42407,2567,หญิง,เพชรบุรี,แรงงานนอกระบบ,คน
13459,55 - 59,42408,2567,หญิง,เพชรบุรี,แรงงานนอกระบบ,คน
18583,60 ปีขึ้นไป,42409,2567,หญิง,เพชรบุรี,แรงงานนอกระบบ,คน
3075,15 - 19,42410,2567,ชาย,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
13612,20 - 24,42411,2567,ชาย,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
16345,25 - 29,42412,2567,ชาย,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
16293,30 - 34,42413,2567,ชาย,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
15834,35 - 39,42414,2567,ชาย,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
14787,40 - 44,42415,2567,ชาย,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
15696,45 - 49,42416,2567,ชาย,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
18505,50 - 54,42417,2567,ชาย,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
12940,55 - 59,42418,2567,ชาย,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
22944,60 ปีขึ้นไป,42419,2567,ชาย,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
1337,15 - 19,42420,2567,หญิง,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
9490,20 - 24,42421,2567,หญิง,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
12066,25 - 29,42422,2567,หญิง,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
13152,30 - 34,42423,2567,หญิง,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
11427,35 - 39,42424,2567,หญิง,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
11914,40 - 44,42425,2567,หญิง,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
13878,45 - 49,42426,2567,หญิง,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
16706,50 - 54,42427,2567,หญิง,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
11936,55 - 59,42428,2567,หญิง,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
24724,60 ปีขึ้นไป,42429,2567,หญิง,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
1924,15 - 19,42430,2567,ชาย,ประจวบคีรีขันธ์,แรงงานในระบบ,คน
8406,20 - 24,42431,2567,ชาย,ประจวบคีรีขันธ์,แรงงานในระบบ,คน
11596,25 - 29,42432,2567,ชาย,ประจวบคีรีขันธ์,แรงงานในระบบ,คน
9366,30 - 34,42433,2567,ชาย,ประจวบคีรีขันธ์,แรงงานในระบบ,คน
9227,35 - 39,42434,2567,ชาย,ประจวบคีรีขันธ์,แรงงานในระบบ,คน
7817,40 - 44,42435,2567,ชาย,ประจวบคีรีขันธ์,แรงงานในระบบ,คน
7671,45 - 49,42436,2567,ชาย,ประจวบคีรีขันธ์,แรงงานในระบบ,คน
7876,50 - 54,42437,2567,ชาย,ประจวบคีรีขันธ์,แรงงานในระบบ,คน
6143,55 - 59,42438,2567,ชาย,ประจวบคีรีขันธ์,แรงงานในระบบ,คน
5206,60 ปีขึ้นไป,42439,2567,ชาย,ประจวบคีรีขันธ์,แรงงานในระบบ,คน
860,15 - 19,42440,2567,หญิง,ประจวบคีรีขันธ์,แรงงานในระบบ,คน
7020,20 - 24,42441,2567,หญิง,ประจวบคีรีขันธ์,แรงงานในระบบ,คน
8706,25 - 29,42442,2567,หญิง,ประจวบคีรีขันธ์,แรงงานในระบบ,คน
7875,30 - 34,42443,2567,หญิง,ประจวบคีรีขันธ์,แรงงานในระบบ,คน
8206,35 - 39,42444,2567,หญิง,ประจวบคีรีขันธ์,แรงงานในระบบ,คน
6967,40 - 44,42445,2567,หญิง,ประจวบคีรีขันธ์,แรงงานในระบบ,คน
7301,45 - 49,42446,2567,หญิง,ประจวบคีรีขันธ์,แรงงานในระบบ,คน
8502,50 - 54,42447,2567,หญิง,ประจวบคีรีขันธ์,แรงงานในระบบ,คน
3928,55 - 59,42448,2567,หญิง,ประจวบคีรีขันธ์,แรงงานในระบบ,คน
5211,60 ปีขึ้นไป,42449,2567,หญิง,ประจวบคีรีขันธ์,แรงงานในระบบ,คน
1152,15 - 19,42450,2567,ชาย,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
5206,20 - 24,42451,2567,ชาย,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
4749,25 - 29,42452,2567,ชาย,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
6928,30 - 34,42453,2567,ชาย,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
6607,35 - 39,42454,2567,ชาย,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
6970,40 - 44,42455,2567,ชาย,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
8025,45 - 49,42456,2567,ชาย,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
10629,50 - 54,42457,2567,ชาย,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
6797,55 - 59,42458,2567,ชาย,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
17738,60 ปีขึ้นไป,42459,2567,ชาย,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
477,15 - 19,42460,2567,หญิง,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
2469,20 - 24,42461,2567,หญิง,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
3360,25 - 29,42462,2567,หญิง,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
5277,30 - 34,42463,2567,หญิง,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
3221,35 - 39,42464,2567,หญิง,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
4947,40 - 44,42465,2567,หญิง,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
6576,45 - 49,42466,2567,หญิง,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
8204,50 - 54,42467,2567,หญิง,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
8008,55 - 59,42468,2567,หญิง,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
19513,60 ปีขึ้นไป,42469,2567,หญิง,ประจวบคีรีขันธ์,แรงงานนอกระบบ,คน
10726,15 - 19,42470,2567,ชาย,นครราชสีมา,แรงงานในระบบ,คน
33797,20 - 24,42471,2567,ชาย,นครราชสีมา,แรงงานในระบบ,คน
