วันที่หมดอายุ,_id,เลขที่การรับรอง,บริษัท,ลำดับ,วันที่รับรอง,จังหวัด
--,70,GI(E) 1-292,บริษัท กระดาษชลบุรี จำกัด,70,2566-11-24T00:00:00,ชลบุรี
--,71,GI(E) 1-293,บริษัท คลิงเกอร์ (ไทยแลนด์) จำกัด,71,2566-11-24T00:00:00,ชลบุรี
--,72,GI(E) 1-294,บริษัท ประภากรทรานสปอร์ต จำกัด,72,2566-11-24T00:00:00,ชลบุรี
--,73,GI(E) 1-295,บริษัท ชลบุรี ศรีเจริญโลหะ จำกัด,73,2566-11-24T00:00:00,ชลบุรี
--,74,GI(E) 1-299,บริษัท สยาม ไทเซอิ อินดัสตรี้ จำกัด,74,2566-11-27T00:00:00,ชลบุรี
--,75,GI(E) 1-338,บริษัท เซเทค อินเตอร์เนชั่นแนล (ไทยแลนด์) จำกัด,75,2566-11-30T00:00:00,ชลบุรี
--,76,GI(E) 1-339,บริษัท แกรนด์ เทค อินเตอร์เนชั่นแนล (ประเทศไทย) จำกัด,76,2566-11-30T00:00:00,ชลบุรี
--,77,GI(E) 1-340,บริษัท เอ็นริช อินดัสเตรียล (ไทย) จำกัด,77,2566-11-30T00:00:00,ชลบุรี
--,78,GI(E) 1-341,บริษัท รันเนอร์จี พีวี เทคโนโลยี (ไทยแลนด์) จำกัด,78,2566-11-30T00:00:00,ชลบุรี
--,79,GI(E) 1-342,บริษัท หยินไล อิเล็คทริค (ประเทศไทย) จำกัด,79,2566-11-30T00:00:00,ชลบุรี
--,80,GI(E) 1-382,บริษัท จาโลน (ประเทศไทย) จำกัด,80,2566-01-12T00:00:00,ชลบุรี
--,81,GI(E) 1-405,บริษัท คุสุโมะโตะ เคมิคอล (ประเทศไทย) จำกัด,81,2566-04-12T00:00:00,ชลบุรี
--,82,GI(E) 1-406,บริษัท แอตแลนติก ฟู้ด โปรดักส์ จำกัด,82,2566-04-12T00:00:00,ชลบุรี
--,83,GI(E) 1-407,บริษัท ซันเน็กซ์ อินดัสเตรียล จำกัด,83,2566-04-12T00:00:00,ชลบุรี
--,84,GI(E) 1-408,บริษัท แซฟฟรอน ลิฟวิ่ง จำกัด,84,2566-04-12T00:00:00,ชลบุรี
--,85,GI(E) 1-412,บริษัท ท็อป ลิงค์ อินดัสเทรียล (ประเทศไทย) จำกัด,85,2566-06-12T00:00:00,ชลบุรี
--,86,GI(E) 1-413,บริษัท ไฮ-เทค โมลด์ แอนด์ พลาสติก (ไทยแลนด์) จำกัด,86,2566-06-12T00:00:00,ชลบุรี
--,87,GI(E) 1-414,บริษัท กัลฟ์ เอสอาร์ซี จำกัด,87,2566-06-12T00:00:00,ชลบุรี
--,88,GI(E) 1-444,บริษัท ไทย-อีซี่ อินดัสทรีส์ จำกัด,88,2566-08-12T00:00:00,ชลบุรี
--,89,GI(E) 1-637,บริษัท หมิง กวน ฟู้ด (ไทยแลนด์) จำกัด,89,2566-12-18T00:00:00,ชลบุรี
--,90,GI(E) 1-787,บริษัท อีเอ็นอาร์เอ็กซ์ จำกัด,90,2567-09-01T00:00:00,ชลบุรี
--,91,GI(E) 1-850,บริษัท แคชชวล โฮม (ไทยแลนด์) จำกัด,91,2567-10-01T00:00:00,ชลบุรี
--,92,GI(E) 1-858,บริษัท เล-ซี-บอย (ประเทศไทย) จำกัด,92,2567-11-01T00:00:00,ชลบุรี
--,93,GI(E) 1-860,บริษัท เอ เค สปีด ออยล์ จำกัด,93,2567-11-01T00:00:00,ชลบุรี
--,94,GI(E) 1-861,บริษัท ชลบุรีตราแม่ครัวฉลากทอง จำกัด,94,2567-11-01T00:00:00,ชลบุรี
--,95,GI(E) 1-862,บริษัท กรภัทร์เทรดดิ้ง จำกัด,95,2567-11-01T00:00:00,ชลบุรี
--,96,GI(E) 1-863,บริษัท จิ้วฮวด จำกัด,96,2567-11-01T00:00:00,ชลบุรี
--,97,GI(E) 1-864,บริษัท ณัฐกฤตา โลหะกิจ จำกัด,97,2567-11-01T00:00:00,ชลบุรี
--,98,GI(E) 1-890,บริษัท คอมพาส คอร์ปอเรชั่น จำกัด,98,2567-12-01T00:00:00,ชลบุรี
--,99,GI(E) 1-891,บริษัท เบทส์ แอนด์ ฟาสท์ โมล์ด เทคโนโลยี จำกัด,99,2567-12-01T00:00:00,ชลบุรี
--,100,GI(E) 1-892,บริษัท เจ เทคโนโลยี เวสท์ จำกัด,100,2567-12-01T00:00:00,ชลบุรี
--,101,GI(E) 1-893,บริษัท โรงโม่หินทวีทรัพย์อนันต์มหานคร จำกัด,101,2567-12-01T00:00:00,ชลบุรี
--,102,GI(E) 1-911,บริษัท ฮาล อะลูมินัม (ประเทศไทย) จำกัด,102,2567-01-15T00:00:00,ชลบุรี
--,103,GI(E) 1-945,บริษัท สหทวีภัทร์ เอ็นจิเนียริ่ง จำกัด,103,2567-01-17T00:00:00,ชลบุรี
--,104,GI(E) 1-946,บริษัท ชลบุรีจิตต์ประเสริฐ จำกัด,104,2567-01-17T00:00:00,ชลบุรี
--,105,GI(E) 1-947,บริษัท ซี เอฟ พี จำกัด,105,2567-01-17T00:00:00,ชลบุรี
--,106,GI(E) 1-948,บริษัท เฌอวาดี อินเตอร์เทรด จำกัด,106,2567-01-17T00:00:00,ชลบุรี
--,107,GI(E) 1-958,บริษัท ไทย กึมนึง จำกัด,107,2567-01-17T00:00:00,ชลบุรี
--,108,GI(E) 1-959,บริษัท เยทา จำกัด,108,2567-01-17T00:00:00,ชลบุรี
--,109,GI(E) 1-960,บริษัท เยทา จำกัด,109,2567-01-17T00:00:00,ชลบุรี
--,110,GI(E) 1-961,บริษัท สุเมธการาจ จำกัด,110,2567-01-17T00:00:00,ชลบุรี
--,111,GI(E) 1-971,บริษัท ชินเซย์ โคกิ (ไทยแลนด์) จำกัด,111,2567-01-18T00:00:00,ชลบุรี
--,112,GI(E) 1-1008,บริษัท โกลบอล (เอเซีย แปซิฟิค) เอ็นไวรอนเมนทอลโพรเทคชั่น จำกัด,112,2567-01-18T00:00:00,ชลบุรี
--,113,GI(E) 1-1009,บริษัท ออโต้โซน จำกัด,113,2567-01-19T00:00:00,ชลบุรี
--,114,GI(E) 1-1010,บริษัท อู่ ชัยเจริญ จำกัด,114,2567-01-19T00:00:00,ชลบุรี
--,115,GI(E) 1-1011,บริษัท เกษตรการยาง จำกัด,115,2567-01-19T00:00:00,ชลบุรี
--,116,GI(E) 1-1012,บริษัท ชินเซ โคเงียว (ไทยแลนด์) จำกัด,116,2567-01-19T00:00:00,ชลบุรี
--,117,GI(E) 1-1013,บริษัท ผลิตภัณฑ์อาหารเมอริท จำกัด,117,2567-01-19T00:00:00,ชลบุรี
--,118,GI(E) 1-1014,บริษัท ทรัพย์หงธุ์ จำกัด,118,2567-01-19T00:00:00,ชลบุรี
--,119,GI(E) 1-1015,บริษัท เอ็กเซลเล็นซ์ (1992) จำกัด,119,2567-01-19T00:00:00,ชลบุรี
--,120,GI(E) 1-1016,บริษัท นพรุจ รีไซเคิล จำกัด,120,2567-01-19T00:00:00,ชลบุรี
--,121,GI(E) 1-1017,ณรงค์การช่าง,121,2567-01-19T00:00:00,ชลบุรี
--,122,GI(E) 1-1018,บริษัท วี-ซาเชท์ จำกัด,122,2567-01-19T00:00:00,ชลบุรี
--,123,GI(E) 1-1019,บริษัท โตโยต้าพัทยา (1998) จำกัด,123,2567-01-19T00:00:00,ชลบุรี
--,124,GI(E) 1-1020,บริษัท ซัน-เฟล็ก อเบรซีฟส์ (ประเทศไทย) จำกัด,124,2567-01-19T00:00:00,ชลบุรี
--,125,GI(E) 1-1021,บริษัท ชลบุรี เอส.เจ. จำกัด,125,2567-01-19T00:00:00,ชลบุรี
--,126,GI(E) 1-1022,บริษัท มังกร รีไซเคิล รุ่งเรืองกิจ จำกัด,126,2567-01-19T00:00:00,ชลบุรี
--,127,GI(E) 1-1023,บริษัท ไท่ซาน อินดัสเตรียล (ประเทศไทย) จำกัด,127,2567-01-19T00:00:00,ชลบุรี
--,128,GI(E) 1-1024,ห้างหุ้นส่วนจำกัด ศรีรัตน ปราโมทย์,128,2567-01-19T00:00:00,ชลบุรี
--,129,GI(E) 1-1025,ห้างหุ้นส่วนจำกัด ศรีรัตน ปราโมทย์,129,2567-01-19T00:00:00,ชลบุรี
--,130,GI(E) 1-1026,บริษัท ชลบุรีแสงตะวันอุตสาหกรรม จำกัด,130,2567-01-19T00:00:00,ชลบุรี
--,131,GI(E) 1-1027,บริษัท ทัศนาศิลา จำกัด,131,2567-01-19T00:00:00,ชลบุรี
--,132,GI(E) 1-1028,ห้างหุ้นส่วนจำกัด ที.เอส.ที.ท.แสงทองรีเทค ,132,2567-01-19T00:00:00,ชลบุรี
--,133,GI(E) 1-1029,บริษัท เหรินเหอ รีไซเคิล จำกัด,133,2567-01-19T00:00:00,ชลบุรี
--,134,GI(E) 1-1030,บริษัท ชโนทัยโกลบอลดีลรีไซเคิ่ล จำกัด,134,2567-01-19T00:00:00,ชลบุรี
--,135,GI(E) 1-1031,บริษัท พี. ธนโชค รุ่งเรือง จำกัด,135,2567-01-19T00:00:00,ชลบุรี
--,136,GI(E) 1-1034,บริษัท ยู เอส บ่อทอง อินเตอร์เนชั่นแนล จำกัด,136,2567-01-20T00:00:00,ชลบุรี
--,137,GI(E) 1-1035,บริษัท ชอง อิล (ไทยแลนด์) จำกัด,137,2567-01-20T00:00:00,ชลบุรี
--,138,GI(E) 1-1036,บริษัท โกลบอล (เอเซีย แปซิฟิค) เอ็นไวรอนเมนทอลโพรเทคชั่น จำกัด,138,2567-01-20T00:00:00,ชลบุรี
--,139,GI(E) 1-1037,บริษัท ฮอนโบ ไทย จำกัด,139,2567-01-20T00:00:00,ชลบุรี
--,140,GI(E) 1-1038,บริษัท เทจิน เดรน เทค จำกัด,140,2567-01-20T00:00:00,ชลบุรี
--,141,GI(E) 1-1039,บริษัท หนองรี การาจ จำกัด,141,2567-01-20T00:00:00,ชลบุรี
--,142,GI(E) 1-1040,บริษัท ทองนพคุณ เอ็นจิเนียริ่ง จำกัด,142,2567-01-20T00:00:00,ชลบุรี
--,143,GI(E) 1-1041,บริษัท ธารา เซอร์วิส จำกัด,143,2567-01-21T00:00:00,ชลบุรี
--,144,GI(E) 1-1042,บริษัท สินทรัพย์ศิลา จำกัด,144,2567-01-22T00:00:00,ชลบุรี
--,145,GI(E) 1-1046,บริษัท ซัมซุง เคมิคอล จำกัด,145,2567-01-22T00:00:00,ชลบุรี
--,146,GI(E) 1-1049,บริษัท ที ไอ พี เอส จำกัด,146,2567-01-22T00:00:00,ชลบุรี
--,147,GI(E) 1-1050,บริษัท มาสด้า ชลบุรี จำกัด (มหาชน),147,2567-01-22T00:00:00,ชลบุรี
--,148,GI(E) 1-1051,บริษัท มาสด้า ชลบุรี จำกัด (มหาชน),148,2567-01-22T00:00:00,ชลบุรี
--,149,GI(E) 1-1052,ไพรวัลย์โลหะกิจ,149,2567-01-22T00:00:00,ชลบุรี
--,150,GI(E) 1-1053,บริษัท เพ็ท สมาร์ท อินเตอร์เนชั่นแนล จำกัด,150,2567-01-22T00:00:00,ชลบุรี
--,151,GI(E) 1-1054,บริษัท ฮ.ภัณฑสินพัฒนาคอนกรีต จำกัด,151,2567-01-22T00:00:00,ชลบุรี
--,152,GI(E) 1-1055,บริษัท ไทยวนาสินรับเบอร์วูด จำกัด,152,2567-01-22T00:00:00,ชลบุรี
--,153,GI(E) 1-1056,บริษัท ไทย ที.เจ. พาราวูด จำกัด,153,2567-01-22T00:00:00,ชลบุรี
--,154,GI(E) 1-1057,บริษัท เนื่องจำนงค์ ริชวู๊ด จำกัด,154,2567-01-22T00:00:00,ชลบุรี
--,155,GI(E) 1-1058,นายวุฒิชัย ลีลาขจรจิต,155,2567-01-22T00:00:00,ชลบุรี
--,156,GI(E) 1-1059,บริษัท ฮอนชวน เอฟดี แพ็คเกจจิ้ง จำกัด,156,2567-01-22T00:00:00,ชลบุรี
--,157,GI(E) 1-1060,บริษัท เอส.เจ.ซี. คอนกรีต จำกัด,157,2567-01-22T00:00:00,ชลบุรี
--,158,GI(E) 1-1061,บี.เจ.รีไซเคิล,158,2567-01-22T00:00:00,ชลบุรี
--,159,GI(E) 1-1062,บ่อทรายประสาร,159,2567-01-22T00:00:00,ชลบุรี
--,160,GI(E) 1-1063,บ่อทรายประสาร,160,2567-01-22T00:00:00,ชลบุรี
--,161,GI(E) 1-1064,นางชุติกาญจน์ พันธุ์โฆษิต,161,2567-01-22T00:00:00,ชลบุรี
--,162,GI(E) 1-1065,บริษัท บุญรอด รีไซเคิล จำกัด,162,2567-01-22T00:00:00,ชลบุรี
--,163,GI(E) 1-1066,โรงโม่หินศิลารัตน,163,2567-01-22T00:00:00,ชลบุรี
--,164,GI(E) 1-1067,บริษัท ซินิเท็กซ์ อินดัสตรี้ จำกัด,164,2567-01-22T00:00:00,ชลบุรี
--,165,GI(E) 1-1068,บริษัท ไพร์ม โพรดักส์ อินดัสตรี้ จำกัด,165,2567-01-22T00:00:00,ชลบุรี
--,166,GI(E) 1-1069,บริษัท เอ-พรีซิชั่น จำกัด,166,2567-01-22T00:00:00,ชลบุรี
--,167,GI(E) 1-1070,นายเอกชน แสนเจริญ,167,2567-01-22T00:00:00,ชลบุรี
--,168,GI(E) 1-1071,นายเอกชน แสนเจริญ,168,2567-01-22T00:00:00,ชลบุรี
--,169,GI(E) 1-1072,นายเอกชน แสนเจริญ,169,2567-01-22T00:00:00,ชลบุรี
--,170,GI(E) 1-1073,นายเอกชน แสนเจริญ,170,2567-01-22T00:00:00,ชลบุรี
--,171,GI(E) 1-1074,บริษัท ปริ้นท์ แอนด์ แพค จำกัด,171,2567-01-22T00:00:00,ชลบุรี
--,172,GI(E) 1-1075,เชิดชัย,172,2567-01-22T00:00:00,ชลบุรี
--,173,GI(E) 1-1076,ห้างหุ้นส่วนจำกัด ชลบุรีธารทิพย์,173,2567-01-22T00:00:00,ชลบุรี
--,174,GI(E) 1-1077,บริษัท นิวซัน ดีเวลล็อปเม้นท์ จำกัด ,174,2567-01-22T00:00:00,ชลบุรี
--,175,GI(E) 1-1082,นายสมชาย ทำเนาว์,175,2567-01-22T00:00:00,ชลบุรี
--,176,GI(E) 1-1093,บริษัท ไทย ซัง จิน เทค จำกัด,176,2567-01-22T00:00:00,ชลบุรี
--,177,GI(E) 1-1094,บริษัท ไทย ซัง จิน เทค จำกัด,177,2567-01-22T00:00:00,ชลบุรี
--,178,GI(E) 1-1095,ห้างหุ้นส่วนจำกัด บีบีเจ พาเลท,178,2567-01-22T00:00:00,ชลบุรี
--,179,GI(E) 1-1096,บริษัท ยูนิคัล เวิร์คส์ จำกัด,179,2567-01-22T00:00:00,ชลบุรี
--,180,GI(E) 1-1097,บริษัท ซี.พี. สตาร์เลนส์ จำกัด,180,2567-01-22T00:00:00,ชลบุรี
--,181,GI(E) 1-1098,บริษัท นพรุจ รีไซเคิล จำกัด,181,2567-01-22T00:00:00,ชลบุรี
--,182,GI(E) 1-1099,บริษัท เอกชัยพริกไทย จำกัด,182,2567-01-22T00:00:00,ชลบุรี
--,183,GI(E) 1-1100,บริษัท ที.ที.บี.เอส.เอ็นจิเนียริ่ง จำกัด,183,2567-01-22T00:00:00,ชลบุรี
--,184,GI(E) 1-1102,บริษัท นะกะ เซซะคุโช (ประเทศไทย) จำกัด,184,2567-01-22T00:00:00,ชลบุรี
--,185,GI(E) 1-1103,บริษัท จูปิเตอร์ อิ้งค์ แอนด์ เคมีคอล จำกัด,185,2567-01-23T00:00:00,ชลบุรี
--,186,GI(E) 1-1104,บริษัท ออริจิน อีซึ่น เพ้นท์ จำกัด,186,2567-01-23T00:00:00,ชลบุรี
--,187,GI(E) 1-1105,บริษัท ฟูรูกาวา อิเลคทริค พาวเวอร์ ซิสเต็มส์ (ประเทศไทย) จำกัด,187,2567-01-23T00:00:00,ชลบุรี
--,188,GI(E) 1-1106,บริษัท พี โอ เอฟ แปซิฟิค จำกัด,188,2567-01-23T00:00:00,ชลบุรี
--,189,GI(E) 1-1107,บริษัท บี.เค.เซ็นเตอร์ จำกัด,189,2567-01-23T00:00:00,ชลบุรี
--,190,GI(E) 1-1108,บริษัท ไอเดีย เม็ททอลชีท จำกัด,190,2567-01-23T00:00:00,ชลบุรี
--,191,GI(E) 1-1109,บริษัท เปเปอร์มิลล์ กรุ๊ป จำกัด,191,2567-01-23T00:00:00,ชลบุรี
--,192,GI(E) 1-1110,บริษัท พัทยา เปเปอร์มิลล์ จำกัด,192,2567-01-23T00:00:00,ชลบุรี
--,193,GI(E) 1-1111,บริษัท พัทยา เปเปอร์มิลล์ จำกัด,193,2567-01-23T00:00:00,ชลบุรี
--,194,GI(E) 1-1112,บริษัท เปเปอร์มิลล์ แอนด์ คราฟท์ จำกัด,194,2567-01-23T00:00:00,ชลบุรี
--,195,GI(E) 1-1113,บริษัท พัทยา เปเปอร์มิลล์ จำกัด,195,2567-01-23T00:00:00,ชลบุรี
--,196,GI(E) 1-1114,บริษัท สหพัฒน์รีไซเคิล จำกัด,196,2567-01-23T00:00:00,ชลบุรี
--,197,GI(E) 1-1115,บริษัท คราฟท์ แอนด์ เปเปอร์มิลล์ จำกัด,197,2567-01-23T00:00:00,ชลบุรี
--,198,GI(E) 1-1116,บริษัท พัทยา เปเปอร์มิลล์ จำกัด,198,2567-01-23T00:00:00,ชลบุรี
--,199,GI(E) 1-1117,บริษัท ยูนิโปร แมนูแฟคเจอริ่ง จำกัด,199,2567-01-23T00:00:00,ชลบุรี
--,200,GI(E) 1-1121,บริษัท แพนด้า เปเปอร์ คาร์ตันส จำกัด,200,2567-01-23T00:00:00,ชลบุรี
--,201,GI(E) 1-1123,บริษัท ชลบุรี แอล ซี จำกัด,201,2567-01-23T00:00:00,ชลบุรี
--,202,GI(E) 1-1124,โรงน้ำแข็ง เค.โอ.สัตหีบ,202,2567-01-23T00:00:00,ชลบุรี
--,203,GI(E) 1-1125,บริษัท แพลนเน็ท เฟอร์นิเจอร์ (ไทยแลนด์) จำกัด,203,2567-01-23T00:00:00,ชลบุรี
--,204,GI(E) 1-1126,บริษัท ซีเลคชั่น คิทเช่น จำกัด,204,2567-01-23T00:00:00,ชลบุรี
--,205,GI(E) 1-1127,บริษัท คิงคองเมทัลชีท จำกัด,205,2567-01-23T00:00:00,ชลบุรี
--,206,GI(E) 1-1128,บริษัท ซี แอนด์ ที เมทอล โปรดักส์ จำกัด,206,2567-01-23T00:00:00,ชลบุรี
