﻿year,quarter,_id,labor_force_sta,region,value,unit,age_group,source
2558,ไตรมาส 1,605,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,5.6,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 1,606,หางานทำ,ภาคตะวันออกเฉียงเหนือ,1.26,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 1,607,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,3.79,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 1,608,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,0.07,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 1,609,หางานทำ,ภาคใต้,1.09,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 1,610,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,8.33,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 1,611,หางานทำ,ภาคใต้,1.98,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 1,612,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,15.17,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 1,613,หางานทำ,ภาคใต้,1.77,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 1,614,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,9.02,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 1,615,หางานทำ,ภาคใต้,1.14,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 1,616,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,6.44,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 1,617,หางานทำ,ภาคใต้,1.22,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 1,618,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,1.51,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 1,619,หางานทำ,ภาคใต้,0.79,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 1,620,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,3.81,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 1,621,หางานทำ,ภาคใต้,0.19,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 1,622,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,2.82,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 1,623,หางานทำ,ภาคใต้,0.48,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 1,624,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,0.18,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,625,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,1.92,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,626,หางานทำ,กรุงเทพมหานคร,5.43,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,627,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,8.83,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,628,หางานทำ,กรุงเทพมหานคร,1.13,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,629,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,8.46,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,630,หางานทำ,กรุงเทพมหานคร,1.08,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,631,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,7.02,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,632,หางานทำ,กรุงเทพมหานคร,1.09,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,633,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,5.22,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,634,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,3.24,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,635,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,1.39,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,636,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,1.6,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,637,หางานทำ,ภาคกลาง,1.91,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,638,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,11.43,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,639,หางานทำ,ภาคกลาง,10.4,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,640,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,22.0,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,641,หางานทำ,ภาคกลาง,9.75,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,642,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,21.32,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,643,หางานทำ,ภาคกลาง,1.74,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,644,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,2.92,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,645,หางานทำ,ภาคกลาง,0.89,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,646,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,4.89,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,647,หางานทำ,ภาคกลาง,1.39,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,648,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,2.7,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,649,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,1.93,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,650,หางานทำ,ภาคกลาง,0.15,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,651,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,1.15,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,652,หางานทำ,ภาคเหนือ,1.25,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,653,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,1.55,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,654,หางานทำ,ภาคเหนือ,5.76,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,655,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,17.6,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,656,หางานทำ,ภาคเหนือ,2.09,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,657,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,5.09,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,658,หางานทำ,ภาคเหนือ,1.07,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,659,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,1.51,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,660,หางานทำ,ภาคเหนือ,0.11,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,661,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,2.88,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,662,หางานทำ,ภาคเหนือ,0.68,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,663,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,4.11,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,664,หางานทำ,ภาคเหนือ,0.48,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,665,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,2.3,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,666,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,3.18,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,667,หางานทำ,ภาคตะวันออกเฉียงเหนือ,4.79,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,668,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,10.91,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,669,หางานทำ,ภาคตะวันออกเฉียงเหนือ,5.9,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,670,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,40.65,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,671,หางานทำ,ภาคตะวันออกเฉียงเหนือ,0.53,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,672,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,12.45,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,673,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,8.06,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,674,หางานทำ,ภาคตะวันออกเฉียงเหนือ,0.81,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,675,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,1.57,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,676,หางานทำ,ภาคตะวันออกเฉียงเหนือ,0.72,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,677,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,4.68,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,678,หางานทำ,ภาคตะวันออกเฉียงเหนือ,0.34,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,679,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,1.63,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,680,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,0.48,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,681,หางานทำ,ภาคใต้,0.71,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,682,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,8.12,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,683,หางานทำ,ภาคใต้,2.49,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,684,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,15.77,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,685,หางานทำ,ภาคใต้,3.88,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,686,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,11.48,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,687,หางานทำ,ภาคใต้,0.35,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,688,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,2.3,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,689,หางานทำ,ภาคใต้,0.6,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,690,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,1.84,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,691,หางานทำ,ภาคใต้,1.25,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,692,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,2.4,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 2,693,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,0.75,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,694,หางานทำ,กรุงเทพมหานคร,0.75,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,695,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,3.25,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,696,หางานทำ,กรุงเทพมหานคร,4.86,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,697,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,18.57,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,698,หางานทำ,กรุงเทพมหานคร,3.18,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,699,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,12.13,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,700,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,1.09,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,701,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,2.74,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,702,หางานทำ,กรุงเทพมหานคร,1.03,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,703,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,3.38,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,704,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,2.64,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,705,หางานทำ,ภาคกลาง,0.79,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,706,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,13.59,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,707,หางานทำ,ภาคกลาง,12.67,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,708,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,34.09,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,709,หางานทำ,ภาคกลาง,3.5,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,710,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,21.32,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,711,หางานทำ,ภาคกลาง,3.27,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,712,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,7.22,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,713,หางานทำ,ภาคกลาง,3.06,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,714,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,4.75,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,715,หางานทำ,ภาคกลาง,0.82,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,716,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,4.65,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,717,หางานทำ,ภาคกลาง,0.93,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,718,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,2.82,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,719,หางานทำ,ภาคกลาง,0.26,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,720,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,1.58,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,721,หางานทำ,ภาคเหนือ,1.04,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,722,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,2.77,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,723,หางานทำ,ภาคเหนือ,5.35,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,724,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,16.95,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,725,หางานทำ,ภาคเหนือ,2.89,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,726,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,3.97,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,727,หางานทำ,ภาคเหนือ,0.9,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,728,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,2.42,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,729,หางานทำ,ภาคเหนือ,0.17,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,730,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,3.32,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,731,หางานทำ,ภาคเหนือ,1.2,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,732,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,2.87,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,733,หางานทำ,ภาคเหนือ,0.88,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,734,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,3.22,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,735,หางานทำ,ภาคเหนือ,0.03,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,736,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,1.19,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,737,หางานทำ,ภาคตะวันออกเฉียงเหนือ,4.62,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,738,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,15.18,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,739,หางานทำ,ภาคตะวันออกเฉียงเหนือ,11.08,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,740,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,21.97,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,741,หางานทำ,ภาคตะวันออกเฉียงเหนือ,3.9,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,742,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,8.77,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,743,หางานทำ,ภาคตะวันออกเฉียงเหนือ,0.08,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,744,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,3.71,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,745,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,1.99,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,746,หางานทำ,ภาคตะวันออกเฉียงเหนือ,0.26,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,747,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,5.62,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,748,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,1.59,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,749,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,0.56,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,750,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,7.26,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,751,หางานทำ,ภาคใต้,4.74,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,752,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,21.82,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,753,หางานทำ,ภาคใต้,4.91,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,754,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,7.66,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,755,หางานทำ,ภาคใต้,1.14,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,756,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,2.39,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,757,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,3.85,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,758,หางานทำ,ภาคใต้,0.27,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,759,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,2.62,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,760,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,1.45,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 3,761,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,0.43,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 4,762,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,1.06,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 4,763,หางานทำ,กรุงเทพมหานคร,6.12,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 4,764,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,11.33,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 4,765,หางานทำ,กรุงเทพมหานคร,1.57,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 4,766,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,5.17,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 4,767,หางานทำ,กรุงเทพมหานคร,1.1,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 4,768,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,9.99,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 4,769,หางานทำ,กรุงเทพมหานคร,2.65,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 4,770,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,4.5,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 4,771,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,1.76,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 4,772,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,1.81,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 4,773,หางานทำ,ภาคกลาง,0.93,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 4,774,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,5.22,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 4,775,หางานทำ,ภาคกลาง,2.11,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2558,ไตรมาส 4,776,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,12.29,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
