วันที่หมดอายุ,_id,เลขที่การรับรอง,บริษัท,ปี,วันที่รับรอง,จังหวัด,ระดับ
--,1111,GI(E) 1-1337,บริษัท สยามโคชิ จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1112,GI(E) 1-1338,โรงกลึงธนโชติ อนันต์การช่าง,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1113,GI(E) 1-1339,บริษัท ใหญ่การช่าง จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1114,GI(E) 1-1340,นางสาวรัชทร ขำดีจีรสิรี,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1115,GI(E) 1-1341,โรงกลึงกำพล,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1116,GI(E) 1-1342,เม็ดมะม่วงหิมพานต์ หัวกุญแจ,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1117,GI(E) 1-1343,นางรุ่งทิวา คงคำ,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1118,GI(E) 1-1344,บริษัท ยูไนเต็ด ครีเอชั่น แพ็คเกจจิ้ง โซลูชั่น (ประเทศไทย) จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1119,GI(E) 1-1345,บริษัท ไทย อันเป่า ผลิตภัณฑ์กระดาษ จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1120,GI(E) 1-1346,โรงงานย่อยหินเขาวังปลา 2,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1121,GI(E) 1-1347,โรงงานย่อยหินเขาวังปลา 1,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1122,GI(E) 1-1348,บริษัท เหินฟง โฮม ลิฟวิ่ง เทคโนโลยี (ไทยแลนด์) จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1123,GI(E) 1-1349,บริษัท ไทยโพลทรีย์ กรุ๊ป จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1124,GI(E) 1-1350,บริษัท พนัสโพลทรี่ กรุ๊ป จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1125,GI(E) 1-1351,บริษัท เอ็ม.อาร์.ไอ. จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1126,GI(E) 1-1352,บริษัท ไทยลู้บเบส จำกัด(มหาชน),2567,2567-01-25T00:00:00,ชลบุรี,1
--,1127,GI(E) 1-1353,บริษัท ลาวีนีล (ประเทศไทย) จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1128,GI(E) 1-1354,บริษัท เที่ยงตะวัน จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1129,GI(E) 1-1355,บริษัท โพลีวิชั่น พรีซิชั่น โมลด์ (ประเทศไทย) จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1130,GI(E) 1-1356,บริษัท ตะวันออกคอนกรีตและวัสดุภัณฑ์ จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1131,GI(E) 1-1357,บริษัท โคโตบุคิยะ เฟลตัล(ประเทศไทย) จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1132,GI(E) 1-1358,บริษัท โตโย ไซกัน (ประเทศไทย) จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1133,GI(E) 1-1359,บริษัท เอสซีจี แลนด์สเคป จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1134,GI(E) 1-1360,บริษัท โตโยต้าพัทยา (1998) จำกัด สาขาศรีราชา,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1135,GI(E) 1-1361,บริษัท ชลบุรีโชคถาวร จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1136,GI(E) 1-1362,บริษัท คิงไว จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1137,GI(E) 1-1363,บริษัท จูน จิน เทค จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1138,GI(E) 1-1364,บริษัท สินอนันต์พลาสติก จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1139,GI(E) 1-1365,บริษัท แอมเพิล พลาสติก จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1140,GI(E) 1-1366,บริษัท โตโยต้าพัทยา (1998) จำกัด สาขาศรีราชา,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1141,GI(E) 1-1367,บริษัท ยูนิมิต เอนจิเนียริ่ง จำกัด (มหาชน),2567,2567-01-25T00:00:00,ชลบุรี,1
--,1142,GI(E) 1-1368,บริษัท ซุ่นจิ้น เทคโนโลยี (ไทยแลนด์) จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1143,GI(E) 1-1369,บริษัท พีแอนด์จี อีพี จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1144,GI(E) 1-1370,บริษัท กู้ดแพค มานูแฟคเจอริ่ง จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1145,GI(E) 1-1371,บริษัท ไอ ซี พี อินเตอร์เนชั่นแนล จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1146,GI(E) 1-1372,บริษัท เอ-พลา ไฮเทค จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1147,GI(E) 1-1373,บริษัท ไทยโพลีเอสเตอร์ จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1148,GI(E) 1-1374,บริษัท เอ็น.ดี.รับเบอร์ จำกัด (มหาชน),2567,2567-01-25T00:00:00,ชลบุรี,1
--,1149,GI(E) 1-1375,ห้างหุ้นส่วนจำกัด บำรุงยาง,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1150,GI(E) 1-1376,บริษัท สยามแองโกลอัลลอย จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1151,GI(E) 1-1377,บริษัท อลูคอน จำกัด (มหาชน),2567,2567-01-25T00:00:00,ชลบุรี,1
--,1152,GI(E) 1-1378,บริษัท ซัมอิล โฟม (ไทยแลนด์) จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1153,GI(E) 1-1379,บริษัท 3114 เอ็นจิเนียริ่ง จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1154,GI(E) 1-1380,บริษัท วิศวกิจพัฒนา จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1155,GI(E) 1-1381,บริษัท สยามสตีลไวร์ จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1156,GI(E) 1-1382,บริษัท ซินหยิงพ็อตเตอรี่ จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1157,GI(E) 1-1383,บริษัท เดอะแกรนด์ ยูบี จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1158,GI(E) 1-1384,นายเฮง ทองแท่งไทย,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1159,GI(E) 1-1385,บริษัท หวั่น หลิน (ประเทศไทย) จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1160,GI(E) 1-1386,บริษัท ทักษิณคอนกรีต จำกัด (มหาชน),2567,2567-01-25T00:00:00,ชลบุรี,1
--,1161,GI(E) 1-1387,บริษัท เซิ่งไท่ บราซแวร์ (ประเทศไทย) จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1162,GI(E) 1-1388,บริษัท โยชิทาเคะ เวิร์ค (ประเทศไทย) จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1163,GI(E) 1-1389,บริษัท ศรีไทยโมลด์ส จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1164,GI(E) 1-1390,บริษัท อาลาว อินดัสเทรียล จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1165,GI(E) 1-1391,แสงบรรพตเครื่องเคลือบ,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1166,GI(E) 1-1392,บริษัท เมโทรโพลีแซ็ค จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1167,GI(E) 1-1393,บริษัท ตะวันออกบรรจุภัณฑ์ จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1168,GI(E) 1-1394,บริษัท ไทยโทมาโด จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1169,GI(E) 1-1395,ช.วัฒนา,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1170,GI(E) 1-1396,ธนนท์,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1171,GI(E) 1-1397,บริษัท ผลิตภัณฑ์คอนกรีตชลบุรี จำกัด (มหาชน),2567,2567-01-25T00:00:00,ชลบุรี,1
--,1172,GI(E) 1-1398,บริษัท กันยงโลหะกิจ จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1173,GI(E) 1-1399,บริษัท เอ็มไพร์ สตีล จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1174,GI(E) 1-1400,บริษัท เอส.เอส.พี.บูรพา (2005) จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1175,GI(E) 1-1401,บริษัท เอสซีจี โลจิสติกส์ แมนเนจเม้นท์ จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1176,GI(E) 1-1402,บริษัท เทพนัสบดินทร์ วิศวการ จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1177,GI(E) 1-1403,ซีซี.คอนกรีต,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1178,GI(E) 1-1404,บริษัท แอ๊พพลายด์แมชีนเนอรี่ จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1179,GI(E) 1-1405,บริษัท ชลบุรีอีซูซุเซลส์ จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1180,GI(E) 1-1406,บริษัท โปลิโฟม สุวรรณภูมิ จำกัด (สาขา 1),2567,2567-01-25T00:00:00,ชลบุรี,1
--,1181,GI(E) 1-1407,บริษัท นิวคอนกรีต จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1182,GI(E) 1-1408,บริษัท มีดทอง จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1183,GI(E) 1-1409,บริษัท เอสซีจี รูฟฟิ่ง จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1184,GI(E) 1-1410,บริษัท ยูเอ็มซีเม็ททอล จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1185,GI(E) 1-1411,ทวีสิน,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1186,GI(E) 1-1412,บริษัท โอ เอส ทูล (ประเทศไทย) จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1187,GI(E) 1-1413,บริษัท สหกลและบริการศรีราชา จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1188,GI(E) 1-1414,ธรรมเจริญ,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1189,GI(E) 1-1415,บริษัท สหวิศว์หล่อโลหะ จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1190,GI(E) 1-1416,บริษัท ศรีราชาคอนสตรัคชั่น จำกัด (มหาชน),2567,2567-01-25T00:00:00,ชลบุรี,1
--,1191,GI(E) 1-1417,บริษัท แอร์โรว์ ซินดิเคท จำกัด (มหาชน),2567,2567-01-25T00:00:00,ชลบุรี,1
--,1192,GI(E) 1-1418,บริษัท ซีบีไอ (ประเทศไทย) จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1193,GI(E) 1-1419,อู่ทวีการช่าง,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1194,GI(E) 1-1420,บริษัท ปูนซีเมนต์ไทย (แก่งคอย) จำกัด (โรงงานมอร์ตาร์บ้านบึง),2567,2567-01-25T00:00:00,ชลบุรี,1
--,1195,GI(E) 1-1421,บริษัท เอ็มไพร์ บาร์มิลล์ จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1196,GI(E) 1-1422,บริษัท อู่เสรีชัย จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1197,GI(E) 1-1423,บริษัท อัลฟาคาสท์ จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1198,GI(E) 1-1424,บริษัท ทวีชัยอุตสาหกรรมเหล็ก จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1199,GI(E) 1-1425,บริษัท ซัมวอน โมลด์ (ไทยแลนด์) จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1200,GI(E) 1-1426,บริษัท ไท้เฮงการช่างและการหล่อ (1959) จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1201,GI(E) 1-1427,บริษัท ชลบุรีเมืองทอง จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1202,GI(E) 1-1428,บริษัท ทีเอ ออโตโมทีฟ พาร์ท (ประเทศไทย) จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1203,GI(E) 1-1429,บริษัท ฤทธา จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1204,GI(E) 1-1430,บริษัท ศรีไทยโมลด์ส จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1205,GI(E) 1-1431,บริษัท ฟูห์เรอร์ ไวร์ แอนด์ เคเบิ้ล จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1206,GI(E) 1-1432,บริษัท นวกาญจน์โลหะชลบุรี จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1207,GI(E) 1-1433,บริษัท ที.เอส.เค.เอนจิเนียริ่ง จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1208,GI(E) 1-1434,มานะแทรคเตอร์,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1209,GI(E) 1-1435,บริษัท โรงงาน ส.ส่งเสริม จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1210,GI(E) 1-1436,บริษัท เฮกวาง (ประเทศไทย) จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1211,GI(E) 1-1437,บริษัท ซีล คอนโทรล (ประเทศไทย) จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1212,GI(E) 1-1438,บริษัท ไทย ฟิวเจอร์ เอ็นเนอร์ยี จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1213,GI(E) 1-1439,บริษัท ซี ออน ท๊อป จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1214,GI(E) 1-1440,บริษัท ทะเลทอง แฟคตอรี่ จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1215,GI(E) 1-1441,บริษัท เทคแมน อิเล็คทรอนิคส์ (ประเทศไทย) จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1216,GI(E) 1-1442,บริษัท เพ็ญศิริ สตีล อินดัสตรีส์ จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1217,GI(E) 1-1443,บริษัท ไทย เอเทค โซลูชั่น จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1218,GI(E) 1-1444,บริษัท สหยูเนี่ยน จำกัด (มหาชน),2567,2567-01-25T00:00:00,ชลบุรี,1
--,1219,GI(E) 1-1445,บริษัท ชินเฮือง จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1220,GI(E) 1-1446,บริษัท ซีท โบ๊ต จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1221,GI(E) 1-1447,บริษัท ชลบุรี สเปเชียลสตีล กรุ๊ป จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1222,GI(E) 1-1448,บริษัท ชลบุรี สเปเชียล สตีล กรุ๊ป จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1223,GI(E) 1-1449,บริษัท ไทยออยล์ จำกัด (มหาชน),2567,2567-01-25T00:00:00,ชลบุรี,1
--,1224,GI(E) 1-1450,บริษัท อินดัสเตรียล วอเตอร์ รีซอร์ส แมนเนจเม้นท์ จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1225,GI(E) 1-1451,บริษัท ดองมิน (ไทยแลนด์) จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1226,GI(E) 1-1452,บริษัท ที.ดี.เค อินดัสเตรียล จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1227,GI(E) 1-1453,บริษัท ไทยคิวบิค เทคโนโลยี่ จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1228,GI(E) 1-1454,บริษัท ไทยอีสเทิร์น ไบโอ พาวเวอร์ จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1229,GI(E) 1-1455,บริษัท ไทยอีสเทิร์น ไบโอ พาวเวอร์ จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1230,GI(E) 1-1456,บริษัท ชินเฮือง จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1231,GI(E) 1-1457,บริษัท เทเลอร์ อินดัสตรี้ จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1232,GI(E) 1-1458,บริษัท ไทยออยล์ จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1233,GI(E) 1-1459,บริษัท แซม พรีซิชั่น (ประเทศไทย) จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1234,GI(E) 1-1460,บริษัท วีแคร์ โลจิสติกส์ จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1235,GI(E) 1-1461,บริษัท เฟมเอ็นจิเนียริ่ง จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1236,GI(E) 1-1462,อ่างกลกลึง,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1237,GI(E) 1-1463,สหพัฒนาการช่าง,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1238,GI(E) 1-1464,สมชายพานิช,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1239,GI(E) 1-1465,ประดิษฐ์การช่าง,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1240,GI(E) 1-1466,นำเจริญการช่าง,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1241,GI(E) 1-1467,บริษัท เจ้น ฟา อินดัสเทรียล จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1242,GI(E) 1-1468,บริษัท ไทยคอตตอน แมนูแฟคเตอร์ริ่ง จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1243,GI(E) 1-1469,บริษัท ฟู่ซุ่น สติ๊กเกอร์ จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1244,GI(E) 1-1470,บริษัท ไทยซีลีคอน แอ็คฮีชีฟเคมีคอล จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1245,GI(E) 1-1471,บริษัท สุขสมบูรณ์ น้ำมันปาล์ม จำกัด,2567,2567-01-25T00:00:00,ชลบุรี,1
--,1246,GI(E) 1-1472,บริษัท แคชชวล โฮม (ไทยแลนด์) จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1247,GI(E) 1-1473,บริษัท มอลเท็น เอเซีย โพลิเมอร์ โปรดักส์ จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1248,GI(E) 1-1474,อู่สมชายการช่าง,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1249,GI(E) 1-1475,บริษัท ไทย ซิง ไฮโดรคาร์บอน จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1250,GI(E) 1-1476,โรงงานคอนกรีตผสมเสร็จหนองใหญ่,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1251,GI(E) 1-1477,โรงงานคอนกรีตผสมเสร็จบ้านบึง,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1252,GI(E) 1-1478,นายสมชาย ทรัพย์พิพัฒนา,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1253,GI(E) 1-1479,บริษัท อาซาฮี จีเก็น แมนูแฟคเจอริ่ง จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1254,GI(E) 1-1480,บริษัท โรงน้ำแข็งเทพภูธร จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1255,GI(E) 1-1482,บริษัท หนองใหญ่คอนกรีต จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1256,GI(E) 1-1483,บ้านบึงการช่าง,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1257,GI(E) 1-1484,โอฬารน้ำแข็งหลอด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1258,GI(E) 1-1485,บริษัท แซนด์ซอร์ จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1259,GI(E) 1-1486,บริษัท ซี เอ็ม เอช (ประเทศไทย) จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1260,GI(E) 1-1487,นายคมกฤช ฉลอง,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1261,GI(E) 1-1488,โกเฮงชลบุรี,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1262,GI(E) 1-1489,นายเอกพงศ์ ทองเปี่ยม,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1263,GI(E) 1-1490,บริษัท พีเค 168 ซัพพลาย จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1264,GI(E) 1-1491,อนันต์การช่าง,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1265,GI(E) 1-1492,บริษัท เค มูน ทอย จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1266,GI(E) 1-1493,บริษัท นัน รีไซเคิล จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1267,GI(E) 1-1494,อมรการช่าง,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1268,GI(E) 1-1495,อู่เวชสวรรค์การาจ,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1269,GI(E) 1-1496,บริษัท ณฐาภพ จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1270,GI(E) 1-1497,บริษัท ซินิเมจ แมคแคนิคอล จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1271,GI(E) 1-1498,บริษัท ซีโนแพ็ค จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1272,GI(E) 1-1508,บริษัท เอวีโอ เทอร์โบเวิร์ลด เอเซีย จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1273,GI(E) 1-1524,บริษัท ศรีรัตน์ แพ็คกิ้ง (1998) จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1274,GI(E) 1-1559,บริษัท เพทราเคม (ประเทศไทย) จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1275,GI(E) 1-1560,บริษัท วีแอล เน็ตเวอร์ค 1996 จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1276,GI(E) 1-1561,บริษัท อู่ ส.ทวีชัย จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1277,GI(E) 1-1562,ห้างหุ้นส่วนจำกัด ชลบุรี แอสฟัลท์ติกคอนกรีต,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1278,GI(E) 1-1564,บริษัท โรงน้ำแข็งเทพภูธร จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1279,GI(E) 1-1565,บริษัท โคโทบูกิ เทค (ไทยแลนด์) จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1280,GI(E) 1-1573,บริษัท โตโยต้า อินเตอร์ยนต์ชลบุรี (1999) จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1281,GI(E) 1-1582,บริษัท ศรีฆเณศ อินเตอร์วู้ด จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1282,GI(E) 1-1585,บริษัท เอฟ อาร์ พี โปรดักส์ จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1283,GI(E) 1-1593,บริษัท พนมกรณ์ เมทัล จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1284,GI(E) 1-1594,บริษัท เฮง เฮง เฮง พลาสติก จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1285,GI(E) 1-1595,บริษัท พีเค พลัส พลาสติก จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1286,GI(E) 1-1596,บริษัท เค.เอส.มาสเตอร์ จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1287,GI(E) 1-1597,บริษัท โจเซฟ เทรดดิ้ง(1997) จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1288,GI(E) 1-1598,บริษัท อินเตอร์ชล จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1289,GI(E) 1-1599,บริษัท จี เอส อีเลคทรอนิคส์ เมทัล จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1290,GI(E) 1-1600,บริษัท เวสต์ แอ็บโซลูท จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1291,GI(E) 1-1601,นายสิทธิพงษ์ สุรกุล,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1292,GI(E) 1-1602,บริษัท แอล.อาร์.ซี ไทยเมททอล จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1293,GI(E) 1-1603,บริษัท แอดเทค ดีไวซ์เซส (ประเทศไทย) จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1294,GI(E) 1-1604,บริษัท ไทย จิ้น เจ๋อ เซอร์เฟส ทรีสเม้นท์ จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1295,GI(E) 1-1605,บริษัท ภัควสุพันธ์ (หนึ่ง ซีฟู้ด) จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1296,GI(E) 1-1606,นายเอกพงษ์ พฤกษ์เพิ่มพูล,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1297,GI(E) 1-1607,นายประทีป ฉัตรรัตนวุฒิ,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1298,GI(E) 1-1608,นางสาวสลิษา คงอยู่,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1299,GI(E) 1-1609,นายเดชา วิจิตรธนสกุล,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1300,GI(E) 1-1610,บริษัท เตชะมา ชลบุรี จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1301,GI(E) 1-1611,บริษัท ทองคำบรรจง จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1302,GI(E) 1-1612,บริษัท เตชะมา ชลบุรี จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1303,GI(E) 1-1613,บริษัท เอฟพีที พลาสติก อินดัสตรี จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1304,GI(E) 1-1614,บริษัท เตชะมา ชลบุรี จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1305,GI(E) 1-1615,นายบุญธรรม ภารดี,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1306,GI(E) 1-1616,ห้างหุ้นส่วนจำกัด จักรินทร์ เซอร์วิส,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1307,GI(E) 1-1617,บริษัท โอเซกิ แอนด์ โรสวูด จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1308,GI(E) 1-1618,บริษัท ฟอร์มิ่ง โปร จำกัด,2567,2567-01-26T00:00:00,ชลบุรี,1
--,1309,GI(E) 1-1619,นายมงคล สว่างวงศ์,2567,2567-01-26T00:00:00,ชลบุรี,1
