ประกอบกิจการ,อำเภอ,รหัสประเภท,ประเภทโรงงาน,ถนน,ซอย,FID,เงินทุนรวม(ล้านบาท),คนงานรวม,จังหวัด,หมู่,เลขที่,แรงม้า,ปีที่อนุญาต,ตำบล,เลขทะเบียนโรงงานเดิม,ผู้ประกอบการ,_id,ชื่อโรงงาน,จำพวก,รหัสไปรษณีย์
ทำมันเส้น,สีคิ้ว,906,การปอกหัวพืช หรือทำหัวพืชให้เป็นเส้น แว่น หรือแท่ง,สีคิ้ว-ชัยภูมิ,บ้านใหม่ กม.9,20300000000000,2.072,5,นครราชสีมา,11,85,50.27,2563,กุดน้อย,จ2-9(6)-4/63นม,นายพรชัย วรสุนทร,421,นายพรชัย วรสุนทร,2,30140
ทำมันเส้น,ด่านขุนทด,906,การปอกหัวพืช หรือทำหัวพืชให้เป็นเส้น แว่น หรือแท่ง,ด่านขุนทด-หนองแวง,-,20300000000000,1,3,นครราชสีมา,2,NULL,56,2563,ด่านขุนทด,จ2-9(6)-5/63นม,บริษัท ที วาย เอ็น ทรานสปอร์ต จำกัด,422,บริษัท ที วาย เอ็น ทรานสปอร์ต จำกัด,2,30210
ทำผลิตภัณฑ์โลหะสำเร็จรูปด้วยการชุบและเครื่องใช้จากโลหะ,โนนไทย,6410,การทำผลิตภัณฑ์โลหะสำเร็จรูปด้วยวิธีเคลือบ หรือลงรัก (Enamelling japanning or lacquering),โนนไทย-หนองสรวง,-,20300000000000,0.7,15,นครราชสีมา,2,59,57.15,2563,สำโรง,จ2-64(10)-4/63นม,นายศุภวัฒน์ คำสันเทียะ,423,นายศุภวัฒน์ คำสันเทียะ,2,30220
ผลิตแผ่นเหล็ก,เมืองนครราชสีมา,6302,การทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร,มิตรภาพ-หนองคาย,-,20300000000000,7,16,นครราชสีมา,8,333/1,50.5,2563,จอหอ,จ2-63(2)-41/63นม,บริษัท เซ็นทรัล เม็ททอลชีท จำกัด,424,บริษัท เซ็นทรัล เม็ททอลชีท จำกัด,2,30310
ผลิตท่อคอนกรีต,สีคิ้ว,5801,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,-,-,20300000000000,2.8,8,นครราชสีมา,14,-,53.5,2563,ลาดบัวขาว,จ2-58(1)-53/63นม,บริษัท ธนธารคอนกรีต จำกัด,425,บริษัท ธนธารคอนกรีต จำกัด,2,30340
ผลิตหลังคาเหล็กเมทัลชีท,โชคชัย,6302,การทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร,NULL,NULL,20300000000000,3.045,5,นครราชสีมา,10,168,74.25,2563,โชคชัย,จ2-63(2)-46/63นม,บริษัท มา กระโทก หลังคาเหล็ก จำกัด,426,บริษัท มา กระโทก หลังคาเหล็ก จำกัด,2,30190
"ทำกุนเชียง, หมูหยอง, แหนม, หมูแผ่น",ปากช่อง,403,การทำผลิตภัณฑ์อาหารสำเร็จรูปจากเนื้อสัตว์ มันสัตว์ หนังสัตว์ หรือสารที่สกัดจากไขสัตว์,เทศบาล 26, ,20300000000000,7,7,นครราชสีมา,-,46065,65.5,2563,ปากช่อง,จ2-4(3)-10/63นม,นายเอกพงศ์ ไกรพร,427,นายเอกพงศ์ ไกรพร,2,30130
"ทำผลิตภัณฑ์จากโลหะและพลาสติก เช่น Aluminum Bolt-nut, Plastic Extrude Profile เป็นต้น",พิมาย,6406,การทำขดสปริงเหล็ก สลัก แป้นเกลียว วงแหวน หมุดย้ำ หรือหลอดชนิดพับได้,NULL,NULL,20300000000000,42,10,นครราชสีมา,6,302,56,2563,ในเมือง,จ2-64(6)-1/63นม,บริษัท อลูเทรด จำกัด,428,บริษัท อลูเทรด จำกัด,2,30110
เย็บกระเป๋าผ้า,พิมาย,2801,การตัดหรือเย็บเครื่องนุ่งห่ม เข็มขัด ผ้าเช็ดหน้า ผ้าพันคอ เนกไท หูกระต่าย  ปลอกแขน ถุงมือ,NULL,NULL,20300000000000,7.5,58,นครราชสีมา,5,203,15.08,2563,ในเมือง,จ2-28(1)-11/63นม,ห้างหุ้นส่วนจำกัด เอแอนด์ที เมคเกอร์,429,ห้างหุ้นส่วนจำกัด เอแอนด์ที เมคเกอร์,2,30110
ทำผลิตภัณฑ์คอนกรีต เช่น อิฐบล๊อก,ปากช่อง,5801,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,นิคมลำตะคอง,NULL,20300000000000,2.3,15,นครราชสีมา,19,582,54,2563,หนองสาหร่าย,จ2-58(1)-60/63นม,ห้างหุ้นส่วนจำกัด รุ่งวัฒนา ซีเมนต์บล็อค,430,รุ่งวัฒนา,2,30130
ผลิตคอนกรีผสมเสร็จ,ปากช่อง,5801,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,มิตรภาพ,-,20300000000000,2.42,11,นครราชสีมา,0, ,69.04,2563,ปากช่อง,จ2-58(1)-61/63นม,บริษัท แพลนเนทคอนกรีต จำกัด,431,บริษัท พารวยคอนกรีตปากช่อง 2545 จำกัด,2,30130
สีข้าว,อรัญประเทศ,901,การสี ฝัด หรือขัดข้าว,NULL,NULL,20300000000000,0.95,4,สระแก้ว,2,NULL,50,2560,หันทราย,จ2-9(1)-2/60สก,นางพูนทรัพย์ เทียบสิงห์,432,พูนทรัพย์ ค้าข้าว,2,27120
ทำผลิตภัณฑ์จากคอนกรีตเช่น ท่อ อิฐบล็อก เสา,วังน้ำเย็น,5801,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,NULL,NULL,20300000000000,1.1,8,สระแก้ว,16,35,57,2564,คลองหินปูน,จ2-58(1)-111/64สก,นายสิทธิชัย กุมพล,433,นายสิทธิชัย กุมพล,2,27210
สีข้าว,เมืองสระแก้ว,901,การสี ฝัด หรือขัดข้าว,NULL,NULL,20300000000000,0.405,4,สระแก้ว,1,246,55,2564,สระขวัญ,จ2-9(1)-44/64สก,สหกรณ์การเกษตรเมืองสระแก้ว จำกัด,434,สหกรณ์การเกษตรเมืองสระแก้ว จำกัด,2,27000
กลึง เจาะ คว้าน ไส เจียร เชื่อมโลหะตัดพับ หรือม้วนโลหะ และทำถังน้ำจากโลหะ,เมืองสระแก้ว,6401,การทำภาชนะบรรจุ,NULL,NULL,20300000000000,0.1659,6,สระแก้ว,10,109,74,2564,หนองบอน,จ2-64(1)-12/64สก,ห้างหุ้นส่วนจำกัด ช.เด่นนิยม บาดาล,435,ห้างหุ้นส่วนจำกัด ช.เด่นนิยม บาดาล,2,27000
