จำนวน,_id,ปี,อำเภอ,หน่วย
163,1,2568,เมืองนครปฐม,บ่อ
119,2,2568,กำแพงแสน,บ่อ
81,3,2568,นครชัยศรี,บ่อ
43,4,2568,ดอนตูม,บ่อ
129,5,2568,บางเลน,บ่อ
263,6,2568,สามพราน,บ่อ
14,7,2568,พุทธมณฑล,บ่อ
