ไม่ระบุ,รวม,CNG-ดีเซล-ไฟฟ้า,LPG-ดีเซล-ไฟฟ้า,ดีเซล,LPGและดีเซล,CNG-LPG-ดีเซล,CNG-LPG-เบนซิน,ดีเซล-ไฟฟ้า,CNG,ก๊าซ LPG,LPGและเบนซิน,LPG-เบนซิน-ไฟฟ้า,เบนซิน-เอทานอล,CNG-LPG,CNG-เบนซิน,เบนซิน,ไม่ใช้เชื้อเพลิง,_id,เบนซิน-E20,ไฟฟ้า,เบนซิน-ไฟฟ้า,CNG-ดีเซล,CNG-เบนซิน-ไฟฟ้า
0.0,22772,0.0,0.0,1594,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,5,21074,51,1,0.0,3,43,0.0,0.0
0.0,22557,0.0,0.0,1434,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,2,21074,0,2,0.0,3,43,0.0,0.0
0.0,1596,0.0,0.0,494,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1084,0,3,0.0,0,18,0.0,0.0
0.0,23,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,4,0.0,0,0,0.0,0.0
0.0,904,0.0,0.0,882,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,2,19,0,5,0.0,0,0,0.0,0.0
0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,6,0.0,0,0,0.0,0.0
0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,7,0.0,0,0,0.0,0.0
0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,8,0.0,0,0,0.0,0.0
0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,9,0.0,0,0,0.0,0.0
0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,10,0.0,0,0,0.0,0.0
0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,11,0.0,0,0,0.0,0.0
0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,12,0.0,0,0,0.0,0.0
0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,13,0.0,0,0,0.0,0.0
0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,14,0.0,0,0,0.0,0.0
0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,15,0.0,0,0,0.0,0.0
0.0,19998,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,19970,0,16,0.0,3,25,0.0,0.0
0.0,28,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,17,0.0,0,0,0.0,0.0
0.0,7,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,18,0.0,0,0,0.0,0.0
0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,19,0.0,0,0,0.0,0.0
0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,20,0.0,0,0,0.0,0.0
