ไม่ระบุ,รวม,CNG-ดีเซล-ไฟฟ้า,LPG-ดีเซล-ไฟฟ้า,ดีเซล,LPGและดีเซล,CNG-LPG-ดีเซล,CNG-LPG-เบนซิน,ดีเซล-ไฟฟ้า,CNG,ก๊าซ LPG,LPGและเบนซิน,LPG-เบนซิน-ไฟฟ้า,เบนซิน-เอทานอล,CNG-LPG,CNG-เบนซิน,เบนซิน,ไม่ใช้เชื้อเพลิง,_id,เบนซิน-E20,ไฟฟ้า,เบนซิน-ไฟฟ้า,CNG-ดีเซล,CNG-เบนซิน-ไฟฟ้า
0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,0,21,0.0,0,0,0.0,0.0
0.0,215,0.0,0.0,160,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,3,0,51,22,0.0,0,0,0.0,0.0
0.0,26,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,3,0,0,23,0.0,0,0,0.0,0.0
0.0,3,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,24,0.0,0,0,0.0,0.0
0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,25,0.0,0,0,0.0,0.0
0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,26,0.0,0,0,0.0,0.0
0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,27,0.0,0,0,0.0,0.0
0.0,2,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,28,0.0,0,0,0.0,0.0
0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,29,0.0,0,0,0.0,0.0
0.0,20,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,3,0,0,30,0.0,0,0,0.0,0.0
0.0,20,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,3,0,0,31,0.0,0,0,0.0,0.0
0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,32,0.0,0,0,0.0,0.0
0.0,3,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,33,0.0,0,0,0.0,0.0
0.0,3,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,34,0.0,0,0,0.0,0.0
0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,35,0.0,0,0,0.0,0.0
0.0,189,0.0,0.0,138,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,51,36,0.0,0,0,0.0,0.0
0.0,13,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,6,37,0.0,0,0,0.0,0.0
0.0,13,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,6,38,0.0,0,0,0.0,0.0
0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,39,0.0,0,0,0.0,0.0
0.0,176,0.0,0.0,131,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,45,40,0.0,0,0,0.0,0.0
0.0,176,0.0,0.0,131,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,45,41,0.0,0,0,0.0,0.0
0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,42,0.0,0,0,0.0,0.0
0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,43,0.0,0,0,0.0,0.0
