VALUE,SOURCE,_id,UNIT,YEAR
34.29,สำนักงานสถิติแห่งชาติ,1,ร้อยละ,2563
34.51,สำนักงานสถิติแห่งชาติ,2,ร้อยละ,2564
35.62,สำนักงานสถิติแห่งชาติ,3,ร้อยละ,2565
35.32,สำนักงานสถิติแห่งชาติ,4,ร้อยละ,2566
33.81,สำนักงานสถิติแห่งชาติ,5,ร้อยละ,2567
34.37,สำนักงานสถิติแห่งชาติ,6,ร้อยละ,2568
