จำนวน,_id,ปี,เพศ,ปัญหา,จังหวัด,ประเภทแรงงาน,หน่วย
4270,2073,2562,ชาย,ไม่ทราบ,ฉะเชิงเทรา,แรงงานนอกระบบ,คน
2376,2074,2562,หญิง,ค่าตอบแทน,ฉะเชิงเทรา,แรงงานนอกระบบ,คน
2993,2075,2562,หญิง,งานหนัก,ฉะเชิงเทรา,แรงงานนอกระบบ,คน
4848,2076,2562,หญิง,งานไม่ต่อเนื่อง,ฉะเชิงเทรา,แรงงานนอกระบบ,คน
232,2077,2562,หญิง,ไม่มีวันหยุด,ฉะเชิงเทรา,แรงงานนอกระบบ,คน
343,2078,2562,หญิง,ไม่มีสวัสดิการ,ฉะเชิงเทรา,แรงงานนอกระบบ,คน
2898,2079,2562,หญิง,ไม่ทราบ,ฉะเชิงเทรา,แรงงานนอกระบบ,คน
13710,2080,2562,ชาย,ค่าตอบแทน,ปราจีนบุรี,แรงงานในระบบ,คน
3801,2081,2562,ชาย,งานหนัก,ปราจีนบุรี,แรงงานในระบบ,คน
363,2082,2562,ชาย,ทำงานไม่ตรงเวลาปกติ,ปราจีนบุรี,แรงงานในระบบ,คน
776,2083,2562,ชาย,งานไม่ต่อเนื่อง,ปราจีนบุรี,แรงงานในระบบ,คน
747,2084,2562,ชาย,ชั่วโมงทำงานมากเกินไป,ปราจีนบุรี,แรงงานในระบบ,คน
99,2085,2562,ชาย,ลาพักผ่อนไม่ได้,ปราจีนบุรี,แรงงานในระบบ,คน
650,2086,2562,ชาย,ไม่มีสวัสดิการ,ปราจีนบุรี,แรงงานในระบบ,คน
2828,2087,2562,ชาย,ไม่ทราบ,ปราจีนบุรี,แรงงานในระบบ,คน
10654,2088,2562,หญิง,ค่าตอบแทน,ปราจีนบุรี,แรงงานในระบบ,คน
805,2089,2562,หญิง,งานหนัก,ปราจีนบุรี,แรงงานในระบบ,คน
460,2090,2562,หญิง,งานไม่ต่อเนื่อง,ปราจีนบุรี,แรงงานในระบบ,คน
67,2091,2562,หญิง,ไม่มีวันหยุด,ปราจีนบุรี,แรงงานในระบบ,คน
2426,2092,2562,หญิง,ไม่ทราบ,ปราจีนบุรี,แรงงานในระบบ,คน
4640,2093,2562,ชาย,ค่าตอบแทน,ปราจีนบุรี,แรงงานนอกระบบ,คน
3683,2094,2562,ชาย,งานหนัก,ปราจีนบุรี,แรงงานนอกระบบ,คน
3686,2095,2562,ชาย,งานไม่ต่อเนื่อง,ปราจีนบุรี,แรงงานนอกระบบ,คน
96,2096,2562,ชาย,ไม่มีวันหยุด,ปราจีนบุรี,แรงงานนอกระบบ,คน
2440,2097,2562,ชาย,ไม่มีสวัสดิการ,ปราจีนบุรี,แรงงานนอกระบบ,คน
1150,2098,2562,ชาย,ไม่ทราบ,ปราจีนบุรี,แรงงานนอกระบบ,คน
5119,2099,2562,หญิง,ค่าตอบแทน,ปราจีนบุรี,แรงงานนอกระบบ,คน
933,2100,2562,หญิง,งานหนัก,ปราจีนบุรี,แรงงานนอกระบบ,คน
3519,2101,2562,หญิง,งานไม่ต่อเนื่อง,ปราจีนบุรี,แรงงานนอกระบบ,คน
256,2102,2562,หญิง,ไม่มีวันหยุด,ปราจีนบุรี,แรงงานนอกระบบ,คน
949,2103,2562,หญิง,ไม่มีสวัสดิการ,ปราจีนบุรี,แรงงานนอกระบบ,คน
332,2104,2562,หญิง,ไม่ทราบ,ปราจีนบุรี,แรงงานนอกระบบ,คน
2144,2105,2562,ชาย,ค่าตอบแทน,นครนายก,แรงงานในระบบ,คน
64,2106,2562,ชาย,งานหนัก,นครนายก,แรงงานในระบบ,คน
314,2107,2562,ชาย,ทำงานไม่ตรงเวลาปกติ,นครนายก,แรงงานในระบบ,คน
21,2108,2562,ชาย,งานไม่ต่อเนื่อง,นครนายก,แรงงานในระบบ,คน
23,2109,2562,ชาย,ลาพักผ่อนไม่ได้,นครนายก,แรงงานในระบบ,คน
3115,2110,2562,หญิง,ค่าตอบแทน,นครนายก,แรงงานในระบบ,คน
314,2111,2562,หญิง,งานหนัก,นครนายก,แรงงานในระบบ,คน
28,2112,2562,หญิง,งานไม่ต่อเนื่อง,นครนายก,แรงงานในระบบ,คน
202,2113,2562,หญิง,ลาพักผ่อนไม่ได้,นครนายก,แรงงานในระบบ,คน
27,2114,2562,หญิง,ไม่มีสวัสดิการ,นครนายก,แรงงานในระบบ,คน
15,2115,2562,หญิง,ไม่ทราบ,นครนายก,แรงงานในระบบ,คน
2180,2116,2562,ชาย,ค่าตอบแทน,นครนายก,แรงงานนอกระบบ,คน
1957,2117,2562,ชาย,งานหนัก,นครนายก,แรงงานนอกระบบ,คน
3675,2118,2562,ชาย,งานไม่ต่อเนื่อง,นครนายก,แรงงานนอกระบบ,คน
146,2119,2562,ชาย,ลาพักผ่อนไม่ได้,นครนายก,แรงงานนอกระบบ,คน
209,2120,2562,ชาย,ไม่มีสวัสดิการ,นครนายก,แรงงานนอกระบบ,คน
1516,2121,2562,หญิง,ค่าตอบแทน,นครนายก,แรงงานนอกระบบ,คน
400,2122,2562,หญิง,งานหนัก,นครนายก,แรงงานนอกระบบ,คน
776,2123,2562,หญิง,งานไม่ต่อเนื่อง,นครนายก,แรงงานนอกระบบ,คน
175,2124,2562,หญิง,ลาพักผ่อนไม่ได้,นครนายก,แรงงานนอกระบบ,คน
23,2125,2562,หญิง,ไม่มีสวัสดิการ,นครนายก,แรงงานนอกระบบ,คน
1217,2126,2562,ชาย,ค่าตอบแทน,สระแก้ว,แรงงานในระบบ,คน
1391,2127,2562,ชาย,งานหนัก,สระแก้ว,แรงงานในระบบ,คน
113,2128,2562,ชาย,ทำงานไม่ตรงเวลาปกติ,สระแก้ว,แรงงานในระบบ,คน
2121,2129,2562,ชาย,งานไม่ต่อเนื่อง,สระแก้ว,แรงงานในระบบ,คน
809,2130,2562,ชาย,ไม่มีวันหยุด,สระแก้ว,แรงงานในระบบ,คน
135,2131,2562,ชาย,ไม่มีสวัสดิการ,สระแก้ว,แรงงานในระบบ,คน
315,2132,2562,หญิง,ค่าตอบแทน,สระแก้ว,แรงงานในระบบ,คน
1710,2133,2562,หญิง,งานหนัก,สระแก้ว,แรงงานในระบบ,คน
474,2134,2562,หญิง,งานไม่ต่อเนื่อง,สระแก้ว,แรงงานในระบบ,คน
252,2135,2562,หญิง,ไม่มีสวัสดิการ,สระแก้ว,แรงงานในระบบ,คน
1690,2136,2562,ชาย,ค่าตอบแทน,สระแก้ว,แรงงานนอกระบบ,คน
1298,2137,2562,ชาย,งานหนัก,สระแก้ว,แรงงานนอกระบบ,คน
