VALUE,SOURCE,_id,UNIT,YEAR
76.3,สำนักงานสถิติแห่งชาติ,1,พันคน,2563
67.14,สำนักงานสถิติแห่งชาติ,2,พันคน,2564
70.23,สำนักงานสถิติแห่งชาติ,3,พันคน,2565
64.83,สำนักงานสถิติแห่งชาติ,4,พันคน,2566
49.86,สำนักงานสถิติแห่งชาติ,5,พันคน,2567
49.9,สำนักงานสถิติแห่งชาติ,6,พันคน,2568
