เดือน,จำนวน,_id,ปี พ.ศ.,ประเภทรถ,ประเภทกฏหมาย
ตุลาคม,47998,1,2566,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
ตุลาคม,1512,2,2566,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ตุลาคม,11703,3,2566,รย. 3 รถยนต์บรรทุกส่วนบุคคล,รถยนต์
ตุลาคม,36,4,2566,รย. 4 รถยนต์สามล้อส่วนบุคคล,รถยนต์
ตุลาคม,196,5,2566,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ตุลาคม,62,6,2566,รย. 8 รถยนต์รับจ้างสามล้อ,รถยนต์
ตุลาคม,42,7,2566,รย. 9 รถยนต์บริการธุรกิจ,รถยนต์
ตุลาคม,59,8,2566,รย. 10 รถยนต์บริการทัศนาจร,รถยนต์
ตุลาคม,153980,9,2566,รย. 12 รถจักรยานยนต์,รถยนต์
ตุลาคม,3633,10,2566,รย. 13 รถแทร็กเตอร์,รถยนต์
ตุลาคม,60,11,2566,รย. 14 รถบดถนน,รถยนต์
ตุลาคม,19,12,2566,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ตุลาคม,106,13,2566,รย. 16 รถพ่วง,รถยนต์
ตุลาคม,74,14,2566,รย. 17 รถจักรยานยนต์สาธารณะ,รถยนต์
ตุลาคม,146,15,2566,รถโดยสารประจำทาง,รถขนส่ง
ตุลาคม,561,16,2566,รถโดยสารไม่ประจำทาง,รถขนส่ง
ตุลาคม,51,17,2566,รถโดยสารส่วนบุคคล,รถขนส่ง
ตุลาคม,3300,18,2566,รถบรรทุกไม่ประจำทาง,รถขนส่ง
ตุลาคม,3131,19,2566,รถบรรทุกส่วนบุคคล,รถขนส่ง
