FROAD,FID,DISPFACREG,FAMPNAME,FPROVNAME,ONAME,FMOO,_id,FNAME,OBJECT,STATUS,Last_update,LNG,FADDR,LAT,FSOI,FTUMNAME
บางนา-ตราด,240600125332,ส3-74(3)-1/33ฉช,บางปะกง,ฉะเชิงเทรา,บริษัท โมเล็กซ์(ประเทศไทย) จำกัด,5,11,บริษัท โมเล็กซ์(ประเทศไทย) จำกัด,"ผลิตชุดต่อสายไฟ (CONNECTORS & CONNECTOR HARNESSES, LEAD WIRE OR JUMPING WIRE)",ดำเนินกิจการ,2023-04-18T21:00:05,101.00328,71/4,13.47569,NULL,ท่าข้าม
บางนา-ตราด,240500125333,ส3-64(1)-1/33ฉช,บางปะกง,ฉะเชิงเทรา,บริษัท สตาร์ แคนเนอรี่ จำกัด,5,12,บริษัท สตาร์ แคนเนอรี่ จำกัด,ผลิตกระป๋องหรือภาชนะบรรจุที่ทำจากโลหะ,ดำเนินกิจการ,2023-04-18T21:00:05,101.0165,75,13.47828,ทางเข้าโรงไฟฟ้าบางปะกง,ท่าข้าม
บางนา-ตราด กม.45,240000125346,ศ3-6(2)-1/34ฉช,บางปะกง,ฉะเชิงเทรา,บริษัท คิทเช่นส์ ออฟ ดิ โอเชี่ยนส์ (ประเทศไทย)จำกัด,12,13,บริษัท คิทเช่นส์ ออฟ ดิ โอเชี่ยนส์ (ประเทศไทย)จำกัด,ผลิตอาหารกึ่งสำเร็จรูปแช่แข็ง,ดำเนินกิจการ,2023-04-18T21:00:05,100.97483,49/4,13.5175,-,บางปะกง
ฉะเชิงเทรา-พนมสารคาม,10240000225268,3-9(1)-2/26ฉช,บางคล้า,ฉะเชิงเทรา,บริษัท โรงสีนาทองพืชผล จำกัด,5,14,บริษัท โรงสีนาทองพืชผล จำกัด,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 90 เกวียน/วัน ขยายส่วนการสีข้าวนึ่ง กำลังสีสุงสุด 50 เกวียน/วัน รวมกับของเดิมเป็น 140 เกวียน/วัน,ดำเนินกิจการ,2023-04-18T21:00:05,101.17799,2/1,13.66625,-,เสม็ดเหนือ
กรไฟฟ้าฝ่ายผลิตบางปะกง,10240100325349,3-58(1)-3/34ฉช,บางปะกง,ฉะเชิงเทรา,บริษัท กรุงเทพซีเมนต์ จำกัด,5,15,บริษัท กรุงเทพซีเมนต์ จำกัด,ทำกระเบื้องคอนกรีตมุงหลังคา,ดำเนินกิจการ,2023-04-18T21:00:05,101.01598,84,13.47723,NULL,ท่าข้าม
ทางเข้าโรงไฟฟ้าบางปะกง,240500125341,ส3-53(1)-1/34ฉช,บางปะกง,ฉะเชิงเทรา,บริษัท คอมมิวเวล เอ็นเตอร์ไพรส (ไทยแลนด์) จำกัด,5,16,บริษัท คอมมิวเวล เอ็นเตอร์ไพรส (ไทยแลนด์) จำกัด,ผลิตชิ้นส่วนโลหะและพลาสติกสำหรับไมโครโฟน เครื่องรับโทรทัศน์ จักรเย็บผ้า เครื่องดูดฝุ่นและขวดนม,ดำเนินกิจการ,2023-04-18T21:00:05,101.01512,78/19,13.4744,NULL,ท่าข้าม
บางนา-ตราด กม.ที่ 52,240400125342,ส3-52(4)-1/34ฉช,บางปะกง,ฉะเชิงเทรา,บริษัท เมสัน อินดัสทรีส์ จำกัด,5,17,บริษัท เมสัน อินดัสทรีส์ จำกัด,ผลิตผลิตภัณฑ์ยางจากยางธรรมชาติ (ยางกันสะเทือนต่าง ๆ),ดำเนินกิจการ,2023-04-18T21:00:05,101.00229,71/2,13.47502,NULL,ท่าข้าม
บางนา-ตราด กม.52-53,240000225328,ส3-72-2/32ฉช,บางปะกง,ฉะเชิงเทรา,บริษัท แอลเอ็น ศรีไทย คอม จำกัด,5,18,บริษัท แอลเอ็น ศรีไทย คอม จำกัด,ผลิตเครื่องรับโทรศัพท์ และชิ้นส่วนของเครื่องรับโทรศัพท์,ดำเนินกิจการ,2023-04-18T21:00:05,101.00435,71/12,13.47452,NULL,ท่าข้าม
ทางเข้าการไฟฟ้า ฝ่ายผลิตบางปะกง,10241100125341,3-77(2)-1/34ฉช,บางปะกง,ฉะเชิงเทรา,บริษัท จีอาร์พี.ไทย อินดัสตรี จำกัด,6,19,บริษัท จีอาร์พี.ไทย อินดัสตรี จำกัด,ผลิตหลังคารถยนต์จากไฟเบอร์กลาส,ดำเนินกิจการ,2023-04-18T21:00:05,101.02384,7/14,13.48834,NULL,ท่าข้าม
บางนา-ตราด กม.38,10240000325340,3-22(1)-3/34ฉช,บางปะกง,ฉะเชิงเทรา,บริษัท ยูเนี่ยนสปินนิ่งมิลล์ จำกัด,5,20,บริษัท ยูเนี่ยนสปินนิ่งมิลล์ จำกัด,"ปั่นด้าย (จำนวนแกนปั่นด้าย 25,080 แกน)",ดำเนินกิจการ,2023-04-18T21:00:05,100.936911,99/6,13.570828,NULL,บางสมัคร
บางนา-ตราด,10240200125342,3-53(1)-1/34ฉช,บางปะกง,ฉะเชิงเทรา,บริษัท ไพโอเนียอินดัสเตรียล จำกัด,2,21,บริษัท ไพโอเนียอินดัสเตรียล จำกัด,ผลิตผลิตภัณฑ์พลาสติกและภาชนะพลาสติก,ดำเนินกิจการ,2023-04-18T21:00:05,100.9574,102,13.55017,NULL,บางวัว
สุขุมวิท,10240000125195,3-9(2)-1/19ฉช,บางปะกง,ฉะเชิงเทรา,บริษัท ไทยวา จำกัด (มหาชน),3,22,บริษัท ไทยวา จำกัด (มหาชน),ผลิตแป้งมันสำปะหลัง,ดำเนินกิจการ,2023-04-18T21:00:05,100.99804,76,13.48329,-,ท่าข้าม
บางคล้า-แปลงยาว,10240000125138,3-64(13)-1/13ฉช,บางคล้า,ฉะเชิงเทรา,นายฉัตรชัย เจียรสุวรรณ,NULL,23,โชคไพบูลย์,กลึงโลหะและแก้ซ่อมเครื่องยนต์ ผลิตรถไถนาขนาดเล็กชนิดเดินตาม,ดำเนินกิจการ,2023-04-18T21:00:05,101.20683,6-12,13.72117,-,บางคล้า
NULL,10220000125239,3-15(2)-1/23จบ,แหลมสิงห์,จันทบุรี,ห้างหุ้นส่วนจำกัด สงวนสินปลาป่น,4,24,สงวนสิน,ทำปลาป่น,ดำเนินกิจการ,2023-04-18T21:00:05,102.12728,61,12.41667,NULL,เกาะเปริด
สุวรรณศร,10270000125317,3-9(1)-1/31สก,เมืองสระแก้ว,สระแก้ว,นายพงษ์ศักดิ์ บูชารัตนชัย,0,25,โรงสีเม่งฮวด,สีข้าว ชนิดแยกแกลบแยกรำ (กำลังสีสูงสุดของร้านสีข้าว 20 เกวียน/วัน),ดำเนินกิจการ,2023-04-18T21:00:05,102.05119,13,13.83616,-,สระแก้ว
สายมีนบุรี-ฉะเชิงเทรา,240000125270,ส3-42(1)-1/27ฉช,บางน้ำเปรี้ยว,ฉะเชิงเทรา,บริษัท พิราปสทาช จำกัด,22,26,บริษัท พิราปสทาช จำกัด,ผลิตผลิตภัณฑ์เคมีสำหรับอุตสาหกรรมเยื่อกระดาษจากแป้งมันสำป,ดำเนินกิจการ,2023-04-18T21:00:05,100.97474,74,13.77269,NULL,ศาลาแดง
-,10240000325159,3-14-3/15ฉช,บางน้ำเปรี้ยว,ฉะเชิงเทรา,ห้างหุ้นส่วนจำกัด คลองเจ้ารุ่งเรืองผลิตน้ำแข็ง,16,27,ห้างหุ้นส่วนจำกัด คลองเจ้ารุ่งเรืองผลิตน้ำแข็ง,"ผลิตน้ำแข็งซอง กำลังการผลิตเพิ่มขึ้นวันละ 441 ซอง รวมเป็น 1,747 ซอง/วัน",ดำเนินกิจการ,2023-04-18T21:00:05,100.9583,60/1,13.78511,-,ศาลาแดง
สาย รพช.จันทบุรี,20220000225367,จ3-9(6)-2/36จบ,แก่งหางแมว,จันทบุรี,นายสุเทพ อิศรนาเวศ,3,28,NULL,ทำมันเส้น,ดำเนินกิจการ,2023-04-18T21:00:05,101.90111,115/15,12.98382,NULL,แก่งหางแมว
นายายอาม-หนองเจ็กสร้อย,20220100125376,จ3-52(3)-1/37จบ,แก่งหางแมว,จันทบุรี,บริษัท แกรนรับเบอร์ จำกัด,1,29,บริษัท แกรนด์รับเบอร์ จำกัด,รีด อบยางแผ่นผึ่งแห้ง,ดำเนินกิจการ,2023-04-18T21:00:05,101.83022,28/3,12.8591,NULL,แก่งหางแมว
สุวินทวงศ์,20240400125355,จ3-28(1)-1/35ฉช,บางน้ำเปรี้ยว,ฉะเชิงเทรา,บริษัท ธานรา จำกัด,20,30,บริษัท โชคธานี จำกัด,ตัดเย็บเสื้อผ้า,ดำเนินกิจการ,2023-04-18T21:00:05,100.95663,34/4,13.78628,NULL,ศาลาแดง
บางปะกง-ฉะเชิงเทรา,10240400225355,3-71-2/35ฉช,บางปะกง,ฉะเชิงเทรา,บริษัท เอกรัฐวิศวกรรม จำกัด (มหาชน),6,31,บริษัท เอกรัฐวิศวกรรม จำกัด (มหาชน),ผลิตชิ้นส่วนอุปกรณ์โลหะของหม้อแปลงไฟฟ้า เช่น ตัวถัง ฝาปิด,ดำเนินกิจการ,2023-04-18T21:00:05,100.98843,260,13.5478,NULL,ท่าสะอ้าน
บางนา-ตราด,10241100125358,3-77(1)-1/35ฉช,บางปะกง,ฉะเชิงเทรา,บริษัท ธนบุรีประกอบรถยนต์ จำกัด,5,32,บริษัท ธนบุรีประกอบรถยนต์ จำกัด,ต่อตัวถังรถบรรทุก รถโดยสาร และผลิตชิ้นส่วนอุปกรณ์ตัวถังรถยนต์ เช่น โครงหลังคา แผงข้างบังโคลน ผลิตตัวถังรถโดยสารได้เดือนละ 120 คัน รถบรรทุกได้เดือนละ 60 คัน,ดำเนินกิจการ,2023-04-18T21:00:05,101.00221,28,13.47865,NULL,ท่าข้าม
บางนา-ตราด (กม.ที่ 38),10241300125356,3-87(4)-1/35ฉช,บางปะกง,ฉะเชิงเทรา,บริษัท ยูเนี่ยนบัททึนคอร์ปอเรชั่น จำกัด, 5,33,บริษัท ยูเนี่ยนบัททึนคอร์ปอเรชั่น จำกัด,ผลิต กระดุมชนิดต่าง ๆ,ดำเนินกิจการ,2023-04-18T21:00:05,100.93637,99/10,13.56891,NULL,บางสมัคร
ทางเข้าโรงไฟฟ้าบางปะกง,10241200125357,3-78(2)-1/35ฉช,บางปะกง,ฉะเชิงเทรา,บริษัท ทิน เป่า อินดัสเตรียล จำกัด,6,34,บริษัท ทิน เป่า อินดัสเตรียล จำกัด,ผลิตบันไดรถจักรยานชนิดต่าง ๆ,หยุดชั่วคราว,2023-04-18T21:00:05,101.02152,NULL,13.48458,NULL,ท่าข้าม
บางนา-ตราด (กม.36),10240300125358,3-41(1)-1/35ฉช,บางปะกง,ฉะเชิงเทรา,บริษัท ไทยนิสเซ่ ลามิเนชั่น จำกัด,1,35,บริษัท ไทยนิสเซ่ ลามิเนชั่น จำกัด,"พิมพ์กระดาษ ซี.พี., โอ.พี.พี.อลูมิเนียม, อลูมิเนียมฟอยล์ และทำแม่พิมพ์โลหะ",ดำเนินกิจการ,2023-04-18T21:00:05,100.9208,53,13.56436,วัดสุคันธาราม,หอมศีล
NULL,10240200225357,3-63(2)-2/35ฉช,บางปะกง,ฉะเชิงเทรา,บริษัท โซคอนเอ็นจิเนียริ่ง จำกัด,4,36,บริษัท โซคอนเอ็นจิเนียริ่ง จำกัด,ทำโครงเหล็กสำหรับการก่อสร้าง กลึง เชื่อม ชิ้นส่วนและอุปกรณ์ของเครื่องจักร,ดำเนินกิจการ,2023-04-18T21:00:05,100.95878,65,13.63056,NULL,พิมพา
สุขุมวิท,10240000125351,3-2(5)-1/35ฉช,บางปะกง,ฉะเชิงเทรา,บริษัท แสงไทยบางปะกง จำกัด,1,37,บริษัท แสงไทยบางปะกง จำกัด,โกดังเก็บ และลำเลียงสินค้าผลิตภัณฑ์มันสำปะหลังอัดเม็ดลงเรือ,ดำเนินกิจการ,2023-04-18T21:00:05,101.000997,82,13.490708,NULL,บางปะกง
สุขุมวิท,10240000425355,3-2(5)-4/35ฉช,บางปะกง,ฉะเชิงเทรา,บริษัท แสงไทยบางปะกง จำกัด,1,38,บริษัท แสงไทยบางปะกง จำกัด,โกดังเก็บ และลำเลียงสินค้าผลิตภัณฑ์มันสำปะหลังอัดเม็ดลงเรือ,ดำเนินกิจการ,2023-04-18T21:00:05,101.00169,85,13.49067,NULL,บางปะกง
สุขุมวิท,20240300125364,จ3-60-1/36ฉช,บางปะกง,ฉะเชิงเทรา,ห้างหุ้นส่วนจำกัด ก.เจริญแวร์แอนด์สตีล,14,39,NULL,หล่อหลอมอลูมิเนียม เช่น เครื่องครัว,ดำเนินกิจการ,2023-04-18T21:00:05,100.96539,โฉนดเลขที่ 7316,13.49539,NULL,บางปะกง
NULL,20240200125365,จ3-58(1)-1/36ฉช,บางปะกง,ฉะเชิงเทรา,บริษัท ผลิตภัณฑ์และวัตถุก่อสร้าง จำกัด,1,40,บริษัท ปูนซิเมนต์ไทย (ท่าหลวง) จำกัด,ผลิตคอนกรีตผสมเสร็จ,ดำเนินกิจการ,2023-04-18T21:00:05,100.92084,40/1,13.56144,NULL,หอมศีล
บางนา-ตราด,10240000225342,3-54-2/34ฉช,บางปะกง,ฉะเชิงเทรา,บริษัท ล.ไลท์ติ้งกลาส จำกัด,5,41,บริษัท ล.ไลท์ติ้งกลาส จำกัด,"ผลิตหลอดแก้วสำหรับทำหลอดไฟฟ้า ได้เพิ่มขึ้นปีละ 7,947 ตัน",ดำเนินกิจการ,2023-04-18T21:00:05,101.0077,71/9,13.47703,NULL,ท่าข้าม
ทางเข้าโรงไฟฟ้าบางปะกง,10240100225358,3-59-2/35ฉช,บางปะกง,ฉะเชิงเทรา,บริษัท ธนอินเตอร์ จำกัด,5,42,บริษัท ธนอินเตอร์ จำกัด,ผลิตลวดเหล็กแรงดึงสูงสำหรับงานคอนกรีตอัดแรงชนิดเส้นเดี่ยว ได้ปีละ 30000 ตัน และชนิดตีเกลียว ได้ปีละ 18000 ตัน,ดำเนินกิจการ,2023-04-18T21:00:05,101.00332,79,13.47093,NULL,ท่าข้าม
เทศบาล 6,10240700125354,3-63(2)-1/35ฉช,บางปะกง,ฉะเชิงเทรา,บริษัท ดี ไปปิง ซิสเท็มส์(ไทยแลนด์) จำกัด,6,43,บริษัท ดี ไปปิง ซิสเท็มส์(ไทยแลนด์) จำกัด,ผลิตสายส่งสัญญาณโทรศัพท์ โทรทัศน์ และคอมพิวเตอร์ฯ,ดำเนินกิจการ,2023-04-18T21:00:05,101.02585,"59 , 59/8",13.48099,NULL,ท่าข้าม
บางนา-ตราด,240100125329,ส3-54-1/32ฉช,บางปะกง,ฉะเชิงเทรา,บริษัท กระจกลวดลายไทย จำกัด,5,44,บริษัท กระจกลวดลายไทย จำกัด,ผลิตกระจกแผ่นเรียบใสและสี,ดำเนินกิจการ,2023-04-18T21:00:05,101.00504,83,13.4706,-,ท่าข้าม
 ,10240000125377,3-59-1/37ฉช,บางปะกง,ฉะเชิงเทรา,บริษัท สหบางปะกงสตีล จำกัด, 14,45,บริษัท บางปะกงเชฟสตีล จำกัด,"ผลิตเหล็กรูปพรรณหน้าตัดต่าง ๆ เช่น เหล็กฉาก เหล็กรางน้ำ ได้ปีละ 60,000 ตัน",ดำเนินกิจการ,2023-04-18T21:00:05,100.96766,158,13.48658, ,บางปะกง
-,240000125379,ศ3-6(3)-1/37ฉช,บางปะกง,ฉะเชิงเทรา,บริษัท โคคา ฟู้ดส์ อินเตอร์เนชั่นแนล จำกัด,2,46,บริษัท โคคา ฟู้ดส์ อินเตอร์เนชั่นแนล จำกัด,ผลิตอาหารกึ่งสำเร็จรูป,ดำเนินกิจการ,2023-04-18T21:00:05,100.99701,35/1,13.57404,-,หนองจอก
สุขุมวิทสายเก่า,240200125351,ส3-40(1)-1/35ฉช,บางปะกง,ฉะเชิงเทรา,บริษัท ออโต้ บ๊อกซ์ จำกัด,14,47,บริษัท ออโต้ บ๊อกซ์ จำกัด,ผลิตแผ่นลูกฟูก และกล่องกระดาษลูกฟูก,ดำเนินกิจการ,2023-04-18T21:00:05,100.9771,163/3,13.50645,-,บางปะกง
-,240000125338,ส3-7(1)-1/33ฉช,บางปะกง,ฉะเชิงเทรา,บริษัท เอส.เอ็น.บี.ผลิตผลการเกษตร จำกัด,2,48,บริษัท เอส.เอ็น.บี ผลิตผลการเกษตร จำกัด,ผลิตน้ำมันจากผลิตผลการเกษตร (ผลิตน้ำมันรำดิบ),ดำเนินกิจการ,2023-04-18T21:00:05,100.95869,107/1,13.53828,-,บางสมัคร
-,230000125347,ศ3-14-1/34ตร,เมืองตราด,ตราด,บริษัท โรงน้ำแข็งท่าเรือจ้าง จำกัด,8,49,บริษัท โรงน้ำแข็งท่าเรือจ้าง จำกัด,ทำน้ำแข็ง ได้วัละ 896 ซอง,หยุดชั่วคราว,2023-04-18T21:00:05,102.49146,431/2,12.27392,-,วังกระแจะ
สุขุมวิท,10230000125162,3-14-1/16ตร,เมืองตราด,ตราด,นายเฉลิมพล โลหะคุปต์,2,50,โรงน้ำแข็งเฉลิมพล,ทำน้ำแข็งซองวันละ 774 ซอง,ดำเนินกิจการ,2023-04-18T21:00:05,102.50407,1/5,12.26272,NULL,วังกระแจะ
สุวรรณศร,10250000125319,3-8(1)-1/31ปจ,เมืองปราจีนบุรี,ปราจีนบุรี,บริษัท สหปราจีนบุรีอุตสาหกรรมอาหาร จำกัด,10,51,บริษัท สหปราจีนบุรีอุตสาหกรรมอาหาร จำกัด,ทำผักและผลไม้บรรจุกระป๋อง,ดำเนินกิจการ,2023-04-18T21:00:05,101.44286,195/1,14.13079,-,ดงขี้เหล็ก
สุวรรณศร,10270000125192,3-9(2)-1/19สก,เมืองสระแก้ว,สระแก้ว,บริษัท สระแก้วเจริญ จำกัด,4,52,บริษัท สระแก้วเจริญ จำกัด,ผลิตแป้งมันสำปะหลัง ได้ปีละ 24000 ตัน/ปี และผลิตพลังงานไฟฟ้า ขนาด 2.2 เมกกะวัตต์ รวมเป็น 3.7 เมกกะวัตต์,ดำเนินกิจการ,2023-04-18T21:00:05,101.927308,40,13.934925,-,บ้านแก้ง
 ,20270100125371,จ3-3(4)-1/37สก,เมืองสระแก้ว,สระแก้ว,นายศุภชัย ทรัพย์ทวีพูนผล,4,53,นายศุภชัย ทรัพย์ทวีพูนผล,ดูดทราย,ดำเนินกิจการ,2023-04-18T21:00:05,101.96758,NULL,13.93602,คลองพระปรง,บ้านแก้ง
NULL,20270100225379,จ3-3(4)-2/37สก,เมืองสระแก้ว,สระแก้ว,นายเทอดเกียรติ เขษมพันธ์,3,54,สระแก้ววัสดุก่อสร้าง,ดูดทราย,ดำเนินกิจการ,2023-04-18T21:00:05,102.08933,นส.3 ก. เลขที่ 512,13.86501,NULL,หนองบอน
-,20270100325377,จ3-3(4)-3/37สก,เมืองสระแก้ว,สระแก้ว,นางปราณีต สุริยันต์,2,55,-,ดูดทราย,ดำเนินกิจการ,2023-04-18T21:00:05,102.10058,-,13.9204,-,ท่าแยก
-,20270000125372,จ3-2(5)-1/37สก,วังสมบูรณ์,สระแก้ว,บริษัท เพิ่มพูนอุตสาหกรรมเกษตร จำกัด,10,56,เพิ่มพูนอุตสาหกรรมเกษตร,อบเมล็ดพืช,ดำเนินกิจการ,2023-04-18T21:00:05,102.18146,33/1,13.35136,-,วังสมบูรณ์
NULL,20270000325378,จ3-2(5)-3/37สก,วังสมบูรณ์,สระแก้ว,นายวิษณุ พานิชวัฒนะ,5,57,ซี วี แอ็กโกรโพรดิวซ์,อบเมล็ดพืช,ดำเนินกิจการ,2023-04-18T21:00:05,102.08469,184,13.43587,NULL,วังใหม่
ราษฎร์อุทิศ,10270000125283,3-14-1/28สก,อรัญประเทศ,สระแก้ว,นายโกศล โคมทอง,-,58,-,ทำน้ำแข็งก้อนเล็ก ได้วันละ 41 ตัน,ดำเนินกิจการ,2023-04-18T21:00:05,102.49654,57/1,13.69186,-,อรัญประเทศ
ธนะวิถี,10270000425196,3-34(1)-4/19สก,อรัญประเทศ,สระแก้ว,นายไพโรจน์ โรจน์วนาการ,NULL,59,NULL,เลื่อยไม้,ดำเนินกิจการ,2023-04-18T21:00:05,102.50457,43,13.69581,NULL,อรัญประเทศ
สุวรรณศร,10250000225358,3-58(1)-2/35ปจ,กบินทร์บุรี,ปราจีนบุรี,บริษัท ผลิตภัณฑ์และวัตถุก่อสร้าง จำกัด,8,60,บริษัท ปูนซิเมนต์ไทย (ท่าหลวง) จำกัด,ผลิตคอนกรีตผสมเสร็จ,ดำเนินกิจการ,2023-04-18T21:00:05,101.77446,399/5,13.98425,NULL,เมืองเก่า
สุวรรณศร,10250400125349,3-52(4)-1/34ปจ,กบินทร์บุรี,ปราจีนบุรี,บริษัท แอดแวนเทจ ฟุตแวร์ จำกัด,5,61,บริษัท แอดแวนเทจ ฟุตแวร์ จำกัด,ผลิต ผลิตภัณฑ์จากยางธรรมชาติและยางสังเคราะห์ เช่น พื้นรองเท้า รองเท้าบู๊ท,ดำเนินกิจการ,2023-04-18T21:00:05,101.69733,51,14.0115,NULL,นนทรี
จันทบุรี-สระแก้ว,20220000125369,จ3-9(6)-1/36จบ,สอยดาว,จันทบุรี,บริษัท แสงไทยบางปะกง จำกัด,7,62,บริษัท แสงไทยบางปะกง จำกัด,ทำมันเส้น,ดำเนินกิจการ,2023-04-18T21:00:05,102.17753,30/1,13.22399,NULL,ทับช้าง
โภคไพร,10230000225152,3-34(1)-2/15ตร,เมืองตราด,ตราด,บริษัท โภคไพรและป่าไม้ตราด จำกัด,1,63,บริษัท โภคไพรและป่าไม้ตราด จำกัด,เลื่อยไม้,หยุดชั่วคราว,2023-04-18T21:00:05,102.52716,44,12.25677,NULL,วังกระแจะ
เทศบาล 3,20270000225370,จ3-2(5)-2/37สก,เมืองสระแก้ว,สระแก้ว,นายปรีชา ศิริศากาวร,NULL,64,อุดมพืชผล,อบเมล็ดพืช,ดำเนินกิจการ,2023-04-18T21:00:05,102.05518,6,13.83692,NULL,สระแก้ว
สุขุมวิท,20220600125389,จ3-70-1/38จบ,เมืองจันทบุรี,จันทบุรี,นายอุทาน ชินประกาย,11,65,NULL,ซ่อมรถแทรคเตอร์,ดำเนินกิจการ,2023-04-18T21:00:05,102.13539,70/19,12.60969,NULL,พลับพลา
สุขุมวิท,20220500125380,จ3-53(5)-1/38จบ,นายายอาม,จันทบุรี,บริษัท กิจเจริญอุตสาหกรรมพลาสติก จำกัด,3,66,บริษัท กิจเจริญอุตสาหกรรมพลาสติก จำกัด,ผลิตเม็ดพลาสติกสี,ดำเนินกิจการ,2023-04-18T21:00:05,101.94549,10/2,12.72349,NULL,วังใหม่
คลองยอ-หมื่นด่าน,10230000125360,3-3(1)-1/36ตร,บ่อไร่,ตราด,บริษัท เพชรสยามศิลาตราด จำกัด,8,67,บริษัท เพชรสยามศิลาตราด จำกัด,"โม่ บด ย่อยหิน กำลังการผลิต 180,000 ลูกบาศก์เมตร/ปี",ดำเนินกิจการ,2023-04-18T21:00:05,102.553,130,12.58987,NULL,บ่อพลอย
