จำนวน,_id,ปี,เพศ,ไตรมาส,อาชีพ
"10,261",1,2564,ชาย,ไตรมาส1,ผู้จัดการ
"3,147",2,2564,ชาย,ไตรมาส1,ผู้ประกอบวิชาชีพด้านต่างๆ
"2,552",3,2564,ชาย,ไตรมาส1,เจ้าหน้าที่เทคนิค
205,4,2564,ชาย,ไตรมาส1,เสมียน
"23,385",5,2564,ชาย,ไตรมาส1,พนักงานบริการและผู้จำหน่ายสินค้า
"186,091",6,2564,ชาย,ไตรมาส1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร
"25,470",7,2564,ชาย,ไตรมาส1,ช่างฝีมือและผู้ปฎิบัติงานที่เกี่ยวข้องฯ
"7,570",8,2564,ชาย,ไตรมาส1,ผู้ควบคุมเครื่องจักรโรงงาน
"25,764",9,2564,ชาย,ไตรมาส1,ผู้ประกอบอาชีพงานพื้นฐาน
"5,695",10,2564,หญิง,ไตรมาส1,ผู้จัดการ
"12,781",11,2564,หญิง,ไตรมาส1,ผู้ประกอบวิชาชีพด้านต่างๆ
"1,595",12,2564,หญิง,ไตรมาส1,เจ้าหน้าที่เทคนิค
"3,592",13,2564,หญิง,ไตรมาส1,เสมียน
"42,105",14,2564,หญิง,ไตรมาส1,พนักงานบริการและผู้จำหน่ายสินค้า
"135,053",15,2564,หญิง,ไตรมาส1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร
"14,638",16,2564,หญิง,ไตรมาส1,ช่างฝีมือและผู้ปฎิบัติงานที่เกี่ยวข้องฯ
441,17,2564,หญิง,ไตรมาส1,ผู้ควบคุมเครื่องจักรโรงงาน
"16,279",18,2564,หญิง,ไตรมาส1,ผู้ประกอบอาชีพงานพื้นฐาน
"9,499",19,2564,ชาย,ไตรมาส2,ผู้จัดการ
"2,574",20,2564,ชาย,ไตรมาส2,ผู้ประกอบวิชาชีพด้านต่างๆ
"3,740",21,2564,ชาย,ไตรมาส2,เจ้าหน้าที่เทคนิค
"3,023",22,2564,ชาย,ไตรมาส2,เสมียน
"22,613",23,2564,ชาย,ไตรมาส2,พนักงานบริการและผู้จำหน่ายสินค้า
"209,895",24,2564,ชาย,ไตรมาส2,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร
"17,399",25,2564,ชาย,ไตรมาส2,ช่างฝีมือและผู้ปฎิบัติงานที่เกี่ยวข้องฯ
"14,419",26,2564,ชาย,ไตรมาส2,ผู้ควบคุมเครื่องจักรโรงงาน
"20,936",27,2564,ชาย,ไตรมาส2,ผู้ประกอบอาชีพงานพื้นฐาน
"4,568",28,2564,หญิง,ไตรมาส2,ผู้จัดการ
"15,825",29,2564,หญิง,ไตรมาส2,ผู้ประกอบวิชาชีพด้านต่างๆ
"5,868",30,2564,หญิง,ไตรมาส2,เจ้าหน้าที่เทคนิค
"6,675",31,2564,หญิง,ไตรมาส2,เสมียน
"35,106",32,2564,หญิง,ไตรมาส2,พนักงานบริการและผู้จำหน่ายสินค้า
"178,024",33,2564,หญิง,ไตรมาส2,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร
"9,488",34,2564,หญิง,ไตรมาส2,ช่างฝีมือและผู้ปฎิบัติงานที่เกี่ยวข้องฯ
98,35,2564,หญิง,ไตรมาส2,ผู้ควบคุมเครื่องจักรโรงงาน
"8,442",36,2564,หญิง,ไตรมาส2,ผู้ประกอบอาชีพงานพื้นฐาน
"7,651",37,2564,ชาย,ไตรมาส3,ผู้จัดการ
"3,904",38,2564,ชาย,ไตรมาส3,ผู้ประกอบวิชาชีพด้านต่างๆ
"2,957",39,2564,ชาย,ไตรมาส3,เจ้าหน้าที่เทคนิค
"2,752",40,2564,ชาย,ไตรมาส3,เสมียน
"16,080",41,2564,ชาย,ไตรมาส3,พนักงานบริการและผู้จำหน่ายสินค้า
"242,702",42,2564,ชาย,ไตรมาส3,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร
"14,729",43,2564,ชาย,ไตรมาส3,ช่างฝีมือและผู้ปฎิบัติงานที่เกี่ยวข้องฯ
"4,462",44,2564,ชาย,ไตรมาส3,ผู้ควบคุมเครื่องจักรโรงงาน
"9,932",45,2564,ชาย,ไตรมาส3,ผู้ประกอบอาชีพงานพื้นฐาน
"4,091",46,2564,หญิง,ไตรมาส3,ผู้จัดการ
"11,714",47,2564,หญิง,ไตรมาส3,ผู้ประกอบวิชาชีพด้านต่างๆ
"2,602",48,2564,หญิง,ไตรมาส3,เจ้าหน้าที่เทคนิค
"6,729",49,2564,หญิง,ไตรมาส3,เสมียน
"34,433",50,2564,หญิง,ไตรมาส3,พนักงานบริการและผู้จำหน่ายสินค้า
"204,785",51,2564,หญิง,ไตรมาส3,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร
"2,049",52,2564,หญิง,ไตรมาส3,ช่างฝีมือและผู้ปฎิบัติงานที่เกี่ยวข้องฯ
210,53,2564,หญิง,ไตรมาส3,ผู้ควบคุมเครื่องจักรโรงงาน
"15,886",54,2564,หญิง,ไตรมาส3,ผู้ประกอบอาชีพงานพื้นฐาน
"7,564",55,2564,ชาย,ไตรมาส4,ผู้จัดการ
"4,301",56,2564,ชาย,ไตรมาส4,ผู้ประกอบวิชาชีพด้านต่างๆ
"3,704",57,2564,ชาย,ไตรมาส4,เจ้าหน้าที่เทคนิค
769,58,2564,ชาย,ไตรมาส4,เสมียน
"15,967",59,2564,ชาย,ไตรมาส4,พนักงานบริการและผู้จำหน่ายสินค้า
"232,387",60,2564,ชาย,ไตรมาส4,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร
"14,372",61,2564,ชาย,ไตรมาส4,ช่างฝีมือและผู้ปฎิบัติงานที่เกี่ยวข้องฯ
"6,264",62,2564,ชาย,ไตรมาส4,ผู้ควบคุมเครื่องจักรโรงงาน
"12,283",63,2564,ชาย,ไตรมาส4,ผู้ประกอบอาชีพงานพื้นฐาน
"2,767",64,2564,หญิง,ไตรมาส4,ผู้จัดการ
"13,887",65,2564,หญิง,ไตรมาส4,ผู้ประกอบวิชาชีพด้านต่างๆ
"4,569",66,2564,หญิง,ไตรมาส4,เจ้าหน้าที่เทคนิค
"3,563",67,2564,หญิง,ไตรมาส4,เสมียน
"29,491",68,2564,หญิง,ไตรมาส4,พนักงานบริการและผู้จำหน่ายสินค้า
"208,726",69,2564,หญิง,ไตรมาส4,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร
"4,193",70,2564,หญิง,ไตรมาส4,ช่างฝีมือและผู้ปฎิบัติงานที่เกี่ยวข้องฯ
189,71,2564,หญิง,ไตรมาส4,ผู้ควบคุมเครื่องจักรโรงงาน
"11,386",72,2564,หญิง,ไตรมาส4,ผู้ประกอบอาชีพงานพื้นฐาน
"9,394",73,2565,ชาย,ไตรมาส1,ผู้จัดการ
"6,257",74,2565,ชาย,ไตรมาส1,ผู้ประกอบวิชาชีพด้านต่างๆ
"5,245",75,2565,ชาย,ไตรมาส1,เจ้าหน้าที่เทคนิค
"2,378",76,2565,ชาย,ไตรมาส1,เสมียน
"29,793",77,2565,ชาย,ไตรมาส1,พนักงานบริการและผู้จำหน่ายสินค้า
"174,954",78,2565,ชาย,ไตรมาส1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร
"23,120",79,2565,ชาย,ไตรมาส1,ช่างฝีมือและผู้ปฎิบัติงานที่เกี่ยวข้องฯ
"7,642",80,2565,ชาย,ไตรมาส1,ผู้ควบคุมเครื่องจักรโรงงาน
"29,560",81,2565,ชาย,ไตรมาส1,ผู้ประกอบอาชีพงานพื้นฐาน
"1,906",82,2565,หญิง,ไตรมาส1,ผู้จัดการ
"16,900",83,2565,หญิง,ไตรมาส1,ผู้ประกอบวิชาชีพด้านต่างๆ
"2,920",84,2565,หญิง,ไตรมาส1,เจ้าหน้าที่เทคนิค
"7,064",85,2565,หญิง,ไตรมาส1,เสมียน
