_id,permission,﻿year,unit,source,province,license_type,region,value
192,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,667
193,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ชลบุรี,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,9435
194,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ชลบุรี,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,1037
195,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ชลบุรี,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,420
196,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ชลบุรี,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,8422
197,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ชลบุรี,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,877
198,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ชลบุรี,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,486
199,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ชลบุรี,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,8337
200,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ชลบุรี,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,933
201,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ชลบุรี,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,352
202,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ชลบุรี,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,8455
203,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ชลบุรี,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,870
204,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ชลบุรี,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,313
205,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ระยอง,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,2914
206,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ระยอง,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,531
207,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ระยอง,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,192
208,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ระยอง,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,2797
209,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ระยอง,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,306
210,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ระยอง,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,159
211,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ระยอง,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,2905
212,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ระยอง,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,351
213,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ระยอง,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,175
214,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ระยอง,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,3380
215,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ระยอง,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,282
216,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ระยอง,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,208
217,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,จันทบุรี,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,1712
218,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,จันทบุรี,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,20
219,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,จันทบุรี,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,22
220,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,จันทบุรี,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,1768
221,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,จันทบุรี,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,26
222,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,จันทบุรี,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,18
223,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,จันทบุรี,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,2057
224,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,จันทบุรี,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,29
225,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,จันทบุรี,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,43
226,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,จันทบุรี,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,2206
227,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,จันทบุรี,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,46
228,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,จันทบุรี,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,42
229,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ตราด,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,834
230,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ตราด,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,28
231,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ตราด,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,18
232,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ตราด,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,880
233,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ตราด,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,19
234,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ตราด,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,29
235,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ตราด,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,1007
236,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ตราด,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,26
237,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ตราด,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,25
238,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ตราด,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,1052
239,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ตราด,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,23
240,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ตราด,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,17
241,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ฉะเชิงเทรา,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,3691
242,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ฉะเชิงเทรา,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,64
243,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ฉะเชิงเทรา,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,63
244,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ฉะเชิงเทรา,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,3932
245,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ฉะเชิงเทรา,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,130
246,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ฉะเชิงเทรา,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,69
247,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ฉะเชิงเทรา,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,4141
248,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ฉะเชิงเทรา,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,96
249,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ฉะเชิงเทรา,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,108
250,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ฉะเชิงเทรา,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,4295
251,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ฉะเชิงเทรา,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,95
252,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ฉะเชิงเทรา,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,77
253,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ปราจีนบุรี,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,326
254,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ปราจีนบุรี,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,29
255,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ปราจีนบุรี,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,13
256,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ปราจีนบุรี,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,425
257,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ปราจีนบุรี,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,20
258,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ปราจีนบุรี,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,2
259,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ปราจีนบุรี,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,397
260,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ปราจีนบุรี,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,4
261,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ปราจีนบุรี,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,5
262,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ปราจีนบุรี,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,387
263,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ปราจีนบุรี,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,1
264,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ปราจีนบุรี,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,0
265,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,นครนายก,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,522
266,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,นครนายก,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,1
267,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,นครนายก,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,2
268,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,นครนายก,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,615
269,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,นครนายก,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,0
270,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,นครนายก,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,1
271,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,นครนายก,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,572
272,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,นครนายก,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,2
273,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,นครนายก,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,0
274,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,นครนายก,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,1134
275,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,นครนายก,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,1
276,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,นครนายก,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,4
277,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,สระแก้ว,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,533
278,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,สระแก้ว,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,21
279,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,สระแก้ว,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,25
280,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,สระแก้ว,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,672
281,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,สระแก้ว,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,6
282,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,สระแก้ว,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,12
283,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,สระแก้ว,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,681
284,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,สระแก้ว,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,3
285,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,สระแก้ว,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,26
286,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,สระแก้ว,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันออก,647
287,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,สระแก้ว,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันออก,0
288,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,สระแก้ว,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันออก,6
289,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันตก,10653
290,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันตก,733
291,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันตก,259
292,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันตก,10742
293,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันตก,667
294,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันตก,380
295,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันตก,14570
296,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันตก,702
297,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันตก,507
298,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันตก,15754
299,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันตก,725
300,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันตก,286
301,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ราชบุรี,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันตก,4050
302,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ราชบุรี,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันตก,93
303,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ราชบุรี,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันตก,78
304,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ราชบุรี,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันตก,4256
305,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ราชบุรี,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันตก,85
306,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ราชบุรี,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันตก,181
307,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ราชบุรี,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันตก,4413
308,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ราชบุรี,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันตก,75
309,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ราชบุรี,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันตก,114
310,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ราชบุรี,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันตก,4813
311,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ราชบุรี,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันตก,76
312,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ราชบุรี,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันตก,62
313,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,กาญจนบุรี,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันตก,576
314,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,กาญจนบุรี,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันตก,21
315,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,กาญจนบุรี,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคตะวันตก,18
316,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,กาญจนบุรี,จำนวนผู้ได้รับอนุญาต (ราย),ภาคตะวันตก,675
317,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,กาญจนบุรี,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคตะวันตก,27
