VALUE,SOURCE,_id,UNIT,YEAR
14.81,สำนักงานสถิติแห่งชาติ,1,ร้อยละ,2563
14.15,สำนักงานสถิติแห่งชาติ,2,ร้อยละ,2564
11.36,สำนักงานสถิติแห่งชาติ,3,ร้อยละ,2565
11.38,สำนักงานสถิติแห่งชาติ,4,ร้อยละ,2566
11.06,สำนักงานสถิติแห่งชาติ,5,ร้อยละ,2567
10.8,สำนักงานสถิติแห่งชาติ,6,ร้อยละ,2568
