เดือน,ไม่อันตราย (ตัน),อันตราย (ตัน),_id,ปี,ลำดับเดือน,ของเสียทั้งหมด (ตัน),จังหวัด,หน่วย
ส.ค.,0.03,13.66,2058,2565,8,13.68,เลย,ตัน
ส.ค.,"4,126.27","1,040.53",2059,2565,8,"5,166.80",สงขลา,ตัน
ส.ค.,1.75,0,2060,2565,8,1.75,สตูล,ตัน
ส.ค.,"33,845.49","13,264.44",2061,2565,8,"47,109.93",สมุทรปราการ,ตัน
ส.ค.,807.55,30.84,2062,2565,8,838.39,สมุทรสงคราม,ตัน
ส.ค.,"22,278.25","4,484.41",2063,2565,8,"26,762.66",สมุทรสาคร,ตัน
ส.ค.,641.11,26.76,2064,2565,8,667.87,สระแก้ว,ตัน
ส.ค.,"31,683.43","5,304.73",2065,2565,8,"36,988.16",สระบุรี,ตัน
ส.ค.,"14,806.07",94.38,2066,2565,8,"14,900.45",สิงห์บุรี,ตัน
ส.ค.,10,13.18,2067,2565,8,23.18,สุโขทัย,ตัน
ส.ค.,"21,099.12",7.21,2068,2565,8,"21,106.33",สุพรรณบุรี,ตัน
ส.ค.,"9,403.30",59.46,2069,2565,8,"9,462.76",สุราษฎร์ธานี,ตัน
ส.ค.,29.53,25.29,2070,2565,8,54.82,สุรินทร์,ตัน
ส.ค.,15.49,1.38,2071,2565,8,16.87,หนองคาย,ตัน
ส.ค.,"57,233.60",0,2072,2565,8,"57,233.60",หนองบัวลำภู,ตัน
ส.ค.,"2,227.02","2,394.77",2073,2565,8,"4,621.78",อ่างทอง,ตัน
ส.ค.,17.48,105.45,2074,2565,8,122.93,อุดรธานี,ตัน
ส.ค.,20.43,6.89,2075,2565,8,27.32,อุทัยธานี,ตัน
ส.ค.,"16,046.55",24.9,2076,2565,8,"16,071.45",อุบลราชธานี,ตัน
ก.ย.,0.06,13.56,2077,2565,9,13.62,กระบี่,ตัน
ก.ย.,"16,690.86","5,497.00",2078,2565,9,"22,187.87",กรุงเทพมหานคร,ตัน
ก.ย.,"71,845.32",151.99,2079,2565,9,"71,997.31",กาญจนบุรี,ตัน
ก.ย.,"16,095.34",10.45,2080,2565,9,"16,105.79",กำแพงเพชร,ตัน
ก.ย.,"6,462.20",217.59,2081,2565,9,"6,679.78",ขอนแก่น,ตัน
ก.ย.,30.25,6.11,2082,2565,9,36.36,จันทบุรี,ตัน
ก.ย.,"35,292.63","7,381.10",2083,2565,9,"42,673.74",ฉะเชิงเทรา,ตัน
ก.ย.,"63,083.12","24,642.24",2084,2565,9,"87,725.36",ชลบุรี,ตัน
ก.ย.,56.96,68.76,2085,2565,9,125.72,ชัยนาท,ตัน
ก.ย.,"4,137.33",41.72,2086,2565,9,"4,179.05",ชัยภูมิ,ตัน
ก.ย.,11.2,4.22,2087,2565,9,15.42,ชุมพร,ตัน
ก.ย.,51.59,115.09,2088,2565,9,166.68,เชียงใหม่,ตัน
ก.ย.,285.84,21.12,2089,2565,9,306.96,ตรัง,ตัน
ก.ย.,"12,496.70",24.32,2090,2565,9,"12,521.02",ตาก,ตัน
ก.ย.,868.42,13.03,2091,2565,9,881.46,นครนายก,ตัน
ก.ย.,"13,570.17",562.53,2092,2565,9,"14,132.70",นครปฐม,ตัน
ก.ย.,"9,508.80","2,330.38",2093,2565,9,"11,839.19",นครราชสีมา,ตัน
ก.ย.,211.57,242.6,2094,2565,9,454.17,นครศรีธรรมราช,ตัน
ก.ย.,465.41,14.58,2095,2565,9,480,นครสวรรค์,ตัน
ก.ย.,"1,202.34",533.93,2096,2565,9,"1,736.27",นนทบุรี,ตัน
ก.ย.,"11,425.37",19.05,2097,2565,9,"11,444.42",บุรีรัมย์,ตัน
ก.ย.,"36,395.04","5,154.87",2098,2565,9,"41,549.91",ปทุมธานี,ตัน
ก.ย.,997.22,734.56,2099,2565,9,"1,731.78",ประจวบคีรีขันธ์,ตัน
ก.ย.,"43,247.28","2,731.26",2100,2565,9,"45,978.54",ปราจีนบุรี,ตัน
ก.ย.,"18,168.19","6,515.52",2101,2565,9,"24,683.72",พระนครศรีอยุธยา,ตัน
ก.ย.,6.72,6.92,2102,2565,9,13.63,พัทลุง,ตัน
ก.ย.,"3,102.67",5.44,2103,2565,9,"3,108.11",พิจิตร,ตัน
ก.ย.,76.91,67.49,2104,2565,9,144.4,พิษณุโลก,ตัน
ก.ย.,"1,634.55",320.91,2105,2565,9,"1,955.46",เพชรบุรี,ตัน
ก.ย.,0.01,7.95,2106,2565,9,7.96,แพร่,ตัน
ก.ย.,1.34,5.88,2107,2565,9,7.22,ภูเก็ต,ตัน
ก.ย.,540.79,7.6,2108,2565,9,548.38,มหาสารคาม,ตัน
ก.ย.,117.32,13.62,2109,2565,9,130.94,มุกดาหาร,ตัน
ก.ย.,27.5,19.78,2110,2565,9,47.28,ร้อยเอ็ด,ตัน
ก.ย.,"83,643.65","41,448.74",2111,2565,9,"125,092.40",ระยอง,ตัน
ก.ย.,"52,920.37",360.5,2112,2565,9,"53,280.87",ราชบุรี,ตัน
ก.ย.,"5,121.77",337.75,2113,2565,9,"5,459.52",ลพบุรี,ตัน
ก.ย.,"54,122.01",9.53,2114,2565,9,"54,131.54",ลำปาง,ตัน
ก.ย.,"1,737.33",789.53,2115,2565,9,"2,526.86",ลำพูน,ตัน
ก.ย.,0.02,17.03,2116,2565,9,17.05,เลย,ตัน
ก.ย.,"3,947.76",967.1,2117,2565,9,"4,914.86",สงขลา,ตัน
ก.ย.,1.88,8.63,2118,2565,9,10.51,สตูล,ตัน
ก.ย.,"33,625.66","11,833.51",2119,2565,9,"45,459.18",สมุทรปราการ,ตัน
ก.ย.,"1,111.00",39.17,2120,2565,9,"1,150.17",สมุทรสงคราม,ตัน
ก.ย.,"20,446.28","4,079.19",2121,2565,9,"24,525.47",สมุทรสาคร,ตัน
ก.ย.,"1,274.25",74.48,2122,2565,9,"1,348.73",สระแก้ว,ตัน
ก.ย.,"30,714.77","4,433.59",2123,2565,9,"35,148.36",สระบุรี,ตัน
ก.ย.,"12,825.45",95.09,2124,2565,9,"12,920.54",สิงห์บุรี,ตัน
ก.ย.,"15,413.95",14.79,2125,2565,9,"15,428.74",สุพรรณบุรี,ตัน
ก.ย.,"8,590.12",65.76,2126,2565,9,"8,655.88",สุราษฎร์ธานี,ตัน
ก.ย.,37.36,3.26,2127,2565,9,40.62,สุรินทร์,ตัน
ก.ย.,16.27,6.92,2128,2565,9,23.19,หนองคาย,ตัน
ก.ย.,"35,903.61",0,2129,2565,9,"35,903.61",หนองบัวลำภู,ตัน
ก.ย.,"1,846.86","1,438.71",2130,2565,9,"3,285.57",อ่างทอง,ตัน
ก.ย.,217.14,113.06,2131,2565,9,330.2,อุดรธานี,ตัน
ก.ย.,8.31,7.7,2132,2565,9,16.01,อุตรดิตถ์,ตัน
ก.ย.,14.11,3.36,2133,2565,9,17.47,อุทัยธานี,ตัน
ก.ย.,"14,446.28",41.16,2134,2565,9,"14,487.44",อุบลราชธานี,ตัน
ต.ค.,"11,456.98","5,072.37",2135,2565,10,"16,529.35",กรุงเทพมหานคร,ตัน
ต.ค.,"42,999.02",108.76,2136,2565,10,"43,107.79",กาญจนบุรี,ตัน
ต.ค.,0.05,9.86,2137,2565,10,9.91,กาฬสินธุ์,ตัน
ต.ค.,"34,966.93",47.32,2138,2565,10,"35,014.25",กำแพงเพชร,ตัน
ต.ค.,"7,494.86",140.43,2139,2565,10,"7,635.29",ขอนแก่น,ตัน
ต.ค.,2.6,5.57,2140,2565,10,8.17,จันทบุรี,ตัน
ต.ค.,"33,166.38","6,683.69",2141,2565,10,"39,850.07",ฉะเชิงเทรา,ตัน
ต.ค.,"75,312.67","21,035.56",2142,2565,10,"96,348.23",ชลบุรี,ตัน
ต.ค.,117.32,4.31,2143,2565,10,121.63,ชัยนาท,ตัน
ต.ค.,"6,226.55",16.56,2144,2565,10,"6,243.11",ชัยภูมิ,ตัน
ต.ค.,48.23,81.69,2145,2565,10,129.92,เชียงใหม่,ตัน
ต.ค.,562.66,19.12,2146,2565,10,581.78,ตรัง,ตัน
ต.ค.,"7,618.00",12.67,2147,2565,10,"7,630.67",ตาก,ตัน
ต.ค.,836.26,21.3,2148,2565,10,857.56,นครนายก,ตัน
ต.ค.,"12,864.71",601.6,2149,2565,10,"13,466.32",นครปฐม,ตัน
ต.ค.,"34,702.29","1,852.47",2150,2565,10,"36,554.77",นครราชสีมา,ตัน
ต.ค.,323.9,53.65,2151,2565,10,377.55,นครศรีธรรมราช,ตัน
ต.ค.,145.49,34.2,2152,2565,10,179.69,นครสวรรค์,ตัน
ต.ค.,974.08,324.5,2153,2565,10,"1,298.57",นนทบุรี,ตัน
ต.ค.,"2,186.69",18.88,2154,2565,10,"2,205.56",บุรีรัมย์,ตัน
ต.ค.,"35,507.94","4,522.15",2155,2565,10,"40,030.08",ปทุมธานี,ตัน
ต.ค.,910.44,408.46,2156,2565,10,"1,318.90",ประจวบคีรีขันธ์,ตัน
ต.ค.,"53,210.43","2,673.44",2157,2565,10,"55,883.87",ปราจีนบุรี,ตัน
ต.ค.,"21,816.89","6,188.71",2158,2565,10,"28,005.60",พระนครศรีอยุธยา,ตัน
ต.ค.,19.34,3.27,2159,2565,10,22.6,พัทลุง,ตัน
ต.ค.,"4,505.85",13.16,2160,2565,10,"4,519.01",พิจิตร,ตัน
ต.ค.,46.26,19.16,2161,2565,10,65.42,พิษณุโลก,ตัน
ต.ค.,775.68,350.51,2162,2565,10,"1,126.19",เพชรบุรี,ตัน
ต.ค.,"3,814.53",17.03,2163,2565,10,"3,831.56",เพชรบูรณ์,ตัน
ต.ค.,0.05,7.03,2164,2565,10,7.08,แพร่,ตัน
ต.ค.,33.56,5.76,2165,2565,10,39.32,ภูเก็ต,ตัน
ต.ค.,45.04,20.18,2166,2565,10,65.22,มหาสารคาม,ตัน
ต.ค.,0.02,11.82,2167,2565,10,11.84,มุกดาหาร,ตัน
ต.ค.,39.13,7.36,2168,2565,10,46.48,ร้อยเอ็ด,ตัน
ต.ค.,"79,495.10","46,935.41",2169,2565,10,"126,430.51",ระยอง,ตัน
ต.ค.,"24,322.80",241.42,2170,2565,10,"24,564.22",ราชบุรี,ตัน
ต.ค.,"3,153.31","1,639.51",2171,2565,10,"4,792.82",ลพบุรี,ตัน
ต.ค.,"67,805.61",46.71,2172,2565,10,"67,852.32",ลำปาง,ตัน
ต.ค.,"1,227.36",700,2173,2565,10,"1,927.36",ลำพูน,ตัน
ต.ค.,0.03,23.37,2174,2565,10,23.4,เลย,ตัน
ต.ค.,18.72,7.35,2175,2565,10,26.07,สกลนคร,ตัน
ต.ค.,"4,550.45",674.63,2176,2565,10,"5,225.09",สงขลา,ตัน
ต.ค.,1.6,2.81,2177,2565,10,4.41,สตูล,ตัน
ต.ค.,"34,184.86","10,928.83",2178,2565,10,"45,113.69",สมุทรปราการ,ตัน
ต.ค.,572.99,22.86,2179,2565,10,595.85,สมุทรสงคราม,ตัน
ต.ค.,"22,267.28","4,047.63",2180,2565,10,"26,314.92",สมุทรสาคร,ตัน
ต.ค.,224.66,35.43,2181,2565,10,260.08,สระแก้ว,ตัน
ต.ค.,"24,701.30","5,017.80",2182,2565,10,"29,719.10",สระบุรี,ตัน
ต.ค.,"9,337.26",76.61,2183,2565,10,"9,413.87",สิงห์บุรี,ตัน
ต.ค.,91.98,19.12,2184,2565,10,111.1,สุโขทัย,ตัน
ต.ค.,"22,041.28",15.04,2185,2565,10,"22,056.32",สุพรรณบุรี,ตัน
ต.ค.,462.83,35.37,2186,2565,10,498.2,สุราษฎร์ธานี,ตัน
ต.ค.,29.19,3.91,2187,2565,10,33.1,สุรินทร์,ตัน
ต.ค.,0.84,1.6,2188,2565,10,2.44,หนองคาย,ตัน
ต.ค.,"1,672.28","1,407.74",2189,2565,10,"3,080.02",อ่างทอง,ตัน
ต.ค.,51.76,243.19,2190,2565,10,294.95,อุดรธานี,ตัน
ต.ค.,5.5,8.09,2191,2565,10,13.59,อุทัยธานี,ตัน
ต.ค.,"13,721.84",28.05,2192,2565,10,"13,749.89",อุบลราชธานี,ตัน
พ.ย.,"12,679.67","5,024.30",2193,2565,11,"17,703.97",กรุงเทพมหานคร,ตัน
พ.ย.,"39,699.10",112.11,2194,2565,11,"39,811.20",กาญจนบุรี,ตัน
พ.ย.,0.07,5.46,2195,2565,11,5.52,กาฬสินธุ์,ตัน
พ.ย.,"2,235.89",30.48,2196,2565,11,"2,266.37",กำแพงเพชร,ตัน
พ.ย.,"11,103.39",189.77,2197,2565,11,"11,293.16",ขอนแก่น,ตัน
พ.ย.,4.28,10.84,2198,2565,11,15.12,จันทบุรี,ตัน
พ.ย.,"26,724.36","7,313.48",2199,2565,11,"34,037.84",ฉะเชิงเทรา,ตัน
พ.ย.,"65,214.74","23,845.20",2200,2565,11,"89,059.94",ชลบุรี,ตัน
พ.ย.,41.98,9.65,2201,2565,11,51.63,ชัยนาท,ตัน
พ.ย.,"9,513.49",25.44,2202,2565,11,"9,538.93",ชัยภูมิ,ตัน
พ.ย.,121.08,79.38,2203,2565,11,200.46,เชียงใหม่,ตัน
พ.ย.,374.86,35.46,2204,2565,11,410.32,ตรัง,ตัน
พ.ย.,"22,016.19",24.29,2205,2565,11,"22,040.48",ตาก,ตัน
พ.ย.,279.57,19.42,2206,2565,11,298.99,นครนายก,ตัน
พ.ย.,"16,810.25",521.72,2207,2565,11,"17,331.97",นครปฐม,ตัน
พ.ย.,"28,242.07","1,777.28",2208,2565,11,"30,019.35",นครราชสีมา,ตัน
พ.ย.,324.05,137.79,2209,2565,11,461.84,นครศรีธรรมราช,ตัน
พ.ย.,882.07,13.74,2210,2565,11,895.81,นครสวรรค์,ตัน
พ.ย.,986.22,401.16,2211,2565,11,"1,387.38",นนทบุรี,ตัน
พ.ย.,"14,409.47",20.23,2212,2565,11,"14,429.69",บุรีรัมย์,ตัน
พ.ย.,"48,633.17","4,218.23",2213,2565,11,"52,851.40",ปทุมธานี,ตัน
พ.ย.,"1,716.66",527.46,2214,2565,11,"2,244.13",ประจวบคีรีขันธ์,ตัน
พ.ย.,"43,726.56","2,654.03",2215,2565,11,"46,380.59",ปราจีนบุรี,ตัน
พ.ย.,"21,318.27","6,151.35",2216,2565,11,"27,469.62",พระนครศรีอยุธยา,ตัน
พ.ย.,0.07,13.54,2217,2565,11,13.61,พังงา,ตัน
พ.ย.,18.86,7.85,2218,2565,11,26.71,พัทลุง,ตัน
พ.ย.,966.41,71.14,2219,2565,11,"1,037.54",พิจิตร,ตัน
พ.ย.,25.48,24.09,2220,2565,11,49.57,พิษณุโลก,ตัน
พ.ย.,"1,410.47",346.87,2221,2565,11,"1,757.33",เพชรบุรี,ตัน
พ.ย.,22.92,15.39,2222,2565,11,38.32,เพชรบูรณ์,ตัน
พ.ย.,"1,569.20",93.66,2223,2565,11,"1,662.85",มหาสารคาม,ตัน
พ.ย.,79.96,3.4,2224,2565,11,83.36,ยะลา,ตัน
พ.ย.,31.74,18.22,2225,2565,11,49.96,ร้อยเอ็ด,ตัน
พ.ย.,"80,090.42","45,319.05",2226,2565,11,"125,409.46",ระยอง,ตัน
พ.ย.,"15,677.58",252.08,2227,2565,11,"15,929.65",ราชบุรี,ตัน
พ.ย.,"2,513.74",686.18,2228,2565,11,"3,199.92",ลพบุรี,ตัน
พ.ย.,"25,541.86",108.28,2229,2565,11,"25,650.14",ลำปาง,ตัน
พ.ย.,"1,143.44",672.19,2230,2565,11,"1,815.63",ลำพูน,ตัน
พ.ย.,0.01,7.27,2231,2565,11,7.28,เลย,ตัน
พ.ย.,50,17.64,2232,2565,11,67.64,สกลนคร,ตัน
พ.ย.,"2,450.96",733.37,2233,2565,11,"3,184.33",สงขลา,ตัน
พ.ย.,2.3,1.66,2234,2565,11,3.96,สตูล,ตัน
พ.ย.,"37,102.27","11,481.37",2235,2565,11,"48,583.63",สมุทรปราการ,ตัน
พ.ย.,247.79,32.69,2236,2565,11,280.49,สมุทรสงคราม,ตัน
พ.ย.,"17,704.24","4,444.26",2237,2565,11,"22,148.49",สมุทรสาคร,ตัน
พ.ย.,407.13,40.62,2238,2565,11,447.75,สระแก้ว,ตัน
พ.ย.,"30,167.82","5,948.16",2239,2565,11,"36,115.98",สระบุรี,ตัน
พ.ย.,"3,089.53",175.66,2240,2565,11,"3,265.19",สิงห์บุรี,ตัน
พ.ย.,0.66,16.14,2241,2565,11,16.8,สุโขทัย,ตัน
พ.ย.,"22,661.18",23.97,2242,2565,11,"22,685.15",สุพรรณบุรี,ตัน
พ.ย.,"10,604.11",58.31,2243,2565,11,"10,662.42",สุราษฎร์ธานี,ตัน
พ.ย.,45.13,2.17,2244,2565,11,47.3,สุรินทร์,ตัน
พ.ย.,0.02,3.09,2245,2565,11,3.11,หนองคาย,ตัน
พ.ย.,524.36,0.81,2246,2565,11,525.17,หนองบัวลำภู,ตัน
พ.ย.,"1,073.85","1,418.23",2247,2565,11,"2,492.08",อ่างทอง,ตัน
พ.ย.,82.34,25.89,2248,2565,11,108.23,อุดรธานี,ตัน
พ.ย.,10.86,2.34,2249,2565,11,13.2,อุทัยธานี,ตัน
พ.ย.,"15,672.24",56.76,2250,2565,11,"15,729.00",อุบลราชธานี,ตัน
ธ.ค.,"13,221.57","5,519.42",2251,2565,12,"18,740.98",กรุงเทพมหานคร,ตัน
ธ.ค.,"30,570.33",181.81,2252,2565,12,"30,752.14",กาญจนบุรี,ตัน
ธ.ค.,0.03,8.66,2253,2565,12,8.69,กาฬสินธุ์,ตัน
ธ.ค.,"1,260.58",74.9,2254,2565,12,"1,335.48",กำแพงเพชร,ตัน
ธ.ค.,"7,444.45",172.7,2255,2565,12,"7,617.15",ขอนแก่น,ตัน
ธ.ค.,4.92,67.79,2256,2565,12,72.71,จันทบุรี,ตัน
ธ.ค.,"28,389.53","8,138.61",2257,2565,12,"36,528.14",ฉะเชิงเทรา,ตัน
ธ.ค.,"64,757.70","22,135.85",2258,2565,12,"86,893.55",ชลบุรี,ตัน
ธ.ค.,75.74,134.99,2259,2565,12,210.73,ชัยนาท,ตัน
ธ.ค.,"5,594.79",16.84,2260,2565,12,"5,611.62",ชัยภูมิ,ตัน
ธ.ค.,530.91,27.85,2261,2565,12,558.76,ชุมพร,ตัน
ธ.ค.,758.79,75.82,2262,2565,12,834.61,เชียงใหม่,ตัน
ธ.ค.,372.63,37.55,2263,2565,12,410.18,ตรัง,ตัน
ธ.ค.,"29,520.57",11.83,2264,2565,12,"29,532.40",ตาก,ตัน
ธ.ค.,177.6,22.12,2265,2565,12,199.72,นครนายก,ตัน
ธ.ค.,"16,340.97",528.01,2266,2565,12,"16,868.98",นครปฐม,ตัน
ธ.ค.,0,1.86,2267,2565,12,1.87,นครพนม,ตัน
ธ.ค.,"142,749.32","2,210.23",2268,2565,12,"144,959.55",นครราชสีมา,ตัน
ธ.ค.,280.66,126.53,2269,2565,12,407.19,นครศรีธรรมราช,ตัน
ธ.ค.,188.4,14.05,2270,2565,12,202.45,นครสวรรค์,ตัน
ธ.ค.,889.16,488.76,2271,2565,12,"1,377.92",นนทบุรี,ตัน
ธ.ค.,"14,877.25",16.99,2272,2565,12,"14,894.24",บุรีรัมย์,ตัน
ธ.ค.,"24,312.70","4,496.86",2273,2565,12,"28,809.55",ปทุมธานี,ตัน
ธ.ค.,"1,108.01",413.29,2274,2565,12,"1,521.30",ประจวบคีรีขันธ์,ตัน
ธ.ค.,"57,648.85","3,140.22",2275,2565,12,"60,789.06",ปราจีนบุรี,ตัน
ธ.ค.,"15,737.21","6,614.91",2276,2565,12,"22,352.11",พระนครศรีอยุธยา,ตัน
ธ.ค.,21.4,5.22,2277,2565,12,26.62,พะเยา,ตัน
ธ.ค.,35.93,1.57,2278,2565,12,37.5,พัทลุง,ตัน
ธ.ค.,"3,447.49",36.3,2279,2565,12,"3,483.79",พิจิตร,ตัน
ธ.ค.,28.13,35.54,2280,2565,12,63.66,พิษณุโลก,ตัน
ธ.ค.,"1,070.54",194.22,2281,2565,12,"1,264.76",เพชรบุรี,ตัน
ธ.ค.,20.27,22.38,2282,2565,12,42.65,เพชรบูรณ์,ตัน
ธ.ค.,0.03,3.66,2283,2565,12,3.68,แพร่,ตัน
ธ.ค.,39.7,11.17,2284,2565,12,50.87,ภูเก็ต,ตัน
ธ.ค.,29.56,7.98,2285,2565,12,37.54,มหาสารคาม,ตัน
ธ.ค.,0.02,6.68,2286,2565,12,6.69,มุกดาหาร,ตัน
ธ.ค.,32.36,9.68,2287,2565,12,42.04,ร้อยเอ็ด,ตัน
ธ.ค.,"84,935.95","36,284.20",2288,2565,12,"121,220.15",ระยอง,ตัน
ธ.ค.,"11,613.83",470.7,2289,2565,12,"12,084.53",ราชบุรี,ตัน
ธ.ค.,"2,980.67",461.27,2290,2565,12,"3,441.94",ลพบุรี,ตัน
ธ.ค.,"98,123.50",119.89,2291,2565,12,"98,243.38",ลำปาง,ตัน
ธ.ค.,"1,098.57",825.91,2292,2565,12,"1,924.49",ลำพูน,ตัน
ธ.ค.,"207,440.63",10.51,2293,2565,12,"207,451.13",เลย,ตัน
ธ.ค.,"2,638.71",688.94,2294,2565,12,"3,327.64",สงขลา,ตัน
ธ.ค.,1.62,3.24,2295,2565,12,4.86,สตูล,ตัน
ธ.ค.,"37,611.14","11,396.90",2296,2565,12,"49,008.04",สมุทรปราการ,ตัน
ธ.ค.,296.26,22.82,2297,2565,12,319.08,สมุทรสงคราม,ตัน
ธ.ค.,"17,267.31","4,609.92",2298,2565,12,"21,877.23",สมุทรสาคร,ตัน
ธ.ค.,842.46,13.78,2299,2565,12,856.23,สระแก้ว,ตัน
ธ.ค.,"22,184.14","5,435.98",2300,2565,12,"27,620.12",สระบุรี,ตัน
ธ.ค.,"8,567.61",89.8,2301,2565,12,"8,657.41",สิงห์บุรี,ตัน
ธ.ค.,3.7,9.14,2302,2565,12,12.84,สุโขทัย,ตัน
ธ.ค.,"28,895.22",20.36,2303,2565,12,"28,915.58",สุพรรณบุรี,ตัน
ธ.ค.,"4,199.59",102.55,2304,2565,12,"4,302.14",สุราษฎร์ธานี,ตัน
ธ.ค.,34.15,8.47,2305,2565,12,42.62,สุรินทร์,ตัน
ธ.ค.,"100,569.28",9.44,2306,2565,12,"100,578.72",หนองบัวลำภู,ตัน
ธ.ค.,340,"1,603.92",2307,2565,12,"1,943.92",อ่างทอง,ตัน
ธ.ค.,"60,726.00",3.52,2308,2565,12,"60,729.52",อำนาจเจริญ,ตัน
ธ.ค.,79.73,201.33,2309,2565,12,281.06,อุดรธานี,ตัน
ธ.ค.,"14,710.00",31.94,2310,2565,12,"14,741.93",อุบลราชธานี,ตัน
มิ.ย.,10691.651,4871.997,2311,2566,6,15563.648,กรุงเทพมหานคร,ตัน
มิ.ย.,47751.563,245.392,2312,2566,6,47996.955,กาญจนบุรี,ตัน
มิ.ย.,38.022,24.021,2313,2566,6,62.043,กาฬสินธุ์,ตัน
มิ.ย.,1381.863,57.076,2314,2566,6,1438.939,กำแพงเพชร,ตัน
มิ.ย.,9733.078,189.595,2315,2566,6,9922.673,ขอนแก่น,ตัน
มิ.ย.,9.925,35.226,2316,2566,6,45.151,จันทบุรี,ตัน
มิ.ย.,28461.82,6917.436,2317,2566,6,35379.256,ฉะเชิงเทรา,ตัน
มิ.ย.,75731.227,27594.131,2318,2566,6,103325.358,ชลบุรี,ตัน
มิ.ย.,36.93,56.449,2319,2566,6,93.379,ชัยนาท,ตัน
มิ.ย.,1212.704,13.974,2320,2566,6,1226.678,ชัยภูมิ,ตัน
มิ.ย.,84.5,20.675,2321,2566,6,105.175,ชุมพร,ตัน
มิ.ย.,24.35,12.499,2322,2566,6,36.849,เชียงราย,ตัน
มิ.ย.,454.776,118.746,2323,2566,6,573.522,เชียงใหม่,ตัน
มิ.ย.,309.005,50.163,2324,2566,6,359.168,ตรัง,ตัน
มิ.ย.,5.01,0,2325,2566,6,5.01,ตราด,ตัน
มิ.ย.,18650.94,29.875,2326,2566,6,18680.815,ตาก,ตัน
มิ.ย.,140.96,27.151,2327,2566,6,168.111,นครนายก,ตัน
มิ.ย.,15216.422,598.934,2328,2566,6,15815.356,นครปฐม,ตัน
มิ.ย.,0.418,18.985,2329,2566,6,19.403,นครพนม,ตัน
มิ.ย.,7258.473,1645.308,2330,2566,6,8903.781,นครราชสีมา,ตัน
มิ.ย.,443.611,105.513,2331,2566,6,549.124,นครศรีธรรมราช,ตัน
มิ.ย.,5.849,66.665,2332,2566,6,72.514,นครสวรรค์,ตัน
มิ.ย.,859.742,413.09,2333,2566,6,1272.832,นนทบุรี,ตัน
มิ.ย.,5209.073,28.232,2334,2566,6,5237.305,บุรีรัมย์,ตัน
มิ.ย.,31331.796,4271.982,2335,2566,6,35603.778,ปทุมธานี,ตัน
มิ.ย.,1407.158,539.8,2336,2566,6,1946.958,ประจวบคีรีขันธ์,ตัน
มิ.ย.,36980.939,2933.157,2337,2566,6,39914.096,ปราจีนบุรี,ตัน
มิ.ย.,0.17,14.082,2338,2566,6,14.252,ปัตตานี,ตัน
มิ.ย.,18188.332,5667.002,2339,2566,6,23855.334,พระนครศรีอยุธยา,ตัน
มิ.ย.,29.92,5.477,2340,2566,6,35.397,พะเยา,ตัน
มิ.ย.,16.37,3.625,2341,2566,6,19.995,พัทลุง,ตัน
มิ.ย.,7.3,32.356,2342,2566,6,39.656,พิจิตร,ตัน
มิ.ย.,45.514,24.681,2343,2566,6,70.195,พิษณุโลก,ตัน
มิ.ย.,994.969,83.897,2344,2566,6,1078.866,เพชรบุรี,ตัน
มิ.ย.,0.34,35.366,2345,2566,6,35.706,เพชรบูรณ์,ตัน
มิ.ย.,0.065,8.294,2346,2566,6,8.359,แพร่,ตัน
มิ.ย.,7.552,80.239,2347,2566,6,87.791,ภูเก็ต,ตัน
มิ.ย.,32.745,3.353,2348,2566,6,36.098,มหาสารคาม,ตัน
มิ.ย.,3.12,5.97,2349,2566,6,9.09,มุกดาหาร,ตัน
มิ.ย.,29.352,11.03,2350,2566,6,40.382,ร้อยเอ็ด,ตัน
มิ.ย.,91185.686,34338.706,2351,2566,6,125524.392,ระยอง,ตัน
มิ.ย.,13717.989,247.084,2352,2566,6,13965.073,ราชบุรี,ตัน
มิ.ย.,7141.221,836.303,2353,2566,6,7977.524,ลพบุรี,ตัน
มิ.ย.,1453.286,738.651,2354,2566,6,2191.937,ลำพูน,ตัน
มิ.ย.,49.82,5.344,2355,2566,6,55.164,เลย,ตัน
มิ.ย.,26.24,14.04,2356,2566,6,40.28,ศรีสะเกษ,ตัน
มิ.ย.,0.014,37.737,2357,2566,6,37.751,สกลนคร,ตัน
มิ.ย.,4986.297,601.885,2358,2566,6,5588.182,สงขลา,ตัน
มิ.ย.,0.143,9.17,2359,2566,6,9.313,สตูล,ตัน
มิ.ย.,34041.976,10849.476,2360,2566,6,44891.452,สมุทรปราการ,ตัน
มิ.ย.,538.325,38.121,2361,2566,6,576.446,สมุทรสงคราม,ตัน
มิ.ย.,14683.977,4135.011,2362,2566,6,18818.988,สมุทรสาคร,ตัน
มิ.ย.,364.179,31.856,2363,2566,6,396.035,สระแก้ว,ตัน
มิ.ย.,23307.222,3714.468,2364,2566,6,27021.69,สระบุรี,ตัน
มิ.ย.,14851.087,77.525,2365,2566,6,14928.612,สิงห์บุรี,ตัน
มิ.ย.,0.055,9.165,2366,2566,6,9.22,สุโขทัย,ตัน
มิ.ย.,35988.414,32.792,2367,2566,6,36021.206,สุพรรณบุรี,ตัน
มิ.ย.,16610.34,84.721,2368,2566,6,16695.061,สุราษฎร์ธานี,ตัน
มิ.ย.,71.51,38.708,2369,2566,6,110.218,สุรินทร์,ตัน
มิ.ย.,58669.22,13.965,2370,2566,6,58683.185,หนองบัวลำภู,ตัน
