วันที่หมดอายุ,_id,เลขที่การรับรอง,บริษัท,ลำดับ,วันที่รับรอง,จังหวัด
--,1,GI(E) 1-002,บริษัท ทิสซิน ฟู้ด (ไทยแลนด์) จำกัด,1,2568-01-10T00:00:00,ชลบุรี
--,2,GI(E) 1-121,บริษัท เจ อาร์ เค เอ็นเตอร์ไพรส์ จำกัด,2,2568-10-20T00:00:00,ชลบุรี
--,3,GI(E) 1-124,บริษัท เอฟอีทีที จำกัด,3,2568-10-22T00:00:00,ชลบุรี
--,4,GI(E) 1-186,บริษัท พีเค โกโก้ แอนด์ ช็อกโกแลต จำกัด,4,2568-07-11T00:00:00,ชลบุรี
--,5,GI(E) 1-189,บริษัท แอร์ ฮอร์ส คอมเพรสเซอร์ (ประเทศไทย) จำกัด,5,2568-10-11T00:00:00,ชลบุรี
--,6,GI(E) 1-197,วิสาหกิจชุมชนผลิตภัณฑ์บ้านปากคลอง,6,2568-10-11T00:00:00,ชลบุรี
--,7,GI(E) 1-248,บริษัท มหมิตร เอ็นจิเนียริ่ง จำกัด,7,2568-12-11T00:00:00,ชลบุรี
--,8,GI(E) 1-339,บริษัท ซัมมิท แหลมฉบัง โอโต บอดี้ เวิร์ค จำกัด,8,2568-11-24T00:00:00,ชลบุรี
--,9,GI(E) 1-344,บริษัท ซาเดซ่า (ประเทศไทย) จำกัด,9,2568-11-24T00:00:00,ชลบุรี
--,10,GI(E) 1-347,บริษัท ชิโคนี่ พาวเวอร์ เทคโนโลยี (ประเทศไทย) จำกัด,10,2568-11-24T00:00:00,ชลบุรี
--,11,GI(E) 1-349,บริษัท ซาเดซ่า (ประเทศไทย) จำกัด,11,2568-11-24T00:00:00,ชลบุรี
--,12,GI(E) 1-410,บริษัท ไทย เดลิก้า จำกัด,12,2568-08-12T00:00:00,ชลบุรี
--,13,GI(E) 1-413,บริษัท ทาชิบานะ ยามาโมโตะ เทคโนโลยี (ไทยแลนด์) จำกัด,13,2568-08-12T00:00:00,ชลบุรี
--,14,GI(E) 1-417,บริษัท จี.ดับบลิว.เรย์ จำกัด,14,2568-08-12T00:00:00,ชลบุรี
--,15,GI(E) 1-421,บริษัท สยามเทคเนีย จำกัด,15,2568-08-12T00:00:00,ชลบุรี
--,16,GI(E) 1-431,บริษัท เตททรา โซลูเทค จำกัด,16,2568-09-12T00:00:00,ชลบุรี
--,17,GI(E) 1-433,บริษัท ดอนหม่า เลเธอร์ กู๊ดส์ (ไทยแลนด์) จำกัด,17,2568-09-12T00:00:00,ชลบุรี
--,18,GI(E) 1-436,บริษัท เอ็น. เอช. โซจะ (ไทยแลนด์) จำกัด,18,2568-09-12T00:00:00,ชลบุรี
--,19,GI(E) 1-438,บริษัท นิสซิน เทคนิส (ประเทศไทย) จำกัด,19,2568-09-12T00:00:00,ชลบุรี
--,20,GI(E) 1-439,บริษัท แฟรงคลิน ไบโอเทค จำกัด,20,2568-09-12T00:00:00,ชลบุรี
--,21,GI(E) 1-440,บริษัท อินเตอร์เทค ฟู๊ด (ประเทศไทย) จำกัด,21,2568-09-12T00:00:00,ชลบุรี
--,22,GI(E) 1-441,บริษัท แบ็คเนอร์ แมนูแฟคเจอร์ริ่ง (ประเทศไทย) จำกัด,22,2568-09-12T00:00:00,ชลบุรี
--,23,GI(E) 1-442,บริษัท แซดเอฟ ออโตโมทีฟ เซฟตี้ ซิสเต็มส์ (ไทยแลนด์) จำกัด,23,2568-09-12T00:00:00,ชลบุรี
--,24,GI(E) 1-444,บริษัท เฟเวอร์ด นิว แมททีเรียล เทคโนโลยี (ไทยแลนด์) จำกัด,24,2568-09-12T00:00:00,ชลบุรี
