VALUE,SOURCE,_id,UNIT,YEAR
1.02,สำนักงานสถิติแห่งชาติ,1,ร้อยละ,2563
1.06,สำนักงานสถิติแห่งชาติ,2,ร้อยละ,2564
1.09,สำนักงานสถิติแห่งชาติ,3,ร้อยละ,2565
1.09,สำนักงานสถิติแห่งชาติ,4,ร้อยละ,2566
1.19,สำนักงานสถิติแห่งชาติ,5,ร้อยละ,2567
1.12,สำนักงานสถิติแห่งชาติ,6,ร้อยละ,2568
