เดือน,จำนวน,_id,ปี พ.ศ.,ประเภทรถ,ประเภทกฏหมาย
ธันวาคม,36531,1,2566,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
ธันวาคม,1211,2,2566,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ธันวาคม,8255,3,2566,รย. 3 รถยนต์บรรทุกส่วนบุคคล,รถยนต์
ธันวาคม,3,4,2566,รย. 4 รถยนต์สามล้อส่วนบุคคล,รถยนต์
ธันวาคม,208,5,2566,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ธันวาคม,1,6,2566,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),รถยนต์
ธันวาคม,67,7,2566,รย. 8 รถยนต์รับจ้างสามล้อ,รถยนต์
ธันวาคม,7,8,2566,รย. 9 รถยนต์บริการธุรกิจ,รถยนต์
ธันวาคม,18,9,2566,รย. 10 รถยนต์บริการทัศนาจร,รถยนต์
ธันวาคม,148372,10,2566,รย. 12 รถจักรยานยนต์,รถยนต์
ธันวาคม,4748,11,2566,รย. 13 รถแทร็กเตอร์,รถยนต์
ธันวาคม,52,12,2566,รย. 14 รถบดถนน,รถยนต์
ธันวาคม,18,13,2566,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ธันวาคม,100,14,2566,รย. 16 รถพ่วง,รถยนต์
ธันวาคม,90,15,2566,รย. 17 รถจักรยานยนต์สาธารณะ,รถยนต์
ธันวาคม,94,16,2566,รถโดยสารประจำทาง,รถขนส่ง
ธันวาคม,459,17,2566,รถโดยสารไม่ประจำทาง,รถขนส่ง
ธันวาคม,66,18,2566,รถโดยสารส่วนบุคคล,รถขนส่ง
ธันวาคม,2440,19,2566,รถบรรทุกไม่ประจำทาง,รถขนส่ง
ธันวาคม,2790,20,2566,รถบรรทุกส่วนบุคคล,รถขนส่ง
