_id,ปี,แหล่งที่มา,เดือน,ประเภท,รถจดทะเบียนใหม่
406,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 10 รถยนต์บริการทัศนาจร,0
407,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 11 รถยนต์บริการให้เช่า,0
408,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 12 รถจักรยานยนต์,873
409,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 13 รถแทรกเตอร์,137
410,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 14 รถบดถนน,1
411,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 15 รถใช้งานเกษตรกรรม,0
412,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 16 รถพ่วง,0
413,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 17 รถจักรยานยนต์สาธารณะ,45
414,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,0
415,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,236
416,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,89
417,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 3 รถยนต์บรรทุกส่วนบุคคล,126
418,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 4 รถยนต์สามล้อส่วนบุคคล,0
419,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,0
420,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คัน,0
421,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง,0
422,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 8 รถยนต์รับจ้างสามล้อ,1
423,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 9 รถยนต์บริการธุรกิจ,0
424,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 10 รถยนต์บริการทัศนาจร,0
425,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 11 รถยนต์บริการให้เช่า,0
426,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 12 รถจักรยานยนต์,833
427,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 13 รถแทรกเตอร์,81
428,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 14 รถบดถนน,0
429,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 15 รถใช้งานเกษตรกรรม,0
430,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 16 รถพ่วง,0
431,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 17 รถจักรยานยนต์สาธารณะ,33
432,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,0
433,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,241
434,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,80
435,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 3 รถยนต์บรรทุกส่วนบุคคล,173
436,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 4 รถยนต์สามล้อส่วนบุคคล,1
437,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,0
438,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คัน,0
439,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง,0
440,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 8 รถยนต์รับจ้างสามล้อ,1
441,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 9 รถยนต์บริการธุรกิจ,0
442,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 10 รถยนต์บริการทัศนาจร,0
443,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 11 รถยนต์บริการให้เช่า,0
444,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 12 รถจักรยานยนต์,1094
445,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 13 รถแทรกเตอร์,66
446,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 14 รถบดถนน,0
447,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 15 รถใช้งานเกษตรกรรม,0
448,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 16 รถพ่วง,0
449,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 17 รถจักรยานยนต์สาธารณะ,27
450,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,0
451,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,242
452,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,166
453,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 3 รถยนต์บรรทุกส่วนบุคคล,147
454,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 4 รถยนต์สามล้อส่วนบุคคล,0
455,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,0
456,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คัน,0
457,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง,0
458,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 8 รถยนต์รับจ้างสามล้อ,0
459,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 9 รถยนต์บริการธุรกิจ,0
460,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 10 รถยนต์บริการทัศนาจร,0
461,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 11 รถยนต์บริการให้เช่า,0
462,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 12 รถจักรยานยนต์,1008
463,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 13 รถแทรกเตอร์,67
464,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 14 รถบดถนน,0
465,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 15 รถใช้งานเกษตรกรรม,0
466,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 16 รถพ่วง,0
467,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 17 รถจักรยานยนต์สาธารณะ,52
468,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,0
469,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,290
470,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,139
471,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 3 รถยนต์บรรทุกส่วนบุคคล,149
472,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 4 รถยนต์สามล้อส่วนบุคคล,1
473,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,0
474,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คัน,0
475,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง,0
476,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 8 รถยนต์รับจ้างสามล้อ,0
477,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 9 รถยนต์บริการธุรกิจ,0
478,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 10 รถยนต์บริการทัศนาจร,0
479,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 11 รถยนต์บริการให้เช่า,0
480,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 12 รถจักรยานยนต์,1012
481,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 13 รถแทรกเตอร์,44
482,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 14 รถบดถนน,0
483,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 15 รถใช้งานเกษตรกรรม,0
484,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 16 รถพ่วง,0
485,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 17 รถจักรยานยนต์สาธารณะ,67
486,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,0
487,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,214
488,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,110
489,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 3 รถยนต์บรรทุกส่วนบุคคล,132
490,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 4 รถยนต์สามล้อส่วนบุคคล,1
491,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,0
492,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คัน,0
493,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง,0
494,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 8 รถยนต์รับจ้างสามล้อ,0
495,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 9 รถยนต์บริการธุรกิจ,0
496,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 10 รถยนต์บริการทัศนาจร,0
497,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 11 รถยนต์บริการให้เช่า,0
498,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 12 รถจักรยานยนต์,750
499,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 13 รถแทรกเตอร์,91
500,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 14 รถบดถนน,0
501,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 15 รถใช้งานเกษตรกรรม,0
502,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 16 รถพ่วง,1
503,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 17 รถจักรยานยนต์สาธารณะ,47
504,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,0
505,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,292
506,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,155
507,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 3 รถยนต์บรรทุกส่วนบุคคล,178
508,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 4 รถยนต์สามล้อส่วนบุคคล,0
509,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,0
510,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คัน,0
511,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง,0
512,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 8 รถยนต์รับจ้างสามล้อ,1
513,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 9 รถยนต์บริการธุรกิจ,0
514,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 10 รถยนต์บริการทัศนาจร,0
515,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 11 รถยนต์บริการให้เช่า,0
516,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 12 รถจักรยานยนต์,940
517,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 13 รถแทรกเตอร์,85
518,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 14 รถบดถนน,1
519,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 15 รถใช้งานเกษตรกรรม,0
520,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 16 รถพ่วง,1
521,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 17 รถจักรยานยนต์สาธารณะ,144
522,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,0
523,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,322
524,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,142
525,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 3 รถยนต์บรรทุกส่วนบุคคล,153
526,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 4 รถยนต์สามล้อส่วนบุคคล,0
527,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,0
528,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คัน,0
529,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง,0
530,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 8 รถยนต์รับจ้างสามล้อ,0
531,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 9 รถยนต์บริการธุรกิจ,0
532,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 10 รถยนต์บริการทัศนาจร,0
533,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 11 รถยนต์บริการให้เช่า,0
534,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 12 รถจักรยานยนต์,994
535,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 13 รถแทรกเตอร์,69
536,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 14 รถบดถนน,0
537,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 15 รถใช้งานเกษตรกรรม,0
538,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 16 รถพ่วง,0
539,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 17 รถจักรยานยนต์สาธารณะ,135
540,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,0
541,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,413
542,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,139
543,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 3 รถยนต์บรรทุกส่วนบุคคล,166
544,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 4 รถยนต์สามล้อส่วนบุคคล,0
545,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,0
546,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คัน,0
547,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง,0
548,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 8 รถยนต์รับจ้างสามล้อ,1
549,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 9 รถยนต์บริการธุรกิจ,0
550,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 10 รถยนต์บริการทัศนาจร,0
551,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 11 รถยนต์บริการให้เช่า,0
552,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 12 รถจักรยานยนต์,904
553,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 13 รถแทรกเตอร์,39
554,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 14 รถบดถนน,0
555,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 15 รถใช้งานเกษตรกรรม,0
556,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 16 รถพ่วง,0
557,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 17 รถจักรยานยนต์สาธารณะ,90
558,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,0
559,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,355
560,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,208
561,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 3 รถยนต์บรรทุกส่วนบุคคล,193
562,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 4 รถยนต์สามล้อส่วนบุคคล,1
563,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,0
564,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คัน,0
565,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง,0
566,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 8 รถยนต์รับจ้างสามล้อ,0
567,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 9 รถยนต์บริการธุรกิจ,0
568,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 10 รถยนต์บริการทัศนาจร,0
569,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 11 รถยนต์บริการให้เช่า,0
570,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 12 รถจักรยานยนต์,991
571,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 13 รถแทรกเตอร์,60
572,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 14 รถบดถนน,0
573,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 15 รถใช้งานเกษตรกรรม,0
574,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 16 รถพ่วง,1
575,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 17 รถจักรยานยนต์สาธารณะ,57
576,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,0
577,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,400
578,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,136
579,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 3 รถยนต์บรรทุกส่วนบุคคล,193
580,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 4 รถยนต์สามล้อส่วนบุคคล,0
581,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,0
582,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คัน,0
583,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง,0
584,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 8 รถยนต์รับจ้างสามล้อ,1
585,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 9 รถยนต์บริการธุรกิจ,0
586,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 10 รถยนต์บริการทัศนาจร,0
587,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 11 รถยนต์บริการให้เช่า,0
588,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 12 รถจักรยานยนต์,1044
589,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 13 รถแทรกเตอร์,54
590,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 14 รถบดถนน,0
591,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 15 รถใช้งานเกษตรกรรม,0
592,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 16 รถพ่วง,0
593,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 17 รถจักรยานยนต์สาธารณะ,88
594,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,0
595,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,355
596,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,151
597,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 3 รถยนต์บรรทุกส่วนบุคคล,173
598,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 4 รถยนต์สามล้อส่วนบุคคล,0
599,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,0
600,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คัน,0
601,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง,0
602,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 8 รถยนต์รับจ้างสามล้อ,1
603,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 9 รถยนต์บริการธุรกิจ,0
604,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 10 รถยนต์บริการทัศนาจร,0
605,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 11 รถยนต์บริการให้เช่า,0
606,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 12 รถจักรยานยนต์,906
607,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 13 รถแทรกเตอร์,58
608,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 14 รถบดถนน,0
609,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 15 รถใช้งานเกษตรกรรม,0
