วันที่หมดอายุ,_id,เลขที่การรับรอง,บริษัท,ลำดับ,วันที่รับรอง,จังหวัด
14/11/2569,1,GI(E) 4-013,บริษัท โตเกียว โรคิ (ประเทศไทย) จำกัด,1,2566-11-15T00:00:00,ชลบุรี
14/11/2569,2,GI(E) 4-013,บริษัท โตเกียว โรคิ (ประเทศไทย) จำกัด,2,2566-11-15T00:00:00,ชลบุรี
10/06/2570,3,GI(E) 4-024,บริษัท เอฟ จี เอ (ประเทศไทย) จำกัด,3,2567-11-06T00:00:00,ชลบุรี
10/06/2570,4,GI(E) 4-061,บริษัท ไวซ์เทค โซลูชั่นส์ (ประเทศไทย) จำกัด,4,2567-11-06T00:00:00,ชลบุรี
10/06/2570,5,GI(E) 4-154,บริษัท ศารายา เอ็มเอฟจี. (ไทยแลนด์) จำกัด,5,2567-11-06T00:00:00,ชลบุรี
15/08/2570,6,GI(E) 4-208,บริษัท เอส.เอ็ม.ซี. (ประเทศไทย) จำกัด,6,2567-08-16T00:00:00,ชลบุรี
15/08/2570,7,GI(E) 4-210,บริษัท ฟูจิลอย (ประเทศไทย) จำกัด,7,2567-08-16T00:00:00,ชลบุรี
15/08/2570,8,GI(E) 4-212,บริษัท ซิก้า (ประเทศไทย) จำกัด โรงงานชลบุรี,8,2567-08-16T00:00:00,ชลบุรี
เพิกถอน 16/7/2568,9,GI(E) 4-215,บริษัท ปริ๊งซ์ เฉิงซาน ไทร์ (ประเทศไทย) จำกัด,9,2567-08-16T00:00:00,ชลบุรี
11/09/2570,10,GI(E) 4-240,บริษัท สยาม ฮิตาชิ เอลลิเวเตอร์ จำกัด,10,2567-12-09T00:00:00,ชลบุรี
11/09/2570,11,GI(E) 4-242,บริษัท โซนี่ เทคโนโลยี (ประเทศไทย) จำกัด,11,2567-12-09T00:00:00,ชลบุรี
11/09/2570,12,GI(E) 4-243,บริษัท อมตะ บี.กริม เพาเวอร์ 2 จำกัด,12,2567-12-09T00:00:00,ชลบุรี
11/09/2570,13,GI(E) 4-244,บริษัท อมตะ บี.กริม เพาเวอร์ 4 จำกัด,13,2567-12-09T00:00:00,ชลบุรี
11/09/2570,14,GI(E) 4-252,บริษัท รีไซเคิล เอ็นจิเนียริ่ง จำกัด,14,2567-12-09T00:00:00,ชลบุรี
11/09/2570,15,GI(E) 4-257,บริษัท อาจีกาว่า แอนด์ เอสซีไอ เมทัล เทค จำกัด,15,2567-12-09T00:00:00,ชลบุรี
11/09/2570,16,GI(E) 4-263,บริษัท อมตะ บี.กริม เพาเวอร์ 1 จำกัด,16,2567-12-09T00:00:00,ชลบุรี
11/09/2570,17,GI(E) 4-264,บริษัท โกลบอลกรีนเคมิคอล จำกัด (มหาชน),17,2567-12-09T00:00:00,ชลบุรี
11/09/2570,18,GI(E) 4-269,บริษัท ไลอ้อน (ประเทศไทย) จำกัด,18,2567-12-09T00:00:00,ชลบุรี
11/09/2570,19,GI(E) 4-276,บริษัท อมตะ บี.กริม เพาเวอร์ 5 จำกัด,19,2567-12-09T00:00:00,ชลบุรี
11/09/2570,20,GI(E) 4-280,บริษัท ตั้งเซียะปิง โลหะกิจ จำกัด,20,2567-12-09T00:00:00,ชลบุรี
11/09/2570,21,GI(E) 4-287,บริษัท อมตะ บี.กริม เพาเวอร์ 3 จำกัด,21,2567-12-09T00:00:00,ชลบุรี
