data,province,_id,tombon,year,value,amphor,unit,source
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,17,ดอนมะโนรา,2564,0,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,18,บางพรม,2564,433,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,19,บางกุ้ง,2564,317,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,20,จอมปลวก,2564,0,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,21,บางนกแขวก,2564,0,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,22,ยายแพง,2564,7,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,23,บางกระบือ,2564,6,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,24,บ้านปราโมทย์,2564,279,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,25,อัมพวา,2564,45,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,26,สวนหลวง,2564,193,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,27,ท่าคา,2564,0,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,28,วัดประดู่,2564,165,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,29,เหมืองใหม่,2564,725,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,30,บางช้าง,2564,199,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,31,แควอ้อม,2564,671,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,32,ปลายโพงพาง,2564,0,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,33,บางแค,2564,220,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,34,แพรกหนามแดง,2564,0,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,35,ยี่สาร,2564,0,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,36,บางนางลี่,2564,71,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,37,แม่กลอง,2565,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,38,บางขันแตก,2565,6,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,39,ลาดใหญ่,2565,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,40,บ้านปรก,2565,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,41,บางแก้ว,2565,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,42,ท้ายหาด,2565,1,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,43,แหลมใหญ่,2565,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,44,คลองเขิน,2565,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,45,คลองโคน,2565,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,46,นางตะเคียน,2565,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,47,บางจะเกร็ง,2565,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,48,กระดังงา,2565,339,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,49,บางสะแก,2565,928,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,50,บางยี่รงค์,2565,189,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,51,โรงหีบ,2565,337,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,52,บางคนที,2565,26,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,53,ดอนมะโนรา,2565,0,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,54,บางพรม,2565,433,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,55,บางกุ้ง,2565,316,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,56,จอมปลวก,2565,0,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,57,บางนกแขวก,2565,0,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,58,ยายแพง,2565,7,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,59,บางกระบือ,2565,6,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,60,บ้านปราโมทย์,2565,279,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,61,อัมพวา,2565,46,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,62,สวนหลวง,2565,194,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,63,ท่าคา,2565,0,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,64,วัดประดู่,2565,166,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,65,เหมืองใหม่,2565,729,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,66,บางช้าง,2565,199,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,67,แควอ้อม,2565,676,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,68,ปลายโพงพาง,2565,0,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,69,บางแค,2565,211,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,70,แพรกหนามแดง,2565,0,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,71,ยี่สาร,2565,0,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,72,บางนางลี่,2565,72,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,73,แม่กลอง,2566,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,74,บางขันแตก,2566,5,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,75,ลาดใหญ่,2566,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,76,บ้านปรก,2566,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,77,บางแก้ว,2566,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,78,ท้ายหาด,2566,1,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,79,แหลมใหญ่,2566,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,80,คลองเขิน,2566,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,81,คลองโคน,2566,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,82,นางตะเคียน,2566,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,83,บางจะเกร็ง,2566,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,84,กระดังงา,2566,332,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,85,บางสะแก,2566,926,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,86,บางยี่รงค์,2566,189,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,87,โรงหีบ,2566,337,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,88,บางคนที,2566,24,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,89,ดอนมะโนรา,2566,0,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,90,บางพรม,2566,430,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,91,บางกุ้ง,2566,315,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,92,จอมปลวก,2566,0,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,93,บางนกแขวก,2566,0,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,94,ยายแพง,2566,7,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,95,บางกระบือ,2566,6,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,96,บ้านปราโมทย์,2566,277,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,97,อัมพวา,2566,46,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,98,สวนหลวง,2566,194,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,99,ท่าคา,2566,0,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,100,วัดประดู่,2566,166,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,101,เหมืองใหม่,2566,729,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,102,บางช้าง,2566,199,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,103,แควอ้อม,2566,676,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,104,ปลายโพงพาง,2566,0,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,105,บางแค,2566,211,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,106,แพรกหนามแดง,2566,0,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,107,ยี่สาร,2566,0,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,108,บางนางลี่,2566,72,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,109,แม่กลอง,2567,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,110,บางขันแตก,2567,5,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,111,ลาดใหญ่,2567,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,112,บ้านปรก,2567,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,113,บางแก้ว,2567,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,114,ท้ายหาด,2567,1,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,115,แหลมใหญ่,2567,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,116,คลองเขิน,2567,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,117,คลองโคน,2567,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,118,นางตะเคียน,2567,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,119,บางจะเกร็ง,2567,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,120,กระดังงา,2567,332,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,121,บางสะแก,2567,926,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,122,บางยี่รงค์,2567,189,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,123,โรงหีบ,2567,337,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,124,บางคนที,2567,24,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,125,ดอนมะโนรา,2567,0,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,126,บางพรม,2567,430,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,127,บางกุ้ง,2567,315,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,128,จอมปลวก,2567,0,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,129,บางนกแขวก,2567,0,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,130,ยายแพง,2567,7,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,131,บางกระบือ,2567,6,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,132,บ้านปราโมทย์,2567,277,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,133,อัมพวา,2567,46,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,134,สวนหลวง,2567,192.5,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,135,ท่าคา,2567,0,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,136,วัดประดู่,2567,166,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,137,เหมืองใหม่,2567,719.5,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,138,บางช้าง,2567,199,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,139,แควอ้อม,2567,667,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกลิ้นจี่รายตำบล,สมุทรสงคราม,140,ปลายโพงพาง,2567,0,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
