AGE_GROUP,VALUE,QUARTER,SOURCE,_id,SEX,UNIT,REGION,YEAR
ยอดรวม,75.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1847,ชาย,ร้อยละ,ภาคเหนือ,2565
15-19,20.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1848,ชาย,ร้อยละ,ภาคเหนือ,2565
20-24,75.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1849,ชาย,ร้อยละ,ภาคเหนือ,2565
25-29,92.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1850,ชาย,ร้อยละ,ภาคเหนือ,2565
30-34,95.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1851,ชาย,ร้อยละ,ภาคเหนือ,2565
35-39,97.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1852,ชาย,ร้อยละ,ภาคเหนือ,2565
40-49,94.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1853,ชาย,ร้อยละ,ภาคเหนือ,2565
50-59,92.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1854,ชาย,ร้อยละ,ภาคเหนือ,2565
60 ขึ้นไป,51.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1855,ชาย,ร้อยละ,ภาคเหนือ,2565
ยอดรวม,58.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1856,หญิง,ร้อยละ,ภาคเหนือ,2565
15-19,10.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1857,หญิง,ร้อยละ,ภาคเหนือ,2565
15-19 ปี,8.45,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1858,หญิง,ร้อยละ,ภาคกลาง,2568
15-19 ปี,17.89,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1859,ชาย,ร้อยละ,ภาคกลาง,2568
20-24 ปี,74.07,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1860,ชาย,ร้อยละ,ภาคกลาง,2568
20-24 ปี,61.96,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1861,หญิง,ร้อยละ,ภาคกลาง,2568
25-29 ปี,89.03,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1862,หญิง,ร้อยละ,ภาคกลาง,2568
25-29 ปี,95.56,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1863,ชาย,ร้อยละ,ภาคกลาง,2568
30-34 ปี,90.07,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1864,หญิง,ร้อยละ,ภาคกลาง,2568
30-34 ปี,95.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1865,ชาย,ร้อยละ,ภาคกลาง,2568
35-39 ปี,95.78,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1866,ชาย,ร้อยละ,ภาคกลาง,2568
35-39 ปี,86.44,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1867,หญิง,ร้อยละ,ภาคกลาง,2568
40-49 ปี,95.97,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1868,ชาย,ร้อยละ,ภาคกลาง,2568
40-49 ปี,84.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1869,หญิง,ร้อยละ,ภาคกลาง,2568
50-59 ปี,89.57,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1870,ชาย,ร้อยละ,ภาคกลาง,2568
50-59 ปี,72.94,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1871,หญิง,ร้อยละ,ภาคกลาง,2568
60 ปีขึ้นไป,27.14,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1872,หญิง,ร้อยละ,ภาคกลาง,2568
60 ปีขึ้นไป,42.06,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1873,ชาย,ร้อยละ,ภาคกลาง,2568
รวม,78.31,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1874,ชาย,ร้อยละ,ภาคกลาง,2568
รวม,63.79,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1875,หญิง,ร้อยละ,ภาคกลาง,2568
รวม,70.71,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1876,รวม,ร้อยละ,ภาคกลาง,2568
15-19 ปี,16.92,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1877,ชาย,ร้อยละ,ภาคใต้,2568
15-19 ปี,6.64,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1878,หญิง,ร้อยละ,ภาคใต้,2568
20-24 ปี,76.06,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1879,ชาย,ร้อยละ,ภาคใต้,2568
20-24 ปี,52.27,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1880,หญิง,ร้อยละ,ภาคใต้,2568
25-29 ปี,94.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1881,ชาย,ร้อยละ,ภาคใต้,2568
25-29 ปี,77.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1882,หญิง,ร้อยละ,ภาคใต้,2568
30-34 ปี,96.18,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1883,ชาย,ร้อยละ,ภาคใต้,2568
30-34 ปี,81.37,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1884,หญิง,ร้อยละ,ภาคใต้,2568
35-39 ปี,80.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1885,หญิง,ร้อยละ,ภาคใต้,2568
35-39 ปี,96.54,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1886,ชาย,ร้อยละ,ภาคใต้,2568
40-49 ปี,83.96,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1887,หญิง,ร้อยละ,ภาคใต้,2568
40-49 ปี,96.35,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1888,ชาย,ร้อยละ,ภาคใต้,2568
50-59 ปี,94.19,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1889,ชาย,ร้อยละ,ภาคใต้,2568
50-59 ปี,75.28,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1890,หญิง,ร้อยละ,ภาคใต้,2568
60 ปีขึ้นไป,53.52,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1891,ชาย,ร้อยละ,ภาคใต้,2568
60 ปีขึ้นไป,34.28,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1892,หญิง,ร้อยละ,ภาคใต้,2568
รวม,78.73,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1893,ชาย,ร้อยละ,ภาคใต้,2568
รวม,60.67,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1894,หญิง,ร้อยละ,ภาคใต้,2568
รวม,69.35,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1895,รวม,ร้อยละ,ภาคใต้,2568
15-19 ปี,17.26,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1896,ชาย,ร้อยละ,ภาคใต้ชายแดน,2568
15-19 ปี,4.73,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1897,หญิง,ร้อยละ,ภาคใต้ชายแดน,2568
20-24 ปี,76.43,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1898,ชาย,ร้อยละ,ภาคใต้ชายแดน,2568
20-24 ปี,42.16,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1899,หญิง,ร้อยละ,ภาคใต้ชายแดน,2568
25-29 ปี,95.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1900,ชาย,ร้อยละ,ภาคใต้ชายแดน,2568
25-29 ปี,65.21,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1901,หญิง,ร้อยละ,ภาคใต้ชายแดน,2568
30-34 ปี,95.01,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1902,ชาย,ร้อยละ,ภาคใต้ชายแดน,2568
30-34 ปี,69.13,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1903,หญิง,ร้อยละ,ภาคใต้ชายแดน,2568
35-39 ปี,70.97,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1904,หญิง,ร้อยละ,ภาคใต้ชายแดน,2568
35-39 ปี,95.95,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1905,ชาย,ร้อยละ,ภาคใต้ชายแดน,2568
40-49 ปี,77.36,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1906,หญิง,ร้อยละ,ภาคใต้ชายแดน,2568
40-49 ปี,96.92,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1907,ชาย,ร้อยละ,ภาคใต้ชายแดน,2568
50-59 ปี,92.96,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1908,ชาย,ร้อยละ,ภาคใต้ชายแดน,2568
50-59 ปี,76.31,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1909,หญิง,ร้อยละ,ภาคใต้ชายแดน,2568
60 ปีขึ้นไป,56.02,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1910,ชาย,ร้อยละ,ภาคใต้ชายแดน,2568
60 ปีขึ้นไป,29.55,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1911,หญิง,ร้อยละ,ภาคใต้ชายแดน,2568
รวม,78.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1912,ชาย,ร้อยละ,ภาคใต้ชายแดน,2568
รวม,54.44,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1913,หญิง,ร้อยละ,ภาคใต้ชายแดน,2568
รวม,66.13,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1914,รวม,ร้อยละ,ภาคใต้ชายแดน,2568
15-19 ปี,23.22,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1915,ชาย,ร้อยละ,ภาคตะวันออก,2568
15-19 ปี,12.36,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1916,หญิง,ร้อยละ,ภาคตะวันออก,2568
20-24 ปี,77.75,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1917,ชาย,ร้อยละ,ภาคตะวันออก,2568
20-24 ปี,60.63,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1918,หญิง,ร้อยละ,ภาคตะวันออก,2568
25-29 ปี,92.61,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1919,ชาย,ร้อยละ,ภาคตะวันออก,2568
25-29 ปี,86.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1920,หญิง,ร้อยละ,ภาคตะวันออก,2568
30-34 ปี,95.87,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1921,ชาย,ร้อยละ,ภาคตะวันออก,2568
30-34 ปี,87.43,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1922,หญิง,ร้อยละ,ภาคตะวันออก,2568
35-39 ปี,85.64,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1923,หญิง,ร้อยละ,ภาคตะวันออก,2568
35-39 ปี,96.15,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1924,ชาย,ร้อยละ,ภาคตะวันออก,2568
40-49 ปี,80.73,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1925,หญิง,ร้อยละ,ภาคตะวันออก,2568
40-49 ปี,94.68,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1926,ชาย,ร้อยละ,ภาคตะวันออก,2568
50-59 ปี,91.23,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1927,ชาย,ร้อยละ,ภาคตะวันออก,2568
50-59 ปี,68.37,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1928,หญิง,ร้อยละ,ภาคตะวันออก,2568
60 ปีขึ้นไป,49.87,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1929,ชาย,ร้อยละ,ภาคตะวันออก,2568
60 ปีขึ้นไป,30.08,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1930,หญิง,ร้อยละ,ภาคตะวันออก,2568
รวม,80.64,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1931,ชาย,ร้อยละ,ภาคตะวันออก,2568
รวม,63.72,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1932,หญิง,ร้อยละ,ภาคตะวันออก,2568
รวม,71.92,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1933,รวม,ร้อยละ,ภาคตะวันออก,2568
15-19 ปี,13.05,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1934,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2568
15-19 ปี,4.81,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1935,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2568
20-24 ปี,63.95,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1936,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2568
20-24 ปี,48.75,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1937,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2568
ยอดรวม,73.93,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1938,ยอดรวม,ร้อยละ,กรุงเทพมหานคร,2567
15-19 ปี,12.84,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1939,ยอดรวม,ร้อยละ,กรุงเทพมหานคร,2567
20-24 ปี,59.69,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1940,ยอดรวม,ร้อยละ,กรุงเทพมหานคร,2567
25-29 ปี,94.21,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1941,ยอดรวม,ร้อยละ,กรุงเทพมหานคร,2567
30-34 ปี,93.03,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1942,ยอดรวม,ร้อยละ,กรุงเทพมหานคร,2567
35-39 ปี,90.72,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1943,ยอดรวม,ร้อยละ,กรุงเทพมหานคร,2567
40-49 ปี,90.27,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1944,ยอดรวม,ร้อยละ,กรุงเทพมหานคร,2567
50-59 ปี,83.29,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1945,ยอดรวม,ร้อยละ,กรุงเทพมหานคร,2567
60 ปีขึ้นไป,32.97,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1946,ยอดรวม,ร้อยละ,กรุงเทพมหานคร,2567
ยอดรวม,81.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1947,ชาย,ร้อยละ,กรุงเทพมหานคร,2567
15-19 ปี,15.44,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1948,ชาย,ร้อยละ,กรุงเทพมหานคร,2567
20-24 ปี,65.69,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1949,ชาย,ร้อยละ,กรุงเทพมหานคร,2567
25-29 ปี,96.07,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1950,ชาย,ร้อยละ,กรุงเทพมหานคร,2567
30-34 ปี,97.93,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1951,ชาย,ร้อยละ,กรุงเทพมหานคร,2567
35-39 ปี,97.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1952,ชาย,ร้อยละ,กรุงเทพมหานคร,2567
40-49 ปี,97.42,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1953,ชาย,ร้อยละ,กรุงเทพมหานคร,2567
50-59 ปี,92.47,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1954,ชาย,ร้อยละ,กรุงเทพมหานคร,2567
60 ปีขึ้นไป,38.82,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1955,ชาย,ร้อยละ,กรุงเทพมหานคร,2567
ยอดรวม,67.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1956,หญิง,ร้อยละ,กรุงเทพมหานคร,2567
15-19 ปี,10.37,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1957,หญิง,ร้อยละ,กรุงเทพมหานคร,2567
20-24 ปี,53.99,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1958,หญิง,ร้อยละ,กรุงเทพมหานคร,2567
25-29 ปี,92.39,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1959,หญิง,ร้อยละ,กรุงเทพมหานคร,2567
30-34 ปี,88.24,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1960,หญิง,ร้อยละ,กรุงเทพมหานคร,2567
35-39 ปี,84.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1961,หญิง,ร้อยละ,กรุงเทพมหานคร,2567
40-49 ปี,83.39,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1962,หญิง,ร้อยละ,กรุงเทพมหานคร,2567
50-59 ปี,74.64,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1963,หญิง,ร้อยละ,กรุงเทพมหานคร,2567
60 ปีขึ้นไป,28.86,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1964,หญิง,ร้อยละ,กรุงเทพมหานคร,2567
ยอดรวม,71.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1965,ยอดรวม,ร้อยละ,ภาคกลาง,2567
15-19 ปี,14.32,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1966,ยอดรวม,ร้อยละ,ภาคกลาง,2567
20-24 ปี,66.86,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1967,ยอดรวม,ร้อยละ,ภาคกลาง,2567
25-29 ปี,90.56,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1968,ยอดรวม,ร้อยละ,ภาคกลาง,2567
30-34 ปี,92.53,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1969,ยอดรวม,ร้อยละ,ภาคกลาง,2567
35-39 ปี,91.99,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1970,ยอดรวม,ร้อยละ,ภาคกลาง,2567
40-49 ปี,89.49,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1971,ยอดรวม,ร้อยละ,ภาคกลาง,2567
50-59 ปี,80.21,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1972,ยอดรวม,ร้อยละ,ภาคกลาง,2567
60 ปีขึ้นไป,35.88,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1973,ยอดรวม,ร้อยละ,ภาคกลาง,2567
ยอดรวม,79.75,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1974,ชาย,ร้อยละ,ภาคกลาง,2567
15-19 ปี,17.65,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1975,ชาย,ร้อยละ,ภาคกลาง,2567
20-24 ปี,74.22,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1976,ชาย,ร้อยละ,ภาคกลาง,2567
25-29 ปี,94.72,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1977,ชาย,ร้อยละ,ภาคกลาง,2567
30-34 ปี,96.29,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1978,ชาย,ร้อยละ,ภาคกลาง,2567
35-39 ปี,97.01,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1979,ชาย,ร้อยละ,ภาคกลาง,2567
40-49 ปี,96.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1980,ชาย,ร้อยละ,ภาคกลาง,2567
50-59 ปี,90.41,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1981,ชาย,ร้อยละ,ภาคกลาง,2567
60 ปีขึ้นไป,46.66,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1982,ชาย,ร้อยละ,ภาคกลาง,2567
ยอดรวม,63.72,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1983,หญิง,ร้อยละ,ภาคกลาง,2567
15-19 ปี,11.06,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1984,หญิง,ร้อยละ,ภาคกลาง,2567
20-24 ปี,59.79,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1985,หญิง,ร้อยละ,ภาคกลาง,2567
25-29 ปี,86.34,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1986,หญิง,ร้อยละ,ภาคกลาง,2567
30-34 ปี,88.67,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1987,หญิง,ร้อยละ,ภาคกลาง,2567
35-39 ปี,86.95,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1988,หญิง,ร้อยละ,ภาคกลาง,2567
40-49 ปี,83.08,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1989,หญิง,ร้อยละ,ภาคกลาง,2567
50-59 ปี,70.73,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1990,หญิง,ร้อยละ,ภาคกลาง,2567
60 ปีขึ้นไป,28.28,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1991,หญิง,ร้อยละ,ภาคกลาง,2567
ยอดรวม,66.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1992,ยอดรวม,ร้อยละ,ภาคเหนือ,2567
15-19 ปี,15.19,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1993,ยอดรวม,ร้อยละ,ภาคเหนือ,2567
20-24 ปี,68.59,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1994,ยอดรวม,ร้อยละ,ภาคเหนือ,2567
25-29 ปี,85.11,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1995,ยอดรวม,ร้อยละ,ภาคเหนือ,2567
30-34 ปี,87.42,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1996,ยอดรวม,ร้อยละ,ภาคเหนือ,2567
35-39 ปี,91.12,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1997,ยอดรวม,ร้อยละ,ภาคเหนือ,2567
40-49 ปี,89.26,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1998,ยอดรวม,ร้อยละ,ภาคเหนือ,2567
50-59 ปี,83.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1999,ยอดรวม,ร้อยละ,ภาคเหนือ,2567
60 ปีขึ้นไป,42.21,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2000,ยอดรวม,ร้อยละ,ภาคเหนือ,2567
ยอดรวม,75.61,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2001,ชาย,ร้อยละ,ภาคเหนือ,2567
15-19 ปี,21.85,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2002,ชาย,ร้อยละ,ภาคเหนือ,2567
20-24 ปี,75.53,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2003,ชาย,ร้อยละ,ภาคเหนือ,2567
25-29 ปี,93.06,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2004,ชาย,ร้อยละ,ภาคเหนือ,2567
30-34 ปี,94.61,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2005,ชาย,ร้อยละ,ภาคเหนือ,2567
35-39 ปี,94.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2006,ชาย,ร้อยละ,ภาคเหนือ,2567
40-49 ปี,94.33,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2007,ชาย,ร้อยละ,ภาคเหนือ,2567
50-59 ปี,92.69,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2008,ชาย,ร้อยละ,ภาคเหนือ,2567
60 ปีขึ้นไป,54.57,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2009,ชาย,ร้อยละ,ภาคเหนือ,2567
ยอดรวม,57.93,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2010,หญิง,ร้อยละ,ภาคเหนือ,2567
15-19 ปี,8.24,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2011,หญิง,ร้อยละ,ภาคเหนือ,2567
20-24 ปี,61.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2012,หญิง,ร้อยละ,ภาคเหนือ,2567
25-29 ปี,77.04,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2013,หญิง,ร้อยละ,ภาคเหนือ,2567
30-34 ปี,80.04,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2014,หญิง,ร้อยละ,ภาคเหนือ,2567
35-39 ปี,87.79,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2015,หญิง,ร้อยละ,ภาคเหนือ,2567
40-49 ปี,84.33,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2016,หญิง,ร้อยละ,ภาคเหนือ,2567
50-59 ปี,75.15,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2017,หญิง,ร้อยละ,ภาคเหนือ,2567
60 ปีขึ้นไป,33.06,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2018,หญิง,ร้อยละ,ภาคเหนือ,2567
ยอดรวม,61.41,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2019,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2567
15-19 ปี,9.26,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2020,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2567
20-24 ปี,59.01,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2021,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2567
25-29 ปี,81.93,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2022,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2567
30-34 ปี,85.81,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2023,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2567
35-39 ปี,86.86,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2024,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2567
40-49 ปี,86.72,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2025,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2567
50-59 ปี,81.15,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2026,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2567
60 ปีขึ้นไป,36.28,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2027,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2567
ยอดรวม,71.72,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2028,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2567
15-19 ปี,13.23,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2029,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2567
20-24 ปี,68.92,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2030,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2567
25-29 ปี,89.91,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2031,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2567
30-34 ปี,93.57,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2032,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2567
35-39 ปี,92.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2033,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2567
40-49 ปี,93.19,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2034,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2567
50-59 ปี,92.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2035,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2567
60 ปีขึ้นไป,50.47,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2036,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2567
ยอดรวม,52.12,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2037,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2567
15-19 ปี,5.09,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2038,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2567
