AGE_GROUP,VALUE,QUARTER,SOURCE,_id,SEX,UNIT,REGION,YEAR
20-24,59.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1124,ยอดรวม,ร้อยละ,กรุงเทพมหานคร,2566
25-29,91.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1125,ยอดรวม,ร้อยละ,กรุงเทพมหานคร,2566
30-34,92.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1126,ยอดรวม,ร้อยละ,กรุงเทพมหานคร,2566
35-39,93.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1127,ยอดรวม,ร้อยละ,กรุงเทพมหานคร,2566
40-49,91.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1128,ยอดรวม,ร้อยละ,กรุงเทพมหานคร,2566
50-59,81.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1129,ยอดรวม,ร้อยละ,กรุงเทพมหานคร,2566
60 ขึ้นไป,28.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1130,ยอดรวม,ร้อยละ,กรุงเทพมหานคร,2566
ยอดรวม,80.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1131,ชาย,ร้อยละ,กรุงเทพมหานคร,2566
15-19,17.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1132,ชาย,ร้อยละ,กรุงเทพมหานคร,2566
20-24,63.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1133,ชาย,ร้อยละ,กรุงเทพมหานคร,2566
25-29,93.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1134,ชาย,ร้อยละ,กรุงเทพมหานคร,2566
30-34,96.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1135,ชาย,ร้อยละ,กรุงเทพมหานคร,2566
35-39,97.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1136,ชาย,ร้อยละ,กรุงเทพมหานคร,2566
40-49,97.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1137,ชาย,ร้อยละ,กรุงเทพมหานคร,2566
50-59,90.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1138,ชาย,ร้อยละ,กรุงเทพมหานคร,2566
60 ขึ้นไป,36.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1139,ชาย,ร้อยละ,กรุงเทพมหานคร,2566
ยอดรวม,66.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1140,หญิง,ร้อยละ,กรุงเทพมหานคร,2566
15-19,9.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1141,หญิง,ร้อยละ,กรุงเทพมหานคร,2566
20-24,55.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1142,หญิง,ร้อยละ,กรุงเทพมหานคร,2566
25-29,89.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1143,หญิง,ร้อยละ,กรุงเทพมหานคร,2566
30-34,89.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1144,หญิง,ร้อยละ,กรุงเทพมหานคร,2566
35-39,89.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1145,หญิง,ร้อยละ,กรุงเทพมหานคร,2566
40-49,84.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1146,หญิง,ร้อยละ,กรุงเทพมหานคร,2566
50-59,73.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1147,หญิง,ร้อยละ,กรุงเทพมหานคร,2566
60 ขึ้นไป,23.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1148,หญิง,ร้อยละ,กรุงเทพมหานคร,2566
ยอดรวม,71.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1149,ยอดรวม,ร้อยละ,ภาคกลาง,2566
15-19,15.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1150,ยอดรวม,ร้อยละ,ภาคกลาง,2566
20-24,69.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1151,ยอดรวม,ร้อยละ,ภาคกลาง,2566
25-29,90.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1152,ยอดรวม,ร้อยละ,ภาคกลาง,2566
30-34,92.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1153,ยอดรวม,ร้อยละ,ภาคกลาง,2566
35-39,91.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1154,ยอดรวม,ร้อยละ,ภาคกลาง,2566
40-49,88.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1155,ยอดรวม,ร้อยละ,ภาคกลาง,2566
50-59,81.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1156,ยอดรวม,ร้อยละ,ภาคกลาง,2566
60 ขึ้นไป,33.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1157,ยอดรวม,ร้อยละ,ภาคกลาง,2566
ยอดรวม,79.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1158,ชาย,ร้อยละ,ภาคกลาง,2566
15-19,19.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1159,ชาย,ร้อยละ,ภาคกลาง,2566
20-24,76.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1160,ชาย,ร้อยละ,ภาคกลาง,2566
25-29,95.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1161,ชาย,ร้อยละ,ภาคกลาง,2566
30-34,96.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1162,ชาย,ร้อยละ,ภาคกลาง,2566
35-39,96.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1163,ชาย,ร้อยละ,ภาคกลาง,2566
40-49,96.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1164,ชาย,ร้อยละ,ภาคกลาง,2566
50-59,91.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1165,ชาย,ร้อยละ,ภาคกลาง,2566
60 ขึ้นไป,41.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1166,ชาย,ร้อยละ,ภาคกลาง,2566
ยอดรวม,63.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1167,หญิง,ร้อยละ,ภาคกลาง,2566
15-19,10.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1168,หญิง,ร้อยละ,ภาคกลาง,2566
20-24,63.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1169,หญิง,ร้อยละ,ภาคกลาง,2566
25-29,85.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1170,หญิง,ร้อยละ,ภาคกลาง,2566
30-34,87.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1171,หญิง,ร้อยละ,ภาคกลาง,2566
35-39,85.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1172,หญิง,ร้อยละ,ภาคกลาง,2566
40-49,81.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1173,หญิง,ร้อยละ,ภาคกลาง,2566
50-59,72.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1174,หญิง,ร้อยละ,ภาคกลาง,2566
60 ขึ้นไป,28.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1175,หญิง,ร้อยละ,ภาคกลาง,2566
ยอดรวม,66.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1176,ยอดรวม,ร้อยละ,ภาคเหนือ,2566
15-19,16.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1177,ยอดรวม,ร้อยละ,ภาคเหนือ,2566
20-24,69.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1178,ยอดรวม,ร้อยละ,ภาคเหนือ,2566
25-29,87.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1179,ยอดรวม,ร้อยละ,ภาคเหนือ,2566
30-34,89.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1180,ยอดรวม,ร้อยละ,ภาคเหนือ,2566
35-39,89.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1181,ยอดรวม,ร้อยละ,ภาคเหนือ,2566
40-49,90.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1182,ยอดรวม,ร้อยละ,ภาคเหนือ,2566
50-59,83.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1183,ยอดรวม,ร้อยละ,ภาคเหนือ,2566
60 ขึ้นไป,41.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1184,ยอดรวม,ร้อยละ,ภาคเหนือ,2566
ยอดรวม,75.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1185,ชาย,ร้อยละ,ภาคเหนือ,2566
15-19,22.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1186,ชาย,ร้อยละ,ภาคเหนือ,2566
20-24,76.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1187,ชาย,ร้อยละ,ภาคเหนือ,2566
25-29,92.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1188,ชาย,ร้อยละ,ภาคเหนือ,2566
30-34,93.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1189,ชาย,ร้อยละ,ภาคเหนือ,2566
35-39,95.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1190,ชาย,ร้อยละ,ภาคเหนือ,2566
40-49,94.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1191,ชาย,ร้อยละ,ภาคเหนือ,2566
50-59,92.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1192,ชาย,ร้อยละ,ภาคเหนือ,2566
60 ขึ้นไป,52.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1193,ชาย,ร้อยละ,ภาคเหนือ,2566
ยอดรวม,58.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1194,หญิง,ร้อยละ,ภาคเหนือ,2566
15-19,9.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1195,หญิง,ร้อยละ,ภาคเหนือ,2566
20-24,61.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1196,หญิง,ร้อยละ,ภาคเหนือ,2566
25-29,82.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1197,หญิง,ร้อยละ,ภาคเหนือ,2566
30-34,84.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1198,หญิง,ร้อยละ,ภาคเหนือ,2566
35-39,83.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1199,หญิง,ร้อยละ,ภาคเหนือ,2566
40-49,85.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1200,หญิง,ร้อยละ,ภาคเหนือ,2566
50-59,75.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1201,หญิง,ร้อยละ,ภาคเหนือ,2566
60 ขึ้นไป,32.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1202,หญิง,ร้อยละ,ภาคเหนือ,2566
ยอดรวม,65.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1203,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2566
15-19,9.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1204,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2566
20-24,66.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1205,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2566
25-29,82.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1206,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2566
30-34,86.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1207,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2566
35-39,89.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1208,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2566
40-49,89.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1209,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2566
50-59,86.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1210,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2566
60 ขึ้นไป,41.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1211,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2566
ยอดรวม,74.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1212,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2566
15-19,13.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1213,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2566
20-24,77.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1214,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2566
25-29,92.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1215,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2566
30-34,93.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1216,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2566
35-39,93.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1217,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2566
40-49,93.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1218,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2566
50-59,94.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1219,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2566
60 ขึ้นไป,53.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1220,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2566
ยอดรวม,57.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1221,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2566
15-19,5.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1222,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2566
20-24,54.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1223,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2566
25-29,72.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1224,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2566
30-34,80.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1225,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2566
35-39,86.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1226,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2566
40-49,85.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1227,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2566
50-59,78.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1228,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2566
60 ขึ้นไป,32.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1229,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2566
ยอดรวม,69.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1230,ยอดรวม,ร้อยละ,ภาคใต้,2566
15-19,16.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1231,ยอดรวม,ร้อยละ,ภาคใต้,2566
20-24,65.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1232,ยอดรวม,ร้อยละ,ภาคใต้,2566
25-29,86.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1233,ยอดรวม,ร้อยละ,ภาคใต้,2566
30-34,85.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1234,ยอดรวม,ร้อยละ,ภาคใต้,2566
35-39,88.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1235,ยอดรวม,ร้อยละ,ภาคใต้,2566
40-49,89.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1236,ยอดรวม,ร้อยละ,ภาคใต้,2566
50-59,84.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1237,ยอดรวม,ร้อยละ,ภาคใต้,2566
60 ขึ้นไป,40.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1238,ยอดรวม,ร้อยละ,ภาคใต้,2566
ยอดรวม,79.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1239,ชาย,ร้อยละ,ภาคใต้,2566
15-19,22.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1240,ชาย,ร้อยละ,ภาคใต้,2566
20-24,79.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1241,ชาย,ร้อยละ,ภาคใต้,2566
25-29,94.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1242,ชาย,ร้อยละ,ภาคใต้,2566
30-34,95.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1243,ชาย,ร้อยละ,ภาคใต้,2566
35-39,97.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1244,ชาย,ร้อยละ,ภาคใต้,2566
40-49,96.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1245,ชาย,ร้อยละ,ภาคใต้,2566
50-59,94.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1246,ชาย,ร้อยละ,ภาคใต้,2566
60 ขึ้นไป,52.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1247,ชาย,ร้อยละ,ภาคใต้,2566
ยอดรวม,59.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1248,หญิง,ร้อยละ,ภาคใต้,2566
15-19,10.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1249,หญิง,ร้อยละ,ภาคใต้,2566
20-24,52.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1250,หญิง,ร้อยละ,ภาคใต้,2566
25-29,77.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1251,หญิง,ร้อยละ,ภาคใต้,2566
30-34,75.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1252,หญิง,ร้อยละ,ภาคใต้,2566
35-39,79.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1253,หญิง,ร้อยละ,ภาคใต้,2566
40-49,82.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1254,หญิง,ร้อยละ,ภาคใต้,2566
50-59,75.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1255,หญิง,ร้อยละ,ภาคใต้,2566
60 ขึ้นไป,31.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1256,หญิง,ร้อยละ,ภาคใต้,2566
ยอดรวม,68.07,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1257,ยอดรวม,ร้อยละ,ทั่วราชอาณาจักร,2567
15-19 ปี,12.67,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1258,ยอดรวม,ร้อยละ,ทั่วราชอาณาจักร,2567
20-24 ปี,63.65,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1259,ยอดรวม,ร้อยละ,ทั่วราชอาณาจักร,2567
25-29 ปี,87.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1260,ยอดรวม,ร้อยละ,ทั่วราชอาณาจักร,2567
30-34 ปี,89.93,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1261,ยอดรวม,ร้อยละ,ทั่วราชอาณาจักร,2567
35-39 ปี,90.09,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1262,ยอดรวม,ร้อยละ,ทั่วราชอาณาจักร,2567
40-49 ปี,88.96,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1263,ยอดรวม,ร้อยละ,ทั่วราชอาณาจักร,2567
50-59 ปี,82.05,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1264,ยอดรวม,ร้อยละ,ทั่วราชอาณาจักร,2567
60 ปีขึ้นไป,37.65,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1265,ยอดรวม,ร้อยละ,ทั่วราชอาณาจักร,2567
ยอดรวม,77.15,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1266,ชาย,ร้อยละ,ทั่วราชอาณาจักร,2567
15-19 ปี,17.32,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1267,ชาย,ร้อยละ,ทั่วราชอาณาจักร,2567
20-24 ปี,72.24,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1268,ชาย,ร้อยละ,ทั่วราชอาณาจักร,2567
25-29 ปี,93.46,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1269,ชาย,ร้อยละ,ทั่วราชอาณาจักร,2567
30-34 ปี,95.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1270,ชาย,ร้อยละ,ทั่วราชอาณาจักร,2567
35-39 ปี,95.78,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1271,ชาย,ร้อยละ,ทั่วราชอาณาจักร,2567
40-49 ปี,95.42,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1272,ชาย,ร้อยละ,ทั่วราชอาณาจักร,2567
50-59 ปี,92.16,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1273,ชาย,ร้อยละ,ทั่วราชอาณาจักร,2567
60 ปีขึ้นไป,49.38,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1274,ชาย,ร้อยละ,ทั่วราชอาณาจักร,2567
ยอดรวม,59.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1275,หญิง,ร้อยละ,ทั่วราชอาณาจักร,2567
15-19 ปี,7.93,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1276,หญิง,ร้อยละ,ทั่วราชอาณาจักร,2567
20-24 ปี,55.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1277,หญิง,ร้อยละ,ทั่วราชอาณาจักร,2567
25-29 ปี,81.51,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1278,หญิง,ร้อยละ,ทั่วราชอาณาจักร,2567
30-34 ปี,84.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1279,หญิง,ร้อยละ,ทั่วราชอาณาจักร,2567
35-39 ปี,84.41,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1280,หญิง,ร้อยละ,ทั่วราชอาณาจักร,2567
40-49 ปี,82.71,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1281,หญิง,ร้อยละ,ทั่วราชอาณาจักร,2567
50-59 ปี,72.78,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1282,หญิง,ร้อยละ,ทั่วราชอาณาจักร,2567
60 ปีขึ้นไป,29.12,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1283,หญิง,ร้อยละ,ทั่วราชอาณาจักร,2567
15-19,14.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1284,ยอดรวม,ร้อยละ,ภาคเหนือ,2563
25-29,85.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1285,ยอดรวม,ร้อยละ,ทั่วราชอาณาจักร,2563
35-39,87.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1286,ยอดรวม,ร้อยละ,ภาคเหนือ,2563
40-49,88.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1287,ยอดรวม,ร้อยละ,ทั่วราชอาณาจักร,2563
60 ขึ้นไป,42.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1288,ยอดรวม,ร้อยละ,ภาคเหนือ,2563
ยอดรวม,77.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1289,ชาย,ร้อยละ,ทั่วราชอาณาจักร,2563
25-29,93.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1290,ชาย,ร้อยละ,ภาคเหนือ,2563
30-34,96.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1291,ชาย,ร้อยละ,ทั่วราชอาณาจักร,2564
50-59,92.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1292,ชาย,ร้อยละ,ภาคเหนือ,2564
60 ขึ้นไป,47.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1293,ชาย,ร้อยละ,ทั่วราชอาณาจักร,2564
20-24,52.5,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1294,หญิง,ร้อยละ,ภาคเหนือ,2564
20-24,53.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1295,หญิง,ร้อยละ,ทั่วราชอาณาจักร,2564
40-49,84.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1296,หญิง,ร้อยละ,ภาคเหนือ,2564
40-49,82.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1297,หญิง,ร้อยละ,ทั่วราชอาณาจักร,2564
15-19,11.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1298,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
20-24,60.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1299,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
25-29,82.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1300,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
30-34,85.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1301,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
35-39,88.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1302,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
40-49,88.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1303,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
50-59,85.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1304,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
60 ขึ้นไป,41.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1305,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
ยอดรวม,73.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1306,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
15-19,15.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1307,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
20-24,70.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1308,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
25-29,91.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1309,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
30-34,94.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1310,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
35-39,93.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1311,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
40-49,94.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1312,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
50-59,93.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1313,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
60 ขึ้นไป,53.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1314,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
ยอดรวม,56.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1315,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
15-19,7.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1316,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
