ประเภท,เนื้อที่สะสม,ภาค,รายละเอียด,_id,หน่วย,ปีเพาะปลูก,สภาพการเพาะปลูก,หมวดหมู่,จังหวัด,ลักษณะการใช้พื้นที่
พืชผัก,2319,กลาง ,ปลูก,1800,ไร่,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,ปทุมธานี,ปลูก
พื้นที่ชลประทาน,131451,กลาง ,พื้นที่ชลประทาน,1801,หน่วย,2566/67,พื้นที่ชลประทาน,ข้าวนาปี,กรุงเทพมหานคร,พื้นที่ชลประทาน
พื้นที่คาดการณ์,81317,กลาง ,พื้นที่คาดการณ์,1802,ไร่,2566/67,นาปี,ข้าวนาปี,กรุงเทพมหานคร,พื้นที่คาดการณ์
นาปี,87105,กลาง ,ปลูก,1803,หน่วย,2566/67,นาปี,ข้าวนาปี,กรุงเทพมหานคร,ปลูก
นาปีต่อเนื่อง,,กลาง ,ปลูก,1804,ไร่,2566/67,นาปี,ข้าวนาปี,กรุงเทพมหานคร,ปลูก
นาปี,,กลาง ,เสียหาย,1805,หน่วย,2566/67,นาปี,ข้าวนาปี,กรุงเทพมหานคร,น้ำท่วม
นาปี,,กลาง ,เสียหาย,1806,ไร่,2566/67,นาปี,ข้าวนาปี,กรุงเทพมหานคร,น้ำแล้ง
นาปี,,กลาง ,เสียหาย,1807,หน่วย,2566/67,นาปี,ข้าวนาปี,กรุงเทพมหานคร,โรค แมลง
นาปีต่อเนื่อง,,กลาง ,เสียหาย,1808,ไร่,2566/67,นาปี,ข้าวนาปี,กรุงเทพมหานคร,น้ำท่วม
นาปีต่อเนื่อง,,กลาง ,เสียหาย,1809,หน่วย,2566/67,นาปี,ข้าวนาปี,กรุงเทพมหานคร,น้ำแล้ง
นาปีต่อเนื่อง,,กลาง ,เสียหาย,1810,ไร่,2566/67,นาปี,ข้าวนาปี,กรุงเทพมหานคร, โรค แมลง
นาปี,87105,กลาง ,เก็บเกี่ยว,1811,หน่วย,2566/67,นาปี,ข้าวนาปี,กรุงเทพมหานคร,เก็บเกี่ยว
นาปีต่อเนื่อง,,กลาง ,เก็บเกี่ยว,1812,ไร่,2566/67,นาปี,ข้าวนาปี,กรุงเทพมหานคร,เก็บเกี่ยว
พื้นที่คาดการณ์,4372,กลาง ,พื้นที่คาดการณ์,1813,หน่วย,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,กรุงเทพมหานคร,พื้นที่คาดการณ์
พืชไร่,,กลาง ,ปลูก,1814,ไร่,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,กรุงเทพมหานคร,ปลูก
พืชผัก,,กลาง ,ปลูก,1815,หน่วย,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,กรุงเทพมหานคร,ปลูก
พื้นที่ชลประทาน,459951,กลาง ,พื้นที่ชลประทาน,1816,ไร่,2566/67,พื้นที่ชลประทาน,ข้าวนาปี,สระบุรี,พื้นที่ชลประทาน
พื้นที่คาดการณ์,332531,กลาง ,พื้นที่คาดการณ์,1817,หน่วย,2566/67,นาปี,ข้าวนาปี,สระบุรี,พื้นที่คาดการณ์
นาปี,310457,กลาง ,ปลูก,1818,ไร่,2566/67,นาปี,ข้าวนาปี,สระบุรี,ปลูก
นาปีต่อเนื่อง,12830,กลาง ,ปลูก,1819,หน่วย,2566/67,นาปี,ข้าวนาปี,สระบุรี,ปลูก
นาปี,,กลาง ,เสียหาย,1820,ไร่,2566/67,นาปี,ข้าวนาปี,สระบุรี,น้ำท่วม
นาปี,,กลาง ,เสียหาย,1821,หน่วย,2566/67,นาปี,ข้าวนาปี,สระบุรี,น้ำแล้ง
นาปี,,กลาง ,เสียหาย,1822,ไร่,2566/67,นาปี,ข้าวนาปี,สระบุรี,โรค แมลง
นาปีต่อเนื่อง,,กลาง ,เสียหาย,1823,หน่วย,2566/67,นาปี,ข้าวนาปี,สระบุรี,น้ำท่วม
นาปีต่อเนื่อง,,กลาง ,เสียหาย,1824,ไร่,2566/67,นาปี,ข้าวนาปี,สระบุรี,น้ำแล้ง
นาปีต่อเนื่อง,,กลาง ,เสียหาย,1825,หน่วย,2566/67,นาปี,ข้าวนาปี,สระบุรี, โรค แมลง
นาปี,224547,กลาง ,เก็บเกี่ยว,1826,ไร่,2566/67,นาปี,ข้าวนาปี,สระบุรี,เก็บเกี่ยว
นาปีต่อเนื่อง,,กลาง ,เก็บเกี่ยว,1827,หน่วย,2566/67,นาปี,ข้าวนาปี,สระบุรี,เก็บเกี่ยว
พื้นที่คาดการณ์,13373,กลาง ,พื้นที่คาดการณ์,1828,ไร่,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,สระบุรี,พื้นที่คาดการณ์
พืชไร่,10624,กลาง ,ปลูก,1829,หน่วย,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,สระบุรี,ปลูก
พืชผัก,3374,กลาง ,ปลูก,1830,ไร่,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,สระบุรี,ปลูก
พื้นที่ชลประทาน,670343,กลาง ,พื้นที่ชลประทาน,1831,หน่วย,2566/67,พื้นที่ชลประทาน,ข้าวนาปี,ลพบุรี,พื้นที่ชลประทาน
พื้นที่คาดการณ์,550302,กลาง ,พื้นที่คาดการณ์,1832,ไร่,2566/67,นาปี,ข้าวนาปี,ลพบุรี,พื้นที่คาดการณ์
นาปี,514713,กลาง ,ปลูก,1833,หน่วย,2566/67,นาปี,ข้าวนาปี,ลพบุรี,ปลูก
นาปีต่อเนื่อง,63158,กลาง ,ปลูก,1834,ไร่,2566/67,นาปี,ข้าวนาปี,ลพบุรี,ปลูก
นาปี,,กลาง ,เสียหาย,1835,หน่วย,2566/67,นาปี,ข้าวนาปี,ลพบุรี,น้ำท่วม
นาปี,,กลาง ,เสียหาย,1836,ไร่,2566/67,นาปี,ข้าวนาปี,ลพบุรี,น้ำแล้ง
นาปี,,กลาง ,เสียหาย,1837,หน่วย,2566/67,นาปี,ข้าวนาปี,ลพบุรี,โรค แมลง
นาปีต่อเนื่อง,,กลาง ,เสียหาย,1838,ไร่,2566/67,นาปี,ข้าวนาปี,ลพบุรี,น้ำท่วม
นาปีต่อเนื่อง,,กลาง ,เสียหาย,1839,หน่วย,2566/67,นาปี,ข้าวนาปี,ลพบุรี,น้ำแล้ง
นาปีต่อเนื่อง,,กลาง ,เสียหาย,1840,ไร่,2566/67,นาปี,ข้าวนาปี,ลพบุรี, โรค แมลง
นาปี,457386,กลาง ,เก็บเกี่ยว,1841,หน่วย,2566/67,นาปี,ข้าวนาปี,ลพบุรี,เก็บเกี่ยว
นาปีต่อเนื่อง,,กลาง ,เก็บเกี่ยว,1842,ไร่,2566/67,นาปี,ข้าวนาปี,ลพบุรี,เก็บเกี่ยว
พื้นที่คาดการณ์,5769,กลาง ,พื้นที่คาดการณ์,1843,หน่วย,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,ลพบุรี,พื้นที่คาดการณ์
พืชไร่,7451,กลาง ,ปลูก,1844,ไร่,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,ลพบุรี,ปลูก
พืชผัก,3558,กลาง ,ปลูก,1845,หน่วย,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,ลพบุรี,ปลูก
พื้นที่ชลประทาน,934290,ตะวันออก ,พื้นที่ชลประทาน,1846,ไร่,2566/67,พื้นที่ชลประทาน,ข้าวนาปี,ฉะเชิงเทรา,พื้นที่ชลประทาน
พื้นที่คาดการณ์,458234,ตะวันออก ,พื้นที่คาดการณ์,1847,หน่วย,2566/67,นาปี,ข้าวนาปี,ฉะเชิงเทรา,พื้นที่คาดการณ์
นาปี,527017,ตะวันออก ,ปลูก,1848,ไร่,2566/67,นาปี,ข้าวนาปี,ฉะเชิงเทรา,ปลูก
นาปีต่อเนื่อง,136885,ตะวันออก ,ปลูก,1849,หน่วย,2566/67,นาปี,ข้าวนาปี,ฉะเชิงเทรา,ปลูก
นาปี,,ตะวันออก ,เสียหาย,1850,ไร่,2566/67,นาปี,ข้าวนาปี,ฉะเชิงเทรา,น้ำท่วม
นาปี,,ตะวันออก ,เสียหาย,1851,หน่วย,2566/67,นาปี,ข้าวนาปี,ฉะเชิงเทรา,น้ำแล้ง
นาปี,,ตะวันออก ,เสียหาย,1852,ไร่,2566/67,นาปี,ข้าวนาปี,ฉะเชิงเทรา,โรค แมลง
นาปีต่อเนื่อง,,ตะวันออก ,เสียหาย,1853,หน่วย,2566/67,นาปี,ข้าวนาปี,ฉะเชิงเทรา,น้ำท่วม
นาปีต่อเนื่อง,,ตะวันออก ,เสียหาย,1854,ไร่,2566/67,นาปี,ข้าวนาปี,ฉะเชิงเทรา,น้ำแล้ง
นาปีต่อเนื่อง,,ตะวันออก ,เสียหาย,1855,หน่วย,2566/67,นาปี,ข้าวนาปี,ฉะเชิงเทรา, โรค แมลง
นาปี,525497,ตะวันออก ,เก็บเกี่ยว,1856,ไร่,2566/67,นาปี,ข้าวนาปี,ฉะเชิงเทรา,เก็บเกี่ยว
นาปีต่อเนื่อง,,ตะวันออก ,เก็บเกี่ยว,1857,หน่วย,2566/67,นาปี,ข้าวนาปี,ฉะเชิงเทรา,เก็บเกี่ยว
พื้นที่คาดการณ์,15067,ตะวันออก ,พื้นที่คาดการณ์,1858,ไร่,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,ฉะเชิงเทรา,พื้นที่คาดการณ์
พืชไร่,13371,ตะวันออก ,ปลูก,1859,หน่วย,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,ฉะเชิงเทรา,ปลูก
พืชผัก,814,ตะวันออก ,ปลูก,1860,ไร่,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,ฉะเชิงเทรา,ปลูก
พื้นที่ชลประทาน,227379,ตะวันออก ,พื้นที่ชลประทาน,1861,หน่วย,2566/67,พื้นที่ชลประทาน,ข้าวนาปี,ชลบุรี,พื้นที่ชลประทาน
พื้นที่คาดการณ์,71963,ตะวันออก ,พื้นที่คาดการณ์,1862,ไร่,2566/67,นาปี,ข้าวนาปี,ชลบุรี,พื้นที่คาดการณ์
นาปี,58438,ตะวันออก ,ปลูก,1863,หน่วย,2566/67,นาปี,ข้าวนาปี,ชลบุรี,ปลูก
นาปีต่อเนื่อง,,ตะวันออก ,ปลูก,1864,ไร่,2566/67,นาปี,ข้าวนาปี,ชลบุรี,ปลูก
นาปี,,ตะวันออก ,เสียหาย,1865,หน่วย,2566/67,นาปี,ข้าวนาปี,ชลบุรี,น้ำท่วม
นาปี,,ตะวันออก ,เสียหาย,1866,ไร่,2566/67,นาปี,ข้าวนาปี,ชลบุรี,น้ำแล้ง
นาปี,,ตะวันออก ,เสียหาย,1867,หน่วย,2566/67,นาปี,ข้าวนาปี,ชลบุรี,โรค แมลง
นาปีต่อเนื่อง,,ตะวันออก ,เสียหาย,1868,ไร่,2566/67,นาปี,ข้าวนาปี,ชลบุรี,น้ำท่วม
นาปีต่อเนื่อง,,ตะวันออก ,เสียหาย,1869,หน่วย,2566/67,นาปี,ข้าวนาปี,ชลบุรี,น้ำแล้ง
นาปีต่อเนื่อง,,ตะวันออก ,เสียหาย,1870,ไร่,2566/67,นาปี,ข้าวนาปี,ชลบุรี, โรค แมลง
นาปี,9343,ตะวันออก ,เก็บเกี่ยว,1871,หน่วย,2566/67,นาปี,ข้าวนาปี,ชลบุรี,เก็บเกี่ยว
นาปีต่อเนื่อง,,ตะวันออก ,เก็บเกี่ยว,1872,ไร่,2566/67,นาปี,ข้าวนาปี,ชลบุรี,เก็บเกี่ยว
พื้นที่คาดการณ์,1968,ตะวันออก ,พื้นที่คาดการณ์,1873,หน่วย,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,ชลบุรี,พื้นที่คาดการณ์
พืชไร่,110,ตะวันออก ,ปลูก,1874,ไร่,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,ชลบุรี,ปลูก
พืชผัก,,ตะวันออก ,ปลูก,1875,หน่วย,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,ชลบุรี,ปลูก
พื้นที่ชลประทาน,193542,ตะวันออก ,พื้นที่ชลประทาน,1876,ไร่,2566/67,พื้นที่ชลประทาน,ข้าวนาปี,ระยอง,พื้นที่ชลประทาน
พื้นที่คาดการณ์,12450,ตะวันออก ,พื้นที่คาดการณ์,1877,หน่วย,2566/67,นาปี,ข้าวนาปี,ระยอง,พื้นที่คาดการณ์
นาปี,4780,ตะวันออก ,ปลูก,1878,ไร่,2566/67,นาปี,ข้าวนาปี,ระยอง,ปลูก
นาปีต่อเนื่อง,,ตะวันออก ,ปลูก,1879,หน่วย,2566/67,นาปี,ข้าวนาปี,ระยอง,ปลูก
นาปี,,ตะวันออก ,เสียหาย,1880,ไร่,2566/67,นาปี,ข้าวนาปี,ระยอง,น้ำท่วม
นาปี,,ตะวันออก ,เสียหาย,1881,หน่วย,2566/67,นาปี,ข้าวนาปี,ระยอง,น้ำแล้ง
นาปี,,ตะวันออก ,เสียหาย,1882,ไร่,2566/67,นาปี,ข้าวนาปี,ระยอง,โรค แมลง
นาปีต่อเนื่อง,,ตะวันออก ,เสียหาย,1883,หน่วย,2566/67,นาปี,ข้าวนาปี,ระยอง,น้ำท่วม
นาปีต่อเนื่อง,,ตะวันออก ,เสียหาย,1884,ไร่,2566/67,นาปี,ข้าวนาปี,ระยอง,น้ำแล้ง
นาปีต่อเนื่อง,,ตะวันออก ,เสียหาย,1885,หน่วย,2566/67,นาปี,ข้าวนาปี,ระยอง, โรค แมลง
นาปี,,ตะวันออก ,เก็บเกี่ยว,1886,ไร่,2566/67,นาปี,ข้าวนาปี,ระยอง,เก็บเกี่ยว
นาปีต่อเนื่อง,,ตะวันออก ,เก็บเกี่ยว,1887,หน่วย,2566/67,นาปี,ข้าวนาปี,ระยอง,เก็บเกี่ยว
พื้นที่คาดการณ์,200,ตะวันออก ,พื้นที่คาดการณ์,1888,ไร่,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,ระยอง,พื้นที่คาดการณ์
พืชไร่,,ตะวันออก ,ปลูก,1889,หน่วย,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,ระยอง,ปลูก
พืชผัก,53,ตะวันออก ,ปลูก,1890,ไร่,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,ระยอง,ปลูก
พื้นที่ชลประทาน,190750,ตะวันออก ,พื้นที่ชลประทาน,1891,หน่วย,2566/67,พื้นที่ชลประทาน,ข้าวนาปี,จันทบุรี,พื้นที่ชลประทาน
พื้นที่คาดการณ์,1250,ตะวันออก ,พื้นที่คาดการณ์,1892,ไร่,2566/67,นาปี,ข้าวนาปี,จันทบุรี,พื้นที่คาดการณ์
นาปี,1250,ตะวันออก ,ปลูก,1893,หน่วย,2566/67,นาปี,ข้าวนาปี,จันทบุรี,ปลูก
นาปีต่อเนื่อง,,ตะวันออก ,ปลูก,1894,ไร่,2566/67,นาปี,ข้าวนาปี,จันทบุรี,ปลูก
นาปี,,ตะวันออก ,เสียหาย,1895,หน่วย,2566/67,นาปี,ข้าวนาปี,จันทบุรี,น้ำท่วม
นาปี,,ตะวันออก ,เสียหาย,1896,ไร่,2566/67,นาปี,ข้าวนาปี,จันทบุรี,น้ำแล้ง
นาปี,,ตะวันออก ,เสียหาย,1897,หน่วย,2566/67,นาปี,ข้าวนาปี,จันทบุรี,โรค แมลง
นาปีต่อเนื่อง,,ตะวันออก ,เสียหาย,1898,ไร่,2566/67,นาปี,ข้าวนาปี,จันทบุรี,น้ำท่วม
นาปีต่อเนื่อง,,ตะวันออก ,เสียหาย,1899,หน่วย,2566/67,นาปี,ข้าวนาปี,จันทบุรี,น้ำแล้ง
นาปีต่อเนื่อง,,ตะวันออก ,เสียหาย,1900,ไร่,2566/67,นาปี,ข้าวนาปี,จันทบุรี, โรค แมลง
นาปี,,ตะวันออก ,เก็บเกี่ยว,1901,หน่วย,2566/67,นาปี,ข้าวนาปี,จันทบุรี,เก็บเกี่ยว
นาปีต่อเนื่อง,,ตะวันออก ,เก็บเกี่ยว,1902,ไร่,2566/67,นาปี,ข้าวนาปี,จันทบุรี,เก็บเกี่ยว
พื้นที่คาดการณ์,,ตะวันออก ,พื้นที่คาดการณ์,1903,หน่วย,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,จันทบุรี,พื้นที่คาดการณ์
พืชไร่,,ตะวันออก ,ปลูก,1904,ไร่,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,จันทบุรี,ปลูก
พืชผัก,,ตะวันออก ,ปลูก,1905,หน่วย,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,จันทบุรี,ปลูก
พื้นที่ชลประทาน,492350,ตะวันออก ,พื้นที่ชลประทาน,1906,ไร่,2566/67,พื้นที่ชลประทาน,ข้าวนาปี,นครนายก,พื้นที่ชลประทาน
พื้นที่คาดการณ์,389138,ตะวันออก ,พื้นที่คาดการณ์,1907,หน่วย,2566/67,นาปี,ข้าวนาปี,นครนายก,พื้นที่คาดการณ์
นาปี,385259,ตะวันออก ,ปลูก,1908,ไร่,2566/67,นาปี,ข้าวนาปี,นครนายก,ปลูก
นาปีต่อเนื่อง,,ตะวันออก ,ปลูก,1909,หน่วย,2566/67,นาปี,ข้าวนาปี,นครนายก,ปลูก
นาปี,,ตะวันออก ,เสียหาย,1910,ไร่,2566/67,นาปี,ข้าวนาปี,นครนายก,น้ำท่วม
นาปี,,ตะวันออก ,เสียหาย,1911,หน่วย,2566/67,นาปี,ข้าวนาปี,นครนายก,น้ำแล้ง
นาปี,,ตะวันออก ,เสียหาย,1912,ไร่,2566/67,นาปี,ข้าวนาปี,นครนายก,โรค แมลง
นาปีต่อเนื่อง,,ตะวันออก ,เสียหาย,1913,หน่วย,2566/67,นาปี,ข้าวนาปี,นครนายก,น้ำท่วม
นาปีต่อเนื่อง,,ตะวันออก ,เสียหาย,1914,ไร่,2566/67,นาปี,ข้าวนาปี,นครนายก,น้ำแล้ง
นาปีต่อเนื่อง,,ตะวันออก ,เสียหาย,1915,หน่วย,2566/67,นาปี,ข้าวนาปี,นครนายก, โรค แมลง
นาปี,103681,ตะวันออก ,เก็บเกี่ยว,1916,ไร่,2566/67,นาปี,ข้าวนาปี,นครนายก,เก็บเกี่ยว
นาปีต่อเนื่อง,,ตะวันออก ,เก็บเกี่ยว,1917,หน่วย,2566/67,นาปี,ข้าวนาปี,นครนายก,เก็บเกี่ยว
พื้นที่คาดการณ์,5386,ตะวันออก ,พื้นที่คาดการณ์,1918,ไร่,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,นครนายก,พื้นที่คาดการณ์
พืชไร่,304,ตะวันออก ,ปลูก,1919,หน่วย,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,นครนายก,ปลูก
พืชผัก,91,ตะวันออก ,ปลูก,1920,ไร่,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,นครนายก,ปลูก
พื้นที่ชลประทาน,432557,ตะวันออก ,พื้นที่ชลประทาน,1921,หน่วย,2566/67,พื้นที่ชลประทาน,ข้าวนาปี,ปราจีนบุรี,พื้นที่ชลประทาน
พื้นที่คาดการณ์,314614,ตะวันออก ,พื้นที่คาดการณ์,1922,ไร่,2566/67,นาปี,ข้าวนาปี,ปราจีนบุรี,พื้นที่คาดการณ์
นาปี,306029,ตะวันออก ,ปลูก,1923,หน่วย,2566/67,นาปี,ข้าวนาปี,ปราจีนบุรี,ปลูก
นาปีต่อเนื่อง,,ตะวันออก ,ปลูก,1924,ไร่,2566/67,นาปี,ข้าวนาปี,ปราจีนบุรี,ปลูก
นาปี,,ตะวันออก ,เสียหาย,1925,หน่วย,2566/67,นาปี,ข้าวนาปี,ปราจีนบุรี,น้ำท่วม
นาปี,,ตะวันออก ,เสียหาย,1926,ไร่,2566/67,นาปี,ข้าวนาปี,ปราจีนบุรี,น้ำแล้ง
นาปี,,ตะวันออก ,เสียหาย,1927,หน่วย,2566/67,นาปี,ข้าวนาปี,ปราจีนบุรี,โรค แมลง
นาปีต่อเนื่อง,,ตะวันออก ,เสียหาย,1928,ไร่,2566/67,นาปี,ข้าวนาปี,ปราจีนบุรี,น้ำท่วม
นาปีต่อเนื่อง,,ตะวันออก ,เสียหาย,1929,หน่วย,2566/67,นาปี,ข้าวนาปี,ปราจีนบุรี,น้ำแล้ง
นาปีต่อเนื่อง,,ตะวันออก ,เสียหาย,1930,ไร่,2566/67,นาปี,ข้าวนาปี,ปราจีนบุรี, โรค แมลง
นาปี,243808,ตะวันออก ,เก็บเกี่ยว,1931,หน่วย,2566/67,นาปี,ข้าวนาปี,ปราจีนบุรี,เก็บเกี่ยว
นาปีต่อเนื่อง,,ตะวันออก ,เก็บเกี่ยว,1932,ไร่,2566/67,นาปี,ข้าวนาปี,ปราจีนบุรี,เก็บเกี่ยว
พื้นที่คาดการณ์,6640,ตะวันออก ,พื้นที่คาดการณ์,1933,หน่วย,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,ปราจีนบุรี,พื้นที่คาดการณ์
พืชไร่,3255,ตะวันออก ,ปลูก,1934,ไร่,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,ปราจีนบุรี,ปลูก
พืชผัก,439,ตะวันออก ,ปลูก,1935,หน่วย,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,ปราจีนบุรี,ปลูก
พื้นที่ชลประทาน,172841,ตะวันออก ,พื้นที่ชลประทาน,1936,ไร่,2566/67,พื้นที่ชลประทาน,ข้าวนาปี,สมุทรปราการ,พื้นที่ชลประทาน
พื้นที่คาดการณ์,59914,ตะวันออก ,พื้นที่คาดการณ์,1937,หน่วย,2566/67,นาปี,ข้าวนาปี,สมุทรปราการ,พื้นที่คาดการณ์
นาปี,20324,ตะวันออก ,ปลูก,1938,ไร่,2566/67,นาปี,ข้าวนาปี,สมุทรปราการ,ปลูก
นาปีต่อเนื่อง,1645,ตะวันออก ,ปลูก,1939,หน่วย,2566/67,นาปี,ข้าวนาปี,สมุทรปราการ,ปลูก
นาปี,,ตะวันออก ,เสียหาย,1940,ไร่,2566/67,นาปี,ข้าวนาปี,สมุทรปราการ,น้ำท่วม
นาปี,,ตะวันออก ,เสียหาย,1941,หน่วย,2566/67,นาปี,ข้าวนาปี,สมุทรปราการ,น้ำแล้ง
นาปี,,ตะวันออก ,เสียหาย,1942,ไร่,2566/67,นาปี,ข้าวนาปี,สมุทรปราการ,โรค แมลง
นาปีต่อเนื่อง,,ตะวันออก ,เสียหาย,1943,หน่วย,2566/67,นาปี,ข้าวนาปี,สมุทรปราการ,น้ำท่วม
นาปีต่อเนื่อง,,ตะวันออก ,เสียหาย,1944,ไร่,2566/67,นาปี,ข้าวนาปี,สมุทรปราการ,น้ำแล้ง
นาปีต่อเนื่อง,,ตะวันออก ,เสียหาย,1945,หน่วย,2566/67,นาปี,ข้าวนาปี,สมุทรปราการ, โรค แมลง
นาปี,20324,ตะวันออก ,เก็บเกี่ยว,1946,ไร่,2566/67,นาปี,ข้าวนาปี,สมุทรปราการ,เก็บเกี่ยว
นาปีต่อเนื่อง,,ตะวันออก ,เก็บเกี่ยว,1947,หน่วย,2566/67,นาปี,ข้าวนาปี,สมุทรปราการ,เก็บเกี่ยว
พื้นที่คาดการณ์,5712,ตะวันออก ,พื้นที่คาดการณ์,1948,ไร่,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,สมุทรปราการ,พื้นที่คาดการณ์
พืชไร่,,ตะวันออก ,ปลูก,1949,หน่วย,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,สมุทรปราการ,ปลูก
พืชผัก,9822,ตะวันออก ,ปลูก,1950,ไร่,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,สมุทรปราการ,ปลูก
พื้นที่ชลประทาน,113764,ตะวันออก ,พื้นที่ชลประทาน,1951,หน่วย,2566/67,พื้นที่ชลประทาน,ข้าวนาปี,ตราด,พื้นที่ชลประทาน
พื้นที่คาดการณ์,17921,ตะวันออก ,พื้นที่คาดการณ์,1952,ไร่,2566/67,นาปี,ข้าวนาปี,ตราด,พื้นที่คาดการณ์
นาปี,17921,ตะวันออก ,ปลูก,1953,หน่วย,2566/67,นาปี,ข้าวนาปี,ตราด,ปลูก
นาปีต่อเนื่อง,,ตะวันออก ,ปลูก,1954,ไร่,2566/67,นาปี,ข้าวนาปี,ตราด,ปลูก
นาปี,,ตะวันออก ,เสียหาย,1955,หน่วย,2566/67,นาปี,ข้าวนาปี,ตราด,น้ำท่วม
นาปี,,ตะวันออก ,เสียหาย,1956,ไร่,2566/67,นาปี,ข้าวนาปี,ตราด,น้ำแล้ง
นาปี,,ตะวันออก ,เสียหาย,1957,หน่วย,2566/67,นาปี,ข้าวนาปี,ตราด,โรค แมลง
นาปีต่อเนื่อง,,ตะวันออก ,เสียหาย,1958,ไร่,2566/67,นาปี,ข้าวนาปี,ตราด,น้ำท่วม
นาปีต่อเนื่อง,,ตะวันออก ,เสียหาย,1959,หน่วย,2566/67,นาปี,ข้าวนาปี,ตราด,น้ำแล้ง
นาปีต่อเนื่อง,,ตะวันออก ,เสียหาย,1960,ไร่,2566/67,นาปี,ข้าวนาปี,ตราด, โรค แมลง
นาปี,,ตะวันออก ,เก็บเกี่ยว,1961,หน่วย,2566/67,นาปี,ข้าวนาปี,ตราด,เก็บเกี่ยว
นาปีต่อเนื่อง,,ตะวันออก ,เก็บเกี่ยว,1962,ไร่,2566/67,นาปี,ข้าวนาปี,ตราด,เก็บเกี่ยว
พื้นที่คาดการณ์,2944,ตะวันออก ,พื้นที่คาดการณ์,1963,หน่วย,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,ตราด,พื้นที่คาดการณ์
พืชไร่,2944,ตะวันออก ,ปลูก,1964,ไร่,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,ตราด,ปลูก
พืชผัก,,ตะวันออก ,ปลูก,1965,หน่วย,2566/67,พืชไร่-พืชผัก,ข้าวนาปี,ตราด,ปลูก
พื้นที่ชลประทาน,76517,ตะวันออก ,พื้นที่ชลประทาน,1966,ไร่,2566/67,พื้นที่ชลประทาน,ข้าวนาปี,สระแก้ว,พื้นที่ชลประทาน
พื้นที่คาดการณ์,50859,ตะวันออก ,พื้นที่คาดการณ์,1967,หน่วย,2566/67,นาปี,ข้าวนาปี,สระแก้ว,พื้นที่คาดการณ์
นาปี,57621,ตะวันออก ,ปลูก,1968,ไร่,2566/67,นาปี,ข้าวนาปี,สระแก้ว,ปลูก
นาปีต่อเนื่อง,,ตะวันออก ,ปลูก,1969,หน่วย,2566/67,นาปี,ข้าวนาปี,สระแก้ว,ปลูก
นาปี,,ตะวันออก ,เสียหาย,1970,ไร่,2566/67,นาปี,ข้าวนาปี,สระแก้ว,น้ำท่วม
นาปี,,ตะวันออก ,เสียหาย,1971,หน่วย,2566/67,นาปี,ข้าวนาปี,สระแก้ว,น้ำแล้ง
นาปี,,ตะวันออก ,เสียหาย,1972,ไร่,2566/67,นาปี,ข้าวนาปี,สระแก้ว,โรค แมลง
นาปีต่อเนื่อง,,ตะวันออก ,เสียหาย,1973,หน่วย,2566/67,นาปี,ข้าวนาปี,สระแก้ว,น้ำท่วม
นาปีต่อเนื่อง,,ตะวันออก ,เสียหาย,1974,ไร่,2566/67,นาปี,ข้าวนาปี,สระแก้ว,น้ำแล้ง
นาปีต่อเนื่อง,,ตะวันออก ,เสียหาย,1975,หน่วย,2566/67,นาปี,ข้าวนาปี,สระแก้ว, โรค แมลง
นาปี,16174,ตะวันออก ,เก็บเกี่ยว,1976,ไร่,2566/67,นาปี,ข้าวนาปี,สระแก้ว,เก็บเกี่ยว
นาปีต่อเนื่อง,,ตะวันออก ,เก็บเกี่ยว,1977,หน่วย,2566/67,นาปี,ข้าวนาปี,สระแก้ว,เก็บเกี่ยว
