ประเภท,เนื้อที่สะสม,ภาค,รายละเอียด,_id,หน่วย,ปีเพาะปลูก,สภาพการเพาะปลูก,หมวดหมู่,จังหวัด,ลักษณะการใช้พื้นที่
พื้นที่คาดการณ์,283720,ตอน.,พื้นที่คาดการณ์,362,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กาฬสินธุ์,พื้นที่คาดการณ์
นาปรัง,307422,ตอน.,ปลูก,363,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กาฬสินธุ์,ปลูก
นาปรัง 2,,ตอน.,ปลูก,364,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กาฬสินธุ์,ปลูก
นาปรัง,,ตอน.,เสียหาย,365,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กาฬสินธุ์,น้ำท่วม
นาปรัง,,ตอน.,เสียหาย,366,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กาฬสินธุ์,น้ำแล้ง
นาปรัง,,ตอน.,เสียหาย,367,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กาฬสินธุ์,"โรค,แมลง "
นาปรัง 2,,ตอน.,เสียหาย,368,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กาฬสินธุ์,น้ำท่วม 
นาปรัง 2,,ตอน.,เสียหาย,369,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กาฬสินธุ์,น้ำแล้ง 
นาปรัง 2,,ตอน.,เสียหาย,370,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กาฬสินธุ์,"โรค,แมลง "
นาปรัง,307422,ตอน.,เก็บเกี่ยว,371,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กาฬสินธุ์,เก็บเกี่ยว
นาปรัง 2,,ตอน.,เก็บเกี่ยว,372,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กาฬสินธุ์,เก็บเกี่ยว
พื้นที่คาดการณ์,1898,ตอน.,พื้นที่คาดการณ์,373,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,กาฬสินธุ์,พื้นที่คาดการณ์
พืชไร่,628,ตอน.,ปลูก,374,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,กาฬสินธุ์,ปลูก 
พืชผัก,277,ตอน.,ปลูก,375,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,กาฬสินธุ์,ปลูก 
พื้นที่ชลประทาน,100835,ตอน.,พื้นที่ชลประทาน,376,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,นครพนม,พื้นที่ชลประทาน
พื้นที่คาดการณ์,10791,ตอน.,พื้นที่คาดการณ์,377,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครพนม,พื้นที่คาดการณ์
นาปรัง,6711,ตอน.,ปลูก,378,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครพนม,ปลูก
นาปรัง 2,,ตอน.,ปลูก,379,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครพนม,ปลูก
นาปรัง,,ตอน.,เสียหาย,380,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครพนม,น้ำท่วม
นาปรัง,,ตอน.,เสียหาย,381,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครพนม,น้ำแล้ง
นาปรัง,,ตอน.,เสียหาย,382,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครพนม,"โรค,แมลง "
นาปรัง 2,,ตอน.,เสียหาย,383,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครพนม,น้ำท่วม 
นาปรัง 2,,ตอน.,เสียหาย,384,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครพนม,น้ำแล้ง 
นาปรัง 2,,ตอน.,เสียหาย,385,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครพนม,"โรค,แมลง "
นาปรัง,6711,ตอน.,เก็บเกี่ยว,386,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครพนม,เก็บเกี่ยว
นาปรัง 2,,ตอน.,เก็บเกี่ยว,387,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครพนม,เก็บเกี่ยว
พื้นที่คาดการณ์,1399,ตอน.,พื้นที่คาดการณ์,388,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,นครพนม,พื้นที่คาดการณ์
พืชไร่,622,ตอน.,ปลูก,389,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,นครพนม,ปลูก 
พืชผัก,21,ตอน.,ปลูก,390,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,นครพนม,ปลูก 
พื้นที่ชลประทาน,628944,ตอน.,พื้นที่ชลประทาน,391,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,นครราชสีมา,พื้นที่ชลประทาน
พื้นที่คาดการณ์,323717,ตอน.,พื้นที่คาดการณ์,392,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครราชสีมา,พื้นที่คาดการณ์
นาปรัง,355480,ตอน.,ปลูก,393,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครราชสีมา,ปลูก
นาปรัง 2,,ตอน.,ปลูก,394,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครราชสีมา,ปลูก
นาปรัง,,ตอน.,เสียหาย,395,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครราชสีมา,น้ำท่วม
นาปรัง,,ตอน.,เสียหาย,396,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครราชสีมา,น้ำแล้ง
นาปรัง,,ตอน.,เสียหาย,397,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครราชสีมา,"โรค,แมลง "
นาปรัง 2,,ตอน.,เสียหาย,398,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครราชสีมา,น้ำท่วม 
นาปรัง 2,,ตอน.,เสียหาย,399,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครราชสีมา,น้ำแล้ง 
นาปรัง 2,,ตอน.,เสียหาย,400,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครราชสีมา,"โรค,แมลง "
นาปรัง,335277,ตอน.,เก็บเกี่ยว,401,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครราชสีมา,เก็บเกี่ยว
นาปรัง 2,,ตอน.,เก็บเกี่ยว,402,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครราชสีมา,เก็บเกี่ยว
พื้นที่คาดการณ์,3504,ตอน.,พื้นที่คาดการณ์,403,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,นครราชสีมา,พื้นที่คาดการณ์
พืชไร่,1995,ตอน.,ปลูก,404,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,นครราชสีมา,ปลูก 
พืชผัก,241,ตอน.,ปลูก,405,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,นครราชสีมา,ปลูก 
พื้นที่ชลประทาน,315498,ตอน.,พื้นที่ชลประทาน,406,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,อุบลราชธานี,พื้นที่ชลประทาน
พื้นที่คาดการณ์,149637,ตอน.,พื้นที่คาดการณ์,407,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อุบลราชธานี,พื้นที่คาดการณ์
นาปรัง,143620,ตอน.,ปลูก,408,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อุบลราชธานี,ปลูก
นาปรัง 2,,ตอน.,ปลูก,409,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อุบลราชธานี,ปลูก
นาปรัง,,ตอน.,เสียหาย,410,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อุบลราชธานี,น้ำท่วม
นาปรัง,,ตอน.,เสียหาย,411,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อุบลราชธานี,น้ำแล้ง
นาปรัง,,ตอน.,เสียหาย,412,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อุบลราชธานี,"โรค,แมลง "
นาปรัง 2,,ตอน.,เสียหาย,413,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อุบลราชธานี,น้ำท่วม 
นาปรัง 2,,ตอน.,เสียหาย,414,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อุบลราชธานี,น้ำแล้ง 
นาปรัง 2,,ตอน.,เสียหาย,415,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อุบลราชธานี,"โรค,แมลง "
นาปรัง,143620,ตอน.,เก็บเกี่ยว,416,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อุบลราชธานี,เก็บเกี่ยว
นาปรัง 2,,ตอน.,เก็บเกี่ยว,417,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อุบลราชธานี,เก็บเกี่ยว
พื้นที่คาดการณ์,2157,ตอน.,พื้นที่คาดการณ์,418,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,อุบลราชธานี,พื้นที่คาดการณ์
พืชไร่,1811,ตอน.,ปลูก,419,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,อุบลราชธานี,ปลูก 
พืชผัก,573,ตอน.,ปลูก,420,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,อุบลราชธานี,ปลูก 
พื้นที่ชลประทาน,16934,ตอน.,พื้นที่ชลประทาน,421,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,อำนาจเจริญ,พื้นที่ชลประทาน
พื้นที่คาดการณ์,161,ตอน.,พื้นที่คาดการณ์,422,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อำนาจเจริญ,พื้นที่คาดการณ์
นาปรัง,339,ตอน.,ปลูก,423,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อำนาจเจริญ,ปลูก
นาปรัง 2,,ตอน.,ปลูก,424,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อำนาจเจริญ,ปลูก
นาปรัง,,ตอน.,เสียหาย,425,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อำนาจเจริญ,น้ำท่วม
นาปรัง,,ตอน.,เสียหาย,426,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อำนาจเจริญ,น้ำแล้ง
นาปรัง,,ตอน.,เสียหาย,427,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อำนาจเจริญ,"โรค,แมลง "
นาปรัง 2,,ตอน.,เสียหาย,428,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อำนาจเจริญ,น้ำท่วม 
นาปรัง 2,,ตอน.,เสียหาย,429,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อำนาจเจริญ,น้ำแล้ง 
นาปรัง 2,,ตอน.,เสียหาย,430,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อำนาจเจริญ,"โรค,แมลง "
นาปรัง,339,ตอน.,เก็บเกี่ยว,431,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อำนาจเจริญ,เก็บเกี่ยว
นาปรัง 2,,ตอน.,เก็บเกี่ยว,432,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อำนาจเจริญ,เก็บเกี่ยว
พื้นที่คาดการณ์,323,ตอน.,พื้นที่คาดการณ์,433,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,อำนาจเจริญ,พื้นที่คาดการณ์
พืชไร่,115,ตอน.,ปลูก,434,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,อำนาจเจริญ,ปลูก 
พืชผัก,51,ตอน.,ปลูก,435,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,อำนาจเจริญ,ปลูก 
พื้นที่ชลประทาน,207262,ตอน.,พื้นที่ชลประทาน,436,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,บุรีรัมย์,พื้นที่ชลประทาน
พื้นที่คาดการณ์,24621,ตอน.,พื้นที่คาดการณ์,437,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,บุรีรัมย์,พื้นที่คาดการณ์
นาปรัง,39642,ตอน.,ปลูก,438,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,บุรีรัมย์,ปลูก
นาปรัง 2,,ตอน.,ปลูก,439,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,บุรีรัมย์,ปลูก
นาปรัง,,ตอน.,เสียหาย,440,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,บุรีรัมย์,น้ำท่วม
นาปรัง,,ตอน.,เสียหาย,441,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,บุรีรัมย์,น้ำแล้ง
นาปรัง,,ตอน.,เสียหาย,442,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,บุรีรัมย์,"โรค,แมลง "
นาปรัง 2,,ตอน.,เสียหาย,443,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,บุรีรัมย์,น้ำท่วม 
นาปรัง 2,,ตอน.,เสียหาย,444,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,บุรีรัมย์,น้ำแล้ง 
นาปรัง 2,,ตอน.,เสียหาย,445,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,บุรีรัมย์,"โรค,แมลง "
นาปรัง,39642,ตอน.,เก็บเกี่ยว,446,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,บุรีรัมย์,เก็บเกี่ยว
นาปรัง 2,,ตอน.,เก็บเกี่ยว,447,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,บุรีรัมย์,เก็บเกี่ยว
พื้นที่คาดการณ์,5105,ตอน.,พื้นที่คาดการณ์,448,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,บุรีรัมย์,พื้นที่คาดการณ์
พืชไร่,615,ตอน.,ปลูก,449,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,บุรีรัมย์,ปลูก 
พืชผัก,6,ตอน.,ปลูก,450,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,บุรีรัมย์,ปลูก 
พื้นที่ชลประทาน,126278,ตอน.,พื้นที่ชลประทาน,451,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,ยโสธร,พื้นที่ชลประทาน
พื้นที่คาดการณ์,1900,ตอน.,พื้นที่คาดการณ์,452,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ยโสธร,พื้นที่คาดการณ์
นาปรัง,1700,ตอน.,ปลูก,453,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ยโสธร,ปลูก
นาปรัง 2,,ตอน.,ปลูก,454,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ยโสธร,ปลูก
นาปรัง,,ตอน.,เสียหาย,455,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ยโสธร,น้ำท่วม
นาปรัง,,ตอน.,เสียหาย,456,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ยโสธร,น้ำแล้ง
นาปรัง,,ตอน.,เสียหาย,457,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ยโสธร,"โรค,แมลง "
นาปรัง 2,,ตอน.,เสียหาย,458,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ยโสธร,น้ำท่วม 
นาปรัง 2,,ตอน.,เสียหาย,459,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ยโสธร,น้ำแล้ง 
นาปรัง 2,,ตอน.,เสียหาย,460,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ยโสธร,"โรค,แมลง "
นาปรัง,1700,ตอน.,เก็บเกี่ยว,461,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ยโสธร,เก็บเกี่ยว
นาปรัง 2,,ตอน.,เก็บเกี่ยว,462,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ยโสธร,เก็บเกี่ยว
พื้นที่คาดการณ์,,ตอน.,พื้นที่คาดการณ์,463,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,ยโสธร,พื้นที่คาดการณ์
พืชไร่,,ตอน.,ปลูก,464,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,ยโสธร,ปลูก 
พืชผัก,,ตอน.,ปลูก,465,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,ยโสธร,ปลูก 
พื้นที่ชลประทาน,141188,ตอน.,พื้นที่ชลประทาน,466,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,สุรินทร์,พื้นที่ชลประทาน
พื้นที่คาดการณ์,18650,ตอน.,พื้นที่คาดการณ์,467,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุรินทร์,พื้นที่คาดการณ์
นาปรัง,24460,ตอน.,ปลูก,468,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุรินทร์,ปลูก
นาปรัง 2,,ตอน.,ปลูก,469,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุรินทร์,ปลูก
นาปรัง,,ตอน.,เสียหาย,470,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุรินทร์,น้ำท่วม
นาปรัง,,ตอน.,เสียหาย,471,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุรินทร์,น้ำแล้ง
นาปรัง,,ตอน.,เสียหาย,472,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุรินทร์,"โรค,แมลง "
นาปรัง 2,,ตอน.,เสียหาย,473,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุรินทร์,น้ำท่วม 
นาปรัง 2,,ตอน.,เสียหาย,474,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุรินทร์,น้ำแล้ง 
นาปรัง 2,,ตอน.,เสียหาย,475,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุรินทร์,"โรค,แมลง "
นาปรัง,24460,ตอน.,เก็บเกี่ยว,476,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุรินทร์,เก็บเกี่ยว
นาปรัง 2,,ตอน.,เก็บเกี่ยว,477,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุรินทร์,เก็บเกี่ยว
พื้นที่คาดการณ์,150,ตอน.,พื้นที่คาดการณ์,478,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,สุรินทร์,พื้นที่คาดการณ์
พืชไร่,100,ตอน.,ปลูก,479,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,สุรินทร์,ปลูก 
พืชผัก,,ตอน.,ปลูก,480,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,สุรินทร์,ปลูก 
พื้นที่ชลประทาน,224210,ตอน.,พื้นที่ชลประทาน,481,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,ศรีสะเกษ,พื้นที่ชลประทาน
พื้นที่คาดการณ์,63850,ตอน.,พื้นที่คาดการณ์,482,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ศรีสะเกษ,พื้นที่คาดการณ์
นาปรัง,62771,ตอน.,ปลูก,483,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ศรีสะเกษ,ปลูก
นาปรัง 2,,ตอน.,ปลูก,484,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ศรีสะเกษ,ปลูก
นาปรัง,,ตอน.,เสียหาย,485,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ศรีสะเกษ,น้ำท่วม
นาปรัง,,ตอน.,เสียหาย,486,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ศรีสะเกษ,น้ำแล้ง
นาปรัง,,ตอน.,เสียหาย,487,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ศรีสะเกษ,"โรค,แมลง "
นาปรัง 2,,ตอน.,เสียหาย,488,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ศรีสะเกษ,น้ำท่วม 
นาปรัง 2,,ตอน.,เสียหาย,489,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ศรีสะเกษ,น้ำแล้ง 
นาปรัง 2,,ตอน.,เสียหาย,490,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ศรีสะเกษ,"โรค,แมลง "
นาปรัง,62771,ตอน.,เก็บเกี่ยว,491,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ศรีสะเกษ,เก็บเกี่ยว
นาปรัง 2,,ตอน.,เก็บเกี่ยว,492,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ศรีสะเกษ,เก็บเกี่ยว
พื้นที่คาดการณ์,50,ตอน.,พื้นที่คาดการณ์,493,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,ศรีสะเกษ,พื้นที่คาดการณ์
พืชไร่,50,ตอน.,ปลูก,494,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,ศรีสะเกษ,ปลูก 
พืชผัก,,ตอน.,ปลูก,495,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,ศรีสะเกษ,ปลูก 
พื้นที่ชลประทาน,139570,ตอน.,พื้นที่ชลประทาน,496,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,ชัยภูมิ,พื้นที่ชลประทาน
พื้นที่คาดการณ์,39916,ตอน.,พื้นที่คาดการณ์,497,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชัยภูมิ,พื้นที่คาดการณ์
นาปรัง,27258,ตอน.,ปลูก,498,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชัยภูมิ,ปลูก
นาปรัง 2,,ตอน.,ปลูก,499,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชัยภูมิ,ปลูก
นาปรัง,,ตอน.,เสียหาย,500,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชัยภูมิ,น้ำท่วม
นาปรัง,,ตอน.,เสียหาย,501,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชัยภูมิ,น้ำแล้ง
นาปรัง,,ตอน.,เสียหาย,502,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชัยภูมิ,"โรค,แมลง "
นาปรัง 2,,ตอน.,เสียหาย,503,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชัยภูมิ,น้ำท่วม 
นาปรัง 2,,ตอน.,เสียหาย,504,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชัยภูมิ,น้ำแล้ง 
นาปรัง 2,,ตอน.,เสียหาย,505,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชัยภูมิ,"โรค,แมลง "
นาปรัง,27258,ตอน.,เก็บเกี่ยว,506,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชัยภูมิ,เก็บเกี่ยว
นาปรัง 2,,ตอน.,เก็บเกี่ยว,507,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชัยภูมิ,เก็บเกี่ยว
พื้นที่คาดการณ์,8241,ตอน.,พื้นที่คาดการณ์,508,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,ชัยภูมิ,พื้นที่คาดการณ์
พืชไร่,7468,ตอน.,ปลูก,509,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,ชัยภูมิ,ปลูก 
พืชผัก,2019,ตอน.,ปลูก,510,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,ชัยภูมิ,ปลูก 
พื้นที่ชลประทาน,35825,ตอน.,พื้นที่ชลประทาน,511,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,มุกดาหาร,พื้นที่ชลประทาน
พื้นที่คาดการณ์,,ตอน.,พื้นที่คาดการณ์,512,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,มุกดาหาร,พื้นที่คาดการณ์
นาปรัง,,ตอน.,ปลูก,513,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,มุกดาหาร,ปลูก
นาปรัง 2,,ตอน.,ปลูก,514,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,มุกดาหาร,ปลูก
นาปรัง,,ตอน.,เสียหาย,515,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,มุกดาหาร,น้ำท่วม
นาปรัง,,ตอน.,เสียหาย,516,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,มุกดาหาร,น้ำแล้ง
นาปรัง,,ตอน.,เสียหาย,517,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,มุกดาหาร,"โรค,แมลง "
นาปรัง 2,,ตอน.,เสียหาย,518,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,มุกดาหาร,น้ำท่วม 
นาปรัง 2,,ตอน.,เสียหาย,519,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,มุกดาหาร,น้ำแล้ง 
นาปรัง 2,,ตอน.,เสียหาย,520,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,มุกดาหาร,"โรค,แมลง "
นาปรัง,,ตอน.,เก็บเกี่ยว,521,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,มุกดาหาร,เก็บเกี่ยว
นาปรัง 2,,ตอน.,เก็บเกี่ยว,522,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,มุกดาหาร,เก็บเกี่ยว
พื้นที่คาดการณ์,550,ตอน.,พื้นที่คาดการณ์,523,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,มุกดาหาร,พื้นที่คาดการณ์
พืชไร่,425,ตอน.,ปลูก,524,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,มุกดาหาร,ปลูก 
พืชผัก,220,ตอน.,ปลูก,525,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,มุกดาหาร,ปลูก 
พื้นที่ชลประทาน,2000,ตอน.,พื้นที่ชลประทาน,526,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,หนองบัวลำภู,พื้นที่ชลประทาน
พื้นที่คาดการณ์,1799,ตอน.,พื้นที่คาดการณ์,527,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,หนองบัวลำภู,พื้นที่คาดการณ์
นาปรัง,1762,ตอน.,ปลูก,528,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,หนองบัวลำภู,ปลูก
นาปรัง 2,,ตอน.,ปลูก,529,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,หนองบัวลำภู,ปลูก
นาปรัง,,ตอน.,เสียหาย,530,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,หนองบัวลำภู,น้ำท่วม
นาปรัง,,ตอน.,เสียหาย,531,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,หนองบัวลำภู,น้ำแล้ง
นาปรัง,,ตอน.,เสียหาย,532,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,หนองบัวลำภู,"โรค,แมลง "
นาปรัง 2,,ตอน.,เสียหาย,533,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,หนองบัวลำภู,น้ำท่วม 
นาปรัง 2,,ตอน.,เสียหาย,534,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,หนองบัวลำภู,น้ำแล้ง 
นาปรัง 2,,ตอน.,เสียหาย,535,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,หนองบัวลำภู,"โรค,แมลง "
นาปรัง,1762,ตอน.,เก็บเกี่ยว,536,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,หนองบัวลำภู,เก็บเกี่ยว
นาปรัง 2,,ตอน.,เก็บเกี่ยว,537,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,หนองบัวลำภู,เก็บเกี่ยว
พื้นที่คาดการณ์,,ตอน.,พื้นที่คาดการณ์,538,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,หนองบัวลำภู,พื้นที่คาดการณ์
พืชไร่,,ตอน.,ปลูก,539,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,หนองบัวลำภู,ปลูก 
