จำนวน,ที่มา,_id,ปี,รายการ,จังหวัด,หน่วย
0,สำนักงานอุตสาหกรรมจังหวัด,1,2561,จำนวนโรงงานแปรรูปสินค้าเกษตร,ยะลา,โรง
4,สำนักงานอุตสาหกรรมจังหวัด,2,2562,จำนวนโรงงานแปรรูปสินค้าเกษตร,ยะลา,โรง
5,สำนักงานอุตสาหกรรมจังหวัด,3,2563,จำนวนโรงงานแปรรูปสินค้าเกษตร,ยะลา,โรง
5,สำนักงานอุตสาหกรรมจังหวัด,4,2564,จำนวนโรงงานแปรรูปสินค้าเกษตร,ยะลา,โรง
5,สำนักงานอุตสาหกรรมจังหวัด,5,2565,จำนวนโรงงานแปรรูปสินค้าเกษตร,ยะลา,โรง
5,สำนักงานอุตสาหกรรมจังหวัด,6,2566,จำนวนโรงงานแปรรูปสินค้าเกษตร,ยะลา,โรง
5,สำนักงานอุตสาหกรรมจังหวัด,7,2567,จำนวนโรงงานแปรรูปสินค้าเกษตร,ยะลา,โรง
5,สำนักงานอุตสาหกรรมจังหวัด,8,2568,จำนวนโรงงานแปรรูปสินค้าเกษตร,ยะลา,โรง
