ประกอบกิจการ,หมู่,ถนน,เงินทุนรวม (ล้านบาท),เลขทะเบียนโรงงาน,FID,_id,แรงม้า,รหัสประเภท,ชื่อโรงงาน,ตำบล,ปีที่อนุญาต,ซอย,อำเภอ,เลขที่,จังหวัด,ผู้ประกอบการ,จำพวก,คนงานรวม,รหัสไปรษณีย์
ผลิตกล่องกระดาษลูกฟูกและไส้กล่องกระดาษ,5,, 32.00 ,จ3-39-33/67ชบ,20200130225677,674, 176.50 ,3900,บริษัท เจี่ยน หมิง แพคเกจจิ้ง โปรดัก (ไทยแลนด์) จำกัด,บ้านบึง,67,,บ้านบึง,โฉนดที่ดินเลขที่ 23265,ชลบุรี,บริษัท เจี่ยน หมิง แพคเกจจิ้ง โปรดัก (ไทยแลนด์) จำกัด,3, 20 ,20170
รับจ้างอัดเศษกระดาษ เศษเหล็ก และบดเศษพลาสติก,1,, 17.40 ,จ3-40(1)-9/54ชบ,20200000925547,675, 86.70 ,4001,บริษัท รี เวสต์ แอนด์ เซอร์วิส จำกัด,หนองอิรุณ,54,,บ้านบึง,249,ชลบุรี,บริษัท รี เวสต์ แอนด์ เซอร์วิส จำกัด,3, 25 ,20220
ผลิตหลอดกระดาษ แกนกระดาษ เจาะ ไส เจียร โลหะทั่วไป เช่น โมลด์แกนกระดาษ,1,, 67.00 ,จ3-40(1)-11/48ชบ,20200001125485,676, 448.50 ,4001,บริษัท ซีโนแพ็ค จำกัด,มาบไผ่,48,,บ้านบึง,188,ชลบุรี,บริษัท ซีโนแพ็ค จำกัด,3, 40 ,20170
อัดก้อนกระดาษ,7,-, 66.00 ,จ3-40(1)-2/64ชบ,20200378825642,677, 477.84 ,4001,บริษัท หวาไทย อินดัสเทรียล (ประเทศไทย) จำกัด,หนองอิรุณ,64,-,บ้านบึง,โฉนดที่ดินเลขที่ 21501,ชลบุรี,บริษัท หวาไทย อินดัสเทรียล (ประเทศไทย) จำกัด,3, 20 ,20220
ผลิตแกนกระดาษ,12,, 9.00 ,จ3-40(1)-8/62ชบ,20200208625626,678, 60.00 ,4001,บริษัท โกลด์ สตาร์ เปเปอร์ แอนด์ เทคโนโลยี จำกัด,หนองอิรุณ,62,,บ้านบึง,98,ชลบุรี,บริษัท โกลด์ สตาร์ เปเปอร์ แอนด์ เทคโนโลยี จำกัด,3, 4 ,20220
คัดแยก อัด กระดาษ พลาสติกและวัสดุ,5,, 6.50 ,จ3-40(1)-9/44ชบ,20200000925448,679, 52.00 ,4001,บริษัท เจริญรุ่งเรืองรีไซเคิล จำกัด,มาบไผ่,44,,บ้านบึง,103/1,ชลบุรี,บริษัท เจริญรุ่งเรืองรีไซเคิล จำกัด,3, -   ,20170
ทำกระดาษทราย ผ้าทราย,2,, 28.00 ,จ3-40(1)-16/63ชบ,20200294525631,680, 83.96 ,4001,บริษัท หรง เจี้ยน อินเตอร์เนชั่นแนล จำกัด,หนองชาก,63,,บ้านบึง,18/23,ชลบุรี,บริษัท หรง เจี้ยน อินเตอร์เนชั่นแนล จำกัด,3, 16 ,20170
อัดกระดาษ,3,, 11.38 ,จ3-40(1)-4/67ชบ,20200175125675,681, 467.00 ,4001,บริษัท ฟู่ หยู อิมพอร์ต เอ็กซ์พอร์ต จำกัด,หนองไผ่แก้ว,67,,บ้านบึง,447/38,ชลบุรี,บริษัท ฟู่ หยู อิมพอร์ต เอ็กซ์พอร์ต จำกัด,3, 52 ,20220
ผลิตหลอดกระดาษ แกนกระดาษ,1,, 43.00 ,จ3-40(1)-6/59ชบ,20200000625592,682, 227.50 ,4001,บริษัท ซีโนแพ็ค จำกัด,มาบไผ่,59,,บ้านบึง,"โฉนดที่ดินเลขที่ 41465, 50756, 50755, 3256, 51898",ชลบุรี,บริษัท ซีโนแพ็ค จำกัด,3, 36 ,20170
ผลิตกระดาษรังผึ้ง,1,, 20.00 ,จ3-40(1)-1/61ชบ,20200300125616,683, 328.17 ,4001,บริษัท พีคส์ อัลลายแอนซ์ จำกัด,มาบไผ่,61,,บ้านบึง,20/42,ชลบุรี,บริษัท พีคส์ อัลลายแอนซ์ จำกัด,3, 30 ,20170
ผลิตแกนกระดาษและกระดาษลูกฟูก,7,, 10.00 ,จ3-40(1)-1/68ชบ,20200012025682,684, 128.00 ,4001,บริษัท เหว่ยหมิง จำกัด,คลองกิ่ว,68,,บ้านบึง,โฉนดที่ดินเลขที่ 43422,ชลบุรี,บริษัท เหว่ยหมิง จำกัด,3, 17 ,20220
อัดเศษกระดาษ,3,บ้านบึง-หนองบอนแดง, 10.50 ,จ3-40(2)-5/47ชบ,20200200525477,685," 10,333.00 ",4002,บริษัท มุจลินทร์เจริญโภคทรัพย์ จำกัด,บ้านบึง,47,,บ้านบึง,,ชลบุรี,บริษัท มุจลินทร์เจริญโภคทรัพย์ จำกัด,3, 20 ,20170
ผลิตแกนกระดาษชนิดม้วน,5,, 165.00 ,3-40(2)-2/57ชบ,10200000225577,686," 1,306.90 ",4002,บริษัท โซโนโค (ประเทศไทย) จำกัด,มาบไผ่,57,,บ้านบึง,68/13,ชลบุรี,บริษัท โซโนโค (ประเทศไทย) จำกัด,3, 77 ,20170
พิมพ์ลายและตกแต่งแผ่นพีวีซี,7,, 15.90 ,3-41(1)-5/68ชบ,10200051025686,687," 2,642.12 ",4101,บริษัท เว่ยเคอ ดีโคเรชั่น แมททีเรียล เทคโนโลยี (ไทยแลนด์) จำกัด,คลองกิ่ว,68,,บ้านบึง,โฉนดที่ดินเลขที่ 61309,ชลบุรี,บริษัท เว่ยเคอ ดีโคเรชั่น แมททีเรียล เทคโนโลยี (ไทยแลนด์) จำกัด,3, 15 ,20220
"พิมพ์สีสติ๊กเกอร์,สกรีนสีกระจกนิรภัย",2,, 67.60 ,จ3-41(1)-11/55ชบ,20200101125559,688, 79.00 ,4101,บริษัท ไทย ซัง จิน เทค จำกัด,หนองบอนแดง,55,,บ้านบึง,220,ชลบุรี,บริษัท ไทย ซัง จิน เทค จำกัด,3, 43 ,20170
ตัดและตกแต่งฟิล์มกันรอย,5,, 4.40 ,จ3-41(1)-4/65ชบ,20200022025656,689, 120.00 ,4101,บริษัท ฮัวรุ่ย อิเล็กทรอนิกส์ (ประเทศไทย) จำกัด,บ้านบึง,65,,บ้านบึง,19/33,ชลบุรี,บริษัท ฮัวรุ่ย อิเล็กทรอนิกส์ (ประเทศไทย) จำกัด,3, 4 ,20170
ตบแต่งสิ่งพิมพ์และพิมพ์บรรจุภัณฑ์,1,, 33.12 ,จ3-41(1)-21/67ชบ,20200232825671,690, 370.00 ,4101,บริษัท ลี่เหอ พริ้นท์ติ้ง แพคเกจจิ้ง (ประเทศไทย) จำกัด,หนองไผ่แก้ว,67,,บ้านบึง,385/1,ชลบุรี,บริษัท ลี่เหอ พริ้นท์ติ้ง แพคเกจจิ้ง (ประเทศไทย) จำกัด,3, 30 ,20220
พิมพ์บรรจุภัณฑ์,1,, 19.15 ,จ3-41(1)-5/67ชบ,20200080025671,691, 333.66 ,4101,บริษัท เซียงเผิง อินโนเวชั่น (เอเชีย) จำกัด,หนองไผ่แก้ว,67,,บ้านบึง,211/2,ชลบุรี,บริษัท เซียงเผิง อินโนเวชั่น (เอเชีย) จำกัด,3, 35 ,20220
พิมพ์เอกสารต่างๆ เช่น สติ๊กเกอร์,1,, 9.20 ,จ3-41(1)-4/67ชบ,20200074425671,692, 145.00 ,4101,บริษัท ไท้เซิน เทคโนโลยี (ประเทศไทย) จำกัด,มาบไผ่,67,,บ้านบึง,188/13,ชลบุรี,บริษัท ไท้เซิน เทคโนโลยี (ประเทศไทย) จำกัด,3, 10 ,20170
ทำป้ายโฆษณาไวนิลและป้ายทุกชนิด รวมทั้งโครงเหล็กหรือทำด้วยวัสดุอื่น,7,, 5.50 ,จ3-41(1)-12/67ชบ,20200144125673,693, 202.00 ,4101,บริษัท หมิงจี อิเล็คทริค (ไทยแลนด์) จำกัด,คลองกิ่ว,67,,บ้านบึง,289/28,ชลบุรี,บริษัท หมิงจี อิเล็คทริค (ไทยแลนด์) จำกัด,3, 13 ,20220
พิมพ์เอกสารต่าง ๆ และตบแต่งสิ่งพิมพ์,1,, 10.40 ,จ3-41(1)-10/67ชบ,20200134725672,694, 425.00 ,4101,บริษัท เอดิเบล เทคโนโลยี (ไทยแลนด์) จำกัด,หนองไผ่แก้ว,67,,บ้านบึง,385/1,ชลบุรี,บริษัท เอดิเบล เทคโนโลยี (ไทยแลนด์) จำกัด,3, 50 ,20220
พิมพ์สิ่งพิมพ์ พิมพ์ลวดลายบนกระดาษ,3,, 38.00 ,3-41(1)-16/58ชบ,10200001625585,695," 3,056.00 ",4101,บริษัท ไทยชิฮอนเอ็นเตอร์ไพร์ส จำกัด,หนองอิรุณ,58,,บ้านบึง,168,ชลบุรี,บริษัท ไทยชิฮอนเอ็นเตอร์ไพร์ส จำกัด,3, 15 ,20220
พิมพ์ลายกระดาษ,4,, 36.50 ,จ3-41(1)-11/60ชบ,20200101125609,696, 497.50 ,4101,บริษัท พี.ภมร อินเตอร์เทรด จำกัด,หนองบอนแดง,60,,บ้านบึง,โฉนดที่ดินเลขที่ 18611,ชลบุรี,บริษัท พี.ภมร อินเตอร์เทรด จำกัด,3, 30 ,20170
ผลิตและซ่อมแซมแม่พิมพ์โลหะ,2,, 30.00 ,จ3-41(2)-17/62ชบ,20200303225629,697, 255.10 ,4102,บริษัท ไท้เม่า พรีซีชั่น จำกัด,หนองชาก,62,,บ้านบึง,18/24,ชลบุรี,บริษัท ไท้เม่า พรีซีชั่น จำกัด,3, 12 ,20170
ผลิตและซ่อมแซมแม่พิมพ์โลหะและแม่พิมพ์ทุกชนิด,2,, 42.00 ,จ3-41(2)-31/59ชบ,20200103125599,698, 191.36 ,4102,บริษัท เหยียนยู่ (ประเทศไทย) จำกัด,หนองชาก,59,,บ้านบึง,62/13,ชลบุรี,บริษัท เหยียนยู่ (ประเทศไทย) จำกัด,3, 12 ,20170
ทำแม่พิมพ์โลหะ,4,, 4.00 ,จ3-41(2)-10/62ชบ,20200154025623,699, 127.40 ,4102,บริษัท นารา โซลูชั่น จำกัด,หนองซ้ำซาก,62,,บ้านบึง,โฉนดที่ดินเลขที่ 40089,ชลบุรี,บริษัท นารา โซลูชั่น จำกัด,3, 4 ,20170
ผลิตแม่พิมพ์โลหะและส่วนประกอบของแม่พิมพ์โลหะ,9,, 10.32 ,จ3-41(2)-4/62ชบ,20200051825620,700, 106.50 ,4102,-,คลองกิ่ว,62,,บ้านบึง,606/10,ชลบุรี,นายเจริญ เฉลิมโชค,3, 15 ,20220
ผลิตแม่พิมพ์โลหะ,2,, 12.14 ,จ3-41(2)-5/59ชบ,20200000525594,701, 62.00 ,4102,บริษัท ควอลิตี้ สตีล จำกัด,หนองไผ่แก้ว,59,,บ้านบึง,93/9,ชลบุรี,บริษัท ควอลิตี้ สตีล จำกัด,3, 3 ,20220
ผลิตแม่พิมพ์โลหะ ผลิตชิ้นส่วนเครื่องใช้ไฟฟ้าและชิ้นส่วนรถยนต์ด้วยวิธีการปั๊มหรือกระแทกโลหะ,2,, 99.80 ,จ3-41(2)-22/57ชบ,20200002225573,702, 488.50 ,4102,บริษัท ดี ซี แอล โมลด์แอนด์ออโต้ พาร์ทส จำกัด,หนองชาก,57,,บ้านบึง,98/10,ชลบุรี,บริษัท ดี ซี แอล โมลด์แอนด์ออโต้ พาร์ทส จำกัด,3, 100 ,20170
ทำแม่พิมพ์โลหะ ผลิตชิ้นส่วนโลหะของเครื่องใช้ไฟฟ้าและชิ้นส่วนรถยนต์,3,, 120.00 ,จ3-41(2)-2/63ชบ,20200010025635,703, 395.40 ,4102,บริษัท ทีเคซี เพรส แอนด์ ดายส์ เอ็นจิเนียริ่ง เซอร์วิส จำกัด,บ้านบึง,63,,บ้านบึง,223/9,ชลบุรี,บริษัท ทีเคซี เพรส แอนด์ ดายส์ เอ็นจิเนียริ่ง เซอร์วิส จำกัด,3, 42 ,20170
ทำแม่พิมพ์โลหะ แม่พิมพ์พลาสติก และผลิต่ผลิตภัณฑ์พลาสติก,6,, 27.00 ,จ3-41(2)-4/68ชบ,20200036425686,704, 226.87 ,4102,บริษัท เดอ ฮูอี้ อินดัสเทรียล จำกัด,หนองบอนแดง,68,,บ้านบึง,โฉนดที่ดินเลขที่ 45693,ชลบุรี,บริษัท เดอ ฮูอี้ อินดัสเทรียล จำกัด,3, 17 ,20170
ทำแม่พิมพ์โลหะ และผลิตภัณฑ์พลาสติก เช่น ชิ้นส่วนอุปกรณ์เครื่องใช้ไฟฟ้า ชิ้นส่วนยานยนต์,6,, 21.07 ,จ3-41(2)-6/62ชบ,20200093925628,705, 419.00 ,4102,บริษัท วัน ฟาส เทค เอ็นจิเนียริ่ง จำกัด,หนองบอนแดง,62,,บ้านบึง,โฉนดที่ดินเลขที่ 53348,ชลบุรี,บริษัท วัน ฟาส เทค เอ็นจิเนียริ่ง จำกัด,3, 25 ,20170
ผลิตแม่พิมพ์โลหะและพลาสติก,2,, 22.30 ,จ3-41(2)-2/66ชบ,20200026525669,706, 494.00 ,4102,บริษัท ดาวัง พรีซิสชั่น เทคโนโลยี (ประเทศไทย) จำกัด,หนองบอนแดง,66,,บ้านบึง,119/22,ชลบุรี,บริษัท ดาวัง พรีซิสชั่น เทคโนโลยี (ประเทศไทย) จำกัด,3, 25 ,20170
"ออกแบบ ผลิต แปรรูปแม่พิมพ์โลหะ, ทำผลิตภัณฑ์หรือชิ้นส่วนจากโลหะ และฉีดขึ้นรูปผลิตภัณฑ์พลาสติก",2,, 140.00 ,จ3-41(2)-3/63ชบ,20200032325633,707, 258.18 ,4102,บริษัท จุนโม๋ พรีซิชั่น อินดัสทรี (ไทยแลนด์) จำกัด,หนองบอนแดง,63,,บ้านบึง,119/32,ชลบุรี,บริษัท จุนโม๋ พรีซิชั่น อินดัสทรี (ไทยแลนด์) จำกัด,3, 48 ,20170
ทำแม่พิมพ์โลหะ,3,, 32.00 ,จ3-41(2)-2/62ชบ,20200029825629,708, 171.00 ,4102,บริษัท นว เอ็นจิเนียริ่ง จำกัด,บ้านบึง,62,,บ้านบึง,223/5,ชลบุรี,บริษัท นว เอ็นจิเนียริ่ง จำกัด,3, 17 ,20170
ผลิตและซ่อมแม่พิมพ์โลหะ,2,, 38.20 ,จ3-41(2)-25/57ชบ,20200002525576,709, 375.92 ,4102,บริษัท ฟูจิ เทคนิคอล อินดัสเตรียล จำกัด,หนองบอนแดง,57,,บ้านบึง,188,ชลบุรี,บริษัท ฟูจิ เทคนิคอล อินดัสเตรียล จำกัด,3, 16 ,20170
ผลิต ซ่อมแซม แม่พิมพ์โลหะ ทำผลิตภัณฑ์ด้วยวิธีปั๊มหรือกระแทก ทำชิ้นส่วนหรืออุปกรณ์ของผลิตภัณฑ์โลหะ,2,, 29.00 ,จ3-41(2)-9/67ชบ,20200161325677,710, 199.92 ,4102,บริษัท กวง ฉิง ฮาร์ดแวร์ (ไทยแลนด์) จำกัด,หนองบอนแดง,67,,บ้านบึง,119/25,ชลบุรี,บริษัท กวง ฉิง ฮาร์ดแวร์ (ไทยแลนด์) จำกัด,3, 16 ,20170
ทำแม่พิมพ์โลหะ รีดแผ่นโลหะเป็นวัสดุก่อสร้าง เช่น แผ่นมุงหลังคา รางน้ำ แผ่นฉนวนกันความร้อนและกันเสียง การทำส่วนประกอบโลหะสำหรับใช้ในการก่อสร้างอาคาร,9,, 457.51 ,จ3-41(2)-13/58ชบ,20200001325580,711," 2,269.00 ",4102,บริษัท มั่นคง สตีล จำกัด (มหาชน),หนองอิรุณ,58,,บ้านบึง,8,ชลบุรี,บริษัท มั่นคง สตีล จำกัด (มหาชน),3, 151 ,20220
ผลิตแม่พิมพ์โลหะ,2,, 65.00 ,จ3-41(2)-26/59ชบ,20200002625590,712, 496.62 ,4102,บริษัท กา จิน เทค จำกัด,หนองชาก,59,,บ้านบึง,18/22,ชลบุรี,บริษัท กา จิน เทค จำกัด,3, 67 ,20170
ผลิตสารเพิ่มความคงตัวของแคลเซียมและสังกะสี สารช่วยในการแปรรูป และสารหล่อลื่นผสมสารเติมแต่งที่เป็นพลาสติก,7,, 7.00 ,จ3-42(1)-3/68ชบ,20200019025685,713, 366.70 ,4201,บริษัท เจวอนส์ เทคโนโลยี (ประเทศไทย) จำกัด,คลองกิ่ว,68,,บ้านบึง,โฉนดที่ดินเลขที่ 43422,ชลบุรี,บริษัท เจวอนส์ เทคโนโลยี (ประเทศไทย) จำกัด,3, 25 ,20220
ผลิตสารหล่อลื่นที่ใช้ในแม่พิมพ์ ทั้งมีกราไฟท์ และไม่มีกราไฟท์เป็นส่วนผสม,4,, 45.00 ,จ3-42(1)-11/60ชบ,20200201125608,714, 338.50 ,4201,บริษัท ซีเอ็มที ออโตโมทีฟ จำกัด,มาบไผ่,60,,บ้านบึง,79/2,ชลบุรี,บริษัท ซีเอ็มที ออโตโมทีฟ จำกัด,3, 12 ,20170
ผลิตและผสมเคมีและสีที่ใช้ในอุตสาหกรรมพิมพ์ผ้า,1,, 6.30 ,จ3-42(1)-1/42ชบ,20200600125423,715, 475.90 ,4201,บริษัท เวิร์คเคม จำกัด,หนองไผ่แก้ว,42,,บ้านบึง,511,ชลบุรี,บริษัท เวิร์คเคม จำกัด,3, 5 ,20220
ทำเคมีภัณฑ์จำพวก สารกันความชื้น,2,, 20.08 ,จ3-42(1)-1/63ชบ,20200027925637,716, 106.00 ,4201,บริษัท ซูเปอร์ดราย จำกัด,หนองบอนแดง,63,,บ้านบึง,119/24,ชลบุรี,บริษัท ซูเปอร์ดราย จำกัด,3, 55 ,20170
ผลิตน้ำยาฮาร์ดเดอเนอร์ชนิดไม่ไวไฟเพื่อจำหน่ายให้กับอุตสาหกรรมต่าง ๆ เช่น น้ำยาทำแข็ง สูตร 1 น้ำยาทำแข็ง สูตร 2 และน้ำยาประสาน,2,, 1.80 ,จ3-42(1)-4/68ชบ,20200026725681,717, 81.09 ,4201,บริษัท ฮั้วป้าน จำกัด,หนองบอนแดง,68,,บ้านบึง,119/10,ชลบุรี,บริษัท ฮั้วป้าน จำกัด,3, -   ,20170
ผลิตสารเพิ่มความคงตัวของแคลเซียมและสังกะสี สารช่วยในการแปรรูป และสารหล่อลื่นผสมสารเติมแต่งที่เป็นพลาสติก,7,, 7.00 ,จ3-42(1)-13/67ชบ,20200200525675,718, 208.00 ,4201,บริษัท ไทฟู่ เคมมิเคิล นิว แมททีเรียล จำกัด,คลองกิ่ว,67,,บ้านบึง,โฉนดที่ดินเลขที่ 43423,ชลบุรี,บริษัท ไทฟู่ เคมมิเคิล นิว แมททีเรียล จำกัด,3, 18 ,20220
ทำสีย้อม,1,ชลบุรี - ระยอง, 11.95 ,3-42(1)-2/34ชบ,10200100225345,719," 15,241.28 ",4201,บริษัท โมเดอร์น ไดสตัฟส์ แอนด์ พิคเมนท์ส จำกัด,คลองกิ่ว,34,-,บ้านบึง,688/3,ชลบุรี,บริษัท โมเดอร์น ไดสตัฟส์ แอนด์ พิคเมนท์ส จำกัด,3, 168 ,20220
ผลิตซิงค์ออกไซด์ และซิงค์ออกไซด์นาโน ผลิตภัณฑ์เคมีเคลือบผิวทุกชนิด,1,ยุทธศาสตร์ 331, 5.01 ,จ3-42(1)-20/51ชบ,20200002025510,720, 279.20 ,4201,บริษัท นาโน แมททีเรียลส์ เทคโนโลยี จำกัด,หนองไผ่แก้ว,51,,บ้านบึง,310/1,ชลบุรี,บริษัท นาโน แมททีเรียลส์ เทคโนโลยี จำกัด,3, 4 ,20220
ทำเคมีภัณฑ์ ได้แก่ น้ำยาเคลือบผิว     ,3,, 26.08 ,จ3-42(1)-11/67ชบ,20200173825672,721, 360.42 ,4201,บริษัท ควอนฮัน นิว แมททีเรียลส์ (ประเทศไทย) จำกัด,หนองบอนแดง,67,,บ้านบึง,88/1,ชลบุรี,บริษัท ควอนฮัน นิว แมททีเรียลส์ (ประเทศไทย) จำกัด,3, 8 ,20170
ทำเคมีภัณฑ์ สารเคมีหรือวัสดุเคมี เก็บรักษา ลำเลียง แยก คัดเลือกหรือแบ่งบรรจุเฉพาะเคมีภัณฑ์อันตราย,5,, 1.20 ,จ3-42(1)-12/61ชบ,20200101225615,722, 152.00 ,4201,บริษัท 1595 จำกัด,มาบไผ่,61,,บ้านบึง,29/1,ชลบุรี,บริษัท 1595 จำกัด,3, 4 ,20170
แบ่งบรรจุสารเคมี,5,, 5.30 ,จ3-42(2)-4/63ชบ,20200081125637,723, 80.00 ,4202,บริษัท วีอาร์ทเกรทเคมีเคิล จำกัด,บ้านบึง,63,,บ้านบึง,26/31,ชลบุรี,บริษัท วีอาร์ทเกรทเคมีเคิล จำกัด,3, 20 ,20170
เก็บรักษา ลำเลียง และแบ่งบรรจุเคมีภัณฑ์,1,, 8.60 ,จ3-42(2)-1/67ชบ,20200084225673,724, 97.00 ,4202,บริษัท เจ๋อ อ้าว เคมิคอล (ประเทศไทย) จำกัด,คลองกิ่ว,67,,บ้านบึง,โฉนดที่ดินเลขที่ 26174,ชลบุรี,บริษัท เจ๋อ อ้าว เคมิคอล (ประเทศไทย) จำกัด,3, 15 ,20220
ผสมปุ๋ยเคมี-อินทรีย์,3,, 23.80 ,จ3-43(1)-1/44ชบ,20201000125443,725, 482.50 ,4301,บริษัท สุรชัยฟาร์ม จำกัด,บ้านบึง,44,,บ้านบึง,35/11,ชลบุรี,บริษัท สุรชัยฟาร์ม จำกัด,3, 25 ,20170
ผลิตปุ๋ยอินทรีย์และสารปรับปรุงดินจากวัสดุอินทรีย์สารทุกชนิด,3,, 1.00 ,จ3-43(1)-8/64ชบ,20200267225649,726, 152.00 ,4301,บริษัท จัวปภารีไซเคิลสหรุ่งเรือง จำกัด,หนองชาก,64,,บ้านบึง,265/56,ชลบุรี,บริษัท จัวปภารีไซเคิลสหรุ่งเรือง จำกัด,3, 11 ,20170
ผลิตปุ๋ยมุลไก่อัดเม็ดโดยไม่ใช้กระบวนการทางเคมี,3,วิฑูรดำริ, 11.90 ,จ3-43(1)-1/42ชบ,20200800125421,727, 478.50 ,4301,บริษัท สุรชัยฟาร์ม จำกัด,บ้านบึง,42,-,บ้านบึง,35/8,ชลบุรี,บริษัท สุรชัยฟาร์ม จำกัด,3, 15 ,20170
ผลิตปุ๋ยชีวภาพ,3,, 22.90 ,จ3-43(1)-66/48ชบ,20200006625489,728, 98.00 ,4301,บริษัท ปุ๋ยเกษตร ไทย-อินโด จำกัด,หนองชาก,48,,บ้านบึง,684/8,ชลบุรี,บริษัท ปุ๋ยเกษตร ไทย-อินโด จำกัด,3, 20 ,20170
ผลิตปุ๋ยอินทรีย์และสารปรับปรุงดินจากวัสดุอินทรีย์สารทุกชนิด,1,, 8.00 ,จ3-43(1)-38/64ชบ,20200471125643,729, 478.00 ,4301,ห้างหุ้นส่วนจำกัด ชุติ คอนสตรัคชั่น,คลองกิ่ว,64,,บ้านบึง,โฉนดที่ดินเลขที่ 19643,ชลบุรี,ห้างหุ้นส่วนจำกัด ชุติ คอนสตรัคชั่น,3, 11 ,20220
ผลิตเส้นใยสังเคราะห์,3,พานทอง-บ้านบึง, 40.00 ,3-44-1/49ชบ,10200000125496,730," 6,457.25 ",4400,บริษัท ทีทีเอ็น นันวูเว่น โซลูชั่น จำกัด,บ้านบึง,49,-,บ้านบึง,199/7,ชลบุรี,บริษัท ทีทีเอ็น นันวูเว่น โซลูชั่น จำกัด,3, 42 ,20170
ผลิตเส้นใยสังเคราะห์,1,ฉะเชิงเทรา-สัตหีบ, 670.00 ,3-44-1/43ชบ,10200200125437,731," 126,812.80 ",4400,บริษัท ไทยโพลีเอสเตอร์ จำกัด,หนองไผ่แก้ว,43,     -,บ้านบึง,888,ชลบุรี,บริษัท ไทยโพลีเอสเตอร์ จำกัด,3, 306 ,20220
ผลิตเส้นใยสังเคราะห์ บดย่อยและล้างพลาสติก และการทำพลาสติกเม็ด แท่ง ท่อ หลอด แผ่น ชิ้น ผงหรือรูปทรงต่าง ๆ,4,พนมสารคาม-สัตหีบ, 460.00 ,3-44-1/44ชบ,10200500125442,732," 63,296.22 ",4400,บริษัท ไทยโพลีเอสเตอร์ จำกัด,คลองกิ่ว,44,-,บ้านบึง,999,ชลบุรี,บริษัท ไทยโพลีเอสเตอร์ จำกัด,3, 120 ,20220
ผสมสีย้อมชนิดต่าง ๆ,1,บ้านบึง-บ้านค่าย, 57.00 ,จ3-45(1)-7/60ชบ,20200100725607,733, 400.00 ,4501,บริษัท บูม โกลบอล จำกัด,คลองกิ่ว,60,,บ้านบึง,-,ชลบุรี,บริษัท บูม โกลบอล จำกัด,3, 21 ,20220
ผลิตสีน้ำมัน และสีน้ำ,3,, 14.50 ,จ3-45(1)-1/49ชบ,20200300125491,734, 84.00 ,4501,บริษัท ไทยจรัส เพ้นท์ จำกัด,หนองบอนแดง,49,,บ้านบึง,235/2,ชลบุรี,บริษัท ไทยจรัส เพ้นท์ จำกัด,3, 20 ,20170
ผลิตสีฝุ่น,1,, 16.00 ,จ3-45(1)-2/65ชบ,20200120825650,735, 204.18 ,4501,บริษัท เอ็นทีพี พาวเดอร์ จำกัด,หนองบอนแดง,65,,บ้านบึง,99/129,ชลบุรี,บริษัท เอ็นทีพี พาวเดอร์ จำกัด,3, 13 ,20170
ผลิตน้ำยาล้างจาน,1,, 18.00 ,จ3-47(1)-5/66ชบ,20200213925664,736, 75.00 ,4701,บริษัท บริหารหลี่ จำกัด,หนองบอนแดง,66,,บ้านบึง,169/1,ชลบุรี,บริษัท บริหารหลี่ จำกัด,3, 9 ,20170
ผลิตเครื่องสำอางค์และสิ่งปรุงแต่งร่างกาย เช่น สบู่ แชมพู,3,, 8.78 ,จ3-47(1)-10/67ชบ,20200194925675,737, 294.00 ,4701,บริษัท เนเชอรัล แอนเชี่ยน จำกัด,บ้านบึง,67,,บ้านบึง,127/22,ชลบุรี,บริษัท เนเชอรัล แอนเชี่ยน จำกัด,3, 15 ,20170
ผลิตเครื่องสำอาง หรือเครื่องปรุงแต่งร่างกาย,4,, 17.64 ,จ3-47(3)-5/60ชบ,20200400525608,738, 90.90 ,4703,บริษัท บิ๊กไอเดีย คอร์ปอเรท (ประเทศไทย) จำกัด,บ้านบึง,60,,บ้านบึง,,ชลบุรี,บริษัท บิ๊กไอเดีย คอร์ปอเรท (ประเทศไทย) จำกัด,3, 45 ,20170
"ผลิตเครื่องสำอาง, แผ่นมาส์กบำรุงผิวหน้า, แผ่นมาส์กตา",2,, 32.00 ,จ3-47(3)-2/63ชบ,20200030625638,739, 98.25 ,4703,บริษัท สยาม วิทา จำกัด,หนองบอนแดง,63,,บ้านบึง,119/30,ชลบุรี,บริษัท สยาม วิทา จำกัด,3, 10 ,20170
ผลิตเครื่องสำอาง,3,มาบไผ่-หนองปลิง, 36.00 ,จ3-47(3)-2/59ชบ,20200200225599,740, 160.65 ,4703,บริษัท บีบีบี อินโนเวชั่น จำกัด,หนองซ้ำซาก,59,,บ้านบึง,41/1,ชลบุรี,บริษัท บีบีบี อินโนเวชั่น จำกัด,3, 20 ,20170
ผลิตน้ำยาฆ่าเชื้อโรค คลอรีนน้ำยาฆ่าเชื้อโรค เจลล้างมือ,1,, 6.30 ,จ3-48(2)-3/63ชบ,20200142325630,741, 125.00 ,4802,บริษัท กรีน วอเทอร์ อีพี-เทค จำกัด,หนองบอนแดง,63,,บ้านบึง,99/1125,ชลบุรี,บริษัท กรีน วอเทอร์ อีพี-เทค จำกัด,3, 10 ,20170
