_id,รายชื่อสถานประกอบการ,ระดับ,ปีงบประมาณ
1977,บริษัท แคนาเดียน โซลาร์ แมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด,3,2564
1978,บริษัท ยูเซ็น โลจิสติกส์ (ประเทศไทย) จำกัด,3,2564
1979,บริษัท ยูเซ็น โลจิสติกส์ (ประเทศไทย) จำกัด,3,2564
1980,บริษัท ยูนิไทย ชิปยาร์ด แอนด์ เอนจิเนียริ่ง จำกัด,3,2564
1981,บริษัท จีเอฟพีที นิชิเร (ประเทศไทย) จำกัด,3,2564
1982,บริษัท ไอเอชไอ เทอร์โบ (ประเทศไทย) จำกัด,3,2564
1983,บริษัท คาร์บอน เมจิก (ประเทศไทย) จำกัด,3,2564
1984,บริษัท โตโย เท็กซ์ไทล์ ไทย จำกัด,3,2564
1985,บริษัท เท็กซ์ไทล์เพรสทีจ จำกัด (มหาชน),3,2564
1986,บริษัท โอคุมะ อินด์ (ไทยแลนด์) จำกัด,3,2564
1987,บริษัท ตั้งเซียะปิง โลหะกิจ จำกัด,3,2564
1988,บริษัท เอเอสเอ คอร์รูเกท คอนเทนเนอร์ จำกัด,3,2564
1989,บริษัท ไทยซัมซุง อิเลคโทรนิคส์ จำกัด,3,2564
1990,บริษัท ไทยซัมซุง อิเลคโทรนิคส์ จำกัด,3,2564
1991,บริษัท ไทยซัมซุง อิเลคโทรนิคส์ จำกัด,3,2564
1992,บริษัท ไทยซัมซุง อิเลคโทรนิคส์ จำกัด,3,2564
1993,บริษัท ไทยซัมซุง อิเลคโทรนิคส์ จำกัด,3,2564
1994,บริษัท ไทยซัมซุง อิเลคโทรนิคส์ จำกัด,3,2564
1995,บริษัท นิปปอนเพนต์ (ประเทศไทย) จำกัด,3,2564
1996,บริษัท สึบาคิ โมชั่น คอนโทรล (ไทยแลนด์) จำกัด,3,2564
1997,บริษัท เควายบี (ประเทศไทย) จำกัด,3,2564
1998,บริษัท แชฟฟ์เลอร์ แมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด,3,2564
1999,บริษัท ไทเท็กซ์ เอเซีย จำกัด,3,2564
2000,บริษัท ซัมมิท โอซูกะ แมนูแฟคเจอริ่ง จำกัด,3,2564
2001,บริษัท คิงส์ แพ็ค อินดัสเตรียล จำกัด,3,2564
2002,บริษัท คิงส์ แบ็ก จำกัด,3,2564
2003,บริษัท อีโค แมเนจเม้นท์ อันดัสเตรียล จำกัด,3,2564
2004,บริษัท ยามาฮ่ามอเตอร์พาร์ทแมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด,3,2564
2005,บริษัท วาลเมท จำกัด,3,2564
2006,บริษัท ทัศนาชลบุรี จำกัด,3,2564
2007,บริษัท ทัศนาชลบุรี จำกัด,3,2564
2008,บริษัท ทัศนาชลบุรี จำกัด,3,2564
2009,บริษัท ไลสตริทส์ (ไทยแลนด์) จำกัด,3,2564
2010,บริษัท ซัมโด (ประเทศไทย) จำกัด,3,2564
2011,บริษัท ไดโฮ แมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด,3,2564
2012,บริษัท โกลว์ ไอพีพี จำกัด,3,2564
2013,บริษัท ไทยนิปปอน คอมโพเนนท์ จำกัด,3,2564
2014,บริษัท เอเค เมคานิคอล แอนด์ รีไซคลิง จำกัด,3,2564
2015,บริษัท วูเทคไทย จำกัด (สาขาแหลมฉบัง),3,2564
2016,บริษัท เอส เอส ซี ออยล์ จำกัด,3,2564
2017,บริษัท ไทย เอ็นโอเค จำกัด,3,2564
2018,บริษัท ไทย เอ็นโอเค จำกัด,3,2564
2019,บริษัท ไทย เอ็นโอเค จำกัด (สำนักงานใหญ่),3,2564
2020,บริษัท ไทย เอ็นโอเค จำกัด,3,2564
2021,บริษัท มูซาชิ เพ้นท์ แมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด,3,2564
2022,บริษัท ที.เอส.เค. ฟอร์จิ้ง จำกัด,3,2564
2023,บริษัท ซากิโนมิยะ (ประเทศไทย) จำกัด,3,2564
2024,บริษัท พีซีเอ็ม โพรเซ็สซิ่ง (ประเทศไทย) จำกัด,3,2564
2025,บริษัท เด็นโซ่ อิเล็กทรอนิกส์ (ประเทศไทย) จำกัด,3,2564
2026,บริษัท ไดกิ้น แอร์คอนดิชั่นนิ่ง (ประเทศไทย) จำกัด,3,2564
2027,บริษัท เอจีซี แฟลทกลาส (ประเทศไทย) จำกัด (มหาชน),3,2564
2028,บริษัท รีเฟล็กซ์ แพคเก็จจิ้ง (ไทยแลนด์) จำกัด,3,2564
2029,บริษัท เมวา โมลด์ (ไทยแลนด์) จำกัด,3,2564
2030,บริษัท พรีเมี่ยมสตีล โพรเซสซิ่ง จำกัด,3,2564
2031,บริษัท ไอ.ที.จี. (ประเทศไทย) จำกัด,3,2564
2032,บริษัท แพน เอเซีย แพคกิ้ง จำกัด,3,2564
2033,บริษัท จุฑาวรรณ โมลิเทค (ไทยแลนด์) จำกัด,3,2564
2034,บริษัท เชียงอี้ เทคโนโลยี กรุ๊ป จำกัด,3,2564
2035,บริษัท ซีพีเอฟ (ประเทศไทย) จำกัด (มหาชน) โรงงานผลิตอาหารสัตว์ศรีราชา,3,2564
2036,บริษัท วาลีโอสยาม เทอร์มอลซิสเต็มส์ จำกัด,3,2564
2037,บริษัท รีฟายนิ่งโลหะมีค่า จำกัด,3,2564
2038,บริษัท นิปปอนซันโซ่ (ไทยแลนด์) จำกัด,3,2564
2039,บริษัท เฟลเทค แมนูแฟคเจอริ่ง จำกัด,3,2564
2040,บริษัท เฟลเทค แมนูแฟคเจอริ่ง จำกัด,3,2564
2041,บริษัท สยาม คีปเปอร์ แมนูแฟคเจอริ่ง จำกัด,3,2564
2042,บริษัท มัตซึดะ ซังเกียว (ประเทศไทย) จำกัด,3,2564
2043,บริษัท ไทยซัมมิท พีเคเค จำกัด,3,2564
2044,บริษัท เอ็นเอสดับบลิว (ประเทศไทย) จำกัด,3,2564
2045,บริษัท แอลแอลไอที (ประเทศไทย) จำกัด,3,2564
