วันที่หมดอายุ,_id,เลขที่การรับรอง,บริษัท,ลำดับ,วันที่รับรอง,จังหวัด
2571-02-10T00:00:00,1,GI(E) 3-003,บริษัท ไทยลัสเตอร์โปรดักส์ จำกัด,1,2568-03-10T00:00:00,ชลบุรี
2571-05-10T00:00:00,2,GI(E) 3-006,บริษัท ซูมิโน อาปิโก (ไทยแลนด์) จำกัด,2,2568-06-10T00:00:00,ชลบุรี
2571-05-10T00:00:00,3,GI(E) 3-007,บริษัท คานายามา คาเซอิ (ประเทศไทย) จำกัด,3,2568-06-10T00:00:00,ชลบุรี
2571-05-10T00:00:00,4,GI(E) 3-014,บริษัท มี้ด จอห์นสัน นิวทริชัน (ประเทศไทย) จำกัด,4,2568-06-10T00:00:00,ชลบุรี
2571-06-10T00:00:00,5,GI(E) 3-029,บริษัท เอส เอ็น ซี ซาวด์ พรู๊ฟ จำกัด,5,2568-07-10T00:00:00,ชลบุรี
2571-07-10T00:00:00,6,GI(E) 3-033,บริษัท โซโก้ เทค (ไทยแลนด์) จำกัด,6,2568-08-10T00:00:00,ชลบุรี
2571-07-10T00:00:00,7,GI(E) 3-037,บริษัท อาปิโก พรีซิชั่น จำกัด,7,2568-08-10T00:00:00,ชลบุรี
2571-08-10T00:00:00,8,GI(E) 3-040,บริษัท ไดฟูกุ (ไทยแลนด์) จำกัด,8,2568-09-10T00:00:00,ชลบุรี
2571-08-10T00:00:00,9,GI(E) 3-042,บริษัท ยูไนเต็ด ครีเอชั่น แพ็คเกจจิ้ง โซลูชั่น (ประเทศไทย) จำกัด,9,2568-09-10T00:00:00,ชลบุรี
2571-10-13T00:00:00,10,GI(E) 3-045,บริษัท มาคิตะ แมนูแฟคเจอริ่ง (ไทยแลนด์) จำกัด,10,2568-10-14T00:00:00,ชลบุรี
2571-10-13T00:00:00,11,GI(E) 3-046,บริษัท เทคโนพลาส อุตสาหกรรม (ประเทศไทย) จำกัด,11,2568-10-14T00:00:00,ชลบุรี
2571-10-13T00:00:00,12,GI(E) 3-047,บริษัท ไดฟูกุ (ไทยแลนด์) จำกัด,12,2568-10-14T00:00:00,ชลบุรี
2571-10-13T00:00:00,13,GI(E) 3-048,บริษัท ลู้บ เทคโนโลยี จำกัด,13,2568-10-14T00:00:00,ชลบุรี
2571-10-13T00:00:00,14,GI(E) 3-049,บริษัท โออิชิ เทรดดิ้ง จำกัด,14,2568-10-14T00:00:00,ชลบุรี
2571-10-15T00:00:00,15,GI(E) 3-056,บริษัท ควอลิเมอร์ จำกัด,15,2568-10-16T00:00:00,ชลบุรี
2571-10-16T00:00:00,16,GI(E) 3-062,บริษัท ไทย นิสโชกุ จำกัด,16,2568-10-17T00:00:00,ชลบุรี
2571-10-16T00:00:00,17,GI(E) 3-063,บริษัท อี.คิว. รับเบอร์ จำกัด,17,2568-10-17T00:00:00,ชลบุรี
2571-10-20T00:00:00,18,GI(E) 3-074,บริษัท เอ็กซ์สตาร์ เอเชีย คอร์ปอเรชั่น จำกัด,18,2568-10-21T00:00:00,ชลบุรี
2571-10-20T00:00:00,19,GI(E) 3-075,บริษัท โอสถ อินเตอร์ แลบบอราทอรีส์ จำกัด,19,2568-10-21T00:00:00,ชลบุรี
2571-10-20T00:00:00,20,GI(E) 3-079,บริษัท ลาบิกซ์ จำกัด,20,2568-10-21T00:00:00,ชลบุรี
2571-10-30T00:00:00,21,GI(E) 3-091,บริษัท หมิงไท่ อินดัสเตรียล (ประเทศไทย) จำกัด,21,2568-10-31T00:00:00,ชลบุรี
2571-10-30T00:00:00,22,GI(E) 3-092,บริษัท โรจนะดิสทริบิวชั่น เซ็นเตอร์ จำกัด,22,2568-10-31T00:00:00,ชลบุรี
2571-10-30T00:00:00,23,GI(E) 3-093,บริษัท ซูมิโซแหลมฉบัง จำกัด,23,2568-10-31T00:00:00,ชลบุรี
2571-02-11T00:00:00,24,GI(E) 3-110,บริษัท บางจาก ศรีราชา จำกัด (มหาชน) โรงงานกลั่นน้ำมันบางจาก ศรีราชา,24,2568-03-11T00:00:00,ชลบุรี
2571-02-11T00:00:00,25,GI(E) 3-125,บริษัท มารูโกะ รับเบอร์ (ไทยแลนด์) จำกัด,25,2568-03-11T00:00:00,ชลบุรี
2571-04-11T00:00:00,26,GI(E) 3-130,บริษัท ดีไอซี กราฟฟิค (ประเทศไทย) จำกัด,26,2568-05-11T00:00:00,ชลบุรี
2571-06-11T00:00:00,27,GI(E) 3-136,บริษัท ซันโทรี่ เบเวอเรจ แอนด์ ฟู้ด (ประเทศไทย) จำกัด,27,2568-07-11T00:00:00,ชลบุรี
2571-06-11T00:00:00,28,GI(E) 3-137,บริษัท ไทยสตีลเคเบิล จำกัด (มหาชน),28,2568-07-11T00:00:00,ชลบุรี
2571-09-11T00:00:00,29,GI(E) 3-150,บริษัท ซี เอส รับเบอร์ อินดัสทรี่ จำกัด,29,2568-10-11T00:00:00,ชลบุรี
2571-12-11T00:00:00,30,GI(E) 3-151,บริษัท ชินเซย์ โคกิ (ไทยแลนด์) จำกัด,30,2568-11-13T00:00:00,ชลบุรี
2571-12-11T00:00:00,31,GI(E) 3-153,บริษัท มิยามะ พรีซิชั่น (ประเทศไทย) จำกัด,31,2568-11-13T00:00:00,ชลบุรี
2571-11-16T00:00:00,32,GI(E) 3-167,บริษัท ออพติดูร์ โพลิเมอร์ส จำกัด,32,2568-11-17T00:00:00,ชลบุรี
2571-11-16T00:00:00,33,GI(E) 3-169,บริษัท มัลติแบกซ์ จำกัด (มหาชน),33,2568-11-17T00:00:00,ชลบุรี
