﻿year,quarter,industry,_id,region,value,unit,source
2563,ไตรมาสที่ 4,เกษตรกรรม การป่าไม้ และการประมง,1792,ภาคใต้,2154.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,การทำเหมืองแร่ และเหมืองหิน,1793,ภาคใต้,16.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,การผลิต,1794,ภาคใต้,415.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,1795,ภาคใต้,10.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,1796,ภาคใต้,6.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,การก่อสร้าง,1797,ภาคใต้,308.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,การขายส่ง และการขายปลีก การซ่อมยานยนต์,1798,ภาคใต้,848.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,การขนส่ง และสถานที่เก็บสินค้า,1799,ภาคใต้,106.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ที่พักแรมและบริการด้านอาหาร,1800,ภาคใต้,432.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ข้อมูลข่าวสารและการสื่อสาร,1801,ภาคใต้,9.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,กิจกรรมทางการเงินและการประกันภัย,1802,ภาคใต้,45.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,กิจกรรมอสังหาริมทรัพย์,1803,ภาคใต้,12.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,1804,ภาคใต้,30.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,กิจกรรมการบริหารและการบริการสนับสนุน,1805,ภาคใต้,41.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,การบริหารราชการ การป้องกันประเทศ การประกันสังคม,1806,ภาคใต้,218.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,การศึกษา,1807,ภาคใต้,167.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,1808,ภาคใต้,89.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ศิลปะ ความบันเทิง และนันทนาการ,1809,ภาคใต้,21.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,กิจกรรมบริการด้านอื่น ๆ,1810,ภาคใต้,127.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,1811,ภาคใต้,19.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,กิจกรรมขององค์การระหว่างประเทศ,1812,ภาคใต้,0.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ไม่ทราบ,1813,ภาคใต้,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,เกษตรกรรม การป่าไม้ และการประมง,1814,กรุงเทพมหานคร,12.1,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,การทำเหมืองแร่ และเหมืองหิน,1815,กรุงเทพมหานคร,1.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,การผลิต,1816,กรุงเทพมหานคร,857.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ไม่ทราบ,1817,ภาคกลาง,15.5,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,เกษตรกรรม การป่าไม้ และการประมง,1818,ภาคเหนือ,2638.3,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,การทำเหมืองแร่ และเหมืองหิน,1819,ภาคเหนือ,12.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,การผลิต,1820,ภาคเหนือ,558.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,1821,ภาคเหนือ,20.5,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,1822,ภาคเหนือ,18.3,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,การก่อสร้าง,1823,ภาคเหนือ,431.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,การขายส่ง และการขายปลีก การซ่อมยานยนต์,1824,ภาคเหนือ,883.9,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,การขนส่ง และสถานที่เก็บสินค้า,1825,ภาคเหนือ,108.4,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ที่พักแรมและบริการด้านอาหาร,1826,ภาคเหนือ,393.1,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ข้อมูลข่าวสารและการสื่อสาร,1827,ภาคเหนือ,16.5,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,กิจกรรมทางการเงินและการประกันภัย,1828,ภาคเหนือ,59.2,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,กิจกรรมอสังหาริมทรัพย์,1829,ภาคเหนือ,13.1,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,1830,ภาคเหนือ,37.2,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,กิจกรรมการบริหารและการบริการสนับสนุน,1831,ภาคเหนือ,35.7,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,การบริหารราชการ การป้องกันประเทศ การประกันสังคม,1832,ภาคเหนือ,315.3,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,การศึกษา,1833,ภาคเหนือ,209.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,1834,ภาคเหนือ,130.9,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ศิลปะ ความบันเทิง และนันทนาการ,1835,ภาคเหนือ,49.7,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,กิจกรรมบริการด้านอื่น ๆ,1836,ภาคเหนือ,126.2,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,1837,ภาคเหนือ,39.9,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,กิจกรรมขององค์การระหว่างประเทศ,1838,ภาคเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ไม่ทราบ,1839,ภาคเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,เกษตรกรรม การป่าไม้ และการประมง,1840,ภาคตะวันออกเฉียงเหนือ,4173.5,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,การทำเหมืองแร่ และเหมืองหิน,1841,ภาคตะวันออกเฉียงเหนือ,5.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,การผลิต,1842,ภาคตะวันออกเฉียงเหนือ,780.3,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,1843,ภาคตะวันออกเฉียงเหนือ,11.2,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,1844,ภาคตะวันออกเฉียงเหนือ,14.9,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,การก่อสร้าง,1845,ภาคตะวันออกเฉียงเหนือ,654.6,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,การขายส่ง และการขายปลีก การซ่อมยานยนต์,1846,ภาคตะวันออกเฉียงเหนือ,1282.9,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,การขนส่ง และสถานที่เก็บสินค้า,1847,ภาคตะวันออกเฉียงเหนือ,108.3,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ที่พักแรมและบริการด้านอาหาร,1848,ภาคตะวันออกเฉียงเหนือ,458.8,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ข้อมูลข่าวสารและการสื่อสาร,1849,ภาคตะวันออกเฉียงเหนือ,8.6,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,กิจกรรมทางการเงินและการประกันภัย,1850,ภาคตะวันออกเฉียงเหนือ,64.6,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,กิจกรรมอสังหาริมทรัพย์,1851,ภาคตะวันออกเฉียงเหนือ,9.8,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,1852,ภาคตะวันออกเฉียงเหนือ,26.4,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,กิจกรรมการบริหารและการบริการสนับสนุน,1853,ภาคตะวันออกเฉียงเหนือ,38.1,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,การบริหารราชการ การป้องกันประเทศ การประกันสังคม,1854,ภาคตะวันออกเฉียงเหนือ,454.6,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,การศึกษา,1855,ภาคตะวันออกเฉียงเหนือ,308.2,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,1856,กรุงเทพมหานคร,181.3,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,กิจกรรมการบริหารและการบริการสนับสนุน,1857,กรุงเทพมหานคร,284.8,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,การบริหารราชการ การป้องกันประเทศ การประกันสังคม,1858,กรุงเทพมหานคร,233.3,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,การศึกษา,1859,กรุงเทพมหานคร,153.4,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,1860,กรุงเทพมหานคร,141.8,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ศิลปะ ความบันเทิง และนันทนาการ,1861,กรุงเทพมหานคร,77.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,กิจกรรมบริการด้านอื่น ๆ,1862,กรุงเทพมหานคร,176.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,1863,กรุงเทพมหานคร,112.7,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,กิจกรรมขององค์การระหว่างประเทศ,1864,กรุงเทพมหานคร,0.9,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ไม่ทราบ,1865,กรุงเทพมหานคร,49.1,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,เกษตรกรรม การป่าไม้ และการประมง,1866,ภาคกลาง,2101.4,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,การทำเหมืองแร่ และเหมืองหิน,1867,ภาคกลาง,15.2,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,การผลิต,1868,ภาคกลาง,3432.2,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,1869,ภาคกลาง,49.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,1870,ภาคกลาง,46.6,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,การก่อสร้าง,1871,ภาคกลาง,705.1,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,การขายส่ง และการขายปลีก การซ่อมยานยนต์,1872,ภาคกลาง,1974.1,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,การขนส่ง และสถานที่เก็บสินค้า,1873,ภาคกลาง,602.6,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ที่พักแรมและบริการด้านอาหาร,1874,ภาคกลาง,988.7,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ข้อมูลข่าวสารและการสื่อสาร,1875,ภาคกลาง,45.9,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,กิจกรรมทางการเงินและการประกันภัย,1876,ภาคกลาง,116.2,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,กิจกรรมอสังหาริมทรัพย์,1877,ภาคกลาง,77.6,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,1878,ภาคกลาง,140.4,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,กิจกรรมการบริหารและการบริการสนับสนุน,1879,ภาคกลาง,192.9,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,การบริหารราชการ การป้องกันประเทศ การประกันสังคม,1880,ภาคกลาง,491.1,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,การศึกษา,1881,ภาคกลาง,347.9,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,1882,ภาคกลาง,254.7,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ศิลปะ ความบันเทิง และนันทนาการ,1883,ภาคกลาง,108.1,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,กิจกรรมบริการด้านอื่น ๆ,1884,ภาคกลาง,270.5,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,1885,ภาคกลาง,53.1,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,กิจกรรมขององค์การระหว่างประเทศ,1886,ภาคกลาง,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ไม่ทราบ,1887,ภาคกลาง,6.9,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,เกษตรกรรม การป่าไม้ และการประมง,1888,ภาคเหนือ,2701.1,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,การทำเหมืองแร่ และเหมืองหิน,1889,ภาคเหนือ,14.6,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,การผลิต,1890,ภาคเหนือ,515.9,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,1891,ภาคเหนือ,18.7,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,1892,ภาคเหนือ,16.8,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,การก่อสร้าง,1893,ภาคเหนือ,405.2,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,การขายส่ง และการขายปลีก การซ่อมยานยนต์,1894,ภาคเหนือ,903.6,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,การขนส่ง และสถานที่เก็บสินค้า,1895,ภาคเหนือ,93.1,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,1896,ภาคกลาง,126.47,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,กิจกรรมการบริหารและการบริการสนับสนุน,1897,ภาคกลาง,203.28,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,การบริหารราชการ การป้องกันประเทศ การประกันสังคม,1898,ภาคกลาง,425.45,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,การศึกษา,1899,ภาคกลาง,329.65,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,1900,ภาคกลาง,198.63,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ศิลปะ ความบันเทิง และนันทนาการ,1901,ภาคกลาง,77.92,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,กิจกรรมบริการด้านอื่น ๆ,1902,ภาคกลาง,247.9,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,1903,ภาคกลาง,62.41,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,กิจกรรมขององค์การระหว่างประเทศ,1904,ภาคกลาง,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ไม่ทราบ,1905,ภาคกลาง,7.05,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,เกษตรกรรม การป่าไม้ และการประมง,1906,ภาคเหนือ,3008.97,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,การทำเหมืองแร่ และเหมืองหิน,1907,ภาคเหนือ,21.37,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,การผลิต,1908,ภาคเหนือ,648.13,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,1909,ภาคเหนือ,18.89,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,1910,ภาคเหนือ,7.54,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,การก่อสร้าง,1911,ภาคเหนือ,408.66,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,การขายส่ง และการขายปลีก การซ่อมยานยนต์,1912,ภาคเหนือ,945.18,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,การขนส่ง และสถานที่เก็บสินค้า,1913,ภาคเหนือ,76.14,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ที่พักแรมและบริการด้านอาหาร,1914,ภาคเหนือ,374.09,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ข้อมูลข่าวสารและการสื่อสาร,1915,ภาคเหนือ,13.63,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,กิจกรรมทางการเงินและการประกันภัย,1916,ภาคเหนือ,70.26,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,กิจกรรมอสังหาริมทรัพย์,1917,ภาคเหนือ,16.3,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,1918,ภาคเหนือ,29.45,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,กิจกรรมการบริหารและการบริการสนับสนุน,1919,ภาคเหนือ,51.57,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,การบริหารราชการ การป้องกันประเทศ การประกันสังคม,1920,ภาคเหนือ,284.44,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,การศึกษา,1921,ภาคเหนือ,198.83,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,1922,ภาคเหนือ,127.87,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ศิลปะ ความบันเทิง และนันทนาการ,1923,ภาคเหนือ,42.81,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,กิจกรรมบริการด้านอื่น ๆ,1924,ภาคเหนือ,113.9,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,1925,ภาคเหนือ,31.2,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,กิจกรรมขององค์การระหว่างประเทศ,1926,ภาคเหนือ,2.23,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ไม่ทราบ,1927,ภาคเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,เกษตรกรรม การป่าไม้ และการประมง,1928,ภาคตะวันออกเฉียงเหนือ,5558.12,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,การทำเหมืองแร่ และเหมืองหิน,1929,ภาคตะวันออกเฉียงเหนือ,7.32,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,การผลิต,1930,ภาคตะวันออกเฉียงเหนือ,768.51,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,1931,ภาคตะวันออกเฉียงเหนือ,13.71,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,1932,ภาคตะวันออกเฉียงเหนือ,26.53,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,การก่อสร้าง,1933,ภาคตะวันออกเฉียงเหนือ,470.71,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,การขายส่ง และการขายปลีก การซ่อมยานยนต์,1934,ภาคตะวันออกเฉียงเหนือ,1224.38,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,1935,กรุงเทพมหานคร,14.65,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,การก่อสร้าง,1936,กรุงเทพมหานคร,312.84,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,การขายส่ง และการขายปลีก การซ่อมยานยนต์,1937,กรุงเทพมหานคร,1205.59,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,การขนส่ง และสถานที่เก็บสินค้า,1938,กรุงเทพมหานคร,443.12,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ที่พักแรมและบริการด้านอาหาร,1939,กรุงเทพมหานคร,608.55,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ข้อมูลข่าวสารและการสื่อสาร,1940,กรุงเทพมหานคร,139.5,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,กิจกรรมทางการเงินและการประกันภัย,1941,กรุงเทพมหานคร,236.27,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,กิจกรรมอสังหาริมทรัพย์,1942,กรุงเทพมหานคร,82.27,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,1943,กรุงเทพมหานคร,188.73,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,กิจกรรมการบริหารและการบริการสนับสนุน,1944,กรุงเทพมหานคร,226.43,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,การบริหารราชการ การป้องกันประเทศ การประกันสังคม,1945,กรุงเทพมหานคร,194.85,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,การศึกษา,1946,กรุงเทพมหานคร,177.61,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,1947,กรุงเทพมหานคร,112.99,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ศิลปะ ความบันเทิง และนันทนาการ,1948,กรุงเทพมหานคร,34.42,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,กิจกรรมบริการด้านอื่น ๆ,1949,กรุงเทพมหานคร,145.87,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,1950,กรุงเทพมหานคร,90.81,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,กิจกรรมขององค์การระหว่างประเทศ,1951,กรุงเทพมหานคร,1.66,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ไม่ทราบ,1952,กรุงเทพมหานคร,51.73,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,เกษตรกรรม การป่าไม้ และการประมง,1953,ภาคกลาง,2065.65,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,การทำเหมืองแร่ และเหมืองหิน,1954,ภาคกลาง,32.34,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,การผลิต,1955,ภาคกลาง,3514.56,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,1956,ภาคกลาง,47.42,พันคน,สำนักงานสถิติแห่งชาติ
