จำนวน,_id,ปี,เพศ,ไตรมาส,อาชีพ
" 9,207 ",22,2561,ชาย                         ,ไตรมาส 2,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
" 10,510 ",23,2561,ชาย                         ,ไตรมาส 3,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
" 10,367 ",24,2561,ชาย                         ,ไตรมาส 4,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
" 10,078 ",25,2561,ชาย                         ,เฉลี่ย 4 ไตรมาส,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
" 3,270 ",26,2561,หญิง                        ,ไตรมาส 1,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
" 4,288 ",27,2561,หญิง                        ,ไตรมาส 2,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
" 6,127 ",28,2561,หญิง                        ,ไตรมาส 3,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
" 5,507 ",29,2561,หญิง                        ,ไตรมาส 4,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
" 4,798 ",30,2561,หญิง                        ,เฉลี่ย 4 ไตรมาส,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
" 17,295 ",31,2561,รวม,ไตรมาส 1,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 13,703 ",32,2561,รวม,ไตรมาส 2,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 18,978 ",33,2561,รวม,ไตรมาส 3,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 22,896 ",34,2561,รวม,ไตรมาส 4,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 18,218 ",35,2561,รวม,เฉลี่ย 4 ไตรมาส,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 4,521 ",36,2561,ชาย                         ,ไตรมาส 1,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 3,423 ",37,2561,ชาย                         ,ไตรมาส 2,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 6,804 ",38,2561,ชาย                         ,ไตรมาส 3,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 8,224 ",39,2561,ชาย                         ,ไตรมาส 4,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 5,743 ",40,2561,ชาย                         ,เฉลี่ย 4 ไตรมาส,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 12,773 ",41,2561,หญิง                        ,ไตรมาส 1,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 10,280 ",42,2561,หญิง                        ,ไตรมาส 2,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 12,174 ",43,2561,หญิง                        ,ไตรมาส 3,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 14,673 ",44,2561,หญิง                        ,ไตรมาส 4,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 12,475 ",45,2561,หญิง                        ,เฉลี่ย 4 ไตรมาส,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 29,839 ",46,2561,รวม,ไตรมาส 1,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง
" 37,488 ",47,2561,รวม,ไตรมาส 2,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง
" 31,690 ",48,2561,รวม,ไตรมาส 3,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง
" 31,976 ",49,2561,รวม,ไตรมาส 4,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง
" 32,748 ",50,2561,รวม,เฉลี่ย 4 ไตรมาส,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง
" 21,648 ",51,2561,ชาย                         ,ไตรมาส 1,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง
" 28,248 ",52,2561,ชาย                         ,ไตรมาส 2,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง
" 21,902 ",53,2561,ชาย                         ,ไตรมาส 3,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง
" 18,949 ",54,2561,ชาย                         ,ไตรมาส 4,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง
" 22,687 ",55,2561,ชาย                         ,เฉลี่ย 4 ไตรมาส,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง
" 8,191 ",56,2561,หญิง                        ,ไตรมาส 1,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง
" 9,241 ",57,2561,หญิง                        ,ไตรมาส 2,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง
" 9,788 ",58,2561,หญิง                        ,ไตรมาส 3,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง
" 13,027 ",59,2561,หญิง                        ,ไตรมาส 4,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง
" 10,062 ",60,2561,หญิง                        ,เฉลี่ย 4 ไตรมาส,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง
" 19,610 ",61,2561,รวม,ไตรมาส 1,เสมียน
" 17,352 ",62,2561,รวม,ไตรมาส 2,เสมียน
" 22,672 ",63,2561,รวม,ไตรมาส 3,เสมียน
" 24,603 ",64,2561,รวม,ไตรมาส 4,เสมียน
" 21,059 ",65,2561,รวม,เฉลี่ย 4 ไตรมาส,เสมียน
" 4,895 ",66,2561,ชาย                         ,ไตรมาส 1,เสมียน
" 6,065 ",67,2561,ชาย                         ,ไตรมาส 2,เสมียน
" 6,599 ",68,2561,ชาย                         ,ไตรมาส 3,เสมียน
" 4,308 ",69,2561,ชาย                         ,ไตรมาส 4,เสมียน
" 5,467 ",70,2561,ชาย                         ,เฉลี่ย 4 ไตรมาส,เสมียน
" 14,715 ",71,2561,หญิง                        ,ไตรมาส 1,เสมียน
" 11,287 ",72,2561,หญิง                        ,ไตรมาส 2,เสมียน
" 16,073 ",73,2561,หญิง                        ,ไตรมาส 3,เสมียน
" 20,295 ",74,2561,หญิง                        ,ไตรมาส 4,เสมียน
" 15,592 ",75,2561,หญิง                        ,เฉลี่ย 4 ไตรมาส,เสมียน
" 80,055 ",76,2561,รวม,ไตรมาส 1,พนักงานบริการและพนักงานในร้านค้าและตลาด
" 84,626 ",77,2561,รวม,ไตรมาส 2,พนักงานบริการและพนักงานในร้านค้าและตลาด
" 80,673 ",78,2561,รวม,ไตรมาส 3,พนักงานบริการและพนักงานในร้านค้าและตลาด
" 74,150 ",79,2561,รวม,ไตรมาส 4,พนักงานบริการและพนักงานในร้านค้าและตลาด
" 79,876 ",80,2561,รวม,เฉลี่ย 4 ไตรมาส,พนักงานบริการและพนักงานในร้านค้าและตลาด
" 32,141 ",81,2561,ชาย                         ,ไตรมาส 1,พนักงานบริการและพนักงานในร้านค้าและตลาด
" 32,939 ",82,2561,ชาย                         ,ไตรมาส 2,พนักงานบริการและพนักงานในร้านค้าและตลาด
" 30,432 ",83,2561,ชาย                         ,ไตรมาส 3,พนักงานบริการและพนักงานในร้านค้าและตลาด
" 28,969 ",84,2561,ชาย                         ,ไตรมาส 4,พนักงานบริการและพนักงานในร้านค้าและตลาด
" 31,120 ",85,2561,ชาย                         ,เฉลี่ย 4 ไตรมาส,พนักงานบริการและพนักงานในร้านค้าและตลาด
" 47,914 ",86,2561,หญิง                        ,ไตรมาส 1,พนักงานบริการและพนักงานในร้านค้าและตลาด
" 51,687 ",87,2561,หญิง                        ,ไตรมาส 2,พนักงานบริการและพนักงานในร้านค้าและตลาด
" 50,242 ",88,2561,หญิง                        ,ไตรมาส 3,พนักงานบริการและพนักงานในร้านค้าและตลาด
" 45,180 ",89,2561,หญิง                        ,ไตรมาส 4,พนักงานบริการและพนักงานในร้านค้าและตลาด
" 48,756 ",90,2561,หญิง                        ,เฉลี่ย 4 ไตรมาส,พนักงานบริการและพนักงานในร้านค้าและตลาด
" 41,793 ",91,2561,รวม,ไตรมาส 1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
" 36,412 ",92,2561,รวม,ไตรมาส 2,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
" 42,653 ",93,2561,รวม,ไตรมาส 3,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
" 43,414 ",94,2561,รวม,ไตรมาส 4,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
" 41,068 ",95,2561,รวม,เฉลี่ย 4 ไตรมาส,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
" 20,954 ",96,2561,ชาย                         ,ไตรมาส 1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
" 20,838 ",97,2561,ชาย                         ,ไตรมาส 2,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
" 25,468 ",98,2561,ชาย                         ,ไตรมาส 3,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
" 25,433 ",99,2561,ชาย                         ,ไตรมาส 4,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
" 23,173 ",100,2561,ชาย                         ,เฉลี่ย 4 ไตรมาส,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
" 20,838 ",101,2561,หญิง                        ,ไตรมาส 1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
" 15,574 ",102,2561,หญิง                        ,ไตรมาส 2,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
" 17,185 ",103,2561,หญิง                        ,ไตรมาส 3,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
" 17,981 ",104,2561,หญิง                        ,ไตรมาส 4,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
" 17,895 ",105,2561,หญิง                        ,เฉลี่ย 4 ไตรมาส,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
" 59,349 ",106,2561,รวม,ไตรมาส 1,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
" 62,114 ",107,2561,รวม,ไตรมาส 2,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
" 54,719 ",108,2561,รวม,ไตรมาส 3,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
" 58,205 ",109,2561,รวม,ไตรมาส 4,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
" 58,597 ",110,2561,รวม,เฉลี่ย 4 ไตรมาส,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
" 42,288 ",111,2561,ชาย                         ,ไตรมาส 1,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
" 43,797 ",112,2561,ชาย                         ,ไตรมาส 2,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
" 39,184 ",113,2561,ชาย                         ,ไตรมาส 3,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
" 38,157 ",114,2561,ชาย                         ,ไตรมาส 4,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
" 40,856 ",115,2561,ชาย                         ,เฉลี่ย 4 ไตรมาส,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
" 17,061 ",116,2561,หญิง                        ,ไตรมาส 1,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
" 18,317 ",117,2561,หญิง                        ,ไตรมาส 2,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
" 15,535 ",118,2561,หญิง                        ,ไตรมาส 3,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
" 20,049 ",119,2561,หญิง                        ,ไตรมาส 4,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
" 17,741 ",120,2561,หญิง                        ,เฉลี่ย 4 ไตรมาส,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
" 88,283 ",121,2561,รวม,ไตรมาส 1,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
" 80,535 ",122,2561,รวม,ไตรมาส 2,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
" 80,766 ",123,2561,รวม,ไตรมาส 3,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
" 81,888 ",124,2561,รวม,ไตรมาส 4,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
" 82,868 ",125,2561,รวม,เฉลี่ย 4 ไตรมาส,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
" 62,725 ",126,2561,ชาย                         ,ไตรมาส 1,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
" 53,859 ",127,2561,ชาย                         ,ไตรมาส 2,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
" 53,466 ",128,2561,ชาย                         ,ไตรมาส 3,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
" 59,315 ",129,2561,ชาย                         ,ไตรมาส 4,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
" 57,341 ",130,2561,ชาย                         ,เฉลี่ย 4 ไตรมาส,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
" 25,558 ",131,2561,หญิง                        ,ไตรมาส 1,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
" 26,675 ",132,2561,หญิง                        ,ไตรมาส 2,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
" 27,300 ",133,2561,หญิง                        ,ไตรมาส 3,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
" 22,573 ",134,2561,หญิง                        ,ไตรมาส 4,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
" 25,527 ",135,2561,หญิง                        ,เฉลี่ย 4 ไตรมาส,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
" 43,267 ",136,2561,รวม,ไตรมาส 1,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
" 35,315 ",137,2561,รวม,ไตรมาส 2,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
" 44,466 ",138,2561,รวม,ไตรมาส 3,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
" 40,859 ",139,2561,รวม,ไตรมาส 4,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
" 40,977 ",140,2561,รวม,เฉลี่ย 4 ไตรมาส,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
" 17,251 ",141,2561,ชาย                         ,ไตรมาส 1,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
" 13,470 ",142,2561,ชาย                         ,ไตรมาส 2,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
" 23,423 ",143,2561,ชาย                         ,ไตรมาส 3,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
" 22,598 ",144,2561,ชาย                         ,ไตรมาส 4,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
" 19,185 ",145,2561,ชาย                         ,เฉลี่ย 4 ไตรมาส,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
" 26,017 ",146,2561,หญิง                        ,ไตรมาส 1,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
" 21,844 ",147,2561,หญิง                        ,ไตรมาส 2,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
" 21,042 ",148,2561,หญิง                        ,ไตรมาส 3,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
" 18,261 ",149,2561,หญิง                        ,ไตรมาส 4,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
" 21,791 ",150,2561,หญิง                        ,เฉลี่ย 4 ไตรมาส,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
,151,2561,รวม,ไตรมาส 1,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
 261 ,152,2561,รวม,ไตรมาส 2,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
,153,2561,รวม,ไตรมาส 3,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
,154,2561,รวม,ไตรมาส 4,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
 65 ,155,2561,รวม,เฉลี่ย 4 ไตรมาส,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
,156,2561,ชาย                         ,ไตรมาส 1,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
 261 ,157,2561,ชาย                         ,ไตรมาส 2,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
,158,2561,ชาย                         ,ไตรมาส 3,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
,159,2561,ชาย                         ,ไตรมาส 4,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
 65 ,160,2561,ชาย                         ,เฉลี่ย 4 ไตรมาส,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
,161,2561,หญิง                        ,ไตรมาส 1,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
,162,2561,หญิง                        ,ไตรมาส 2,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
,163,2561,หญิง                        ,ไตรมาส 3,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
,164,2561,หญิง                        ,ไตรมาส 4,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
,165,2561,หญิง                        ,เฉลี่ย 4 ไตรมาส,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
" 393,578 ",166,2562,รวม,ไตรมาส 1,ยอดรวม
" 384,788 ",167,2562,รวม,ไตรมาส 2,ยอดรวม
" 381,671 ",168,2562,รวม,ไตรมาส 3,ยอดรวม
" 390,716 ",169,2562,รวม,ไตรมาส 4,ยอดรวม
" 387,688 ",170,2562,รวม,เฉลี่ย 4 ไตรมาส,ยอดรวม
" 220,254 ",171,2562,ชาย                         ,ไตรมาส 1,ยอดรวม
" 216,856 ",172,2562,ชาย                         ,ไตรมาส 2,ยอดรวม
" 215,688 ",173,2562,ชาย                         ,ไตรมาส 3,ยอดรวม
" 212,887 ",174,2562,ชาย                         ,ไตรมาส 4,ยอดรวม
" 216,421 ",175,2562,ชาย                         ,เฉลี่ย 4 ไตรมาส,ยอดรวม
" 173,324 ",176,2562,หญิง                        ,ไตรมาส 1,ยอดรวม
" 167,932 ",177,2562,หญิง                        ,ไตรมาส 2,ยอดรวม
" 165,983 ",178,2562,หญิง                        ,ไตรมาส 3,ยอดรวม
" 177,829 ",179,2562,หญิง                        ,ไตรมาส 4,ยอดรวม
" 171,267 ",180,2562,หญิง                        ,เฉลี่ย 4 ไตรมาส,ยอดรวม
" 16,153 ",181,2562,รวม,ไตรมาส 1,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
" 16,100 ",182,2562,รวม,ไตรมาส 2,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
" 15,919 ",183,2562,รวม,ไตรมาส 3,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
" 15,852 ",184,2562,รวม,ไตรมาส 4,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
" 16,006 ",185,2562,รวม,เฉลี่ย 4 ไตรมาส,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
" 9,052 ",186,2562,ชาย                         ,ไตรมาส 1,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
" 9,783 ",187,2562,ชาย                         ,ไตรมาส 2,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
" 9,595 ",188,2562,ชาย                         ,ไตรมาส 3,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
" 10,539 ",189,2562,ชาย                         ,ไตรมาส 4,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
" 9,742 ",190,2562,ชาย                         ,เฉลี่ย 4 ไตรมาส,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
" 7,101 ",191,2562,หญิง                        ,ไตรมาส 1,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
" 6,318 ",192,2562,หญิง                        ,ไตรมาส 2,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
" 6,324 ",193,2562,หญิง                        ,ไตรมาส 3,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
" 5,313 ",194,2562,หญิง                        ,ไตรมาส 4,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
" 6,264 ",195,2562,หญิง                        ,เฉลี่ย 4 ไตรมาส,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
" 15,381 ",196,2562,รวม,ไตรมาส 1,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 11,663 ",197,2562,รวม,ไตรมาส 2,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 20,010 ",198,2562,รวม,ไตรมาส 3,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 20,923 ",199,2562,รวม,ไตรมาส 4,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 16,994 ",200,2562,รวม,เฉลี่ย 4 ไตรมาส,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 5,773 ",201,2562,ชาย                         ,ไตรมาส 1,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 1,908 ",202,2562,ชาย                         ,ไตรมาส 2,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 8,008 ",203,2562,ชาย                         ,ไตรมาส 3,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 5,618 ",204,2562,ชาย                         ,ไตรมาส 4,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 5,327 ",205,2562,ชาย                         ,เฉลี่ย 4 ไตรมาส,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 9,608 ",206,2562,หญิง                        ,ไตรมาส 1,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 9,755 ",207,2562,หญิง                        ,ไตรมาส 2,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 12,002 ",208,2562,หญิง                        ,ไตรมาส 3,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 15,304 ",209,2562,หญิง                        ,ไตรมาส 4,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 11,667 ",210,2562,หญิง                        ,เฉลี่ย 4 ไตรมาส,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
" 26,903 ",211,2562,รวม,ไตรมาส 1,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง
" 23,995 ",212,2562,รวม,ไตรมาส 2,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง
" 21,164 ",213,2562,รวม,ไตรมาส 3,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง
