province,work_status,sex,quarter,_id,year,value,attribute,unit,source
ยโสธร,ทำงานส่วนตัว,หญิง,ไตรมาสที่ 3,4492,2567,51138,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,ช่วยธุรกิจครัวเรือน,หญิง,ไตรมาสที่ 3,4493,2567,57201,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,การรวมกลุ่ม,หญิง,ไตรมาสที่ 3,4494,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,รวมยอด,รวม,ไตรมาสที่ 4,4495,2567,262097,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,นายจ้าง,รวม,ไตรมาสที่ 4,4496,2567,648,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,ลูกจ้างรัฐบาล,รวม,ไตรมาสที่ 4,4497,2567,24696,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,ลูกจ้างเอกชน,รวม,ไตรมาสที่ 4,4498,2567,33998,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,ทำงานส่วนตัว,รวม,ไตรมาสที่ 4,4499,2567,121224,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาสที่ 4,4500,2567,81530,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,การรวมกลุ่ม,รวม,ไตรมาสที่ 4,4501,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,รวมยอด,ชาย,ไตรมาสที่ 4,4502,2567,136165,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,นายจ้าง,ชาย,ไตรมาสที่ 4,4503,2567,648,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,ลูกจ้างรัฐบาล,ชาย,ไตรมาสที่ 4,4504,2567,11301,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,ลูกจ้างเอกชน,ชาย,ไตรมาสที่ 4,4505,2567,21959,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,ทำงานส่วนตัว,ชาย,ไตรมาสที่ 4,4506,2567,75902,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,ช่วยธุรกิจครัวเรือน,ชาย,ไตรมาสที่ 4,4507,2567,26354,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,การรวมกลุ่ม,ชาย,ไตรมาสที่ 4,4508,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,รวมยอด,หญิง,ไตรมาสที่ 4,4509,2567,125932,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,นายจ้าง,หญิง,ไตรมาสที่ 4,4510,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,ลูกจ้างรัฐบาล,หญิง,ไตรมาสที่ 4,4511,2567,13395,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,ลูกจ้างเอกชน,หญิง,ไตรมาสที่ 4,4512,2567,12039,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,ทำงานส่วนตัว,หญิง,ไตรมาสที่ 4,4513,2567,45322,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,ช่วยธุรกิจครัวเรือน,หญิง,ไตรมาสที่ 4,4514,2567,55176,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,การรวมกลุ่ม,หญิง,ไตรมาสที่ 4,4515,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,รวมยอด,รวม,ไตรมาสที่ 1,4516,2568,235831,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,นายจ้าง,รวม,ไตรมาสที่ 1,4517,2568,3457,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,ลูกจ้างรัฐบาล,รวม,ไตรมาสที่ 1,4518,2568,15317,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,ลูกจ้างเอกชน,รวม,ไตรมาสที่ 1,4519,2568,51799,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,ทำงานส่วนตัว,รวม,ไตรมาสที่ 1,4520,2568,109776,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาสที่ 1,4521,2568,55481,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,การรวมกลุ่ม,รวม,ไตรมาสที่ 1,4522,2568,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,รวมยอด,ชาย,ไตรมาสที่ 1,4523,2568,126982,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,นายจ้าง,ชาย,ไตรมาสที่ 1,4524,2568,2747,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,ลูกจ้างรัฐบาล,ชาย,ไตรมาสที่ 1,4525,2568,5188,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,ลูกจ้างเอกชน,ชาย,ไตรมาสที่ 1,4526,2568,34472,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,ทำงานส่วนตัว,ชาย,ไตรมาสที่ 1,4527,2568,62616,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,ช่วยธุรกิจครัวเรือน,ชาย,ไตรมาสที่ 1,4528,2568,21959,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,การรวมกลุ่ม,ชาย,ไตรมาสที่ 1,4529,2568,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,รวมยอด,หญิง,ไตรมาสที่ 1,4530,2568,108848,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,นายจ้าง,หญิง,ไตรมาสที่ 1,4531,2568,710,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,ลูกจ้างรัฐบาล,หญิง,ไตรมาสที่ 1,4532,2568,10129,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,ลูกจ้างเอกชน,หญิง,ไตรมาสที่ 1,4533,2568,17327,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,ทำงานส่วนตัว,หญิง,ไตรมาสที่ 1,4534,2568,47160,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,ช่วยธุรกิจครัวเรือน,หญิง,ไตรมาสที่ 1,4535,2568,33522,,คน,สำนักงานสถิติแห่งชาติ
ยโสธร,การรวมกลุ่ม,หญิง,ไตรมาสที่ 1,4536,2568,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,รวมยอด,รวม,ไตรมาสที่ 1,4537,2566,453101,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,นายจ้าง,รวม,ไตรมาสที่ 1,4538,2566,5964,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างรัฐบาล,รวม,ไตรมาสที่ 1,4539,2566,47247,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างเอกชน,รวม,ไตรมาสที่ 1,4540,2566,173339,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ทำงานส่วนตัว,รวม,ไตรมาสที่ 1,4541,2566,142716,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาสที่ 1,4542,2566,83434,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,การรวมกลุ่ม,รวม,ไตรมาสที่ 1,4543,2566,402,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,รวมยอด,ชาย,ไตรมาสที่ 1,4544,2566,245893,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,นายจ้าง,ชาย,ไตรมาสที่ 1,4545,2566,4901,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างรัฐบาล,ชาย,ไตรมาสที่ 1,4546,2566,20773,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างเอกชน,ชาย,ไตรมาสที่ 1,4547,2566,101259,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ทำงานส่วนตัว,ชาย,ไตรมาสที่ 1,4548,2566,85381,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ช่วยธุรกิจครัวเรือน,ชาย,ไตรมาสที่ 1,4549,2566,33179,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,การรวมกลุ่ม,ชาย,ไตรมาสที่ 1,4550,2566,402,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,รวมยอด,หญิง,ไตรมาสที่ 1,4551,2566,207207,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,นายจ้าง,หญิง,ไตรมาสที่ 1,4552,2566,1063,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างรัฐบาล,หญิง,ไตรมาสที่ 1,4553,2566,26474,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างเอกชน,หญิง,ไตรมาสที่ 1,4554,2566,72080,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ทำงานส่วนตัว,หญิง,ไตรมาสที่ 1,4555,2566,57335,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ช่วยธุรกิจครัวเรือน,หญิง,ไตรมาสที่ 1,4556,2566,50255,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,การรวมกลุ่ม,หญิง,ไตรมาสที่ 1,4557,2566,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,รวมยอด,รวม,ไตรมาสที่ 2,4558,2566,475739,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,นายจ้าง,รวม,ไตรมาสที่ 2,4559,2566,5371,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างรัฐบาล,รวม,ไตรมาสที่ 2,4560,2566,46725,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างเอกชน,รวม,ไตรมาสที่ 2,4561,2566,130075,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ทำงานส่วนตัว,รวม,ไตรมาสที่ 2,4562,2566,178778,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาสที่ 2,4563,2566,114417,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,การรวมกลุ่ม,รวม,ไตรมาสที่ 2,4564,2566,373,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,รวมยอด,ชาย,ไตรมาสที่ 2,4565,2566,255931,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,นายจ้าง,ชาย,ไตรมาสที่ 2,4566,2566,4444,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างรัฐบาล,ชาย,ไตรมาสที่ 2,4567,2566,24287,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างเอกชน,ชาย,ไตรมาสที่ 2,4568,2566,75065,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ทำงานส่วนตัว,ชาย,ไตรมาสที่ 2,4569,2566,104592,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ช่วยธุรกิจครัวเรือน,ชาย,ไตรมาสที่ 2,4570,2566,47170,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,การรวมกลุ่ม,ชาย,ไตรมาสที่ 2,4571,2566,373,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,รวมยอด,หญิง,ไตรมาสที่ 2,4572,2566,219808,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,นายจ้าง,หญิง,ไตรมาสที่ 2,4573,2566,927,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างรัฐบาล,หญิง,ไตรมาสที่ 2,4574,2566,22438,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างเอกชน,หญิง,ไตรมาสที่ 2,4575,2566,55010,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ทำงานส่วนตัว,หญิง,ไตรมาสที่ 2,4576,2566,74185,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ช่วยธุรกิจครัวเรือน,หญิง,ไตรมาสที่ 2,4577,2566,67247,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,การรวมกลุ่ม,หญิง,ไตรมาสที่ 2,4578,2566,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,รวมยอด,รวม,ไตรมาสที่ 3,4579,2566,487838,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,นายจ้าง,รวม,ไตรมาสที่ 3,4580,2566,7748,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างรัฐบาล,รวม,ไตรมาสที่ 3,4581,2566,50284,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างเอกชน,รวม,ไตรมาสที่ 3,4582,2566,107063,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ทำงานส่วนตัว,รวม,ไตรมาสที่ 3,4583,2566,197511,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาสที่ 3,4584,2566,125232,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,การรวมกลุ่ม,รวม,ไตรมาสที่ 3,4585,2566,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,รวมยอด,ชาย,ไตรมาสที่ 3,4586,2566,257444,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,นายจ้าง,ชาย,ไตรมาสที่ 3,4587,2566,5081,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างรัฐบาล,ชาย,ไตรมาสที่ 3,4588,2566,21708,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างเอกชน,ชาย,ไตรมาสที่ 3,4589,2566,64160,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ทำงานส่วนตัว,ชาย,ไตรมาสที่ 3,4590,2566,110672,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ช่วยธุรกิจครัวเรือน,ชาย,ไตรมาสที่ 3,4591,2566,55822,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,การรวมกลุ่ม,ชาย,ไตรมาสที่ 3,4592,2566,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,รวมยอด,หญิง,ไตรมาสที่ 3,4593,2566,230395,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,นายจ้าง,หญิง,ไตรมาสที่ 3,4594,2566,2667,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างรัฐบาล,หญิง,ไตรมาสที่ 3,4595,2566,28576,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างเอกชน,หญิง,ไตรมาสที่ 3,4596,2566,42903,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ทำงานส่วนตัว,หญิง,ไตรมาสที่ 3,4597,2566,86839,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ช่วยธุรกิจครัวเรือน,หญิง,ไตรมาสที่ 3,4598,2566,69411,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,การรวมกลุ่ม,หญิง,ไตรมาสที่ 3,4599,2566,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,รวมยอด,รวม,ไตรมาสที่ 4,4600,2566,503218,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,นายจ้าง,รวม,ไตรมาสที่ 4,4601,2566,8243,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างรัฐบาล,รวม,ไตรมาสที่ 4,4602,2566,49224,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างเอกชน,รวม,ไตรมาสที่ 4,4603,2566,129948,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ทำงานส่วนตัว,รวม,ไตรมาสที่ 4,4604,2566,195515,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาสที่ 4,4605,2566,119949,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,การรวมกลุ่ม,รวม,ไตรมาสที่ 4,4606,2566,338,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,รวมยอด,ชาย,ไตรมาสที่ 4,4607,2566,264175,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,นายจ้าง,ชาย,ไตรมาสที่ 4,4608,2566,5876,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างรัฐบาล,ชาย,ไตรมาสที่ 4,4609,2566,19245,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างเอกชน,ชาย,ไตรมาสที่ 4,4610,2566,74915,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ทำงานส่วนตัว,ชาย,ไตรมาสที่ 4,4611,2566,106813,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ช่วยธุรกิจครัวเรือน,ชาย,ไตรมาสที่ 4,4612,2566,56989,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,การรวมกลุ่ม,ชาย,ไตรมาสที่ 4,4613,2566,338,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,รวมยอด,หญิง,ไตรมาสที่ 4,4614,2566,239043,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,นายจ้าง,หญิง,ไตรมาสที่ 4,4615,2566,2367,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างรัฐบาล,หญิง,ไตรมาสที่ 4,4616,2566,29979,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างเอกชน,หญิง,ไตรมาสที่ 4,4617,2566,55034,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ทำงานส่วนตัว,หญิง,ไตรมาสที่ 4,4618,2566,88703,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ช่วยธุรกิจครัวเรือน,หญิง,ไตรมาสที่ 4,4619,2566,62960,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,การรวมกลุ่ม,หญิง,ไตรมาสที่ 4,4620,2566,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,รวมยอด,รวม,ไตรมาสที่ 1,4621,2567,465259,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,นายจ้าง,รวม,ไตรมาสที่ 1,4622,2567,9045,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างรัฐบาล,รวม,ไตรมาสที่ 1,4623,2567,55584,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างเอกชน,รวม,ไตรมาสที่ 1,4624,2567,150756,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ทำงานส่วนตัว,รวม,ไตรมาสที่ 1,4625,2567,144335,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาสที่ 1,4626,2567,105539,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,การรวมกลุ่ม,รวม,ไตรมาสที่ 1,4627,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,รวมยอด,ชาย,ไตรมาสที่ 1,4628,2567,249112,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,นายจ้าง,ชาย,ไตรมาสที่ 1,4629,2567,6175,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างรัฐบาล,ชาย,ไตรมาสที่ 1,4630,2567,24303,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างเอกชน,ชาย,ไตรมาสที่ 1,4631,2567,91707,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ทำงานส่วนตัว,ชาย,ไตรมาสที่ 1,4632,2567,81510,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ช่วยธุรกิจครัวเรือน,ชาย,ไตรมาสที่ 1,4633,2567,45416,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,การรวมกลุ่ม,ชาย,ไตรมาสที่ 1,4634,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,รวมยอด,หญิง,ไตรมาสที่ 1,4635,2567,216147,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,นายจ้าง,หญิง,ไตรมาสที่ 1,4636,2567,2870,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างรัฐบาล,หญิง,ไตรมาสที่ 1,4637,2567,31280,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างเอกชน,หญิง,ไตรมาสที่ 1,4638,2567,59049,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ทำงานส่วนตัว,หญิง,ไตรมาสที่ 1,4639,2567,62825,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ช่วยธุรกิจครัวเรือน,หญิง,ไตรมาสที่ 1,4640,2567,60123,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,การรวมกลุ่ม,หญิง,ไตรมาสที่ 1,4641,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,รวมยอด,รวม,ไตรมาสที่ 2,4642,2567,456733,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,นายจ้าง,รวม,ไตรมาสที่ 2,4643,2567,7383,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างรัฐบาล,รวม,ไตรมาสที่ 2,4644,2567,55943,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างเอกชน,รวม,ไตรมาสที่ 2,4645,2567,131632,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ทำงานส่วนตัว,รวม,ไตรมาสที่ 2,4646,2567,151993,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาสที่ 2,4647,2567,109782,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,การรวมกลุ่ม,รวม,ไตรมาสที่ 2,4648,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,รวมยอด,ชาย,ไตรมาสที่ 2,4649,2567,248449,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,นายจ้าง,ชาย,ไตรมาสที่ 2,4650,2567,6532,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างรัฐบาล,ชาย,ไตรมาสที่ 2,4651,2567,25840,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างเอกชน,ชาย,ไตรมาสที่ 2,4652,2567,80502,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ทำงานส่วนตัว,ชาย,ไตรมาสที่ 2,4653,2567,89989,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ช่วยธุรกิจครัวเรือน,ชาย,ไตรมาสที่ 2,4654,2567,45585,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,การรวมกลุ่ม,ชาย,ไตรมาสที่ 2,4655,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,รวมยอด,หญิง,ไตรมาสที่ 2,4656,2567,208284,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,นายจ้าง,หญิง,ไตรมาสที่ 2,4657,2567,851,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างรัฐบาล,หญิง,ไตรมาสที่ 2,4658,2567,30103,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างเอกชน,หญิง,ไตรมาสที่ 2,4659,2567,51130,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ทำงานส่วนตัว,หญิง,ไตรมาสที่ 2,4660,2567,62004,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ช่วยธุรกิจครัวเรือน,หญิง,ไตรมาสที่ 2,4661,2567,64196,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,การรวมกลุ่ม,หญิง,ไตรมาสที่ 2,4662,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,รวมยอด,รวม,ไตรมาสที่ 3,4663,2567,481718,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,นายจ้าง,รวม,ไตรมาสที่ 3,4664,2567,8830,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างรัฐบาล,รวม,ไตรมาสที่ 3,4665,2567,58172,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ลูกจ้างเอกชน,รวม,ไตรมาสที่ 3,4666,2567,113341,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ทำงานส่วนตัว,รวม,ไตรมาสที่ 3,4667,2567,187980,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาสที่ 3,4668,2567,112956,,คน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,การรวมกลุ่ม,รวม,ไตรมาสที่ 3,4669,2567,440,,คน,สำนักงานสถิติแห่งชาติ
