province,work_status,sex,quarter,_id,year,value,attribute,unit,source
กรุงเทพมหานคร,ทำงานส่วนตัว,รวม,ไตรมาสที่ 1,173,2568,1341750,,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาสที่ 1,174,2568,310203,,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,การรวมกลุ่ม,รวม,ไตรมาสที่ 1,175,2568,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวมยอด,ชาย,ไตรมาสที่ 1,176,2568,2975758,,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,นายจ้าง,ชาย,ไตรมาสที่ 1,177,2568,155687,,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ลูกจ้างรัฐบาล,ชาย,ไตรมาสที่ 1,178,2568,223540,,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ลูกจ้างเอกชน,ชาย,ไตรมาสที่ 1,179,2568,1701171,,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ทำงานส่วนตัว,ชาย,ไตรมาสที่ 1,180,2568,789584,,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ช่วยธุรกิจครัวเรือน,ชาย,ไตรมาสที่ 1,181,2568,105776,,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,การรวมกลุ่ม,ชาย,ไตรมาสที่ 1,182,2568,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวมยอด,หญิง,ไตรมาสที่ 1,183,2568,2765689,,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,นายจ้าง,หญิง,ไตรมาสที่ 1,184,2568,45282,,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ลูกจ้างรัฐบาล,หญิง,ไตรมาสที่ 1,185,2568,250540,,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ลูกจ้างเอกชน,หญิง,ไตรมาสที่ 1,186,2568,1713274,,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ทำงานส่วนตัว,หญิง,ไตรมาสที่ 1,187,2568,552166,,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ช่วยธุรกิจครัวเรือน,หญิง,ไตรมาสที่ 1,188,2568,204428,,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,การรวมกลุ่ม,หญิง,ไตรมาสที่ 1,189,2568,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,รวมยอด,รวม,ไตรมาสที่ 1,190,2566,1478919,,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,นายจ้าง,รวม,ไตรมาสที่ 1,191,2566,37745,,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,ลูกจ้างรัฐบาล,รวม,ไตรมาสที่ 1,192,2566,93178,,คน,สำนักงานสถิติแห่งชาติ
