เดือน,จำนวน,_id,ปี พ.ศ.,ประเภทรถ,ประเภทกฏหมาย
พฤษภาคม,49028,1,2568,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
พฤษภาคม,1685,2,2568,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
พฤษภาคม,8491,3,2568,รย. 3 รถยนต์บรรทุกส่วนบุคคล,รถยนต์
พฤษภาคม,6,4,2568,รย. 4 รถยนต์สามล้อส่วนบุคคล,รถยนต์
พฤษภาคม,381,5,2568,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
พฤษภาคม,12,6,2568,รย. 8 รถยนต์รับจ้างสามล้อ,รถยนต์
พฤษภาคม,41,7,2568,รย. 9 รถยนต์บริการธุรกิจ,รถยนต์
พฤษภาคม,67,8,2568,รย. 10 รถยนต์บริการทัศนาจร,รถยนต์
พฤษภาคม,1,9,2568,รย. 11 รถยนต์บริการให้เช่า,รถยนต์
พฤษภาคม,183767,10,2568,รย. 12 รถจักรยานยนต์,รถยนต์
พฤษภาคม,5454,11,2568,รย. 13 รถแทร็กเตอร์,รถยนต์
พฤษภาคม,94,12,2568,รย. 14 รถบดถนน,รถยนต์
พฤษภาคม,14,13,2568,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
พฤษภาคม,75,14,2568,รย. 16 รถพ่วง,รถยนต์
พฤษภาคม,89,15,2568,รย. 17 รถจักรยานยนต์สาธารณะ,รถยนต์
พฤษภาคม,117,16,2568,รถโดยสารประจำทาง,รถขนส่ง
พฤษภาคม,273,17,2568,รถโดยสารไม่ประจำทาง,รถขนส่ง
พฤษภาคม,39,18,2568,รถโดยสารส่วนบุคคล,รถขนส่ง
พฤษภาคม,2580,19,2568,รถบรรทุกไม่ประจำทาง,รถขนส่ง
พฤษภาคม,2553,20,2568,รถบรรทุกส่วนบุคคล,รถขนส่ง
