﻿year,quarter,_id,source,value,hours_work_week,unit,ava_for_ad_work
2565,ไตรมาส 4,440,สำนักงานสถิติแห่งชาติ,2161.42,30-34 ชั่วโมง,พันคน,ไม่มี
2566,ไตรมาส 1,441,สำนักงานสถิติแห่งชาติ,45.88,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2566,ไตรมาส 1,442,สำนักงานสถิติแห่งชาติ,518.43,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2566,ไตรมาส 1,443,สำนักงานสถิติแห่งชาติ,11.17,1-9 ชั่วโมง,พันคน,มี
2566,ไตรมาส 1,444,สำนักงานสถิติแห่งชาติ,191.36,1-9 ชั่วโมง,พันคน,ไม่มี
2566,ไตรมาส 1,445,สำนักงานสถิติแห่งชาติ,39.96,10-19 ชั่วโมง,พันคน,มี
2566,ไตรมาส 1,446,สำนักงานสถิติแห่งชาติ,1064.08,10-19 ชั่วโมง,พันคน,ไม่มี
2566,ไตรมาส 1,447,สำนักงานสถิติแห่งชาติ,77.87,20-29 ชั่วโมง,พันคน,มี
2566,ไตรมาส 1,448,สำนักงานสถิติแห่งชาติ,3615.3,20-29 ชั่วโมง,พันคน,ไม่มี
2566,ไตรมาส 1,449,สำนักงานสถิติแห่งชาติ,53.01,30-34 ชั่วโมง,พันคน,มี
2566,ไตรมาส 1,450,สำนักงานสถิติแห่งชาติ,3128.37,30-34 ชั่วโมง,พันคน,ไม่มี
2566,ไตรมาส 2,451,สำนักงานสถิติแห่งชาติ,38.19,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2566,ไตรมาส 2,452,สำนักงานสถิติแห่งชาติ,408.09,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2566,ไตรมาส 2,453,สำนักงานสถิติแห่งชาติ,8.39,1-9 ชั่วโมง,พันคน,มี
2566,ไตรมาส 2,454,สำนักงานสถิติแห่งชาติ,123.84,1-9 ชั่วโมง,พันคน,ไม่มี
2566,ไตรมาส 2,455,สำนักงานสถิติแห่งชาติ,47.15,10-19 ชั่วโมง,พันคน,มี
2566,ไตรมาส 2,456,สำนักงานสถิติแห่งชาติ,767.92,10-19 ชั่วโมง,พันคน,ไม่มี
2566,ไตรมาส 2,457,สำนักงานสถิติแห่งชาติ,74.5,20-29 ชั่วโมง,พันคน,มี
2566,ไตรมาส 2,458,สำนักงานสถิติแห่งชาติ,2635.92,20-29 ชั่วโมง,พันคน,ไม่มี
2566,ไตรมาส 2,459,สำนักงานสถิติแห่งชาติ,34.39,30-34 ชั่วโมง,พันคน,มี
2566,ไตรมาส 2,460,สำนักงานสถิติแห่งชาติ,2291.9,30-34 ชั่วโมง,พันคน,ไม่มี
2566,ไตรมาส 3,461,สำนักงานสถิติแห่งชาติ,14.68,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2566,ไตรมาส 3,462,สำนักงานสถิติแห่งชาติ,146.42,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2566,ไตรมาส 3,463,สำนักงานสถิติแห่งชาติ,12.33,1-9 ชั่วโมง,พันคน,มี
2566,ไตรมาส 3,464,สำนักงานสถิติแห่งชาติ,183.68,1-9 ชั่วโมง,พันคน,ไม่มี
2566,ไตรมาส 3,465,สำนักงานสถิติแห่งชาติ,36.49,10-19 ชั่วโมง,พันคน,มี
2566,ไตรมาส 3,466,สำนักงานสถิติแห่งชาติ,965.85,10-19 ชั่วโมง,พันคน,ไม่มี
2566,ไตรมาส 3,467,สำนักงานสถิติแห่งชาติ,66.43,20-29 ชั่วโมง,พันคน,มี
2566,ไตรมาส 3,468,สำนักงานสถิติแห่งชาติ,2898.13,20-29 ชั่วโมง,พันคน,ไม่มี
2566,ไตรมาส 3,469,สำนักงานสถิติแห่งชาติ,37.0,30-34 ชั่วโมง,พันคน,มี
2566,ไตรมาส 3,470,สำนักงานสถิติแห่งชาติ,2707.94,30-34 ชั่วโมง,พันคน,ไม่มี
2566,ไตรมาส 4,471,สำนักงานสถิติแห่งชาติ,34.32,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2566,ไตรมาส 4,472,สำนักงานสถิติแห่งชาติ,250.65,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2566,ไตรมาส 4,473,สำนักงานสถิติแห่งชาติ,12.86,1-9 ชั่วโมง,พันคน,มี
2566,ไตรมาส 4,474,สำนักงานสถิติแห่งชาติ,126.14,1-9 ชั่วโมง,พันคน,ไม่มี
2566,ไตรมาส 4,475,สำนักงานสถิติแห่งชาติ,30.12,10-19 ชั่วโมง,พันคน,มี
2566,ไตรมาส 4,476,สำนักงานสถิติแห่งชาติ,802.3,10-19 ชั่วโมง,พันคน,ไม่มี
2566,ไตรมาส 4,477,สำนักงานสถิติแห่งชาติ,79.5,20-29 ชั่วโมง,พันคน,มี
2566,ไตรมาส 4,478,สำนักงานสถิติแห่งชาติ,2835.59,20-29 ชั่วโมง,พันคน,ไม่มี
2566,ไตรมาส 4,479,สำนักงานสถิติแห่งชาติ,54.15,30-34 ชั่วโมง,พันคน,มี
2566,ไตรมาส 4,480,สำนักงานสถิติแห่งชาติ,2377.61,30-34 ชั่วโมง,พันคน,ไม่มี
2567,ไตรมาส 1,481,สำนักงานสถิติแห่งชาติ,121.0,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2567,ไตรมาส 1,482,สำนักงานสถิติแห่งชาติ,1804.0,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2567,ไตรมาส 1,483,สำนักงานสถิติแห่งชาติ,19.0,1-9 ชั่วโมง,พันคน,มี
2567,ไตรมาส 1,484,สำนักงานสถิติแห่งชาติ,452.0,1-9 ชั่วโมง,พันคน,ไม่มี
2567,ไตรมาส 1,485,สำนักงานสถิติแห่งชาติ,121.0,10-19 ชั่วโมง,พันคน,มี
2567,ไตรมาส 1,486,สำนักงานสถิติแห่งชาติ,2841.0,10-19 ชั่วโมง,พันคน,ไม่มี
2567,ไตรมาส 1,487,สำนักงานสถิติแห่งชาติ,161.0,20-29 ชั่วโมง,พันคน,มี
2567,ไตรมาส 1,488,สำนักงานสถิติแห่งชาติ,11541.0,20-29 ชั่วโมง,พันคน,ไม่มี
2567,ไตรมาส 1,489,สำนักงานสถิติแห่งชาติ,122.0,30-34 ชั่วโมง,พันคน,มี
2567,ไตรมาส 1,490,สำนักงานสถิติแห่งชาติ,9055.0,30-34 ชั่วโมง,พันคน,ไม่มี
2567,ไตรมาส 2,491,สำนักงานสถิติแห่งชาติ,39.6,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2567,ไตรมาส 2,492,สำนักงานสถิติแห่งชาติ,494.1,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2567,ไตรมาส 2,493,สำนักงานสถิติแห่งชาติ,4.6,1-9 ชั่วโมง,พันคน,มี
2567,ไตรมาส 2,494,สำนักงานสถิติแห่งชาติ,89.4,1-9 ชั่วโมง,พันคน,ไม่มี
2567,ไตรมาส 2,495,สำนักงานสถิติแห่งชาติ,26.6,10-19 ชั่วโมง,พันคน,มี
2567,ไตรมาส 2,496,สำนักงานสถิติแห่งชาติ,636.8,10-19 ชั่วโมง,พันคน,ไม่มี
2567,ไตรมาส 2,497,สำนักงานสถิติแห่งชาติ,56.2,20-29 ชั่วโมง,พันคน,มี
2567,ไตรมาส 2,498,สำนักงานสถิติแห่งชาติ,2600.7,20-29 ชั่วโมง,พันคน,ไม่มี
2567,ไตรมาส 2,499,สำนักงานสถิติแห่งชาติ,35.4,30-34 ชั่วโมง,พันคน,มี
2567,ไตรมาส 2,500,สำนักงานสถิติแห่งชาติ,2260.6,30-34 ชั่วโมง,พันคน,ไม่มี
2567,ไตรมาส 3,501,สำนักงานสถิติแห่งชาติ,8.8,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2567,ไตรมาส 3,502,สำนักงานสถิติแห่งชาติ,118.2,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2567,ไตรมาส 3,503,สำนักงานสถิติแห่งชาติ,8.7,1-9 ชั่วโมง,พันคน,มี
2567,ไตรมาส 3,504,สำนักงานสถิติแห่งชาติ,99.5,1-9 ชั่วโมง,พันคน,ไม่มี
2567,ไตรมาส 3,505,สำนักงานสถิติแห่งชาติ,35.1,10-19 ชั่วโมง,พันคน,มี
2567,ไตรมาส 3,506,สำนักงานสถิติแห่งชาติ,605.7,10-19 ชั่วโมง,พันคน,ไม่มี
2567,ไตรมาส 3,507,สำนักงานสถิติแห่งชาติ,94.8,20-29 ชั่วโมง,พันคน,มี
2567,ไตรมาส 3,508,สำนักงานสถิติแห่งชาติ,2587.8,20-29 ชั่วโมง,พันคน,ไม่มี
2567,ไตรมาส 3,509,สำนักงานสถิติแห่งชาติ,44.4,30-34 ชั่วโมง,พันคน,มี
2567,ไตรมาส 3,510,สำนักงานสถิติแห่งชาติ,2306.1,30-34 ชั่วโมง,พันคน,ไม่มี
2567,ไตรมาส 4,511,สำนักงานสถิติแห่งชาติ,30.6,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2567,ไตรมาส 4,512,สำนักงานสถิติแห่งชาติ,255.9,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2567,ไตรมาส 4,513,สำนักงานสถิติแห่งชาติ,9.9,1-9 ชั่วโมง,พันคน,มี
2567,ไตรมาส 4,514,สำนักงานสถิติแห่งชาติ,210.7,1-9 ชั่วโมง,พันคน,ไม่มี
2567,ไตรมาส 4,515,สำนักงานสถิติแห่งชาติ,32.3,10-19 ชั่วโมง,พันคน,มี
2567,ไตรมาส 4,516,สำนักงานสถิติแห่งชาติ,787.1,10-19 ชั่วโมง,พันคน,ไม่มี
2567,ไตรมาส 4,517,สำนักงานสถิติแห่งชาติ,86.2,20-29 ชั่วโมง,พันคน,มี
2567,ไตรมาส 4,518,สำนักงานสถิติแห่งชาติ,2673.3,20-29 ชั่วโมง,พันคน,ไม่มี
2567,ไตรมาส 4,519,สำนักงานสถิติแห่งชาติ,64.6,30-34 ชั่วโมง,พันคน,มี
2567,ไตรมาส 4,520,สำนักงานสถิติแห่งชาติ,2166.3,30-34 ชั่วโมง,พันคน,ไม่มี
2568,ไตรมาส 1,521,สำนักงานสถิติแห่งชาติ,38.7,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2568,ไตรมาส 1,522,สำนักงานสถิติแห่งชาติ,572.8,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2568,ไตรมาส 1,523,สำนักงานสถิติแห่งชาติ,17.6,1-9 ชั่วโมง,พันคน,มี
2568,ไตรมาส 1,524,สำนักงานสถิติแห่งชาติ,414.4,1-9 ชั่วโมง,พันคน,ไม่มี
2568,ไตรมาส 1,525,สำนักงานสถิติแห่งชาติ,25.7,10-19 ชั่วโมง,พันคน,มี
2568,ไตรมาส 1,526,สำนักงานสถิติแห่งชาติ,1566.8,10-19 ชั่วโมง,พันคน,ไม่มี
2568,ไตรมาส 1,527,สำนักงานสถิติแห่งชาติ,67.8,20-29 ชั่วโมง,พันคน,มี
2568,ไตรมาส 1,528,สำนักงานสถิติแห่งชาติ,3369.7,20-29 ชั่วโมง,พันคน,ไม่มี
2568,ไตรมาส 1,529,สำนักงานสถิติแห่งชาติ,26.4,30-34 ชั่วโมง,พันคน,มี
2568,ไตรมาส 1,530,สำนักงานสถิติแห่งชาติ,2854.6,30-34 ชั่วโมง,พันคน,ไม่มี
2568,ไตรมาส 2,531,สำนักงานสถิติแห่งชาติ,18.6,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2568,ไตรมาส 2,532,สำนักงานสถิติแห่งชาติ,369.3,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2568,ไตรมาส 2,533,สำนักงานสถิติแห่งชาติ,11.4,1-9 ชั่วโมง,พันคน,มี
2568,ไตรมาส 2,534,สำนักงานสถิติแห่งชาติ,126.6,1-9 ชั่วโมง,พันคน,ไม่มี
2568,ไตรมาส 2,535,สำนักงานสถิติแห่งชาติ,24.2,10-19 ชั่วโมง,พันคน,มี
2568,ไตรมาส 2,536,สำนักงานสถิติแห่งชาติ,674.1,10-19 ชั่วโมง,พันคน,ไม่มี
2568,ไตรมาส 2,537,สำนักงานสถิติแห่งชาติ,58.6,20-29 ชั่วโมง,พันคน,มี
2568,ไตรมาส 2,538,สำนักงานสถิติแห่งชาติ,2602.2,20-29 ชั่วโมง,พันคน,ไม่มี
2568,ไตรมาส 2,539,สำนักงานสถิติแห่งชาติ,43.1,30-34 ชั่วโมง,พันคน,มี
2568,ไตรมาส 2,540,สำนักงานสถิติแห่งชาติ,2434.9,30-34 ชั่วโมง,พันคน,ไม่มี
2568,ไตรมาส 3,541,สำนักงานสถิติแห่งชาติ,7.6,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2568,ไตรมาส 3,542,สำนักงานสถิติแห่งชาติ,115.3,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2568,ไตรมาส 3,543,สำนักงานสถิติแห่งชาติ,35.4,1-9 ชั่วโมง,พันคน,มี
2568,ไตรมาส 3,544,สำนักงานสถิติแห่งชาติ,101.9,1-9 ชั่วโมง,พันคน,ไม่มี
2568,ไตรมาส 3,545,สำนักงานสถิติแห่งชาติ,40.0,10-19 ชั่วโมง,พันคน,มี
2568,ไตรมาส 3,546,สำนักงานสถิติแห่งชาติ,659.7,10-19 ชั่วโมง,พันคน,ไม่มี
2568,ไตรมาส 3,547,สำนักงานสถิติแห่งชาติ,59.7,20-29 ชั่วโมง,พันคน,มี
2568,ไตรมาส 3,548,สำนักงานสถิติแห่งชาติ,2406.6,20-29 ชั่วโมง,พันคน,ไม่มี
2568,ไตรมาส 3,549,สำนักงานสถิติแห่งชาติ,32.2,30-34 ชั่วโมง,พันคน,มี
2568,ไตรมาส 3,550,สำนักงานสถิติแห่งชาติ,2448.3,30-34 ชั่วโมง,พันคน,ไม่มี
