เดือน,จำนวน,_id,ปี พ.ศ.,ประเภทรถ,ประเภทกฏหมาย
ธันวาคม,37616,1,2565,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
ธันวาคม,1915,2,2565,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ธันวาคม,12620,3,2565,รย. 3 รถยนต์บรรทุกส่วนบุคคล,รถยนต์
ธันวาคม,12,4,2565,รย. 4 รถยนต์สามล้อส่วนบุคคล,รถยนต์
ธันวาคม,162,5,2565,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ธันวาคม,16,6,2565,รย. 8 รถยนต์รับจ้างสามล้อ,รถยนต์
ธันวาคม,6,7,2565,รย. 9 รถยนต์บริการธุรกิจ,รถยนต์
ธันวาคม,36,8,2565,รย. 10 รถยนต์บริการทัศนาจร,รถยนต์
ธันวาคม,159481,9,2565,รย. 12 รถจักรยานยนต์,รถยนต์
ธันวาคม,4693,10,2565,รย. 13 รถแทร็กเตอร์,รถยนต์
ธันวาคม,41,11,2565,รย. 14 รถบดถนน,รถยนต์
ธันวาคม,30,12,2565,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ธันวาคม,72,13,2565,รย. 16 รถพ่วง,รถยนต์
ธันวาคม,107,14,2565,รย. 17 รถจักรยานยนต์สาธารณะ,รถยนต์
ธันวาคม,431,15,2565,รถโดยสารประจำทาง,รถขนส่ง
ธันวาคม,389,16,2565,รถโดยสารไม่ประจำทาง,รถขนส่ง
ธันวาคม,32,17,2565,รถโดยสารส่วนบุคคล,รถขนส่ง
ธันวาคม,2606,18,2565,รถบรรทุกไม่ประจำทาง,รถขนส่ง
ธันวาคม,2788,19,2565,รถบรรทุกส่วนบุคคล,รถขนส่ง
