เดือน,จำนวน,_id,ปี พ.ศ.,ประเภทรถ,ประเภทกฏหมาย
มิถุนายน,47678,1,2568,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
มิถุนายน,1723,2,2568,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
มิถุนายน,8685,3,2568,รย. 3 รถยนต์บรรทุกส่วนบุคคล,รถยนต์
มิถุนายน,6,4,2568,รย. 4 รถยนต์สามล้อส่วนบุคคล,รถยนต์
มิถุนายน,516,5,2568,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
มิถุนายน,14,6,2568,รย. 8 รถยนต์รับจ้างสามล้อ,รถยนต์
มิถุนายน,34,7,2568,รย. 9 รถยนต์บริการธุรกิจ,รถยนต์
มิถุนายน,80,8,2568,รย. 10 รถยนต์บริการทัศนาจร,รถยนต์
มิถุนายน,174161,9,2568,รย. 12 รถจักรยานยนต์,รถยนต์
มิถุนายน,5220,10,2568,รย. 13 รถแทร็กเตอร์,รถยนต์
มิถุนายน,58,11,2568,รย. 14 รถบดถนน,รถยนต์
มิถุนายน,12,12,2568,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
มิถุนายน,58,13,2568,รย. 16 รถพ่วง,รถยนต์
มิถุนายน,99,14,2568,รย. 17 รถจักรยานยนต์สาธารณะ,รถยนต์
มิถุนายน,81,15,2568,รถโดยสารประจำทาง,รถขนส่ง
มิถุนายน,290,16,2568,รถโดยสารไม่ประจำทาง,รถขนส่ง
มิถุนายน,52,17,2568,รถโดยสารส่วนบุคคล,รถขนส่ง
มิถุนายน,2284,18,2568,รถบรรทุกไม่ประจำทาง,รถขนส่ง
มิถุนายน,2099,19,2568,รถบรรทุกส่วนบุคคล,รถขนส่ง
