﻿year,quarter,_id,area,region,value,unit,source
2560,ไตรมาส 3,206,ในเขตเทศบาล,ภาคใต้,25.37,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาส 3,207,นอกเขตเทศบาล,ภาคใต้,55.84,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาส 4,208,ในเขตเทศบาล,กรุงเทพมหานคร,61.76,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาส 4,209,ในเขตเทศบาล,ภาคกลาง,55.31,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาส 4,210,นอกเขตเทศบาล,ภาคกลาง,58.24,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาส 4,211,ในเขตเทศบาล,ภาคเหนือ,20.67,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาส 4,212,นอกเขตเทศบาล,ภาคเหนือ,37.76,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาส 4,213,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,23.85,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาส 4,214,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,66.28,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาส 4,215,ในเขตเทศบาล,ภาคใต้,33.41,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาส 4,216,นอกเขตเทศบาล,ภาคใต้,64.46,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 1,217,ในเขตเทศบาล,กรุงเทพมหานคร,62.06,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 1,218,ในเขตเทศบาล,ภาคกลาง,58.2,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 1,219,นอกเขตเทศบาล,ภาคกลาง,72.96,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 1,220,ในเขตเทศบาล,ภาคเหนือ,22.74,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 1,221,นอกเขตเทศบาล,ภาคเหนือ,46.38,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 1,222,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,36.76,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 1,223,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,87.53,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 1,224,ในเขตเทศบาล,ภาคใต้,30.4,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 1,225,นอกเขตเทศบาล,ภาคใต้,56.74,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 2,226,ในเขตเทศบาล,กรุงเทพมหานคร,60.92,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 2,227,ในเขตเทศบาล,ภาคกลาง,50.99,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 2,228,นอกเขตเทศบาล,ภาคกลาง,57.57,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 2,229,ในเขตเทศบาล,ภาคเหนือ,22.32,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 2,230,นอกเขตเทศบาล,ภาคเหนือ,41.64,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 2,231,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,26.06,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 2,232,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,69.72,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 2,233,ในเขตเทศบาล,ภาคใต้,23.93,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 2,234,นอกเขตเทศบาล,ภาคใต้,58.0,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 3,235,ในเขตเทศบาล,กรุงเทพมหานคร,63.84,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 3,236,ในเขตเทศบาล,ภาคกลาง,55.53,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 3,237,นอกเขตเทศบาล,ภาคกลาง,70.77,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 3,238,ในเขตเทศบาล,ภาคเหนือ,23.36,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 3,239,นอกเขตเทศบาล,ภาคเหนือ,35.37,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 3,240,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,22.81,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 3,241,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,41.02,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 3,242,ในเขตเทศบาล,ภาคใต้,19.04,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 3,243,นอกเขตเทศบาล,ภาคใต้,41.7,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 4,244,ในเขตเทศบาล,กรุงเทพมหานคร,38.98,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 4,245,ในเขตเทศบาล,ภาคกลาง,51.64,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 4,246,นอกเขตเทศบาล,ภาคกลาง,67.96,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 4,247,ในเขตเทศบาล,ภาคเหนือ,20.73,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 4,248,นอกเขตเทศบาล,ภาคเหนือ,33.81,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 4,249,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,22.44,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 4,250,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,51.31,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 4,251,ในเขตเทศบาล,ภาคใต้,23.44,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาส 4,252,นอกเขตเทศบาล,ภาคใต้,48.46,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 1,253,ในเขตเทศบาล,กรุงเทพมหานคร,42.05,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 1,254,ในเขตเทศบาล,ภาคกลาง,46.92,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 1,255,นอกเขตเทศบาล,ภาคกลาง,55.86,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 1,256,ในเขตเทศบาล,ภาคเหนือ,18.74,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 1,257,นอกเขตเทศบาล,ภาคเหนือ,33.99,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 1,258,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,24.1,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 1,259,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,51.83,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 1,260,ในเขตเทศบาล,ภาคใต้,26.9,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 1,261,นอกเขตเทศบาล,ภาคใต้,50.78,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 2,262,ในเขตเทศบาล,กรุงเทพมหานคร,49.73,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 2,263,ในเขตเทศบาล,ภาคกลาง,58.2,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 2,264,นอกเขตเทศบาล,ภาคกลาง,69.2,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 2,265,ในเขตเทศบาล,ภาคเหนือ,20.0,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 2,266,นอกเขตเทศบาล,ภาคเหนือ,41.1,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 2,267,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,24.42,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 2,268,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,48.25,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 2,269,ในเขตเทศบาล,ภาคใต้,19.56,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 2,270,นอกเขตเทศบาล,ภาคใต้,45.76,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 3,271,ในเขตเทศบาล,กรุงเทพมหานคร,61.1,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 3,272,ในเขตเทศบาล,ภาคกลาง,70.19,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 3,273,นอกเขตเทศบาล,ภาคกลาง,67.25,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 3,274,ในเขตเทศบาล,ภาคเหนือ,27.6,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 3,275,นอกเขตเทศบาล,ภาคเหนือ,26.9,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 3,276,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,20.64,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 3,277,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,45.19,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 3,278,ในเขตเทศบาล,ภาคใต้,23.15,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 3,279,นอกเขตเทศบาล,ภาคใต้,52.05,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 4,280,ในเขตเทศบาล,กรุงเทพมหานคร,32.31,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 4,281,ในเขตเทศบาล,ภาคกลาง,46.0,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 4,282,นอกเขตเทศบาล,ภาคกลาง,60.04,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 4,283,ในเขตเทศบาล,ภาคเหนือ,19.49,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 4,284,นอกเขตเทศบาล,ภาคเหนือ,39.18,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 4,285,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,18.29,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 4,286,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,61.16,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 4,287,ในเขตเทศบาล,ภาคใต้,25.87,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 4,288,นอกเขตเทศบาล,ภาคใต้,69.12,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 1,289,ในเขตเทศบาล,กรุงเทพมหานคร,47.87,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 1,290,ในเขตเทศบาล,ภาคกลาง,61.95,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 1,291,นอกเขตเทศบาล,ภาคกลาง,73.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 1,292,ในเขตเทศบาล,ภาคเหนือ,20.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 1,293,นอกเขตเทศบาล,ภาคเหนือ,32.67,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 1,294,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,14.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 1,295,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,65.25,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 1,296,ในเขตเทศบาล,ภาคใต้,26.93,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 1,297,นอกเขตเทศบาล,ภาคใต้,51.91,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 2,298,ในเขตเทศบาล,กรุงเทพมหานคร,90.03,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 2,299,ในเขตเทศบาล,ภาคกลาง,128.34,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 2,300,นอกเขตเทศบาล,ภาคกลาง,117.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 2,301,ในเขตเทศบาล,ภาคเหนือ,51.56,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 2,302,นอกเขตเทศบาล,ภาคเหนือ,76.36,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 2,303,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,44.69,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 2,304,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,123.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 2,305,ในเขตเทศบาล,ภาคใต้,46.37,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 2,306,นอกเขตเทศบาล,ภาคใต้,67.12,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 3,307,ในเขตเทศบาล,กรุงเทพมหานคร,110.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 3,308,ในเขตเทศบาล,ภาคกลาง,115.02,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 3,309,นอกเขตเทศบาล,ภาคกลาง,116.76,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 3,310,ในเขตเทศบาล,ภาคเหนือ,43.01,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 3,311,นอกเขตเทศบาล,ภาคเหนือ,50.55,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 3,312,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,38.79,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 3,313,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,114.71,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 3,314,ในเขตเทศบาล,ภาคใต้,62.16,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 3,315,นอกเขตเทศบาล,ภาคใต้,86.27,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 4,316,ในเขตเทศบาล,กรุงเทพมหานคร,132.05,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 4,317,ในเขตเทศบาล,ภาคกลาง,104.38,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 4,318,นอกเขตเทศบาล,ภาคกลาง,120.11,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 4,319,ในเขตเทศบาล,ภาคเหนือ,39.52,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 4,320,นอกเขตเทศบาล,ภาคเหนือ,45.15,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 4,321,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,31.96,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 4,322,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,94.82,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 4,323,ในเขตเทศบาล,ภาคใต้,62.92,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 4,324,นอกเขตเทศบาล,ภาคใต้,96.14,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 1,325,ในเขตเทศบาล,กรุงเทพมหานคร,125.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 1,326,ในเขตเทศบาล,ภาคกลาง,89.39,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 1,327,นอกเขตเทศบาล,ภาคกลาง,116.96,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 1,328,ในเขตเทศบาล,ภาคเหนือ,39.56,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 1,329,นอกเขตเทศบาล,ภาคเหนือ,69.74,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 1,330,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,43.57,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 1,331,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,109.98,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 1,332,ในเขตเทศบาล,ภาคใต้,63.16,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 1,333,นอกเขตเทศบาล,ภาคใต้,100.74,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 2,334,ในเขตเทศบาล,กรุงเทพมหานคร,136.83,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 2,335,ในเขตเทศบาล,ภาคกลาง,85.04,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 2,336,นอกเขตเทศบาล,ภาคกลาง,91.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 2,337,ในเขตเทศบาล,ภาคเหนือ,42.95,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 2,338,นอกเขตเทศบาล,ภาคเหนือ,72.84,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 2,339,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,38.28,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 2,340,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,109.11,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 2,341,ในเขตเทศบาล,ภาคใต้,65.1,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 2,342,นอกเขตเทศบาล,ภาคใต้,90.69,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 3,343,ในเขตเทศบาล,กรุงเทพมหานคร,201.05,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 3,344,ในเขตเทศบาล,ภาคกลาง,112.52,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 3,345,นอกเขตเทศบาล,ภาคกลาง,104.52,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 3,346,ในเขตเทศบาล,ภาคเหนือ,47.22,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 3,347,นอกเขตเทศบาล,ภาคเหนือ,76.05,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 3,348,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,43.93,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 3,349,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,106.5,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 3,350,ในเขตเทศบาล,ภาคใต้,75.13,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 3,351,นอกเขตเทศบาล,ภาคใต้,104.34,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 4,352,ในเขตเทศบาล,กรุงเทพมหานคร,116.74,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 4,353,ในเขตเทศบาล,ภาคกลาง,81.27,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 4,354,นอกเขตเทศบาล,ภาคกลาง,73.29,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 4,355,ในเขตเทศบาล,ภาคเหนือ,39.7,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 4,356,นอกเขตเทศบาล,ภาคเหนือ,52.31,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 4,357,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,34.43,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 4,358,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,94.36,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 4,359,ในเขตเทศบาล,ภาคใต้,52.76,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 4,360,นอกเขตเทศบาล,ภาคใต้,87.03,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 1,361,ในเขตเทศบาล,กรุงเทพมหานคร,105.57,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 1,362,ในเขตเทศบาล,ภาคกลาง,77.1,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 1,363,นอกเขตเทศบาล,ภาคกลาง,80.08,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 1,364,ในเขตเทศบาล,ภาคเหนือ,39.3,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 1,365,นอกเขตเทศบาล,ภาคเหนือ,62.46,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 1,366,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,37.46,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 1,367,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,78.51,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 1,368,ในเขตเทศบาล,ภาคใต้,51.81,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 1,369,นอกเขตเทศบาล,ภาคใต้,75.31,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 2,370,ในเขตเทศบาล,กรุงเทพมหานคร,79.71,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 2,371,ในเขตเทศบาล,ภาคกลาง,76.1,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 2,372,นอกเขตเทศบาล,ภาคกลาง,73.41,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 2,373,ในเขตเทศบาล,ภาคเหนือ,26.26,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 2,374,นอกเขตเทศบาล,ภาคเหนือ,56.64,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 2,375,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,28.91,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 2,376,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,80.95,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 2,377,ในเขตเทศบาล,ภาคใต้,43.28,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 2,378,นอกเขตเทศบาล,ภาคใต้,81.33,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 3,379,ในเขตเทศบาล,กรุงเทพมหานคร,65.05,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 3,380,ในเขตเทศบาล,ภาคกลาง,73.6,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 3,381,นอกเขตเทศบาล,ภาคกลาง,76.9,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 3,382,ในเขตเทศบาล,ภาคเหนือ,42.34,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 3,383,นอกเขตเทศบาล,ภาคเหนือ,45.16,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 3,384,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,18.51,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 3,385,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,66.89,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 3,386,ในเขตเทศบาล,ภาคใต้,39.59,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 3,387,นอกเขตเทศบาล,ภาคใต้,63.38,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 4,388,ในเขตเทศบาล,กรุงเทพมหานคร,69.69,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 4,389,ในเขตเทศบาล,ภาคกลาง,75.78,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 4,390,นอกเขตเทศบาล,ภาคกลาง,86.73,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 4,391,ในเขตเทศบาล,ภาคเหนือ,19.39,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 4,392,นอกเขตเทศบาล,ภาคเหนือ,40.08,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 4,393,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,18.87,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 4,394,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,56.34,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 4,395,ในเขตเทศบาล,ภาคใต้,31.3,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 4,396,นอกเขตเทศบาล,ภาคใต้,64.31,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 1,397,ในเขตเทศบาล,กรุงเทพมหานคร,62.39,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 1,398,ในเขตเทศบาล,ภาคกลาง,83.3,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 1,399,นอกเขตเทศบาล,ภาคกลาง,73.17,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 1,400,ในเขตเทศบาล,ภาคเหนือ,30.88,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 1,401,นอกเขตเทศบาล,ภาคเหนือ,32.14,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 1,402,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,21.13,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 1,403,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,42.02,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 1,404,ในเขตเทศบาล,ภาคใต้,24.23,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 1,405,นอกเขตเทศบาล,ภาคใต้,51.89,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 2,406,ในเขตเทศบาล,กรุงเทพมหานคร,63.84,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 2,407,ในเขตเทศบาล,ภาคกลาง,65.58,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 2,408,นอกเขตเทศบาล,ภาคกลาง,80.0,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 2,409,ในเขตเทศบาล,ภาคเหนือ,19.84,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 2,410,นอกเขตเทศบาล,ภาคเหนือ,39.1,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 2,411,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,18.83,พันคน,สำนักงานสถิติแห่งชาติ
