﻿year,quarter,_id,area,region,value,unit,source
2566,ไตรมาส 2,412,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,58.88,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 2,413,ในเขตเทศบาล,ภาคใต้,28.19,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 2,414,นอกเขตเทศบาล,ภาคใต้,54.79,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 3,415,ในเขตเทศบาล,กรุงเทพมหานคร,56.58,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 3,416,ในเขตเทศบาล,ภาคกลาง,66.47,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 3,417,นอกเขตเทศบาล,ภาคกลาง,66.4,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 3,418,ในเขตเทศบาล,ภาคเหนือ,28.4,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 3,419,นอกเขตเทศบาล,ภาคเหนือ,36.49,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 3,420,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,19.7,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 3,421,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,44.58,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 3,422,ในเขตเทศบาล,ภาคใต้,26.05,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 3,423,นอกเขตเทศบาล,ภาคใต้,56.52,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 4,424,ในเขตเทศบาล,กรุงเทพมหานคร,42.71,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 4,425,ในเขตเทศบาล,ภาคกลาง,49.79,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 4,426,นอกเขตเทศบาล,ภาคกลาง,48.71,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 4,427,ในเขตเทศบาล,ภาคเหนือ,27.01,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 4,428,นอกเขตเทศบาล,ภาคเหนือ,42.41,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 4,429,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,9.93,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 4,430,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,41.98,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 4,431,ในเขตเทศบาล,ภาคใต้,20.23,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 4,432,นอกเขตเทศบาล,ภาคใต้,46.52,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,433,1) เขตเทศบาล,1) กรุงเทพมหานคร,52.11,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,434,1) เขตเทศบาล,2) ภาคกลาง,77.18,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,435,2) นอกเขตเทศบาล,2) ภาคกลาง,62.97,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,436,1) เขตเทศบาล,3) ภาคเหนือ,18.91,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,437,2) นอกเขตเทศบาล,3) ภาคเหนือ,36.53,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,438,1) เขตเทศบาล,4) ภาคตะวันออกเฉียงเหนือ,22.03,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,439,2) นอกเขตเทศบาล,4) ภาคตะวันออกเฉียงเหนือ,71.56,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,440,1) เขตเทศบาล,5) ภาคใต้,20.32,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 1,441,2) นอกเขตเทศบาล,5) ภาคใต้,46.08,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,442,1) ในเขตเทศบาล,1) กรุงเทพมหานคร,67.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,443,1) ในเขตเทศบาล,2) ภาคกลาง,78.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,444,2) นอกเขตเทศบาล,2) ภาคกลาง,63.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,445,1) ในเขตเทศบาล,3) ภาคเหนือ,27.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,446,2) นอกเขตเทศบาล,3) ภาคเหนือ,41.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,447,1) ในเขตเทศบาล,4) ภาคตะวันออกเฉียงเหนือ,24.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,448,2) นอกเขตเทศบาล,4) ภาคตะวันออกเฉียงเหนือ,60.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,449,1) ในเขตเทศบาล,5) ภาคใต้,22.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 2,450,2) นอกเขตเทศบาล,5) ภาคใต้,44.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 3,451,1) ในเขตเทศบาล,1) กรุงเทพมหานคร,67.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 3,452,1) ในเขตเทศบาล,2) ภาคกลาง,76.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 3,453,2) นอกเขตเทศบาล,2) ภาคกลาง,61.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 3,454,1) ในเขตเทศบาล,3) ภาคเหนือ,19.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 3,455,2) นอกเขตเทศบาล,3) ภาคเหนือ,40.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 3,456,1) ในเขตเทศบาล,4) ภาคตะวันออกเฉียงเหนือ,21.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 3,457,2) นอกเขตเทศบาล,4) ภาคตะวันออกเฉียงเหนือ,63.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 3,458,1) ในเขตเทศบาล,5) ภาคใต้,19.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 3,459,2) นอกเขตเทศบาล,5) ภาคใต้,44.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 4,460,1) ในเขตเทศบาล,1) กรุงเทพมหานคร,49.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 4,461,1) ในเขตเทศบาล,2) ภาคกลาง,69.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 4,462,2) นอกเขตเทศบาล,2) ภาคกลาง,66.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 4,463,1) ในเขตเทศบาล,3) ภาคเหนือ,17.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 4,464,2) นอกเขตเทศบาล,3) ภาคเหนือ,40.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 4,465,1) ในเขตเทศบาล,4) ภาคตะวันออกเฉียงเหนือ,18.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 4,466,2) นอกเขตเทศบาล,4) ภาคตะวันออกเฉียงเหนือ,32.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 4,467,1) ในเขตเทศบาล,5) ภาคใต้,20.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,ไตรมาส 4,468,2) นอกเขตเทศบาล,5) ภาคใต้,43.9,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 1,469,1) ในเขตเทศบาล,1) กรุงเทพมหานคร,63.5,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 1,470,1) ในเขตเทศบาล,2) กลาง,52.6,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 1,471,2) นอกเขตเทศบาล,2) กลาง,48.4,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 1,472,1) ในเขตเทศบาล,3) ใต้,17.0,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 1,473,2) นอกเขตเทศบาล,3) ใต้,21.2,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 1,474,1) ในเขตเทศบาล,4) ใต้ชายแดน,3.7,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 1,475,2) นอกเขตเทศบาล,4) ใต้ชายแดน,14.3,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 1,476,1) ในเขตเทศบาล,5) ตะวันออก,11.9,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 1,477,2) นอกเขตเทศบาล,5) ตะวันออก,23.5,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 1,478,1) ในเขตเทศบาล,6) ตะวันออกเฉียงเหนือ,15.6,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 1,479,2) นอกเขตเทศบาล,6) ตะวันออกเฉียงเหนือ,29.2,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 1,480,1) ในเขตเทศบาล,7) เหนือ,17.1,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 1,481,2) นอกเขตเทศบาล,7) เหนือ,39.7,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 2,482,1) ในเขตเทศบาล,1) กรุงเทพมหานคร,58.0,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 2,483,1) ในเขตเทศบาล,2) กลาง,37.2,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 2,484,2) นอกเขตเทศบาล,2) กลาง,35.1,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 2,485,1) ในเขตเทศบาล,3) ใต้,20.4,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 2,486,2) นอกเขตเทศบาล,3) ใต้,26.5,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 2,487,1) ในเขตเทศบาล,4) ใต้ชายแดน,3.5,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 2,488,2) นอกเขตเทศบาล,4) ใต้ชายแดน,13.8,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 2,489,1) ในเขตเทศบาล,5) ตะวันออก,9.7,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 2,490,2) นอกเขตเทศบาล,5) ตะวันออก,24.0,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 2,491,1) ในเขตเทศบาล,6) ตะวันออกเฉียงเหนือ,20.9,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 2,492,2) นอกเขตเทศบาล,6) ตะวันออกเฉียงเหนือ,48.7,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 2,493,1) ในเขตเทศบาล,7) เหนือ,23.4,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 2,494,2) นอกเขตเทศบาล,7) เหนือ,44.3,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 3,495,1) ในเขตเทศบาล,1) กรุงเทพมหานคร,38.2,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 3,496,1) ในเขตเทศบาล,2) กลาง,51.3,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 3,497,2) นอกเขตเทศบาล,2) กลาง,36.9,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 3,498,1) ในเขตเทศบาล,3) ใต้,16.2,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 3,499,2) นอกเขตเทศบาล,3) ใต้,19.3,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 3,500,1) ในเขตเทศบาล,4) ใต้ชายแดน,4.0,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 3,501,2) นอกเขตเทศบาล,4) ใต้ชายแดน,14.6,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 3,502,1) ในเขตเทศบาล,5) ตะวันออก,9.8,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 3,503,2) นอกเขตเทศบาล,5) ตะวันออก,7.9,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 3,504,1) ในเขตเทศบาล,6) ตะวันออกเฉียงเหนือ,11.3,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 3,505,2) นอกเขตเทศบาล,6) ตะวันออกเฉียงเหนือ,35.7,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 3,506,1) ในเขตเทศบาล,7) เหนือ,21.7,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 3,507,2) นอกเขตเทศบาล,7) เหนือ,40.6,พันคน,สำนักงานสถิติแห่งชาติ
