เดือน,จำนวน,_id,ปี พ.ศ.,ประเภทรถ,ประเภทกฏหมาย
มกราคม,55923,1,2568,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
มกราคม,1530,2,2568,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
มกราคม,10556,3,2568,รย. 3 รถยนต์บรรทุกส่วนบุคคล,รถยนต์
มกราคม,7,4,2568,รย. 4 รถยนต์สามล้อส่วนบุคคล,รถยนต์
มกราคม,259,5,2568,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
มกราคม,15,6,2568,รย. 8 รถยนต์รับจ้างสามล้อ,รถยนต์
มกราคม,5,7,2568,รย. 9 รถยนต์บริการธุรกิจ,รถยนต์
มกราคม,62,8,2568,รย. 10 รถยนต์บริการทัศนาจร,รถยนต์
มกราคม,2,9,2568,รย. 11 รถยนต์บริการให้เช่า,รถยนต์
มกราคม,175276,10,2568,รย. 12 รถจักรยานยนต์,รถยนต์
มกราคม,4951,11,2568,รย. 13 รถแทร็กเตอร์,รถยนต์
มกราคม,42,12,2568,รย. 14 รถบดถนน,รถยนต์
มกราคม,26,13,2568,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
มกราคม,90,14,2568,รย. 16 รถพ่วง,รถยนต์
มกราคม,108,15,2568,รย. 17 รถจักรยานยนต์สาธารณะ,รถยนต์
มกราคม,112,16,2568,รถโดยสารประจำทาง,รถขนส่ง
มกราคม,327,17,2568,รถโดยสารไม่ประจำทาง,รถขนส่ง
มกราคม,21,18,2568,รถโดยสารส่วนบุคคล,รถขนส่ง
มกราคม,2152,19,2568,รถบรรทุกไม่ประจำทาง,รถขนส่ง
มกราคม,2115,20,2568,รถบรรทุกส่วนบุคคล,รถขนส่ง
