VALUE,QUARTER,SOURCE,_id,INDUSTRY,UNIT,REGION,YEAR
19832.74,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,188,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,บาท,ภาคกลาง,2567
12734.85,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,189,กิจกรรมการบริหารและการบริการสนับสนุน,บาท,ภาคกลาง,2567
19898.25,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,190,การบริหารราชการ การป้องกันประเทศ การประกันสังคม,บาท,ภาคกลาง,2567
22575.38,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,191,การศึกษา,บาท,ภาคกลาง,2567
20610.63,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,192,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,บาท,ภาคกลาง,2567
12857.47,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,193,ศิลปะ ความบันเทิง และนันทนาการ,บาท,ภาคกลาง,2567
8846.16,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,194,กิจกรรมบริการด้านอื่น ๆ,บาท,ภาคกลาง,2567
8658.37,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,195,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,บาท,ภาคกลาง,2567
0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,196,กิจกรรมขององค์การระหว่างประเทศ,บาท,ภาคกลาง,2567
23363.64,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,197,ไม่ทราบ,บาท,ภาคกลาง,2567
14647.81,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,198,รวม,บาท,ภาคเหนือ,2567
6974.45,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,199,เกษตรกรรม การป่าไม้ และการประมง,บาท,ภาคเหนือ,2567
12705.54,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,200,การทำเหมืองแร่ และเหมืองหิน,บาท,ภาคเหนือ,2567
10529.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,201,การผลิต,บาท,ภาคเหนือ,2567
25126.53,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,202,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,บาท,ภาคเหนือ,2567
13562.55,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,203,การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,บาท,ภาคเหนือ,2567
9022.87,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,204,การก่อสร้าง,บาท,ภาคเหนือ,2567
10763.11,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,205,การขายส่ง และการขายปลีก การซ่อมยานยนต์,บาท,ภาคเหนือ,2567
14968.18,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,206,การขนส่ง และสถานที่เก็บสินค้า,บาท,ภาคเหนือ,2567
9094.57,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,207,ที่พักแรมและบริการด้านอาหาร,บาท,ภาคเหนือ,2567
28593.79,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,208,ข้อมูลข่าวสารและการสื่อสาร,บาท,ภาคเหนือ,2567
20818.43,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,209,กิจกรรมทางการเงินและการประกันภัย,บาท,ภาคเหนือ,2567
9920.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,210,กิจกรรมอสังหาริมทรัพย์,บาท,ภาคเหนือ,2567
17146.31,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,211,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,บาท,ภาคเหนือ,2567
10344.42,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,212,กิจกรรมการบริหารและการบริการสนับสนุน,บาท,ภาคเหนือ,2567
18789.71,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,213,การบริหารราชการ การป้องกันประเทศ การประกันสังคม,บาท,ภาคเหนือ,2567
25288.69,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,214,การศึกษา,บาท,ภาคเหนือ,2567
20945.69,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,215,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,บาท,ภาคเหนือ,2567
10908.77,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,216,ศิลปะ ความบันเทิง และนันทนาการ,บาท,ภาคเหนือ,2567
9498.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,217,กิจกรรมบริการด้านอื่น ๆ,บาท,ภาคเหนือ,2567
7229.22,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,218,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,บาท,ภาคเหนือ,2567
0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,219,กิจกรรมขององค์การระหว่างประเทศ,บาท,ภาคเหนือ,2567
0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,220,ไม่ทราบ,บาท,ภาคเหนือ,2567
14643.55,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,221,รวม,บาท,ภาคตะวันออกเฉียงเหนือ,2567
6987.01,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,222,เกษตรกรรม การป่าไม้ และการประมง,บาท,ภาคตะวันออกเฉียงเหนือ,2567
9804.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,223,การทำเหมืองแร่ และเหมืองหิน,บาท,ภาคตะวันออกเฉียงเหนือ,2567
11133.48,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,224,การผลิต,บาท,ภาคตะวันออกเฉียงเหนือ,2567
19073.94,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,225,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,บาท,ภาคตะวันออกเฉียงเหนือ,2567
20914.55,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,226,การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,บาท,ภาคตะวันออกเฉียงเหนือ,2567
8694.28,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,227,การก่อสร้าง,บาท,ภาคตะวันออกเฉียงเหนือ,2567
10880.73,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,228,การขายส่ง และการขายปลีก การซ่อมยานยนต์,บาท,ภาคตะวันออกเฉียงเหนือ,2567
13905.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,229,การขนส่ง และสถานที่เก็บสินค้า,บาท,ภาคตะวันออกเฉียงเหนือ,2567
9579.34,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,230,ที่พักแรมและบริการด้านอาหาร,บาท,ภาคตะวันออกเฉียงเหนือ,2567
19419.43,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,231,ข้อมูลข่าวสารและการสื่อสาร,บาท,ภาคตะวันออกเฉียงเหนือ,2567
21666.85,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,232,กิจกรรมทางการเงินและการประกันภัย,บาท,ภาคตะวันออกเฉียงเหนือ,2567
18812.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,233,กิจกรรมอสังหาริมทรัพย์,บาท,ภาคตะวันออกเฉียงเหนือ,2567
14097.93,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,234,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,บาท,ภาคตะวันออกเฉียงเหนือ,2567
9915.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,235,กิจกรรมการบริหารและการบริการสนับสนุน,บาท,ภาคตะวันออกเฉียงเหนือ,2567
17989.61,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,236,การบริหารราชการ การป้องกันประเทศ การประกันสังคม,บาท,ภาคตะวันออกเฉียงเหนือ,2567
27832.17,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,237,การศึกษา,บาท,ภาคตะวันออกเฉียงเหนือ,2567
20704.15,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,238,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,บาท,ภาคตะวันออกเฉียงเหนือ,2567
11892.31,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,239,ศิลปะ ความบันเทิง และนันทนาการ,บาท,ภาคตะวันออกเฉียงเหนือ,2567
7405.52,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,240,กิจกรรมบริการด้านอื่น ๆ,บาท,ภาคตะวันออกเฉียงเหนือ,2567
7442.18,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,241,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,บาท,ภาคตะวันออกเฉียงเหนือ,2567
0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,242,กิจกรรมขององค์การระหว่างประเทศ,บาท,ภาคตะวันออกเฉียงเหนือ,2567
0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,243,ไม่ทราบ,บาท,ภาคตะวันออกเฉียงเหนือ,2567
13033.62,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,244,รวม,บาท,ภาคใต้,2567
6985.62,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,245,เกษตรกรรม การป่าไม้ และการประมง,บาท,ภาคใต้,2567
20664.07,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,246,การทำเหมืองแร่ และเหมืองหิน,บาท,ภาคใต้,2567
10813.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,247,การผลิต,บาท,ภาคใต้,2567
18488.87,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,248,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,บาท,ภาคใต้,2567
17562.58,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,249,การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,บาท,ภาคใต้,2567
10640.92,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,250,การก่อสร้าง,บาท,ภาคใต้,2567
11258.51,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,251,การขายส่ง และการขายปลีก การซ่อมยานยนต์,บาท,ภาคใต้,2567
15101.14,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,252,การขนส่ง และสถานที่เก็บสินค้า,บาท,ภาคใต้,2567
11656.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,253,ที่พักแรมและบริการด้านอาหาร,บาท,ภาคใต้,2567
24025.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,254,ข้อมูลข่าวสารและการสื่อสาร,บาท,ภาคใต้,2567
23139.46,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,255,กิจกรรมทางการเงินและการประกันภัย,บาท,ภาคใต้,2567
17070.59,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,256,กิจกรรมอสังหาริมทรัพย์,บาท,ภาคใต้,2567
14667.23,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,257,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,บาท,ภาคใต้,2567
12337.28,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,258,กิจกรรมการบริหารและการบริการสนับสนุน,บาท,ภาคใต้,2567
18642.21,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,259,การบริหารราชการ การป้องกันประเทศ การประกันสังคม,บาท,ภาคใต้,2567
22345.79,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,260,การศึกษา,บาท,ภาคใต้,2567
20249.58,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,261,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,บาท,ภาคใต้,2567
13544.52,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,262,ศิลปะ ความบันเทิง และนันทนาการ,บาท,ภาคใต้,2567
10559.17,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,263,กิจกรรมบริการด้านอื่น ๆ,บาท,ภาคใต้,2567
8958.55,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,264,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,บาท,ภาคใต้,2567
0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,265,กิจกรรมขององค์การระหว่างประเทศ,บาท,ภาคใต้,2567
0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,266,ไม่ทราบ,บาท,ภาคใต้,2567
15120.59,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,267,รวม,บาท,ทั่วประเทศ,2567
8165.02,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,268,เกษตรกรรม การป่าไม้ และการประมง,บาท,ทั่วประเทศ,2567
16522.57,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,269,การทำเหมืองแร่ และเหมืองหิน,บาท,ทั่วประเทศ,2567
13441.16,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,270,การผลิต,บาท,ทั่วประเทศ,2567
21832.36,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,271,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,บาท,ทั่วประเทศ,2567
17280.68,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,272,การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,บาท,ทั่วประเทศ,2567
10930.7,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,273,การก่อสร้าง,บาท,ทั่วประเทศ,2567
12456.3,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,274,การขายส่ง และการขายปลีก การซ่อมยานยนต์,บาท,ทั่วประเทศ,2567
16147.56,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,275,การขนส่ง และสถานที่เก็บสินค้า,บาท,ทั่วประเทศ,2567
11276.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,276,ที่พักแรมและบริการด้านอาหาร,บาท,ทั่วประเทศ,2567
29309.62,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,277,ข้อมูลข่าวสารและการสื่อสาร,บาท,ทั่วประเทศ,2567
26137.18,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,278,กิจกรรมทางการเงินและการประกันภัย,บาท,ทั่วประเทศ,2567
16416.64,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,279,กิจกรรมอสังหาริมทรัพย์,บาท,ทั่วประเทศ,2567
20753.89,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,280,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,บาท,ทั่วประเทศ,2567
12924.98,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,281,กิจกรรมการบริหารและการบริการสนับสนุน,บาท,ทั่วประเทศ,2567
19278.43,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,282,การบริหารราชการ การป้องกันประเทศ การประกันสังคม,บาท,ทั่วประเทศ,2567
24840.31,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,283,การศึกษา,บาท,ทั่วประเทศ,2567
21206.34,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,284,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,บาท,ทั่วประเทศ,2567
13030.39,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,285,ศิลปะ ความบันเทิง และนันทนาการ,บาท,ทั่วประเทศ,2567
9355.45,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,286,กิจกรรมบริการด้านอื่น ๆ,บาท,ทั่วประเทศ,2567
8628.67,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,287,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,บาท,ทั่วประเทศ,2567
37500.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,288,กิจกรรมขององค์การระหว่างประเทศ,บาท,ทั่วประเทศ,2567
20252.51,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,289,ไม่ทราบ,บาท,ทั่วประเทศ,2567
20856.92,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,290,รวม,บาท,กรุงเทพมหานคร,2567
8160.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,291,เกษตรกรรม การป่าไม้ และการประมง,บาท,กรุงเทพมหานคร,2567
38000.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,292,การทำเหมืองแร่ และเหมืองหิน,บาท,กรุงเทพมหานคร,2567
19428.27,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,293,การผลิต,บาท,กรุงเทพมหานคร,2567
21116.67,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,294,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,บาท,กรุงเทพมหานคร,2567
32210.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,295,การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,บาท,กรุงเทพมหานคร,2567
18705.63,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,296,การก่อสร้าง,บาท,กรุงเทพมหานคร,2567
19090.27,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,297,การขายส่ง และการขายปลีก การซ่อมยานยนต์,บาท,กรุงเทพมหานคร,2567
20133.87,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,298,การขนส่ง และสถานที่เก็บสินค้า,บาท,กรุงเทพมหานคร,2567
15839.32,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,299,ที่พักแรมและบริการด้านอาหาร,บาท,กรุงเทพมหานคร,2567
36140.45,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,300,ข้อมูลข่าวสารและการสื่อสาร,บาท,กรุงเทพมหานคร,2567
41663.27,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,301,กิจกรรมทางการเงินและการประกันภัย,บาท,กรุงเทพมหานคร,2567
18874.68,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,302,กิจกรรมอสังหาริมทรัพย์,บาท,กรุงเทพมหานคร,2567
28132.57,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,303,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,บาท,กรุงเทพมหานคร,2567
14757.83,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,304,กิจกรรมการบริหารและการบริการสนับสนุน,บาท,กรุงเทพมหานคร,2567
23720.85,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,305,การบริหารราชการ การป้องกันประเทศ การประกันสังคม,บาท,กรุงเทพมหานคร,2567
26358.34,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,306,การศึกษา,บาท,กรุงเทพมหานคร,2567
25685.82,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,307,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,บาท,กรุงเทพมหานคร,2567
22562.5,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,308,ศิลปะ ความบันเทิง และนันทนาการ,บาท,กรุงเทพมหานคร,2567
15466.35,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,309,กิจกรรมบริการด้านอื่น ๆ,บาท,กรุงเทพมหานคร,2567
11992.08,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,310,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,บาท,กรุงเทพมหานคร,2567
55000.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,311,กิจกรรมขององค์การระหว่างประเทศ,บาท,กรุงเทพมหานคร,2567
21100.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,312,ไม่ทราบ,บาท,กรุงเทพมหานคร,2567
14576.27,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,313,รวม,บาท,ภาคกลาง,2567
9137.69,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,314,เกษตรกรรม การป่าไม้ และการประมง,บาท,ภาคกลาง,2567
12580.23,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,315,การทำเหมืองแร่ และเหมืองหิน,บาท,ภาคกลาง,2567
13780.41,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,316,การผลิต,บาท,ภาคกลาง,2567
21781.36,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,317,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,บาท,ภาคกลาง,2567
14882.47,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,318,การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,บาท,ภาคกลาง,2567
12002.22,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,319,การก่อสร้าง,บาท,ภาคกลาง,2567
12720.59,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,320,การขายส่ง และการขายปลีก การซ่อมยานยนต์,บาท,ภาคกลาง,2567
15558.07,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,321,การขนส่ง และสถานที่เก็บสินค้า,บาท,ภาคกลาง,2567
10688.35,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,322,ที่พักแรมและบริการด้านอาหาร,บาท,ภาคกลาง,2567
28664.29,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,323,ข้อมูลข่าวสารและการสื่อสาร,บาท,ภาคกลาง,2567
23749.6,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,324,กิจกรรมทางการเงินและการประกันภัย,บาท,ภาคกลาง,2567
13983.62,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,325,กิจกรรมอสังหาริมทรัพย์,บาท,ภาคกลาง,2567
20479.02,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,326,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,บาท,ภาคกลาง,2567
12956.4,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,327,กิจกรรมการบริหารและการบริการสนับสนุน,บาท,ภาคกลาง,2567
19728.69,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,328,การบริหารราชการ การป้องกันประเทศ การประกันสังคม,บาท,ภาคกลาง,2567
22594.8,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,329,การศึกษา,บาท,ภาคกลาง,2567
21159.59,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,330,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,บาท,ภาคกลาง,2567
12964.65,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,331,ศิลปะ ความบันเทิง และนันทนาการ,บาท,ภาคกลาง,2567
9421.64,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,332,กิจกรรมบริการด้านอื่น ๆ,บาท,ภาคกลาง,2567
8451.35,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,333,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,บาท,ภาคกลาง,2567
0.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,334,กิจกรรมขององค์การระหว่างประเทศ,บาท,ภาคกลาง,2567
19687.52,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,335,ไม่ทราบ,บาท,ภาคกลาง,2567
15074.07,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,336,รวม,บาท,ภาคเหนือ,2567
6580.78,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,337,เกษตรกรรม การป่าไม้ และการประมง,บาท,ภาคเหนือ,2567
17393.25,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,338,การทำเหมืองแร่ และเหมืองหิน,บาท,ภาคเหนือ,2567
10354.72,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,339,การผลิต,บาท,ภาคเหนือ,2567
23385.46,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,340,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,บาท,ภาคเหนือ,2567
14310.78,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,341,การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,บาท,ภาคเหนือ,2567
9272.39,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,342,การก่อสร้าง,บาท,ภาคเหนือ,2567
10978.04,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,343,การขายส่ง และการขายปลีก การซ่อมยานยนต์,บาท,ภาคเหนือ,2567
15201.73,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,344,การขนส่ง และสถานที่เก็บสินค้า,บาท,ภาคเหนือ,2567
9281.35,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,345,ที่พักแรมและบริการด้านอาหาร,บาท,ภาคเหนือ,2567
22659.71,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,346,ข้อมูลข่าวสารและการสื่อสาร,บาท,ภาคเหนือ,2567
22124.39,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,347,กิจกรรมทางการเงินและการประกันภัย,บาท,ภาคเหนือ,2567
9416.67,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,348,กิจกรรมอสังหาริมทรัพย์,บาท,ภาคเหนือ,2567
15234.83,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,349,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,บาท,ภาคเหนือ,2567
9677.71,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,350,กิจกรรมการบริหารและการบริการสนับสนุน,บาท,ภาคเหนือ,2567
19035.61,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,351,การบริหารราชการ การป้องกันประเทศ การประกันสังคม,บาท,ภาคเหนือ,2567
25733.98,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,352,การศึกษา,บาท,ภาคเหนือ,2567
21288.52,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,353,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,บาท,ภาคเหนือ,2567
11875.53,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,354,ศิลปะ ความบันเทิง และนันทนาการ,บาท,ภาคเหนือ,2567
11023.73,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,355,กิจกรรมบริการด้านอื่น ๆ,บาท,ภาคเหนือ,2567
