เดือน,จำนวน,จังหวัด,_id,ปี,อปท,อำเภอ,รายการ,ปีงบประมาณ,หน่วย
12,56.002,ลำพูน,1519,2565,เทศบาลตำบลทากาศ,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
12,18.53,ลำพูน,1520,2565,เทศบาลตำบลทากาศเหนือ,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
12,176.13,ลำพูน,1521,2565,เทศบาลตำบลทาขุมเงิน,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
12,119.049,ลำพูน,1522,2565,เทศบาลตำบลทาทุ่งหลวง,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
12,32,ลำพูน,1523,2565,เทศบาลตำบลทาปลาดุก,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
12,115,ลำพูน,1524,2565,เทศบาลตำบลทาสบชัย,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
12,50,ลำพูน,1525,2565,เทศบาลตำบลทาสบเส้า,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
12,110.48,ลำพูน,1526,2565,อบต.ทาแม่ลอบ,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
12,76.299,ลำพูน,1527,2565,เทศบาลตำบลก้อ,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
12,97.232,ลำพูน,1528,2565,เทศบาลตำบลดงดำ,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
12,294.54,ลำพูน,1529,2565,เทศบาลตำบลป่าไผ่,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
12,110.449,ลำพูน,1530,2565,เทศบาลตำบลแม่ตืน,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
12,24.643,ลำพูน,1531,2565,เทศบาลตำบลลี้,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
12,134.954,ลำพูน,1532,2565,เทศบาลตำบลวังดิน,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
12,14.5,ลำพูน,1533,2565,เทศบาลตำบลศรีวิชัย,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
12,353.26,ลำพูน,1534,2565,อบต.นาทราย,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
12,4,ลำพูน,1535,2565,อบต.แม่ลาน,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
12,23.889,ลำพูน,1536,2565,อบต.เวียงแก้ว,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
12,242.525,ลำพูน,1537,2565,เทศบาลตำบลวังผาง,เวียงหนองล่อง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
12,93,ลำพูน,1538,2565,เทศบาลตำบลหนองยวง,เวียงหนองล่อง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
12,156.266,ลำพูน,1539,2565,เทศบาลตำบลหนองล่อง,เวียงหนองล่อง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,14,ลำพูน,1540,2566,เทศบาลตำบลทุ่งหัวช้าง,ทุ่งหัวช้าง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,170.21,ลำพูน,1541,2566,อบต.ตะเคียนปม,ทุ่งหัวช้าง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,7,ลำพูน,1542,2566,อบต.ทุ่งหัวช้าง,ทุ่งหัวช้าง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,1.343,ลำพูน,1543,2566,อบต.บ้านปวง,ทุ่งหัวช้าง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,224.245,ลำพูน,1544,2566,เทศบาลตำบลบ้านธิ,บ้านธิ,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,257.166,ลำพูน,1545,2566,อบต.ห้วยยาบ,บ้านธิ,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,96.51,ลำพูน,1546,2566,เทศบาลตำบลบ้านโฮ่ง,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,44.7,ลำพูน,1547,2566,เทศบาลตำบลศรีเตี้ย,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,1,ลำพูน,1548,2566,อบต.ป่าพลู,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,3.3,ลำพูน,1549,2566,อบต.เวียงกานต์,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,108.572,ลำพูน,1550,2566,อบต.หนองปลาสะวาย,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,58.77,ลำพูน,1551,2566,อบต.เหล่ายาว,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,266.557,ลำพูน,1552,2566,เทศบาลตำบลป่าซาง,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,115,ลำพูน,1553,2566,เทศบาลตำบลม่วงน้อย,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,163.412,ลำพูน,1554,2566,เทศบาลตำบลมะกอก,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,166.9,ลำพูน,1555,2566,เทศบาลตำบลแม่แรง,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,112.118,ลำพูน,1556,2566,อบต.ท่าตุ้ม,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,264.818,ลำพูน,1557,2566,อบต.นครเจดีย์,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,268.088,ลำพูน,1558,2566,อบต.น้ำดิบ,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,121.88,ลำพูน,1559,2566,อบต.บ้านเรือน,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,454.62,ลำพูน,1560,2566,เทศบาลเมืองลำพูน,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,418.486,ลำพูน,1561,2566,เทศบาลตำบลต้นธง,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,40.11,ลำพูน,1562,2566,เทศบาลตำบลท่าเชียงทอง,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,538.85,ลำพูน,1563,2566,เทศบาลตำบลบ้านกลาง,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,118.15,ลำพูน,1564,2566,เทศบาลตำบลบ้านแป้น,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,58.98,ลำพูน,1565,2566,เทศบาลตำบลประตูป่า,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,461.209,ลำพูน,1566,2566,เทศบาลตำบลป่าสัก,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,900,ลำพูน,1567,2566,เทศบาลตำบลมะเขือแจ้,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,79.7,ลำพูน,1568,2566,เทศบาลตำบลริมปิง,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,140,ลำพูน,1569,2566,เทศบาลตำบลเวียงยอง,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,139.81,ลำพูน,1570,2566,เทศบาลตำบลศรีบัวบาน,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,44.07,ลำพูน,1571,2566,เทศบาลตำบลหนองช้างคืน,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,508.829,ลำพูน,1572,2566,เทศบาลตำบลเหมืองง่า,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,71.35,ลำพูน,1573,2566,เทศบาลตำบลเหมืองจี้,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,231.94,ลำพูน,1574,2566,เทศบาลตำบลอุโมงค์,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,31.4,ลำพูน,1575,2566,อบต.หนองหนาม,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,56.002,ลำพูน,1576,2566,เทศบาลตำบลทากาศ,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,18.75,ลำพูน,1577,2566,เทศบาลตำบลทากาศเหนือ,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,176.13,ลำพูน,1578,2566,เทศบาลตำบลทาขุมเงิน,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,119.049,ลำพูน,1579,2566,เทศบาลตำบลทาทุ่งหลวง,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,27,ลำพูน,1580,2566,เทศบาลตำบลทาปลาดุก,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,157.151,ลำพูน,1581,2566,เทศบาลตำบลทาสบชัย,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,49.06,ลำพูน,1582,2566,เทศบาลตำบลทาสบเส้า,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,110.48,ลำพูน,1583,2566,อบต.ทาแม่ลอบ,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,75.35,ลำพูน,1584,2566,เทศบาลตำบลก้อ,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,97.232,ลำพูน,1585,2566,เทศบาลตำบลดงดำ,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,294.54,ลำพูน,1586,2566,เทศบาลตำบลป่าไผ่,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,110.449,ลำพูน,1587,2566,เทศบาลตำบลแม่ตืน,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,24.643,ลำพูน,1588,2566,เทศบาลตำบลลี้,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,155.954,ลำพูน,1589,2566,เทศบาลตำบลวังดิน,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,52,ลำพูน,1590,2566,เทศบาลตำบลศรีวิชัย,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,328.16,ลำพูน,1591,2566,อบต.นาทราย,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,2.2,ลำพูน,1592,2566,อบต.แม่ลาน,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,28,ลำพูน,1593,2566,อบต.เวียงแก้ว,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,242.525,ลำพูน,1594,2566,เทศบาลตำบลวังผาง,เวียงหนองล่อง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,93,ลำพูน,1595,2566,เทศบาลตำบลหนองยวง,เวียงหนองล่อง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
1,156.266,ลำพูน,1596,2566,เทศบาลตำบลหนองล่อง,เวียงหนองล่อง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,14,ลำพูน,1597,2566,เทศบาลตำบลทุ่งหัวช้าง,ทุ่งหัวช้าง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,153.738,ลำพูน,1598,2566,อบต.ตะเคียนปม,ทุ่งหัวช้าง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,5.5,ลำพูน,1599,2566,อบต.ทุ่งหัวช้าง,ทุ่งหัวช้าง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,1.295,ลำพูน,1600,2566,อบต.บ้านปวง,ทุ่งหัวช้าง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,203.045,ลำพูน,1601,2566,เทศบาลตำบลบ้านธิ,บ้านธิ,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,232.278,ลำพูน,1602,2566,อบต.ห้วยยาบ,บ้านธิ,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,82.38,ลำพูน,1603,2566,เทศบาลตำบลบ้านโฮ่ง,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,45.807,ลำพูน,1604,2566,เทศบาลตำบลศรีเตี้ย,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,0.301,ลำพูน,1605,2566,อบต.ป่าพลู,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,3.3,ลำพูน,1606,2566,อบต.เวียงกานต์,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,108.572,ลำพูน,1607,2566,อบต.หนองปลาสะวาย,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,56.93,ลำพูน,1608,2566,อบต.เหล่ายาว,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,240.761,ลำพูน,1609,2566,เทศบาลตำบลป่าซาง,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,111,ลำพูน,1610,2566,เทศบาลตำบลม่วงน้อย,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,147.598,ลำพูน,1611,2566,เทศบาลตำบลมะกอก,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,166.6,ลำพูน,1612,2566,เทศบาลตำบลแม่แรง,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,111.284,ลำพูน,1613,2566,อบต.ท่าตุ้ม,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,239.19,ลำพูน,1614,2566,อบต.นครเจดีย์,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,242.144,ลำพูน,1615,2566,อบต.น้ำดิบ,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,124.31,ลำพูน,1616,2566,อบต.บ้านเรือน,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,524.538,ลำพูน,1617,2566,เทศบาลเมืองลำพูน,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,390.587,ลำพูน,1618,2566,เทศบาลตำบลต้นธง,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,59.319,ลำพูน,1619,2566,เทศบาลตำบลท่าเชียงทอง,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,487.86,ลำพูน,1620,2566,เทศบาลตำบลบ้านกลาง,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,80.38,ลำพูน,1621,2566,เทศบาลตำบลบ้านแป้น,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,62.36,ลำพูน,1622,2566,เทศบาลตำบลประตูป่า,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,252.8,ลำพูน,1623,2566,เทศบาลตำบลป่าสัก,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,900,ลำพูน,1624,2566,เทศบาลตำบลมะเขือแจ้,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,67.22,ลำพูน,1625,2566,เทศบาลตำบลริมปิง,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,131,ลำพูน,1626,2566,เทศบาลตำบลเวียงยอง,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,126.55,ลำพูน,1627,2566,เทศบาลตำบลศรีบัวบาน,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,44.07,ลำพูน,1628,2566,เทศบาลตำบลหนองช้างคืน,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,459.902,ลำพูน,1629,2566,เทศบาลตำบลเหมืองง่า,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,64.63,ลำพูน,1630,2566,เทศบาลตำบลเหมืองจี้,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,365.168,ลำพูน,1631,2566,เทศบาลตำบลอุโมงค์,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,27.69,ลำพูน,1632,2566,อบต.หนองหนาม,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,56.002,ลำพูน,1633,2566,เทศบาลตำบลทากาศ,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,17.9,ลำพูน,1634,2566,เทศบาลตำบลทากาศเหนือ,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,176.13,ลำพูน,1635,2566,เทศบาลตำบลทาขุมเงิน,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,107.528,ลำพูน,1636,2566,เทศบาลตำบลทาทุ่งหลวง,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,23,ลำพูน,1637,2566,เทศบาลตำบลทาปลาดุก,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,23.33,ลำพูน,1638,2566,เทศบาลตำบลทาสบชัย,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,45.115,ลำพูน,1639,2566,เทศบาลตำบลทาสบเส้า,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,110.48,ลำพูน,1640,2566,อบต.ทาแม่ลอบ,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,68.915,ลำพูน,1641,2566,เทศบาลตำบลก้อ,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,87.822,ลำพูน,1642,2566,เทศบาลตำบลดงดำ,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,266.036,ลำพูน,1643,2566,เทศบาลตำบลป่าไผ่,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,99.76,ลำพูน,1644,2566,เทศบาลตำบลแม่ตืน,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,24.76,ลำพูน,1645,2566,เทศบาลตำบลลี้,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,145.954,ลำพูน,1646,2566,เทศบาลตำบลวังดิน,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,47,ลำพูน,1647,2566,เทศบาลตำบลศรีวิชัย,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,328.551,ลำพูน,1648,2566,อบต.นาทราย,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,2.2,ลำพูน,1649,2566,อบต.แม่ลาน,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,28,ลำพูน,1650,2566,อบต.เวียงแก้ว,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,219.055,ลำพูน,1651,2566,เทศบาลตำบลวังผาง,เวียงหนองล่อง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,93,ลำพูน,1652,2566,เทศบาลตำบลหนองยวง,เวียงหนองล่อง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
2,141.144,ลำพูน,1653,2566,เทศบาลตำบลหนองล่อง,เวียงหนองล่อง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
3,13,ลำพูน,1654,2566,เทศบาลตำบลทุ่งหัวช้าง,ทุ่งหัวช้าง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
3,170.21,ลำพูน,1655,2566,อบต.ตะเคียนปม,ทุ่งหัวช้าง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
3,7,ลำพูน,1656,2566,อบต.ทุ่งหัวช้าง,ทุ่งหัวช้าง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
3,1.295,ลำพูน,1657,2566,อบต.บ้านปวง,ทุ่งหัวช้าง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
3,252.6,ลำพูน,1658,2566,เทศบาลตำบลบ้านธิ,บ้านธิ,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
3,257.166,ลำพูน,1659,2566,อบต.ห้วยยาบ,บ้านธิ,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
3,98.04,ลำพูน,1660,2566,เทศบาลตำบลบ้านโฮ่ง,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
3,59.382,ลำพูน,1661,2566,เทศบาลตำบลศรีเตี้ย,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
3,0.8,ลำพูน,1662,2566,อบต.ป่าพลู,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
3,3.3,ลำพูน,1663,2566,อบต.เวียงกานต์,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
3,108.572,ลำพูน,1664,2566,อบต.หนองปลาสะวาย,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
3,63.47,ลำพูน,1665,2566,อบต.เหล่ายาว,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
3,266.557,ลำพูน,1666,2566,เทศบาลตำบลป่าซาง,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
3,117,ลำพูน,1667,2566,เทศบาลตำบลม่วงน้อย,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
3,163.317,ลำพูน,1668,2566,เทศบาลตำบลมะกอก,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
3,166.5,ลำพูน,1669,2566,เทศบาลตำบลแม่แรง,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
3,110.48,ลำพูน,1670,2566,อบต.ท่าตุ้ม,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
3,264.818,ลำพูน,1671,2566,อบต.นครเจดีย์,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
3,267.826,ลำพูน,1672,2566,อบต.น้ำดิบ,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
3,132.78,ลำพูน,1673,2566,อบต.บ้านเรือน,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
3,512.95,ลำพูน,1674,2566,เทศบาลเมืองลำพูน,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
3,432.435,ลำพูน,1675,2566,เทศบาลตำบลต้นธง,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
3,40.28,ลำพูน,1676,2566,เทศบาลตำบลท่าเชียงทอง,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
3,571.21,ลำพูน,1677,2566,เทศบาลตำบลบ้านกลาง,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
3,127.419,ลำพูน,1678,2566,เทศบาลตำบลบ้านแป้น,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
3,62.36,ลำพูน,1679,2566,เทศบาลตำบลประตูป่า,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
3,252.8,ลำพูน,1680,2566,เทศบาลตำบลป่าสัก,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
3,900,ลำพูน,1681,2566,เทศบาลตำบลมะเขือแจ้,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2566,ตัน
