วันที่หมดอายุ,_id,ลำดับ,เลขทะเบียน,วันที่อนุมัติ,ระดับ GI,ชื่อโรงงาน
2570-01-29T00:00:00,41,41,10200000125546,30/1/2567,3,บริษัท ไทยซัมซุง อิเลคโทรนิคส์ จำกัด
2570-03-29T00:00:00,42,42,10200001725476,30/3/2567,3,บริษัท แดฮัน ไครเมท จำกัด
2570-06-18T00:00:00,43,43,10200700125440,19/6/2567,3,บริษัท ไทยเซชิน อี.เอ็น.เอฟ. จำกัด
2570-02-07T00:00:00,44,44,10200600125466,3/7/2567,3,บริษัท มิตซูมิ (ไทยแลนด์) จำกัด
2569-11-21T00:00:00,45,45,10200000925598,22/11/2566,3,บริษัท แคนาเดียน โซลาร์ แมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด
2569-11-21T00:00:00,46,46,10200900125364,22/11/2566,3,บริษัท ยูนิไทย ชิปยาร์ด แอนด์ เอนจิเนียริ่ง จำกัด
2568-05-24T00:00:00,47,47,10200100425358,25/5/2565,3,บริษัท พนัส แอสแซมบลีย์ จำกัด
2568-09-21T00:00:00,48,48,10201000125353,22/9/2565,3,บริษัท ไทยอาราอิ จำกัด
2570-01-24T00:00:00,49,49,10200001525512,25/1/2567,3,บริษัท ไทยซัมมิท เอนจิเนียริง จำกัด
2570-01-15T00:00:00,50,50,10200001825565,16/1/2567,3,บริษัท โคบาเทค (ประเทศไทย) จำกัด
2570-06-20T00:00:00,51,51,10200004325480,21/6/2567,3,บริษัท คิงส์ซิง ออโต้โมบายพาร์ท จำกัด
2570-01-02T00:00:00,52,52,10200900125331,2/2/2567,3,บริษัท มอลเทน (ไทยแลนด์) จำกัด
2569-09-03T00:00:00,53,53,10200700125465,10/3/2566,3,บริษัท ยูนิค ซี โปรดักส์ จำกัด
2570-01-07T00:00:00,54,54,40200000125581,2/7/2567,3,บริษัท สุขสมบูรณ์กรีนเพาเวอร์ จำกัด
2568-03-13T00:00:00,55,55,10200001325483,14/3/2565,3,บริษัท ราชพัฒนา เอ็นเนอร์ยี จำกัด (มหาชน)
2569-09-19T00:00:00,56,56,10200007425535,20/9/2566,3,บริษัท แอ๊ดวานซ์ คลีน เพาเวอร์ จำกัด
2569-09-08T00:00:00,57,57,10200100625486,10/8/2566,3,บริษัท เหรียญทองอินดัสเตรียล จำกัด
2568-03-11T00:00:00,58,58,10201100125352,4/11/2565,3,บริษัท สหพัฒนาอินเตอร์โฮลดิ้ง จำกัด (มหาชน)
2568-04-28T00:00:00,59,59,10200700125432,29/4/2565,3,บริษัท รีไซเคิล เอ็นจิเนียริ่ง จำกัด
2569-05-21T00:00:00,60,60,10200200325482,22/5/2566,3,บริษัท เวสต์ แอ็บโซลูท จำกัด
2569-10-25T00:00:00,61,61,10200002325490,26/10/2566,3,บริษัท ทวีกาญจน์ค้าถัง 2002 จำกัด
2569-12-20T00:00:00,62,62,10200077625667,21/12/2566,3,บริษัท วินด์มิล สแครพ แอนด์ รีไซเคิล เซอร์วิส อินเตอร์เนชั่นแนล จำกัด
2569-11-09T00:00:00,63,63,10200086025669,12/9/2566,3,บริษัท เอสพีเค ไวท์ โกลด์ จำกัด
2570-01-05T00:00:00,64,64,10200409725649,2/5/2567,3,บริษัท โฟร์ซันส์ อีสเทิร์น สตีล จำกัด
2570-02-04T00:00:00,65,65,10200013425479,3/4/2567,3,บริษัท ส.เกียรติเจริญ ค้าของเก่า จำกัด
2568-04-09T00:00:00,66,66,10200013625474,5/9/2565,3,บริษัท พี เค สแครปแอนด์รีไซเคิล เซอร์วิส จำกัด
2568-02-21T00:00:00,67,67,10200014025476,22/2/2565,3,บริษัท เฉลิมชัยอุตสาหกรรม จำกัด
2568-07-17T00:00:00,68,68,10200300125600,18/7/2565,3,บริษัท เอ แอนด์ เอ วินเนอร์ จำกัด
2569-04-25T00:00:00,69,69,10200200225468,26/4/2566,3,บริษัท ซีเค รีเจน ซิสเต็มส์ จำกัด
2569-11-21T00:00:00,70,70,10200000425524,22/11/2566,3,บริษัท เอส เอส ซี ออยล์ จำกัด
2568-12-01T00:00:00,71,71,10200100725567,13/1/2565,3,บริษัท ส.กนกการจัดการสิ่งแวดล้อม จำกัด
2569-01-02T00:00:00,72,72,10200100725609,2/2/2566,3,บริษัท ลิเดีย ออยล์ (ประเทศไทย) จำกัด
2568-08-28T00:00:00,73,73,10200000925473,29/8/2565,3,บริษัท เอ็นไวรอนเมนทอล รีคอฟเวอรี่ จำกัด
2570-01-17T00:00:00,74,74,10200002425514,18/1/2567,3,บริษัท เอเค เมคานิคอล แอนด์ รีไซคลิง จำกัด
2570-11-03T00:00:00,75,75,10200003625591,12/3/2567,3,บริษัท พยนต์มารีนเซอร์วิส จำกัด
2570-06-18T00:00:00,76,76,10200008025607,19/6/2567,3,บริษัท สยาม แอดวานซ์ เคมีคอล จำกัด
2568-04-09T00:00:00,77,77,20200000825531,5/9/2565,3,บริษัท เจ.ซี.มารีน เซอร์วิส จำกัด
2570-01-15T00:00:00,78,78,20200000125387,16/1/2567,3,บริษัท ฉวีวรรณ อินเตอร์เนชั่นแนล ฟู๊ดส์ จำกัด
2568-05-24T00:00:00,79,79,20200100125378,25/5/2565,3,บริษัท อีสเทิร์น ปาล์ม ออยล์ จำกัด
2569-01-25T00:00:00,80,80,20200300125582,26/1/2566,3,บริษัท เบ็นเทคเคมีคัล จำกัด
2568-08-30T00:00:00,81,81,20200005525599,31/8/2565,3,บริษัท วิชั่น กลาส แอนด์ ดอร์ อินดัสเทรียล จำกัด
2568-08-30T00:00:00,82,82,20200013725579,31/8/2565,3,บริษัท วิชั่น กลาส แอนด์ ดอร์ อินดัสเทรียล จำกัด
2569-03-26T00:00:00,83,83,20200000125403,27/3/2566,3,บริษัท ศรีราชา แพคกิ้งวู้ด จำกัด
2570-05-20T00:00:00,84,84,20200000225393,21/5/2567,3,บริษัท สกลชัยทรานสแพ็ค จำกัด
2569-07-20T00:00:00,85,85,20200200225466,21/7/2566,3,บริษัท บูรณาพา กรุ๊ป จำกัด
2570-12-05T00:00:00,86,86,20200083425639,13/5/2567,3,บริษัท เอเบิล อิสเทิร์น พาเลท จำกัด
2570-02-22T00:00:00,87,87,20200000525420,23/2/2567,3,บริษัท สยามเคียววะ เซซาคูโซ จำกัด
2569-03-26T00:00:00,88,88,20200003125590,27/3/2566,3,บริษัท ศรีราชา แพคกิ้งวู้ด จำกัด (สาขาที่ 6)
2569-03-26T00:00:00,89,89,20200005325586,27/3/2566,3,บริษัท ศรีราชา แพคกิ้ง วู้ด จำกัด (สาขาที่ 3)
2570-05-28T00:00:00,90,90,20200055725651,29/5/2567,3,บริษัท โอ้ ลา ลา แพคเกจจิ้ง จำกัด
2570-01-23T00:00:00,91,91,20200200625509,24/1/2567,3,บริษัท เคแอนด์เค แพ็คเกจ (ประเทศไทย) จำกัด
2568-05-17T00:00:00,92,92,20200164525638,18/5/2565,3,บริษัท ยูไนเต็ด ครีเอชั่น แพ็คเกจจิ้ง โซลูชั่นส์ (ชลบุรี) จำกัด
2569-06-07T00:00:00,93,93,20200501225611,7/7/2566,3,บริษัท พอล แอนด์ โค (ประเทศไทย) จำกัด
2568-05-24T00:00:00,94,94,20200001925561,25/5/2565,3,บริษัท สุภาวุฒิ อินดัสทรี จำกัด
2569-01-15T00:00:00,95,95,20200003225499,16/1/2566,3,บริษัท ซุปเปอร์ฟาสท์ เทคโนโลยี (ประเทศไทย) จำกัด
2569-02-04T00:00:00,96,96,20200002725507,3/4/2566,3,บริษัท ซิมสุลาลัย จำกัด
2570-01-24T00:00:00,97,97,20200200925503,25/1/2567,3,บริษัท ออริจิน อีซึ่น เพ้นท์ จำกัด
2568-05-24T00:00:00,98,98,20200297125629,25/5/2565,3,บริษัท เบ็นเทคเคมีคัล จำกัด
2569-10-09T00:00:00,99,99,20200900125453,11/9/2566,3,บริษัท เอ็กซ์เท็นซีฟว์รีเสิร์ชโพลีเมอร์ จำกัด
2569-04-04T00:00:00,100,100,20200700125372,5/4/2566,3,บริษัท ไทยอีสเทิร์น รับเบอร์ จำกัด
2568-08-29T00:00:00,101,101,20200101325613,30/8/2565,3,บริษัท เฉาเชิ่ง ลาเท็กซ์ จำกัด
2569-02-14T00:00:00,102,102,20200001725490,15/2/2566,3,บริษัท ไท ไทย รับเบอร์ จำกัด
2568-10-16T00:00:00,103,103,20200102325489,17/10/2565,3,บริษัท ซี เอส รับเบอร์ อินดัสทรี่ จำกัด
2570-05-13T00:00:00,104,104,20200500125382,14/5/2567,3,บริษัท ไอ.ที.จี. (ประเทศไทย) จำกัด
2570-03-04T00:00:00,105,105,20200101625491,4/4/2567,3,บริษัท เชียง อี้ เทคโนโลยี กรุ๊ป จำกัด
2570-08-05T00:00:00,106,106,20200003325570,9/5/2567,3,บริษัท วูจุง จำกัด
2570-03-04T00:00:00,107,107,20200005125580,4/4/2567,3,บริษัท เชียง อี้ เทคโนโลยี กรุ๊ป จำกัด
2569-04-04T00:00:00,108,108,20200105325585,5/4/2566,3,บริษัท รชต พลาสติก อินเจ็คชั่น จำกัด
2569-04-19T00:00:00,109,109,20200210525624,20/4/2566,3,บริษัท ชิน ยอง ไทยเอ็นจิเนียริ่ง จำกัด
2568-10-07T00:00:00,110,110,20200007125612,11/7/2565,3,บริษัท ว่านซิง อินดัสเทรียล จำกัด
2569-04-19T00:00:00,111,111,20200008725618,20/4/2566,3,บริษัท วาซิน เทค จำกัด
2568-05-16T00:00:00,112,112,20200800125397,17/5/2565,3,บริษัท ฮิไรเซมิสึ (ประเทศไทย) จำกัด
2569-02-05T00:00:00,113,113,20200500125564,3/5/2566,3,บริษัท รชต รุ่งเรือง รีไซเคิล แอนด์ คอนสตรัคชั่น จำกัด
2569-06-22T00:00:00,114,114,20200100425463,23/6/2566,3,บริษัท ไทย-นิฮอน ซีลส์ จำกัด
2568-05-24T00:00:00,115,115,20200100625468,25/5/2565,3,บริษัท สุภาวุฒิ อินดัสทรี จำกัด
2570-12-03T00:00:00,116,116,20200003625490,13/3/2567,3,บริษัท เอส วาย จี (ไทยแลนด์) จำกัด
2568-01-23T00:00:00,117,117,20200222325633,24/1/2565,3,บริษัท โปร-แคร์ แพ็คเกจจิ้ง จำกัด
2568-02-08T00:00:00,118,118,20200007825518,3/8/2565,3,บริษัท นครหลวงคอนกรีต จำกัด
2568-02-08T00:00:00,119,119,20200010525477,3/8/2565,3,บริษัท นครหลวงคอนกรีต จำกัด
2568-07-11T00:00:00,120,120,20200024225585,8/11/2565,3,บริษัท นครหลวงคอนกรีต จำกัด
2568-10-17T00:00:00,121,121,20200102325471,18/10/2565,3,บริษัท สยาม เซอร์วิส แอนด์ คอนซัลแทนซี่ จำกัด
2568-10-24T00:00:00,122,122,20201500125372,25/10/2565,3,บริษัท อาจีกาว่า แอนด์ เอสซีไอ เมทัล เทค จำกัด
2570-01-29T00:00:00,123,123,20200173625635,30/1/2567,3,บริษัท บีเรนเบิร์ก (ประเทศไทย) จำกัด
2569-05-31T00:00:00,124,124,20200700125596,1/6/2566,3,บริษัท บางกอกเมทัลเครท จำกัด
2569-03-22T00:00:00,125,125,20200500125549,23/3/2566,3,บริษัท ธาดาเมทัล พาร์ส จำกัด
2568-09-19T00:00:00,126,126,20200100425539,20/9/2565,3,บริษัท ฟงไข่ อิเล็คทรอนิกส์ เทคโนโลยี (ประเทศไทย) จำกัด
2569-10-19T00:00:00,127,127,20200200725572,20/10/2566,3,บริษัท เอส.พี.ออโตโมทีฟ โปรดักส์ จำกัด
2570-12-03T00:00:00,128,128,20200201025477,13/3/2567,3,บริษัท ซื่อฟ้าอุตสาหกรรม (ประเทศไทย) จำกัด
2570-04-03T00:00:00,129,129,20200101225565,5/3/2567,3,บริษัท ไทย ออโต ทูลส์ (อีสเทิร์น) จำกัด
2568-12-21T00:00:00,130,130,20202600125460,22/12/2565,3,บริษัท กั๋วหลิน (ไทยแลนด์) จำกัด
2568-05-24T00:00:00,131,131,20200103425593,25/5/2565,3,บริษัท ซาคูมะ (ประเทศไทย) จำกัด
2567-08-08T00:00:00,132,132,20200002225516,9/8/2564,3,บริษัท คิชิโมโต อินดัสตรี (ประเทศไทย) จำกัด
2569-09-03T00:00:00,133,133,20200016625495,10/3/2566,3,บริษัท สยาม ดี.เค.เอ็นจิเนียริ่ง จำกัด
2569-10-07T00:00:00,134,134,20200500225562,11/7/2566,3,บริษัท เอ.ไอ.เทคโนโลยี จำกัด
2570-01-29T00:00:00,135,135,20203300125461,30/1/2567,3,บริษัท โคโทบูกิ เทค (ไทยแลนด์) จำกัด
2568-03-13T00:00:00,136,136,20200300925601,14/3/2565,3,บริษัท โคะคุบุน โปรดักส์ (ไทยแลนด์) จำกัด
2570-05-14T00:00:00,137,137,20200100725581,15/5/2567,3,บริษัท อีสต์ เอ็นเนอร์ยี่ เซอร์วิสเซส (ไทยแลนด์) จำกัด
2570-06-18T00:00:00,138,138,20200900125610,19/6/2567,3,บริษัท ไทย เอสซีที จำกัด
2570-01-02T00:00:00,139,139,20200400425460,2/2/2567,3,บริษัท ชอง อิล (ไทยแลนด์) จำกัด
2570-02-27T00:00:00,140,140,20200056325659,29/02/2567,3,บริษัท ไทยซัมซุง อิเลคโทรนิคส์ จำกัด
2570-02-27T00:00:00,141,141,20200056625652,29/02/2567,3,บริษัท ไทยซัมซุง อิเลคโทรนิคส์ จำกัด
2570-01-24T00:00:00,142,142,20200102725548,25/1/2567,3,บริษัท เอสเอ็มเอที (ไทยแลนด์) จำกัด
2568-11-22T00:00:00,143,143,20200103225498,23/11/2565,3,บริษัท อู่สมศักดิ์ บอดี้ คาร์ (2018) จำกัด
2570-01-02T00:00:00,144,144,20200500325552,2/2/2567,3,บริษัท วาย-เมคโค จำกัด
2570-10-01T00:00:00,145,145,20200002725580,11/1/2567,3,บริษัท เพาว์เวอร์ ยูต้า กรุ๊ป จำกัด
2570-02-22T00:00:00,146,146,20201900125378,23/2/2567,3,บริษัท ไทยซัมซุง อิเลคโทรนิคส์ จำกัด (โรงงาน 2)
2570-11-01T00:00:00,147,147,20200200625541,12/1/2567,3,บริษัท คอยล์มาสเตอร์ อิเล็กทรอนิกส์ (ไทยแลนด์) จำกัด
2569-05-28T00:00:00,148,148,20200313125645,29/5/2566,3,บริษัท โซลาร์ พีพีเอ็ม จำกัด
2568-04-08T00:00:00,149,149,20200301225613,5/8/2565,3,บริษัท ฮิวแมน อีเล็คโทรนิค (ไทยแลนด์) จำกัด
2568-05-24T00:00:00,150,150,20200102825553,25/5/2565,3,บริษัท ฟูโซล่าร์ จำกัด
2570-05-03T00:00:00,151,151,20202300125455,6/3/2567,3,บริษัท วรรณา แมนูแฟคทอรี่ไทย จำกัด
2568-03-13T00:00:00,152,152,20200501025607,14/3/2565,3,บริษัท โคะคุบุน โปรดักส์ (ไทยแลนด์) จำกัด
2568-09-21T00:00:00,153,153,20200101425587,22/9/2565,3,บริษัท ไทยอาราอิ จำกัด
2570-01-28T00:00:00,154,154,20200600125365,29/1/2567,3,บริษัท พนัส แอสเซมบลีย์ จำกัด
2570-01-21T00:00:00,155,155,20200700325469,22/1/2567,3,บริษัท ซังโก กิกิ (ประเทศไทย) จำกัด
2568-12-01T00:00:00,156,156,20200300725563,13/1/2565,3,บริษัท ทีพีซีเอส จำกัด (มหาชน)
2567-08-08T00:00:00,157,157,20200601025564,9/8/2564,3,บริษัท มิโตะ โคเกียว (ประเทศไทย) จำกัด
2570-01-23T00:00:00,158,158,20200004625549,24/1/2567,3,บริษัท เอส.วาย.เค.แฟคตอรี่ แอนด์ โปรดักส์ จำกัด
2570-03-20T00:00:00,159,159,20200100325549,21/3/2567,3,บริษัท จัดการและพัฒนาทรัพยากรน้ำภาคตะวันนออก จำกัด (มหาชน)
2570-03-30T00:00:00,160,160,20200300325604,31/3/2567,3,สถานีผลิตน้ำประปา เขาหินลาด
2570-03-20T00:00:00,161,161,20200400725497,21/3/2567,3,กิจการประปาบ่อวิน
2570-01-24T00:00:00,162,162,20200400725562,25/1/2567,3,กิจการประปาหนองขาม (สถานีผลิตน้ำประปาบ้านหนองเลง)
2570-01-24T00:00:00,163,163,20200300925569,25/1/2567,3,กิจการประปาหนองขาม (สถานีผลิตน้ำประปาบ้านเนินแสนสุข)
2570-03-20T00:00:00,164,164,20200201125566,21/3/2567,3,กิจการประปาสัตหีบ (สถานีผลิตน้ำประปาสัตหีบ)
2570-03-20T00:00:00,165,165,20200301225563,21/3/2567,3,กิจการประปาสัตหีบ (สถานีสูบน้ำแรงต่ำ)
2570-11-03T00:00:00,166,166,20200101425561,12/3/2567,3,กิจการประปาชลบุรี
2569-11-21T00:00:00,167,167,20200401325560,22/11/2566,3,บริษัท ยูเซ็น โลจิสติกส์ (ประเทศไทย) จำกัด
2570-06-13T00:00:00,168,168,20200016125652,14/6/2567,3,บริษัท พนัส แอสเซมบลีย์ จำกัด
2570-06-13T00:00:00,169,169,20200062625654,14/6/2567,3,บริษัท พนัส แอสเซมบลีย์ จำกัด
2570-03-24T00:00:00,170,170,20200036725481,25/3/2567,3,บริษัท ยูเซ็น โลจิสติกส์ (ประเทศไทย) จำกัด
2569-06-14T00:00:00,171,171,20200200425587,15/6/2566,3,บริษัท ไทยคิวบิค เทคโนโลยี จำกัด
2570-01-24T00:00:00,172,172,20200500425592,25/1/2567,3,บริษัท ไทยคิวบิค เทคโนโลยี่ จำกัด
2570-04-03T00:00:00,173,173,20200300825595,5/3/2567,3,บริษัท เอคเซลเลนท์ อินดัสตรี้ส์ จำกัด
2568-03-13T00:00:00,174,174,20200400325603,14/3/2565,3,บริษัท ซูมิโตโม เอสเอชไอ เอฟดับบลิว เซอร์วิส (ไทยแลนด์) จำกัด
2570-01-24T00:00:00,175,175,30200000125427,25/1/2567,3,บริษัท เอส.เอส.(1995) การศิลา จำกัด
2569-12-07T00:00:00,176,176,30200000125500,13/7/2566,3,บริษัท สยามสโตน แอ๊กกริแกรท จำกัด
2570-01-24T00:00:00,177,177,30200000225409,25/1/2567,3,บริษัท สโตนวัน จำกัด (มหาชน)
2570-01-28T00:00:00,178,178,30200000525428,29/1/2567,3,ห้างหุ้นส่วนจำกัด เทพศิลาอุตสาหกรรม
2569-02-10T00:00:00,179,179,30200000525618,3/10/2566,3,บริษัท โรงโม่หินแกรนิตไทย จำกัด
2569-11-14T00:00:00,180,180,30200000625426,15/11/2566,3,บริษัท บูรพาแอกกริเกต จำกัด
2569-03-23T00:00:00,181,181,200300125321,24/3/2566,3,บริษัท ด๊อกเตอร์ บู จำกัด
2569-07-11T00:00:00,182,182,200400125320,8/11/2566,3,บริษัท ไทยโซบิ โคเกอิ จำกัด
2568-07-17T00:00:00,183,183,10200400125401,18/7/2565,3,บริษัท กลุ่มสยามบรรจุภัณฑ์ จำกัด
2569-06-29T00:00:00,184,184,10200100225402,30/6/2566,3,บริษัท โชคภุชงค์ จำกัด
2570-01-17T00:00:00,185,185,10200002725509,18/1/2567,3,บริษัท เอเอสเอ คอร์รูเกท คอนเทนเนอร์ จำกัด
2567-10-27T00:00:00,186,186,10200200125346,28/10/2564,3,บริษัท ไทยซิลิเกตเคมิคัล จำกัด
2570-01-24T00:00:00,187,187,10200094025644,25/1/2567,3,บริษัท เซนนิคส์ (ประเทศไทย) จำกัด
2568-12-14T00:00:00,188,188,10200000625578,15/12/2565,3,บริษัท ลาบิกซ์ จำกัด
2568-12-01T00:00:00,189,189,10200000225478,13/1/2565,3,บริษัท ไทยอาซาฮี คาเซอิ สแปนเด็กซ์ จำกัด
2569-01-25T00:00:00,190,190,10200200125379,26/1/2566,3,บริษัท อีซึ่น แอนด์ โค จำกัด (มหาชน)
2570-12-03T00:00:00,191,191,10200400125294,13/3/2567,3,บริษัท อีสเทิร์นซิลิเกต จำกัด
2570-11-01T00:00:00,192,192,10200300125352,12/1/2567,3,บริษัท ไทยโตไกคาร์บอนโปรดักท์ จำกัด
2569-04-25T00:00:00,193,193,10200300125378,26/4/2566,3,บริษัท คาร์โบกาญจน์ จำกัด
2569-11-09T00:00:00,194,194,10200000125132,12/9/2566,3,บริษัท ไทยออยล์ จำกัด (มหาชน)
2568-12-25T00:00:00,195,195,10200300125154,26/12/2565,3,โรงงานกลั่นน้ำมันบางจาก ศรีราชา
2569-12-01T00:00:00,196,196,10200200125429,13/1/2566,3,บริษัท ไทยลู้บเบล็นดิ้ง จำกัด
2568-11-20T00:00:00,197,197,10200100225428,21/11/2565,3,บริษัท เอชแอนด์อาร์ เคมฟาร์ม (ประเทศไทย) จำกัด
2569-11-19T00:00:00,198,198,10200300125436,20/11/2566,3,บริษัท ไทยอีสเทิร์น อินโนเวชั่น จำกัด
2568-05-17T00:00:00,199,199,10200001425499,18/5/2565,3,บริษัท ไทยอีสเทิร์น อินโนเวชั่น จำกัด
2568-08-08T00:00:00,200,200,10200200125387,9/8/2565,3,บริษัท มอลเท็นเอเซียโพลิเมอร์โปรดักส์ จำกัด
2568-12-01T00:00:00,201,201,10200600125342,13/1/2565,3,บริษัท ทีพีซีเอส จำกัด (มหาชน)
2567-11-16T00:00:00,202,202,10200300225400,17/11/2564,3,บริษัท สหเซวา จำกัด
2568-07-06T00:00:00,203,203,10200100125396,8/6/2565,3,บริษัท มินิกริป (ประเทศไทย) จำกัด
2570-03-27T00:00:00,204,204,10200700125416,28/3/2567,3,บริษัท ไทยเอฟเวอร์ พลาสติก จำกัด
2568-07-17T00:00:00,205,205,10200100225477,18/7/2565,3,บริษัท ฮิไรเซมิสึ (ประเทศไทย) จำกัด
2570-06-13T00:00:00,206,206,10200138125665,14/6/2567,3,บริษัท พีแอนด์จี อีพี จำกัด
2569-03-09T00:00:00,207,207,10200004025494,4/9/2566,3,บริษัท วัฒนพันธุ์แพคเกจจิ้งซิสเท็ม จำกัด
2568-02-21T00:00:00,208,208,10200200225476,22/2/2565,3,บริษัท เกาสุแพคกิ้ง (ศรีราชา) อินดัสตรี้ จำกัด
2569-08-08T00:00:00,209,209,10200100225576,9/8/2566,3,บริษัท พีพีพี โมลดิ้ง โฟม จำกัด
2570-04-25T00:00:00,210,210,10200000325575,26/4/2567,3,บริษัท ซัมอิล โฟม (ไทยแลนด์) จำกัด
2568-04-05T00:00:00,211,211,10200600125375,5/5/2565,3,บริษัท คนอฟ ปลาสเตอร์ จำกัด
