FROAD,FID,DISPFACREG,FAMPNAME,FPROVNAME,ONAME,FMOO,_id,FNAME,OBJECT,STATUS,Last_update,LNG,FADDR,LAT,FSOI,FTUMNAME
สายโพทะเล - ทะนง,20660001225512,จ3-9(1)-12/51พจ,โพทะเล,พิจิตร,นายพชรพล สุขวิญญาณ,1,7653,โรงสีจตุทรัพย์,สีข้าว(กำลังการสีสูงสุดของร้านสีข้าว 50 เกวียน/วัน),ดำเนินกิจการ,2023-04-18T21:00:05,100.239759999803,71,16.0868058516743,NULL,ทะนง
-,10130002525510,3-106-25/51ปท,สามโคก,ปทุมธานี,บริษัท จรรยา ไซเคิล เทรน จำกัด,4,7654,บริษัท จรรยา ไซเคิล เทรน จำกัด,อบกากตะกอนที่มีโลหะมีค่าและสกัดโลหะมีค่า จากกากตะกอนอุตสาหกรรมชุบโลหะ อุตสาหกรรมกัดผิวโลหะและอุตสาหกรรมอิเล็กทรอนิกส์ บดย่อยชิ้นส่วนอิเล็กทรอนิกส์,ดำเนินกิจการ,2023-04-18T21:00:05,100.488339,32/7,14.104086,-,ท้ายเกาะ
NULL,20740401425514,จ3-64(2)-14/51สค,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท ซันซุย จำกัด,1,7655,บริษัท ซันซุย เทค จำกัด,ผลิตผลิตภัณฑ์ชิ้นส่วนโลหะ,ดำเนินกิจการ,2023-04-18T21:00:05,100.3688,90,13.61156,NULL,บางน้ำจืด
NULL,20740600525510,จ3-52(4)-5/51สค,กระทุ่มแบน,สมุทรสาคร,บริษัท หยวน เฉียน รับเบอร์ จำกัด,1,7656,บริษัท หยวน เฉียน รับเบอร์ จำกัด,ผลิต ผลิตภัณฑ์ยาง เช่น ชิ้นส่วนหรืออุปกรณ์เครื่องจักร,ดำเนินกิจการ,2023-04-18T21:00:05,100.34089,185/17,13.6484,NULL,แคราย
-,20170012825474,จ3-64(13)-128/47สห,ค่ายบางระจัน,สิงห์บุรี,ห้างหุ้นส่วนจำกัด ธนโชคการช่าง (2002),1,7657,ห้างหุ้นส่วนจำกัด ธนโชคการช่าง (2002),ผลิตอุปกรณ์โรงสีและผลิตภัณฑ์จากโลหะ,ดำเนินกิจการ,2023-04-18T21:00:05,100.25349,95,14.83804,-,โพทะเล
เทพารักษ์ กม.19.5,20112500125389,จ3-63(2)-1/38สป,บางพลี,สมุทรปราการ,นายยงยุทธ์ ยิ่งผลพิบูล,9,7658,รุ่งดีบางพลี,ทำปลอกเหล็กต่อเสาเข็มและซ่อมปั้นจั่น,ดำเนินกิจการ,2023-04-18T21:00:05,100.766966666667,81/2,13.5930166666667,NULL,บางปลา
เพชรเกษม,10730000325555,3-10(3)-3/55นฐ,สามพราน,นครปฐม,บริษัท เส้นหมี่เหรียญทอง จำกัด,1,7659,บริษัท เส้นหมี่เหรียญทอง จำกัด,ผลิตเส้นหมี่,ดำเนินกิจการ,2023-04-18T21:00:05,100.26515,42/1,13.6945,วัดอ้อมใหญ่,อ้อมใหญ่
เทพารักษ์,20111300225381,จ3-60-2/38สป,บางเสาธง,สมุทรปราการ,บริษัท เอ็น.แอล.ซานิทารีฟิตติ้งส์ จำกัด,2,7660,บริษัท เอ็น.แอล.ซานิทารีฟิตติ้งส์ จำกัด,หล่อทองเหลืองและทำชิ้นงานโลหะ,ดำเนินกิจการ,2023-04-18T21:00:05,100.81335,103,13.5727666666667,NULL,บางเสาธง
เทพารักษ์,20110100225385,จ3-22(2)-2/38สป,บางพลี,สมุทรปราการ,บริษัท ฮงเซีย อินดัสเตรียล จำกัด,3,7661,บริษัท ฮงเซีย อินดัสเตรียล จำกัด,ทอยางยืด,ดำเนินกิจการ,2023-04-18T21:00:05,100.67795,150/76-77,13.6039166666667,NULL,บางพลีใหญ่
เทพารักษ์,20112500125371,จ3-63(5)-1/37สป,เมืองสมุทรปราการ,สมุทรปราการ,บริษัท ว.ชาญวัฒนา จำกัด,4,7662,บริษัท ว.ชาญวัฒนา จำกัด,ทำชิ้นส่วนอุปกรณ์แอร,ดำเนินกิจการ,2023-04-18T21:00:05,100.596283333333,1594,13.6397333333333,ประจักษ์ศิลป์,เทพารักษ์
กิ่งแก้ว,10110201025355,3-53(4)-10/35สป,บางพลี,สมุทรปราการ,บริษัท โตโฮโฟม (ไทยแลนด์) จำกัด,15,7663,บริษัท โตโฮโฟม (ไทยแลนด์) จำกัด,ทำกล่องและบรรจุภัณฑ์จากโฟม,ดำเนินกิจการ,2023-04-18T21:00:05,100.711262,88,13.670366,NULL,บางพลีใหญ่
สุขุมวิท,10110500825356,3-71-8/35สป,เมืองสมุทรปราการ,สมุทรปราการ,บริษัท เอส.พี.ซี.อิเลคทริค จำกัด,2,7664,บริษัท เอส.พี.ซี.อิเลคทริค จำกัด,ผลิตและประกอบตู้หรือกล่องสำหรับการติดตั้งระบบควบคุมไฟฟ้า,ดำเนินกิจการ,2023-04-18T21:00:05,100.6464667,670,13.53028333,บางปูใหม่ ซอย 13,บางปูใหม่
เทพารักษ์,10110001325351,3-22(2)-13/35สป,เมืองสมุทรปราการ,สมุทรปราการ,บริษัท ไทยเมจิกเทป จำกัด,7,7665,บริษัท ไทยเมจิกเทป จำกัด,ทอแถบเมจิกเทป (จำนวนเครื่องทอ 40 เครื่อง),หยุดชั่วคราว,2023-04-18T21:00:05,100.633066666667,1705,13.62115,NULL,เทพารักษ์
ชลประทาน,10111300325357,3-68-3/35สป,เมืองสมุทรปราการ,สมุทรปราการ,บริษัท เมเทค จำกัด,9,7666,บริษัท เมเทค จำกัด,ผลิตอุปกรณ์ และเครื่องจักรสำหรับอุตสาหกรรมก่อสร้าง,ดำเนินกิจการ,2023-04-18T21:00:05,100.69088,185,13.545864,NULL,แพรกษา
พุทธรักษา,10110200225352,3-29-2/35สป,เมืองสมุทรปราการ,สมุทรปราการ,บริษัท ชัยวัฒนา แทนเนอรี่ กรุ๊ป จำกัด (มหาชน),7,7667,บริษัท ชัยวัฒนา แทนเนอรี่ กรุ๊ป จำกัด (มหาชน),แต่งสำเร็จหนังสัตว์และผลิตภัณฑ์จากหนังสัตว์ เช่น โซฟา กระดูกเทียม,ดำเนินกิจการ,2023-04-18T21:00:05,100.651183333333,420,13.5703833333333,NULL,แพรกษา
สุขุมวิท,10110900225355,3-64(6)-2/35สป,เมืองสมุทรปราการ,สมุทรปราการ,บริษัท สามัคคีสลักภัณฑ์ จำกัด,1,7668,บริษัท สามัคคีสลักภัณฑ์ จำกัด,ทำน๊อต สกรู,ดำเนินกิจการ,2023-04-18T21:00:05,100.594266666667,63/133,13.6331666666667,ภานุวงศ์,บางเมืองใหม่
ธนสิทธิ์,20110300625517,จ3-64(10)-6/51สป,บางพลี,สมุทรปราการ,บริษัท รุ่งเจริญ เพลทติ้ง จำกัด,12,7669,บริษัท รุ่งเจริญ เพลทติ้ง จำกัด,เคลือบผิวโลหะ และ ผลิตชิ้นส่วนเครื่องจักร,ดำเนินกิจการ,2023-04-18T21:00:05,100.71587,104/19,13.55502,รัตนโชค 12,บางปลา
มาลัยแมน,20720003625513,จ3-43(1)-36/51สพ,สองพี่น้อง,สุพรรณบุรี,ห้างหุ้นส่วนจำกัด พรประทานการเกษตร,4,7670,ห้างหุ้นส่วนจำกัด พรประทานการเกษตร,ผลิตปุ๋ยอินทรีย์ ชนิดเม็ด,ดำเนินกิจการ,2023-04-18T21:00:05,99.92234,207,14.21501,-,หนองบ่อ
เอกชัย,20740000425519,จ3-6(5)-4/51สค,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท แพ็คฟู้ด จำกัด (มหาชน),4,7671,บริษัท แพ็คฟู้ด จำกัด (มหาชน),ชำแหละ แกะ ล้าง และแช่แข็งสัตว์น้ำ,หยุดชั่วคราว,2023-04-18T21:00:05,100.2982,49/50,13.56581,NULL,โคกขาม
เอกชัย,20740200425517,จ3-45(1)-4/51สค,เมืองสมุทรสาคร,สมุทรสาคร,ห้างหุ้นส่วนจำกัด เค.อ.เพ้นท์,4,7672,ห้างหุ้นส่วนจำกัด เค.เอ.เพ้นท์,ผลิตสีพ่นรถยนต์ และผลิตภัณฑ์ที่ใช้ในการพ่นสีรถยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,100.33966,9/112,13.61229,กลิ่นสุวรรณ,คอกกระบือ
บางปะอิน-บางไทร,10140000425514,3-91(1)-4/51อย,บางไทร,พระนครศรีอยุธยา,บริษัท ไฮโดร ไทย จำกัด,1,7673,บริษัท ไฮโดร ไทย จำกัด,บรรจุสินค้าทั่วไป,ดำเนินกิจการ,2023-04-18T21:00:05,100.51811,1/1,14.19812,NULL,ราชคราม
เทพารักษ์,10110201125353,3-59-11/35สป,บางพลี,สมุทรปราการ,บริษัท กาญจนอินดัสตรี (1993) จำกัด,11,7674,บริษัท กาญจนอินดัสตรี (1993) จำกัด,"ผลิตเหล็กเส้นเสริมคอนกรีตชนิดเหล็กเส้นกลม-เหล็กข้ออ้อย ได้ปีละ 10,800 ตัน และผลิตเหล็กรูปพรรณ ได้ปีละ 10,800 ตัน (จำนวน 1 สายการผลิต)",ดำเนินกิจการ,2023-04-18T21:00:05,100.7428,8/15,13.5951333333333,-,บางปลา
สุขุมวิท,10110003725335,3-22(2)-37/33สป,เมืองสมุทรปราการ,สมุทรปราการ,บริษัท โรงงานทอผ้า ไทยแซหลี จำกัด,3,7675,ไทยแซหลี,ทอผ้าจากด้ายย้อมสี (จำนวนเครื่องทอ 60 เครื่อง),ดำเนินกิจการ,2023-04-18T21:00:05,100.605366666667,409,13.5653833333333,ประชา,ท้ายบ้าน
สุขุมวิท,10110004425331,3-22(2)-44/33สป,เมืองสมุทรปราการ,สมุทรปราการ,ห้างหุ้นส่วนจำกัด สหพรการทอ,2,7676,ห้างหุ้นส่วนจำกัด สหพรการทอ,ทอผ้าจากด้ายย้อมสี และผ้ามุ้ง (จำนวนเครื่องทอผ้า 50 เครื่อง),ดำเนินกิจการ,2023-04-18T21:00:05,100.604233333333,784,13.5531833333333,บางเมฆขาว,ท้ายบ้าน
สุขุมวิท,10110700125185,3-42(1)-1/18สป,เมืองสมุทรปราการ,สมุทรปราการ,บริษัท เอสทีซี นิกกะ จำกัด,12,7677,บริษัท เอสทีซี นิกกะ จำกัด,ผลิตเรซิ่นสังเคราะห์ต่าง ๆ เช่น ยูเรียฟอร์มาดีไฮด์เรซิ่น ไวนิลอะซีเตรทอีมัลชั่นเรซิ่น,ดำเนินกิจการ,2023-04-18T21:00:05,100.38032,818,13.61734,วัดราษฎร์โพธิ์ทอง,ท้ายบ้าน
พุทธรักษา,110000525318,ส3-33-5/31สป,เมืองสมุทรปราการ,สมุทรปราการ,บริษัท โอเรียนตัล สปอร์ตอินดัสเตรียล จำกัด,5,7678,บริษัท โอเรียนตัล สปอร์ตอินดัสเตรียล จำกัด,ผลิตรองเท้าและชิ้นส่วนประกอบรองเท้า,ดำเนินกิจการ,2023-04-18T21:00:05,100.686883333333,418,13.5628166666667,NULL,แพรกษา
เทพารักษ์,20110014225513,จ3-105-142/51สป,บางเสาธง,สมุทรปราการ,บริษัท บางบ่อ รีไซเคิล จำกัด,2,7679,บริษัท บางบ่อ รีไซเคิล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย,ดำเนินกิจการ,2023-04-18T21:00:05,100.78228,99/1,13.58959,-,บางเสาธง
รัตนโกสิน 200 ปี,20110014725512,จ3-105-147/51สป,บางบ่อ,สมุทรปราการ,บริษัท โชคสวัสดิ์ รีไซเคิล จำกัด,6,7680,บริษัท โชคสวัสดิ์ รีไซเคิล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย ได้แก่ เศษเหล็ก ทองแดง อลูมิเนียม สแตนเลส พลาสติก ยาง กระดาษ ไม้ และอัดเศษโลหะ,ดำเนินกิจการ,2023-04-18T21:00:05,100.83672,195,13.58238,สถานีอนามัยบางบ่อ,บางบ่อ
NULL,20130017825515,จ3-37-178/51ปท,ลำลูกกา,ปทุมธานี,นายบุญเรือน คำวอน,12,7681,NULL,ทำเฟอร์นิเจอร์จากไม้,ดำเนินกิจการ,2023-04-18T21:00:05,100.79509,41/88,13.94628,NULL,ลำลูกกา
พหลโยธิน,20130200125517,จ3-8(1)-1/51ปท,คลองหลวง,ปทุมธานี,บริษัท สกายไลน์ เฮลท์แคร์ จำกัด,13,7682,บริษัท สกายไลน์ เฮลท์แคร์ จำกัด,ผลิตอาหารชนิดเม็ด แคปซูลและผง ผลิตน้ำผลไม้ ผลิตยาแผนโบราณ และยาแผนปัจจุบัน,ดำเนินกิจการ,2023-04-18T21:00:05,100.59729,222/1-3,14.11488,-,คลองหนึ่ง
-,20130100625517,จ3-63(2)-6/51ปท,สามโคก,ปทุมธานี,บริษัท ที เอส ดับบลิว จำกัด,2,7683,บริษัท ที เอส ดับบลิว จำกัด,"ผลิตอุปกรณ์ข้อต่อ,ข้อต่อโครงเหล็กและอุปกรณ์โครงเหล็ก.ผลิตข้อต่อ,ข้องอ.ข้อทองแดง.ทองเหลือง สำหรับเครื่องทำความเย็น",ดำเนินกิจการ,2023-04-18T21:00:05,100.53055,99/8,14.04617,-,สามโคก
พหลโยธิน,10140001025511,3-63(2)-10/51อย,วังน้อย,พระนครศรีอยุธยา,บริษัท สหไทยสตีลไพพ์ จำกัด (มหาชน),NULL,7684,บริษัท สหไทยสตีลไพพ์ จำกัด (มหาชน),ผลิตเหล็กรูปตัวซี ท่อเหล็กชนิดเหลี่ยมและชนิดกลม,ดำเนินกิจการ,2023-04-18T21:00:05,100.6875,NULL,14.21672,NULL,ลำไทร
อุทัย-อยุธยา,10140100125519,3-46(1)-1/51อย,อุทัย,พระนครศรีอยุธยา,บริษัท แอดวานซ์ ฟาร์มาซูติคอล แมนูแฟคเจอริ่ง จำกัด,4,7685,บริษัท แอดวานซ์ ฟาร์มาซูติคอล แมนูแฟคเจอริ่ง จำกัด,ผลิตยาแผนปัจจุบันและเสริมอาหาร,ดำเนินกิจการ,2023-04-18T21:00:05,100.66269,16/17,14.35055,-,อุทัย
ปทุมธานี-สามโคก,20130015025514,จ3-105-150/51ปท,สามโคก,ปทุมธานี,บริษัท นิวไลฟ์ เวิลด์ เมทัล จำกัด,4,7686,บริษัท นิวไลฟ์ เวิลด์ เมทัล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วจากโรงงานอุตสาหกรรม ที่ไม่เป็นของเสียอันตราย เช่น แผงวงจรอิเลคทรอนิกส์ ชิ้นส่วนอิเลคทรอนิกส์ เศษโลหะ เศษพลาสติก เศษกระดาษ ไม้พาเลท,หยุดชั่วคราว,2023-04-18T21:00:05,100.48724,32/11-12,14.10364,NULL,ท้ายเกาะ
ลำลูกกา,20130103125515,จ3-64(2)-31/51ปท,ลำลูกกา,ปทุมธานี,บริษัท เพรสซิเดนท์ นิปปอน โอโต จำกัด ,7,7687,บริษัท เพรสซิเดนท์ นิปปอน โอโต จำกัด,ทำผลิตภัณฑ์โลหะ ปั้มหรือกระแทก กัด กลึง ไส เจียร เชื่อมโลหะทั่วไป,หยุดชั่วคราว,2023-04-18T21:00:05,100.67631,30/80,13.9442,ลำลุกกา 51,ลาดสวาย
พหลโยธิน,20130102325512,จ3-70-23/51ปท,คลองหลวง,ปทุมธานี,บริษัท ซัมโบ ไพพ์ปิ้ง (ประเทศไทย) จำกัด,13,7688,บริษัท ซัมโบ ไพพ์ปิ้ง (ประเทศไทย) จำกัด,"ผลิตชิ้นส่วนแอร์ เช่น Dryer ,Filter,Mufffer,Distributer,join สำหรับตู้เย็นและเครื่องปรับอากาศ",ดำเนินกิจการ,2023-04-18T21:00:05,100.606707,"โฉนดเลขที่ 55324,55325",14.121694,เขตอุตสาหกรรรมนวนคร,คลองหนึ่ง
ธนสิทธิ์,20110202525518,จ3-53(1)-25/51สป,บางพลี,สมุทรปราการ,บริษัท ชาญเจริญ เทรดดิ้ง จำกัด,3,7689,บริษัท ชาญเจริญ เทรดดิ้ง จำกัด,"ผลิตผลิตภัณฑ์พลาสติก เช่น ชิ้นส่วนอีเล็คโทรนิคส์,ทำเม็ดพลาสติก,บดเศษพลาสติก",ดำเนินกิจการ,2023-04-18T21:00:05,100.50985,34/3,13.58917,รัตนโชค 12,บางปลา
NULL,20140500225511,จ3-90-2/51อย,อุทัย,พระนครศรีอยุธยา,บริษัท โรจนะ อินดัสเตรียล แมเนจเม้นท์ จำกัด,9,7690,บริษัท โรจนะ อินดัสเตรียล แมเนจเม้นท์ จำกัด,"ผลิตน้ำใช้เพื่อการอุตสาหกรรม กำลังผลิต 35,000 ลูกบาศก์เมตรต่อวัน",ดำเนินกิจการ,2023-04-18T21:00:05,100.6157,71,14.35105,NULL,ธนู
บางนา-ตราด กม.10,20110100725517,จ3-39-7/51สป,บางพลี,สมุทรปราการ,บริษัท หงษ์ไทย พัลพ โมลด์ จำกัด,7,7691,บริษัท หงษ์ไทยพัลพโมลด์ จำกัด,ผลิตกระดาษลูกฟูกกันกระแทก และบรรจุภัณฑ์ที่ทำจากกระดาษ,ดำเนินกิจการ,2023-04-18T21:00:05,100.69317,74/2,13.62817,มหาชัย,บางพลีใหญ่
ธนสิทธิ์,20110300325514,จ3-48(1)-3/51สป,บางพลี,สมุทรปราการ,บริษัท โกลบอล โค้ตติ้ง จำกัด,12,7692,บริษัท โกลบอล โค้ตติ้ง จำกัด,"ผลิตน้ำยาทำความสะอาด,ฆ่าเชื้อโรค เคลือบผิว,สเปรย์ปรับอากาศและฆ่าเชื้อโรค",ดำเนินกิจการ,2023-04-18T21:00:05,100.71277,104/37-40,13.55445,รัตนโชค 12,บางปลา
สุขุมวิท,91620000125513,ข3-29-1/51สป,เมืองสมุทรปราการ,สมุทรปราการ,บริษัท ซินตี้ฮั้ว แทนเนอรี่ จำกัด,2,7693,บริษัท ซินตี้ฮั้ว แทนเนอรี่ จำกัด,ฟอกหนัง,ดำเนินกิจการ,2023-04-18T21:00:05,100.65777,555,13.56886,ฟอกหนัง กม.30,ท้ายบ้าน
-,91600002625512,ข3-77(2)-26/51อย,อุทัย,พระนครศรีอยุธยา,บริษัท เอ็มฮาร์ท เทคโนโลยีส์(ประเทศไทย) จำกัด,5,7694,บริษัท เอ็มฮาร์ท เทคโนโลยีส์(ประเทศไทย) จำกัด,ผลิต สายรัด ชุดอุปกรณ์สายรัด สลัก ยึด อุปกรณ์ และระบบเพื่อการเชื่อม การยึดติดทุกชนิด ทุกประเภท ที่ทำจากพลาสติก เพื่อใช้ในอุตสาหกรรมรถยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,100.64874,40/22-23,14.33846,NULL,อุทัย
โรจนะ,91600001825519,ข3-72-18/51อย,อุทัย,พระนครศรีอยุธยา,บริษัท นิฮง เซกิไทย จำกัด,5,7695,บริษัท นิฮง เซกิไทย จำกัด,ผลิตชิ้นส่วนและอุปกรณ์ของผลิตภัณฑ์อิเลคทรอนิคส์และเครื่องใช้ไฟฟ้าที่ใช้ในสำนักงาน,ดำเนินกิจการ,2023-04-18T21:00:05,100.64119,1/77,14.3292,สวนอุตสาหกรรมโรจนะ,คานหาม
วงแหวนตะวันตก,20130400425519,จ3-78(1)-4/51ปท,ลาดหลุมแก้ว,ปทุมธานี,บริษัท บ้านกลางวิศวกรรม จำกัด,11,7696,บริษัท บ้านกลางวิศวกรรม จำกัด,"ประกอบ, ติดตั้งและซ่อมตัวถังรถยนต์",ดำเนินกิจการ,2023-04-18T21:00:05,100.45133,46/3,14.02877,NULL,คูบางหลวง
NULL,20130101125517,จ3-42(1)-11/51ปท,ลาดหลุมแก้ว,ปทุมธานี,บริษัท ยูเนี่ยนเคมีคอล แอนด์ อีควิปเม้นท์ จำกัด,2,7697,บริษัท ยูเนี่ยนเคมีคอล แอนด์ อีควิปเม้นท์ จำกัด,ผลิตปุ๋ยน้ำยาผสมปุ๋ยเคมีและปุ๋ยอินทรีย์ เทียนหอมกันยุง แอลกอฮอล์แข็ง และสารทำความสะอาดเครื่องจักรจากเอทานอล และการเก็บสารเคมี,ดำเนินกิจการ,2023-04-18T21:00:05,100.36222,99/99,14.02936,NULL,หน้าไม้
รังสิต-นครนายก,20130003325512,จ3-53(1)-33/51ปท,ธัญบุรี,ปทุมธานี,บริษัท สุพรรณ พลาสติก 2009 จำกัด,4,7698,บริษัท สุพรรณ พลาสติก 2009 จำกัด,ทำเครื่องมือ เครื่องใช้ เครื่องเรือน หรือเครื่องประดับ จากพลาสติก,ดำเนินกิจการ,2023-04-18T21:00:05,100.82828,119/7,14.05444,NULL,บึงสนั่น
หนองปลากระดี่,91040001625512,ข3-56-16/51สบ,หนองแค,สระบุรี,บริษัท วิลเลรอย แอนด์ บอค (ประเทศไทย) จำกัด,6,7699,บริษัท วิลเลรอย แอนด์ บอค (ประเทศไทย) จำกัด,ผลิตเครื่องสุขภัณฑ์เซรามิก,ดำเนินกิจการ,2023-04-18T21:00:05,100.83745,58,14.37661,0,หนองปลาหมอ
NULL,91040000525515,ข3-72-5/51สบ,หนองแค,สระบุรี,บริษัท เจซีวาย เอชดีดี เทคโนโลยี จำกัด,4,7700,บริษัท เจซีวาย เอชดีดี เทคโนโลยี จำกัด,Base Plate,ดำเนินกิจการ,2023-04-18T21:00:05,100.839036,70,14.388656,NULL,บัวลอย
เอกชัย-พันธุวงศ์,20740300425516,จ3-48(3)-4/51สค,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท บิ๊ก 3 อินดัสทรี่ จำกัด,3,7701,บริษัท บิ๊ก 3 อินดัสทรี่ จำกัด,ทำกาวอุดยาแนวและกาวติดวัสดุต่าง ๆ,ดำเนินกิจการ,2023-04-18T21:00:05,100.33211,50/2,13.59894,NULL,คอกกระบือ
เพชรเกษม,20730103425516,จ3-53(4)-34/51นฐ,สามพราน,นครปฐม,บริษัท เจ.เอช.แอล.อินฟินิตี้ จำกัด,2,7702,บริษัท เจ.เอช.แอล.อินฟินิตี้ จำกัด,"ปั๊มขึ้นรูปภาชนะบรรจุภัณฑ์ และถ้วย,ภาชนะบรรจุจากพลาสติกต่าง ๆ ,ผลิตแผ่นพลาสติก โดยใช้เครื่องจักรเดิมที่ได้รับอนุญาต",ดำเนินกิจการ,2023-04-18T21:00:05,100.22305,51/122,13.74789,สามพราน 12,ท่าตลาด
พระรามที่ 2,20740501325515,จ3-92-13/51สค,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท ส.ร่วมไทย จำกัด,1,7703,บริษัท ส.ร่วมไทย จำกัด,ห้องเย็นแช่สัตว์น้ำและสินค้าเกษตร และการถนอมสัตว์น้ำ ผัก พืช หรือผลไม้,ดำเนินกิจการ,2023-04-18T21:00:05,100.35603,24/15,13.59762,NULL,บางน้ำจืด
-,10740001625515,3-106-16/51สค,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท สุนทร รีไฟน์เนอร์ จำกัด,1,7704,บริษัท สุนทร รีไฟน์เนอร์ จำกัด,หลอมหล่อเศษ และตะกรันโลหะ เช่น ทองคำ เงิน เศษผงตะไบ เศษวัสดุที่ปนเปื้อนทอง ขี้ตะกรัน เศษทองเค,ดำเนินกิจการ,2023-04-18T21:00:05,100.16599,27,13.53735,-,ชัยมงคล
NULL,20130000425513,จ3-8(1)-4/51ปท,ลำลูกกา,ปทุมธานี,ห้างหุ้นส่วนจำกัด พี.พี.ที.แมนูแฟคเจอเรอร์,13,7705,ห้างหุ้นส่วนจำกัด พี.พี.ที.แมนูแฟคเจอเรอร์,ผลิตเครื่องปรุง เครื่องดื่มผง อาหารเสริมจากพืช สัตว์ และน้ำยาทำความสะอาด,ดำเนินกิจการ,2023-04-18T21:00:05,100.79895,9/7,13.98842,NULL,บึงทองหลาง
-,20150005125512,จ3-34(1)-51/51อท,วิเศษชัยชาญ,อ่างทอง,นายวิวัฒน์ แสงอยู่,5,7706,วิวัฒน์ค้าไม้,เลื่อย ไส ซอย เซาะร่อง หรือการแปรรูปไม้ด้วยวิธีอื่น ทำวงกบ ประตู หน้าต่างหรือส่วนประกอบที่ทำด้วยไม้ของอาคาร,ดำเนินกิจการ,2023-04-18T21:00:05,100.261206971822,115/7,14.5477254630056,-,ห้วยคันแหลน
NULL,20740001325510,จ3-53(1)-13/51สค,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท แสงไทย ฟิตติ้ง อุตสาหกรรม จำกัด,2,7707,บริษัท แสงไทย ฟิตติ้ง อุตสาหกรรม จำกัด,ผลิตภัณฑ์จากพลาสติก เช่น ชิ้นส่วนเฟอร์นิเจอร์ ,ดำเนินกิจการ,2023-04-18T21:00:05,100.35503,35/328,13.60517,NULL,บางน้ำจืด
NULL,91600300125512,ข3-58(5)-1/51อย,อุทัย,พระนครศรีอยุธยา,บริษัท ไดอะ เรซิบอน (ไทยแลนด์) จำกัด,5,7708,บริษัท ไดอะ เรซิบอน (ไทยแลนด์) จำกัด,ผลิตหินเจียร,ดำเนินกิจการ,2023-04-18T21:00:05,100.645995,1/1,14.337361,NULL,อุทัย
กิ่งแก้ว-บางพลี,10110200625346,3-53(4)-6/34สป,บางพลี,สมุทรปราการ,บริษัท เคียววาอุตสาหกรรม จำกัด,7,7709,บริษัท เคียววาอุตสาหกรรม จำกัด,ทำผลิตภัณฑ์พลาสติกสำหรับการบรรจุหีบห่อ,ดำเนินกิจการ,2023-04-18T21:00:05,100.7008,101/21,13.6263833333333,หมู่บ้านประเสริฐศิลป์,บางพลีใหญ่
เทพารักษ์,10110600225341,3-48(3)-2/34สป,บางพลี,สมุทรปราการ,บริษัท ไมด้า เคมิคอล จำกัด,3,7710,บริษัท ไมด้า เคมิคอล จำกัด,"ผลิตสารพลาสติกไซเซอร์ (DOP,DINP)",ดำเนินกิจการ,2023-04-18T21:00:05,100.674116666667,115/9,13.6044,NULL,บางพลีใหญ่
กิ่งแก้ว,110900125342,ศ3-92-1/34สป,บางพลี,สมุทรปราการ,บริษัท ไทยแม็กซ์ โคลด์ สโตร์เรจท์ จำกัด,12,7711,บริษัท ไทยแม็กซ์ โคลด์ สโตร์เรจท์ จำกัด,ห้องเย็น,ดำเนินกิจการ,2023-04-18T21:00:05,100.714166666667,65/1,13.6466,-,ราชาเทวะ
กิ่งแก้ว,110100125316,ส3-52(1)-1/31สป,บางพลี,สมุทรปราการ,บริษัท ศรีเทพไทยรับเบอร์ แอนด์ โพรดักส์ จำกัด,4,7712,บริษัท ศรีเทพไทยรับเบอร์ แอนด์ โพรดักส์ จำกัด,ผลิตยางรัดของและยางสวมนิ้ว,ดำเนินกิจการ,2023-04-18T21:00:05,100.722602,53/4,13.664859,NULL,ราชาเทวะ
สุขุมวิท,10110900125381,3-67(8)-1/38สป,เมืองสมุทรปราการ,สมุทรปราการ,บริษัท เอ บราเดอร์ จำกัด,7,7713,บริษัท เอ บราเดอร์ จำกัด,ผลิตและซ่อมเครืองจักรกลรวมทั้งอุปกรณ์ต่าง ๆ,ดำเนินกิจการ,2023-04-18T21:00:05,100.603233333333,1951,13.6486833333333,สันติคาม 8,สำโรงเหนือ
บางนา-ตราด,10110300125213,3-27(2)-1/21สป,บางพลี,สมุทรปราการ,บริษัท ไทยยูรีเทนพลาสติก จำกัด,1,7714,บริษัท ไทยยูรีเทนพลาสติก จำกัด,ผลิตหนังเทียม กระดาษปิดผนังและเทปพันสายไฟ,ดำเนินกิจการ,2023-04-18T21:00:05,100.747016666667,4/2,13.6170666666667,พูลเจริญนิเวศน์,บางโฉลง
